Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MQP_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
330,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
331,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Water
332,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Water
333,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,NULL
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Bareland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Bareland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Cropland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
