Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLT_M_R
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Forest
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Cropland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Bareland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
