Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MKD_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MKD_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MKD_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MKD_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MKD_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MKD_M_R
2427,Forest,Water,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
2428,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Grassland
2429,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Wetland
2430,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
2431,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
2432,Forest,Water,NULL,Water,Non_Wetland,Wetland,Forest,Forest
2433,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
2434,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
2435,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Grassland
2436,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Wetland
2437,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
2438,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
2439,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2440,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
2441,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
2442,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
2443,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
2444,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
2445,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
2446,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
2447,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2448,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2449,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2450,Forest,Water,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
2451,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
2452,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
2453,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
2454,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
2455,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
2456,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
2457,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
2458,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Wetland
2459,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Water
2460,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
2461,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
2462,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
2463,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
2464,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Wetland
2465,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
2466,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
2467,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Grassland
2468,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Wetland
2469,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
2470,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
2471,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Forest
2472,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2473,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2474,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2475,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2476,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2477,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
2478,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
2479,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2480,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2481,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
2482,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
2483,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
2484,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Water
2485,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
2486,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
2487,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
2488,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
2489,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
2490,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
2491,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
2492,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
2493,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
2494,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
2495,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
2496,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
2497,Forest,Water,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
2498,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
2499,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2500,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
2501,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2502,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
2503,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
2504,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2505,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2506,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2507,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
2508,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2509,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2510,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2511,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
2512,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
2513,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
2514,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
2515,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
2516,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2517,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2518,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
2519,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
2520,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2521,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2522,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2523,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
2524,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
2525,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
2526,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
2527,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
2528,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
2529,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
2530,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
2531,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
2532,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
2533,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2534,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2535,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
2536,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
2537,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2538,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2539,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
2540,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
2541,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
2542,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2543,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
2544,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
2545,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
2546,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2547,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2548,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
2549,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
2550,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
2551,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
2552,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
2553,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2554,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2555,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
2556,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2557,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2558,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
2559,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
2560,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2561,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2562,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
2563,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
2564,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2565,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
2566,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2567,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2568,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2569,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2570,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2571,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2572,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2573,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2574,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
2575,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2576,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2577,Forest,Water,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Forest
2578,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2579,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
2580,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
2581,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
2582,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
2583,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
2584,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
2585,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
2586,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
2587,Forest,Water,Bareland,NULL,Non_Wetland,Built-up,Bareland,Forest
2588,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
2589,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
2590,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2591,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2592,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
2593,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
2594,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2595,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2596,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2597,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2598,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2599,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2600,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
2601,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2602,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
2603,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
2604,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
2605,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
2606,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
2607,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
2608,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2609,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2610,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
2611,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
2612,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
2613,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2614,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
2615,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
2616,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
2617,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
2618,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
2619,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
2620,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
2621,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
2622,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
2623,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2624,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2625,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
2626,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
2627,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2628,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2629,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2630,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
2631,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
2632,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
2633,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
2634,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
2635,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
2636,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
2637,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
2638,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2639,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2640,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
2641,Forest,Water,Water,NULL,Water,Bareland,Water,Grassland
2642,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
2643,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
2644,Forest,Water,Water,NULL,Water,Water,Wetland,Water
2645,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
2646,Forest,Water,Water,NULL,Water,Water,Water,Grassland
2647,Forest,Water,Water,NULL,Water,Water,Water,Wetland
2648,Forest,Water,Water,NULL,Water,Water,Water,Water
2649,Forest,Water,Water,NULL,Water,Water,Water,Forest
2650,Forest,Water,Water,NULL,Water,Water,Forest,Forest
2651,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
2652,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
2653,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
2654,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
2655,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
2656,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
2657,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
2658,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
2659,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
2660,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
2661,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
2662,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
2663,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
2664,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
2665,Forest,Water,Water,Non_Water,Water,Water,Water,Water
2666,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
2667,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
2668,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
2669,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
2670,Forest,Water,Water,Water,Water,NULL,Wetland,Water
2671,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
2672,Forest,Water,Water,Water,Water,NULL,Water,Water
2673,Forest,Water,Water,Water,Water,NULL,Water,Forest
2674,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
2675,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
2676,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
2677,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
2678,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2679,Forest,Water,Water,Water,Water,Wetland,Water,Water
2680,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2681,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
2682,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
2683,Forest,Water,Water,Water,Water,Water,Wetland,Water
2684,Forest,Water,Water,Water,Water,Water,Wetland,Forest
2685,Forest,Water,Water,Water,Water,Water,Water,Grassland
2686,Forest,Water,Water,Water,Water,Water,Water,Wetland
2687,Forest,Water,Water,Water,Water,Water,Water,Water
2688,Forest,Water,Water,Water,Water,Water,Water,Forest
2689,Forest,Water,Water,Water,Water,Water,Forest,Forest
2690,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
2691,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2692,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2693,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2694,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
2695,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
2696,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
2697,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
2698,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
2699,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
2700,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
2701,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
2702,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
2703,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
2704,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
2705,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
2706,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
2707,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
2708,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
2709,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
2710,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
2711,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
2712,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2713,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
2714,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
2715,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2716,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
2717,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
2718,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
2719,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
2720,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
2721,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
2722,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
2723,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
2724,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
2725,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
2726,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
2727,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
2728,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
2729,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
2730,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
2731,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
2732,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
2733,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
2734,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
2735,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
2736,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
2737,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
2738,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
2739,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
2740,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
2741,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
2742,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
2743,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
2744,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
2745,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
2746,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
2747,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
2748,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
2749,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
2750,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
2751,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
2752,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
2753,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
2754,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
2755,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
2756,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
2757,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
2758,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
2759,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2760,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
2761,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
2762,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
2763,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
2764,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
2765,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
2766,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
2767,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
2768,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
2769,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
2770,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
2771,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
2772,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
2773,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
2774,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2775,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
2776,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
2777,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
2778,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
2779,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
2780,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
2781,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
2782,Forest,Forest,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
2783,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
2784,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
2785,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2786,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
2787,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
2788,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
2789,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
2790,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
