Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LVE_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LVE_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LVE_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LVE_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LVE_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LVE_M_R
322,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Cropland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
396,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
397,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
398,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
399,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Built-up
400,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
401,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
402,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
403,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
404,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,NULL
405,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
406,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
407,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
408,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
409,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
410,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
411,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
412,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
413,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
414,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
415,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
416,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
417,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
418,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
419,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
420,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
421,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
422,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
423,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
424,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
425,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
426,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
427,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
435,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
436,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
437,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
438,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
439,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
440,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
441,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
442,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
444,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
445,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
446,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
447,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
448,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
449,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
450,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
451,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
452,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
453,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
454,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
457,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
458,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
461,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
462,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
466,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
468,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
472,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
479,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
482,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
484,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
485,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
488,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,NULL
490,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
494,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
503,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
505,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
509,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
510,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
514,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,NULL
532,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
533,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
544,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
545,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
546,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
547,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
548,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
551,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
552,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
556,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
557,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
559,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
563,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
565,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
567,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
573,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
582,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
584,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Shrubland,Forest
587,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
590,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Cropland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,NULL
593,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
597,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
598,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
599,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
600,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
601,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
602,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
603,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
604,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,NULL
605,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
606,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
607,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
608,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
609,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
610,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
611,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
612,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
613,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,NULL
614,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
615,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
616,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
617,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
618,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
619,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
620,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
621,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
622,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
623,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Grassland,Grassland
624,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
625,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
626,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
627,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
628,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
629,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
630,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
631,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
632,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
633,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
634,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
635,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
636,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
637,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
638,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,NULL
639,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
640,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
641,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
642,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
643,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
644,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
645,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
646,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
647,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
648,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
649,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Wetland
