Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHG_M_R
332,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Water
333,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,NULL
334,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Wetland,Wetland
335,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
337,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
338,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
339,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
340,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
341,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
342,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
343,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
345,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
346,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
347,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
348,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Wetland
349,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Grassland
350,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
351,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
352,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
353,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
354,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Wetland,Wetland
356,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,NULL
357,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
358,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
359,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
360,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
361,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Bareland
362,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
363,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
364,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
366,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
367,NULL,NULL,NULL,Water,Non_Wetland,Forest,Water,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Water
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
659,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
