Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MRN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MRN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MRN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MRN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MRN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MRN_M_R
330,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
331,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
332,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,NULL
333,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
334,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
335,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
336,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,NULL
337,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
338,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Cropland
339,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
340,NULL,NULL,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
341,NULL,NULL,NULL,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
342,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
343,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Shrubland,Grassland
344,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Grassland
345,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Cropland
346,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Wetland
347,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Grassland,Water
348,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
349,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Wetland
350,NULL,NULL,NULL,Non_Water,Non_Wetland,Water,Water,Water
351,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
352,NULL,NULL,NULL,Non_Water,Non_Wetland,Forest,Shrubland,Cropland
353,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,NULL
354,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
356,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
357,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
358,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Wetland
359,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Water
360,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
361,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
362,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
363,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
364,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Bareland
365,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
366,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Wetland
367,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
368,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
369,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Cropland
370,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
371,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
372,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
373,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Bareland
374,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
375,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,NULL
376,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
377,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Cropland
378,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Wetland
379,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
380,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
381,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Bareland
382,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
383,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Water
384,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
385,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
387,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
388,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Forest
389,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
390,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Cropland
391,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
392,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
393,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
394,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Bareland
395,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
396,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
397,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
398,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Water
399,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
400,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
401,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Built-up,Water
402,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,NULL
403,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
404,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
405,NULL,NULL,NULL,Water,Non_Wetland,Built-up,Built-up,Water
406,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,NULL
407,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Wetland
408,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Bareland
409,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
410,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
434,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Wetland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
451,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
457,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
458,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
459,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Bareland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Wetland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Bareland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,NULL
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
