Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KQV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KQV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KQV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KQV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KQV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KQV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KQV_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Water
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Water
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Built-up
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Grassland,Grassland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Bareland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Forest
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Cropland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
532,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
534,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
536,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
537,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
538,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
539,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
540,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
541,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
542,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
543,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
544,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
545,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
546,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
547,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
548,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
549,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
550,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
551,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
552,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
553,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
554,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
555,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
556,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
557,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Water
558,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
559,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
560,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
561,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
563,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
564,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
565,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
566,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
568,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
570,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
582,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
583,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
586,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
591,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
593,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
595,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
597,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Built-up
599,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
600,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
601,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
602,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
603,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,NULL
604,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
607,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
608,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
609,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Cropland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
611,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Grassland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
614,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
615,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
616,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
617,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
637,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
638,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
639,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
640,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
641,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
642,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
643,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
645,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
646,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
647,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
648,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
650,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
651,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
652,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
653,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
654,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
655,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
656,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
657,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
658,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
659,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
