Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KRR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KRR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KRR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KRR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KRR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KRR_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Wetland
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
408,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
409,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
410,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
411,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
412,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
413,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
414,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
415,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Cropland
416,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
417,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
418,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
419,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
420,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
421,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
422,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
423,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
424,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
425,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Wetland
426,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Water
427,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
428,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
429,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
430,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
431,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Wetland
432,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
433,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
434,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Wetland
435,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
436,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
437,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
438,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
439,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
440,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
441,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
442,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Wetland
443,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
444,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
445,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Bareland
446,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
447,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Bareland,Wetland
448,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
449,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Wetland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
451,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
454,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Wetland,Wetland
455,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
456,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
457,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
458,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
459,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
460,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
464,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
465,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
466,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
467,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
468,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
469,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Wetland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Wetland
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Wetland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
512,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
513,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Wetland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Wetland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Wetland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
540,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Wetland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
548,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Wetland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
553,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
555,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Wetland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
559,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
563,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Wetland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Water
569,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
570,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
571,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Wetland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Wetland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
585,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Wetland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
597,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
601,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
604,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
605,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
608,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
609,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Wetland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
615,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
616,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Bareland
617,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Water
619,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
622,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
625,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
626,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Forest
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
636,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
637,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
638,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
640,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
641,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Wetland
642,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
643,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Water
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
650,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
651,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
652,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
653,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
654,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
655,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
656,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
