Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRP_M_R
325,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
326,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
327,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
328,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
329,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
330,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
331,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
332,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Built-up
333,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
334,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
335,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
336,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
337,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
338,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
339,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
340,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
341,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
342,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
343,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
344,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
345,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
346,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
347,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
348,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
349,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
350,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Cropland
351,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
352,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
353,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
354,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Water,Built-up
355,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
356,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
357,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
358,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Grassland
359,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Wetland,Bareland
360,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Bareland,Built-up
361,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
362,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
363,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
364,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Grassland,Forest
365,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
366,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
367,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
368,NULL,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
369,NULL,NULL,Water,NULL,Water,NULL,Wetland,Bareland
370,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
371,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
372,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
373,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Grassland
374,NULL,NULL,Water,NULL,Water,Grassland,Water,Grassland
375,NULL,NULL,Water,NULL,Water,Grassland,Water,Forest
376,NULL,NULL,Water,NULL,Water,Bareland,NULL,Grassland
377,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
378,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
379,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
380,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
381,NULL,NULL,Water,NULL,Water,Bareland,Forest,Bareland
382,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Grassland
383,NULL,NULL,Water,NULL,Water,Built-up,Built-up,Forest
384,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
385,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
386,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
387,NULL,NULL,Water,Non_Water,Water,Grassland,Water,Grassland
388,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Bareland
389,NULL,NULL,Water,Non_Water,Water,Bareland,Grassland,Forest
390,NULL,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
391,NULL,NULL,Water,Water,Water,Grassland,Grassland,Bareland
392,NULL,NULL,Water,Water,Water,Bareland,Grassland,Grassland
393,NULL,NULL,Water,Water,Water,Bareland,Grassland,Bareland
394,NULL,NULL,Water,Water,Water,Bareland,Grassland,Water
395,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
396,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
397,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
398,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
399,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
400,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
401,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
402,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
403,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
404,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
405,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
406,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
407,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
408,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
409,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
410,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
411,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
412,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
413,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
415,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
416,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
417,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
418,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
419,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
420,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Grassland
421,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
422,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Built-up,Grassland
423,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
424,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
425,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
426,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
427,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
428,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
429,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
430,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
431,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
432,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
433,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
434,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
435,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Water
436,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
437,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
438,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
439,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
440,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
441,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
442,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Grassland
443,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Bareland
444,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
446,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
447,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
448,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
449,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Forest
450,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
451,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
453,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
454,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
456,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
457,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
458,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
460,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
461,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
462,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
463,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
464,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
465,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Bareland
466,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
467,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
468,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
469,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
470,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
471,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
472,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
473,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
474,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
475,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
476,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
477,NULL,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
478,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
479,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
480,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
481,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
482,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
483,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
484,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Bareland
485,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
486,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
487,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
488,NULL,Cropland,NULL,NULL,Non_Wetland,Water,Grassland,Forest
489,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
490,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
491,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
492,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
493,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
494,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
495,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
496,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
497,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
498,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
499,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
500,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
501,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
502,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
503,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
508,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
509,NULL,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
510,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
511,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
512,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
513,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
514,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
515,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
516,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
517,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
518,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
519,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
520,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
521,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
522,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
523,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
524,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
525,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
526,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
527,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
528,NULL,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
529,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
530,NULL,Cropland,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
531,NULL,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
532,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
533,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
534,NULL,Cropland,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
535,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
536,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
537,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
538,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
539,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
540,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
541,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
542,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
543,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
544,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
545,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
546,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
547,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
548,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
549,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
550,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
551,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
552,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
553,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
554,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
555,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
556,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
557,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
558,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
559,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
560,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
561,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
562,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
563,NULL,Cropland,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
564,NULL,Cropland,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
565,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
566,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
567,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
568,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
569,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
570,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
571,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
572,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
573,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
574,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
575,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
576,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
577,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
578,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
579,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
580,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
581,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
582,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
583,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
584,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
585,NULL,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
586,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
587,NULL,Cropland,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
588,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
590,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
591,NULL,Cropland,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
592,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Bareland,Grassland
594,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
595,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Bareland
596,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
597,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
598,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
599,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
600,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
601,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
602,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
603,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Bareland
604,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
605,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
606,NULL,Cropland,Built-up,NULL,Non_Wetland,Cropland,Grassland,Grassland
607,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
608,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
609,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
610,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
611,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
612,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
613,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
614,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
615,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
616,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
617,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
618,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
619,NULL,Cropland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
620,NULL,Cropland,Water,NULL,Water,Grassland,Grassland,Grassland
621,NULL,Cropland,Water,NULL,Water,Cropland,NULL,Grassland
622,NULL,Cropland,Water,NULL,Water,Bareland,Water,Grassland
623,NULL,Cropland,Water,Non_Water,Water,Grassland,Water,Grassland
624,NULL,Cropland,Water,Water,Water,Wetland,Grassland,Water
625,NULL,Cropland,Water,Water,Water,Bareland,Water,Bareland
626,NULL,Cropland,Water,Water,Water,Water,Water,Grassland
627,NULL,Cropland,Water,Water,Water,Water,Water,Forest
628,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
629,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
630,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
631,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
633,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
634,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
635,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
636,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
637,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
638,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
639,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
640,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
641,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
642,NULL,Cropland,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
643,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
644,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
645,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
646,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
647,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Cropland
648,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
649,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
650,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
651,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
652,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
653,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
654,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
655,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
656,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
657,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
