Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LUK_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LUK_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LUK_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LUK_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LUK_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LUK_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LUK_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Built-up
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Built-up
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Cropland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Shrubland,Built-up
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
571,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
572,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
573,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
574,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
575,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
576,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
577,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Bareland
578,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
579,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
580,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
581,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Bareland
582,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
583,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
584,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
585,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
586,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
587,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
588,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
589,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
591,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
592,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
595,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
596,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Bareland
598,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
599,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
600,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
601,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
602,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
603,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
604,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,NULL
605,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
606,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Bareland
607,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Water
608,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
609,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
610,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
611,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Cropland
612,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
613,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
614,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Bareland
617,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
618,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
619,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
620,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
621,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
623,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
624,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
625,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,NULL
626,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Forest
628,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
630,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Water
632,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Wetland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
635,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
636,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Grassland,Grassland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Grassland,Bareland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
641,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
642,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Cropland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
644,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Cropland
646,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Bareland
647,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
648,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
649,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
650,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
651,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
652,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
653,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
654,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
655,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
