Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MBP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MBP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MBP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MBP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MBP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MBP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MBP_M_R
1123,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1124,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1125,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1126,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1127,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1128,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1129,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1130,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1131,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1132,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1133,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1134,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1135,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1136,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1137,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1138,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1139,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1140,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1141,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1142,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1143,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1144,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1145,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1146,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1147,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Water
1148,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1149,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1150,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Forest,Forest
1151,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Wetland,Forest
1152,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
1153,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Forest
1154,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Water,Forest
1155,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1156,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Forest,Forest
1157,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Water,Water
1158,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Grassland
1159,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Wetland,Forest
1160,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Water,Water,Water
1161,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Grassland,Water,Forest
1162,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Water
1163,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Wetland,Forest
1164,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Water,Water,Water
1165,Forest,Forest,Lichens_and_Mosses,Water,Non_Wetland,Forest,Forest,Forest
1166,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1167,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1168,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Water
1169,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1170,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Water
1171,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1172,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1173,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1174,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1175,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1176,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
1177,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1178,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Water
1179,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1180,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
1181,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1182,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1183,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1184,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1185,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1186,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
1187,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1188,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1189,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1190,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1191,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Water
1192,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1193,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1194,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1195,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
1196,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1197,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
1198,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1199,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1200,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1201,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1202,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1203,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1204,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1205,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
1206,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
1207,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1208,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Water
1209,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1210,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1211,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1212,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1213,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1214,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1215,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1216,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
1217,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1218,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1219,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1220,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Water
1221,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1222,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1223,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1224,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1225,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1226,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1227,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1228,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
1229,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1230,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1231,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
1232,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1233,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1234,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1235,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1236,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1237,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1238,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1239,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1240,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
1241,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1242,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1243,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1244,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1245,Forest,Forest,Built-up,NULL,Non_Wetland,Built-up,Wetland,Forest
1246,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
1247,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1248,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1249,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1250,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1251,Forest,Forest,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1252,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1253,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Water,Forest
1254,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Forest
1255,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1256,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1257,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1258,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1259,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1260,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1261,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1262,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1263,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1264,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1265,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Grassland
1266,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Water
1267,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1268,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
1269,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1270,Forest,Forest,Water,NULL,Water,Wetland,Forest,Water
1271,Forest,Forest,Water,NULL,Water,Wetland,Forest,Forest
1272,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1273,Forest,Forest,Water,NULL,Water,Bareland,Water,Water
1274,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1275,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1276,Forest,Forest,Water,NULL,Water,Water,Water,Water
1277,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1278,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1279,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1280,Forest,Forest,Water,NULL,Water,Forest,Wetland,Water
1281,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1282,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1283,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1284,Forest,Forest,Water,NULL,Water,Forest,Forest,Water
1285,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1286,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1287,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1288,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1289,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1290,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Water
1291,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1292,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
1293,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1294,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1295,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
1296,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Water
1297,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1298,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1299,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1300,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1301,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
1302,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Forest
1303,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
1304,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
1305,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1306,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
1307,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1308,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1309,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1310,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1311,Forest,Forest,Water,Non_Water,Water,Water,Water,Grassland
1312,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1313,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1314,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1315,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Water
1316,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1317,Forest,Forest,Water,Non_Water,Water,Forest,Water,Water
1318,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1319,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Water
1320,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1321,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1322,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1323,Forest,Forest,Water,Water,Water,NULL,Water,Water
1324,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1325,Forest,Forest,Water,Water,Water,NULL,Forest,Water
1326,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1327,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
1328,Forest,Forest,Water,Water,Water,Grassland,Wetland,Water
1329,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1330,Forest,Forest,Water,Water,Water,Grassland,Water,Water
1331,Forest,Forest,Water,Water,Water,Grassland,Water,Forest
1332,Forest,Forest,Water,Water,Water,Grassland,Forest,Water
1333,Forest,Forest,Water,Water,Water,Grassland,Forest,Forest
1334,Forest,Forest,Water,Water,Water,Wetland,Wetland,Grassland
1335,Forest,Forest,Water,Water,Water,Wetland,Wetland,Water
1336,Forest,Forest,Water,Water,Water,Wetland,Wetland,Forest
1337,Forest,Forest,Water,Water,Water,Wetland,Water,Water
1338,Forest,Forest,Water,Water,Water,Wetland,Water,Forest
1339,Forest,Forest,Water,Water,Water,Wetland,Forest,Water
1340,Forest,Forest,Water,Water,Water,Wetland,Forest,Forest
1341,Forest,Forest,Water,Water,Water,Bareland,Wetland,Water
1342,Forest,Forest,Water,Water,Water,Bareland,Water,Grassland
1343,Forest,Forest,Water,Water,Water,Bareland,Water,Water
1344,Forest,Forest,Water,Water,Water,Bareland,Water,Forest
1345,Forest,Forest,Water,Water,Water,Built-up,Water,Water
1346,Forest,Forest,Water,Water,Water,Water,Wetland,Grassland
1347,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1348,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1349,Forest,Forest,Water,Water,Water,Water,Water,Grassland
1350,Forest,Forest,Water,Water,Water,Water,Water,Water
1351,Forest,Forest,Water,Water,Water,Water,Water,Forest
1352,Forest,Forest,Water,Water,Water,Water,Forest,Water
1353,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1354,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1355,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1356,Forest,Forest,Water,Water,Water,Forest,Water,Water
1357,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1358,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1359,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1360,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1361,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1362,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1363,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1364,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1365,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1366,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1367,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1368,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1369,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1370,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1371,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1372,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1373,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1374,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1375,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1376,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Water
1377,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1378,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1379,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Water
1380,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1381,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1382,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1383,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1384,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1385,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Water
1386,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1387,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1388,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Water
1389,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1390,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1391,Forest,Forest,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1392,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Bareland,Forest
1393,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Grassland
1394,Forest,Forest,Forest,NULL,Non_Wetland,Built-up,Forest,Forest
1395,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1396,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1397,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1398,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1399,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1400,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1401,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1402,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1403,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1404,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1405,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1406,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1407,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1408,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1409,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1410,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1411,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1412,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1413,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1414,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1415,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1416,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
1417,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1418,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1419,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1420,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1421,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1422,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1423,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1424,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1425,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1426,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
1427,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Water
1428,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1429,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Water
1430,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
1431,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
1432,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1433,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
1434,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1435,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
1436,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Water
1437,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1438,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Water
1439,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Water,Forest
1440,Forest,Forest,Forest,Non_Water,Non_Wetland,Bareland,Forest,Forest
1441,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1442,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1443,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1444,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
1445,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Water
1446,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1447,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1448,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1449,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1450,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1451,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Water
1452,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1453,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1454,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1455,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
1456,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1457,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1458,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1459,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1460,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1461,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1462,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
1463,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Water
1464,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1465,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1466,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Water
1467,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Water,Forest
1468,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Water
1469,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Forest,Forest
1470,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1471,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Water
1472,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1473,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Water
1474,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Water,Forest
1475,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1476,Forest,Forest,Forest,Water,Non_Wetland,Bareland,Wetland,Water
1477,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1478,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1479,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1480,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Grassland
1481,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
