Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGM_M_R
331,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
332,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
333,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Bareland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Wetland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
