Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MEM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MEM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MEM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MEM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MEM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MEM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MEM_M_R
1123,Forest,Forest,Grassland,Water,Non_Wetland,Bareland,Wetland,Water
1124,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Water
1125,Forest,Forest,Grassland,Water,Non_Wetland,Water,Wetland,Forest
1126,Forest,Forest,Grassland,Water,Non_Wetland,Water,Water,Forest
1127,Forest,Forest,Grassland,Water,Non_Wetland,Forest,Wetland,Forest
1128,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
1129,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
1130,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1131,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1132,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1133,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
1134,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1135,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
1136,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1137,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1138,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
1139,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
1140,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1141,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
1142,Forest,Forest,Cropland,NULL,Non_Wetland,Water,Forest,Forest
1143,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
1144,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
1145,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1146,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1147,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
1148,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1149,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1150,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1151,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
1152,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Forest
1153,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
1154,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1155,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
1156,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Water
1157,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1158,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
1159,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1160,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Water
1161,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Wetland,Forest
1162,Forest,Forest,Cropland,Non_Water,Non_Wetland,Water,Water,Water
1163,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Forest
1164,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Wetland,Forest
1165,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Grassland
1166,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Water
1167,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Wetland,Forest
1168,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
1169,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,Wetland,Forest
1170,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Grassland
1171,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Water
1172,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
1173,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Water
1174,Forest,Forest,Cropland,Water,Non_Wetland,Water,Wetland,Grassland
1175,Forest,Forest,Cropland,Water,Non_Wetland,Water,Water,Forest
1176,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1177,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
1178,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1179,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Bareland
1180,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1181,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1182,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1183,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1184,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1185,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1186,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1187,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1188,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1189,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Water
1190,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1191,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1192,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
1193,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Bareland
1194,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
1195,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1196,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Water
1197,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1198,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1199,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1200,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1201,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Forest
1202,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1203,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
1204,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
1205,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Forest
1206,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
1207,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Bareland
1208,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1209,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1210,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Grassland
1211,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Bareland
1212,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Water
1213,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1214,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
1215,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1216,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
1217,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1218,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1219,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
1220,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1221,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
1222,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1223,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
1224,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1225,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1226,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1227,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Grassland
1228,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Water
1229,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1230,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
1231,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
1232,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1233,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
1234,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1235,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1236,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1237,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
1238,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Water
1239,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1240,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1241,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1242,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
1243,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1244,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
1245,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1246,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
1247,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
1248,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
1249,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
1250,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1251,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
1252,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Water
1253,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Forest
1254,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1255,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
1256,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1257,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Grassland
1258,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1259,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Forest
1260,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
1261,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Water
1262,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Forest
1263,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1264,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1265,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1266,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
1267,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1268,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1269,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1270,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1271,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1272,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Grassland
1273,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
1274,Forest,Forest,Wetland,Water,Wetland,Grassland,Grassland,Forest
1275,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1276,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Water
1277,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1278,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
1279,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Water
1280,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1281,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
1282,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Water
1283,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
1284,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1285,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
1286,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
1287,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Grassland
1288,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
1289,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Forest
1290,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Forest
1291,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
1292,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Water
1293,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
1294,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
1295,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Water
1296,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
1297,Forest,Forest,Wetland,Water,Wetland,Water,Grassland,Forest
1298,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Grassland
1299,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1300,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1301,Forest,Forest,Wetland,Water,Wetland,Water,Water,Grassland
1302,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
1303,Forest,Forest,Wetland,Water,Wetland,Water,Water,Forest
1304,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Water
1305,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1306,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Grassland
1307,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
1308,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1309,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
1310,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1311,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1312,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1313,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Water,Forest
1314,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Wetland,Forest
1315,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Water,Forest,Forest
1316,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Wetland,Forest
1317,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,Forest,Forest,Forest
1318,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,Wetland,Forest
1319,Forest,Forest,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Forest,Forest
1320,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
1321,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1322,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1323,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1324,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1325,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1326,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1327,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1328,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1329,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1330,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1331,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1332,Forest,Forest,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
1333,Forest,Forest,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
1334,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1335,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1336,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Water
1337,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1338,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Water
1339,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1340,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
1341,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1342,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1343,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1344,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
1345,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1346,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1347,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1348,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Water
1349,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1350,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
1351,Forest,Forest,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1352,Forest,Forest,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1353,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1354,Forest,Forest,Bareland,Non_Water,Non_Wetland,Bareland,Water,Forest
1355,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
1356,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1357,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Water
1358,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1359,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1360,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1361,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
1362,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1363,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
1364,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Water
1365,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1366,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Water,Forest
1367,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1368,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
1369,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1370,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1371,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Water
1372,Forest,Forest,Bareland,Water,Non_Wetland,Grassland,Water,Forest
1373,Forest,Forest,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1374,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Wetland,Grassland
1375,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Grassland
1376,Forest,Forest,Bareland,Water,Non_Wetland,Bareland,Water,Forest
1377,Forest,Forest,Bareland,Water,Non_Wetland,Water,Grassland,Forest
1378,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Water
1379,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1380,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Grassland
1381,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Water
1382,Forest,Forest,Bareland,Water,Non_Wetland,Water,Water,Forest
1383,Forest,Forest,Bareland,Water,Non_Wetland,Water,Forest,Forest
1384,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
1385,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Water,Forest
1386,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1387,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Water,Forest
1388,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1389,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
1390,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1391,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
1392,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
1393,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
1394,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1395,Forest,Forest,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
1396,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Water
1397,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Water,Forest
1398,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1399,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1400,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
1401,Forest,Forest,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
1402,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1403,Forest,Forest,Built-up,Non_Water,Non_Wetland,Grassland,Forest,Forest
1404,Forest,Forest,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1405,Forest,Forest,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1406,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Wetland,Forest
1407,Forest,Forest,Built-up,Water,Non_Wetland,NULL,Water,Forest
1408,Forest,Forest,Built-up,Water,Non_Wetland,Grassland,Wetland,Forest
1409,Forest,Forest,Built-up,Water,Non_Wetland,Water,Wetland,Water
1410,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Water
1411,Forest,Forest,Built-up,Water,Non_Wetland,Water,Water,Forest
1412,Forest,Forest,Water,NULL,Water,NULL,Wetland,Grassland
1413,Forest,Forest,Water,NULL,Water,NULL,Wetland,Water
1414,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1415,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1416,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1417,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1418,Forest,Forest,Water,NULL,Water,Grassland,Grassland,Forest
1419,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Grassland
1420,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1421,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Forest
1422,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1423,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1424,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1425,Forest,Forest,Water,NULL,Water,Wetland,Water,Forest
1426,Forest,Forest,Water,NULL,Water,Bareland,Wetland,Forest
1427,Forest,Forest,Water,NULL,Water,Bareland,Forest,Forest
1428,Forest,Forest,Water,NULL,Water,Water,Wetland,Grassland
1429,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1430,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1431,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
1432,Forest,Forest,Water,NULL,Water,Water,Water,Water
1433,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1434,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1435,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1436,Forest,Forest,Water,NULL,Water,Forest,Water,Water
1437,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1438,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1439,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1440,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1441,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1442,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1443,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Grassland
1444,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Bareland
1445,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Water
1446,Forest,Forest,Water,Non_Water,Water,Grassland,Wetland,Forest
1447,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Grassland
1448,Forest,Forest,Water,Non_Water,Water,Grassland,Water,Forest
1449,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Grassland
1450,Forest,Forest,Water,Non_Water,Water,Grassland,Forest,Forest
1451,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Grassland
1452,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Water
1453,Forest,Forest,Water,Non_Water,Water,Wetland,Wetland,Forest
1454,Forest,Forest,Water,Non_Water,Water,Wetland,Water,Water
1455,Forest,Forest,Water,Non_Water,Water,Wetland,Forest,Forest
1456,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Grassland
1457,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Water
1458,Forest,Forest,Water,Non_Water,Water,Bareland,Wetland,Forest
1459,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Water
1460,Forest,Forest,Water,Non_Water,Water,Bareland,Water,Forest
1461,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Grassland
1462,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Water
1463,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1464,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1465,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1466,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1467,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1468,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1469,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1470,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
1471,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1472,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1473,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
1474,Forest,Forest,Water,Water,Water,NULL,Water,Water
1475,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1476,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1477,Forest,Forest,Water,Water,Water,Grassland,Wetland,Grassland
