Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LFJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LFJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LFJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LFJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LFJ_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,NULL
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Built-up
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Wetland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Cropland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,NULL
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
536,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
538,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
539,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
540,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Built-up,Grassland
541,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
542,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
543,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
544,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
545,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
546,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
547,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
548,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Wetland
549,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
550,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
551,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
552,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Water
553,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
554,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
555,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
556,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
557,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
559,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
560,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
562,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
563,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,NULL
564,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
565,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Wetland
566,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Bareland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
569,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
570,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
571,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
572,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Bareland
573,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
575,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
576,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Forest
577,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
578,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
580,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
581,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
582,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
583,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
584,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
586,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
587,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
588,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
591,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
593,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
594,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
596,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
598,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
599,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
600,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
601,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
602,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
604,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
605,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
606,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
607,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
610,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
612,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
613,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
614,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
616,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
621,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
623,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
624,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
625,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
626,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
628,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
632,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
633,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
634,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
636,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
637,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
638,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
639,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
640,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
644,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
646,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
648,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
649,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,NULL
650,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
