Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20KPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20KPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20KPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20KPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20KPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20KPG_M_R
1359,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1360,Bareland,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1361,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1362,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
1363,Bareland,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1364,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1365,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1366,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1367,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1368,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1369,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1370,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1371,Bareland,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1372,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1373,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1374,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1375,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1376,Bareland,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1377,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1378,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
1379,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1380,Bareland,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Water
1381,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1382,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1383,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Water
1384,Bareland,Cropland,Wetland,NULL,Wetland,NULL,NULL,Forest
1385,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1386,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1387,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1388,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1389,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1390,Bareland,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1391,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Grassland
1392,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Cropland
1393,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Wetland
1394,Bareland,Cropland,Wetland,Water,Wetland,NULL,NULL,Water
1395,Bareland,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
1396,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1397,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
1398,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1399,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1400,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1401,Bareland,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1402,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1403,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1404,Bareland,Cropland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1405,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1406,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1407,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1408,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1409,Bareland,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1410,Bareland,Cropland,Water,NULL,Water,NULL,NULL,NULL
1411,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Grassland
1412,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Cropland
1413,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Wetland
1414,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Water
1415,Bareland,Cropland,Water,NULL,Water,NULL,NULL,Forest
1416,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Cropland
1417,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Wetland
1418,Bareland,Cropland,Water,Non_Water,Water,NULL,NULL,Forest
1419,Bareland,Cropland,Water,Water,Water,NULL,NULL,Wetland
1420,Bareland,Cropland,Water,Water,Water,NULL,NULL,Water
1421,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1422,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1423,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1424,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1425,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1426,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1427,Bareland,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1428,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1429,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1430,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Cropland
1431,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1432,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1433,Bareland,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1434,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1435,Bareland,Cropland,Forest,Water,Non_Wetland,NULL,NULL,Water
1436,Bareland,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1437,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1438,Bareland,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1439,Bareland,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1440,Bareland,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1441,Bareland,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1442,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1443,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1444,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1445,Bareland,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1446,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1447,Bareland,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1448,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1449,Bareland,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1450,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1451,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1452,Bareland,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1453,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1454,Bareland,Bareland,Water,NULL,Water,NULL,NULL,Forest
1455,Bareland,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1456,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1457,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1458,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1459,Bareland,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1460,Bareland,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1461,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1462,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1463,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1464,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1465,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1466,Bareland,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1467,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1468,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1469,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1470,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1471,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
1472,Bareland,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1473,Bareland,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
1474,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1475,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1476,Bareland,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1477,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1478,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1479,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1480,Bareland,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1481,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1482,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1483,Bareland,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1484,Bareland,Water,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1485,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1486,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1487,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1488,Bareland,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1489,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1490,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1491,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1492,Bareland,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1493,Bareland,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1494,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1495,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1496,Bareland,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1497,Bareland,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1498,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1499,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Water
1500,Bareland,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1501,Bareland,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1502,Bareland,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1503,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1504,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1505,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1506,Bareland,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1507,Bareland,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1508,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1509,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1510,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1511,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1512,Bareland,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1513,Bareland,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1514,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1515,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1516,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1517,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1518,Bareland,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1519,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1520,Bareland,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1521,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1522,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1523,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1524,Bareland,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1525,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1526,Bareland,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1527,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1528,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1529,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1530,Bareland,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1531,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
1532,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1533,Bareland,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1534,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1535,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1536,Bareland,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1537,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1538,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1539,Bareland,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1540,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1541,Bareland,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1542,Bareland,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1543,Bareland,Forest,Water,NULL,Water,NULL,NULL,Grassland
1544,Bareland,Forest,Water,NULL,Water,NULL,NULL,Cropland
1545,Bareland,Forest,Water,NULL,Water,NULL,NULL,Wetland
1546,Bareland,Forest,Water,NULL,Water,NULL,NULL,Water
1547,Bareland,Forest,Water,NULL,Water,NULL,NULL,Forest
1548,Bareland,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1549,Bareland,Forest,Water,Water,Water,NULL,NULL,Wetland
1550,Bareland,Forest,Water,Water,Water,NULL,NULL,Water
1551,Bareland,Forest,Water,Water,Water,NULL,NULL,Forest
1552,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1553,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1554,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1555,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1556,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1557,Bareland,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1558,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1559,Bareland,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1560,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1561,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1562,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1563,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1564,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1565,Water,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1566,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1567,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1568,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1569,Water,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1570,Water,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1571,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1572,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1573,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1574,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1575,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1576,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1577,Water,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1578,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1579,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1580,Water,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1581,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1582,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1583,Water,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1584,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1585,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1586,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1587,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1588,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1589,Water,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1590,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1591,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1592,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1593,Water,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1594,Water,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1595,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1596,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1597,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1598,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1599,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1600,Water,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1601,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1602,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1603,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1604,Water,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1605,Water,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1606,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1607,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1608,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1609,Water,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1610,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1611,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1612,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
1613,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1614,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
1615,Water,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1616,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1617,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Cropland
1618,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1619,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1620,Water,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1621,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1622,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1623,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1624,Water,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1625,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1626,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1627,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1628,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1629,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1630,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1631,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1632,Water,NULL,Water,NULL,Water,NULL,NULL,Wetland
1633,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1634,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1635,Water,NULL,Water,NULL,Water,NULL,NULL,Forest
1636,Water,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
1637,Water,NULL,Water,Non_Water,Water,NULL,NULL,Water
1638,Water,NULL,Water,Non_Water,Water,NULL,NULL,Forest
1639,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1640,Water,NULL,Water,Water,Water,NULL,NULL,Wetland
1641,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1642,Water,NULL,Water,Water,Water,NULL,NULL,Water
1643,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1644,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1645,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1646,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1647,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1648,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1649,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1650,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1651,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1652,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1653,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1654,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1655,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Water
1656,Water,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
1657,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1658,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1659,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1660,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1661,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1662,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1663,Water,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
1664,Water,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
1665,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1666,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1667,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1668,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1669,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1670,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1671,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1672,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1673,Water,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1674,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1675,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1676,Water,Cropland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1677,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1678,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1679,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1680,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1681,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1682,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1683,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1684,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1685,Water,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1686,Water,Cropland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1687,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1688,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1689,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1690,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1691,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1692,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1693,Water,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1694,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1695,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1696,Water,Cropland,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1697,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1698,Water,Cropland,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
