Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21LTF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21LTF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21LTF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21LTF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21LTF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21LTF_M_R
322,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
323,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
324,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
325,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
326,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
327,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
328,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
329,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,NULL
330,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
331,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
332,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
333,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
334,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
335,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
336,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
337,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
338,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
339,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
340,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
341,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
342,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
343,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
344,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
345,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
346,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
347,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
349,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
350,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
351,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
352,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
353,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
354,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
355,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
356,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
357,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
358,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
359,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
360,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
361,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
362,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
363,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
364,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
365,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
366,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
367,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
368,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
369,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
370,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
371,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
372,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
373,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
374,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
375,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
376,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
377,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
378,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
379,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
380,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
381,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
383,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
385,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
386,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
387,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
388,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
389,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
390,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
391,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
392,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
393,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
394,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
395,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
398,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
399,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
400,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
401,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
402,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
403,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
404,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
405,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
406,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
407,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,NULL
408,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Cropland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
412,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
413,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
414,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
415,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
416,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
417,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
418,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,NULL
419,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
420,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
421,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
422,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
423,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Water
424,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
425,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
426,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
427,NULL,NULL,Wetland,NULL,Wetland,Cropland,Forest,Forest
428,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
429,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
430,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Water
431,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
432,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
433,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
434,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
435,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,NULL
436,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
437,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
438,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
439,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
440,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,NULL
441,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Wetland
442,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Water
443,NULL,NULL,Wetland,NULL,Wetland,Water,Shrubland,Forest
444,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
445,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
446,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Wetland
447,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Water
448,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Water
449,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
450,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,NULL
451,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Shrubland,Grassland
452,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
453,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Shrubland,Grassland
454,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
455,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,NULL
456,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
457,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
458,NULL,NULL,Wetland,Non_Water,Wetland,Water,Shrubland,Wetland
459,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Wetland
460,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Water
461,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Forest
462,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
463,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
464,NULL,NULL,Wetland,Water,Wetland,Wetland,Shrubland,Forest
465,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
466,NULL,NULL,Wetland,Water,Wetland,Bareland,Forest,Water
467,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Wetland
468,NULL,NULL,Wetland,Water,Wetland,Water,Shrubland,Water
469,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
470,NULL,NULL,Wetland,Water,Wetland,Water,Water,Wetland
471,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
472,NULL,NULL,Wetland,Water,Wetland,Water,Water,Forest
473,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Bareland,Grassland
474,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Cropland
475,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Shrubland,NULL
476,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Cropland
477,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,NULL
478,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Bareland
479,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
480,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
481,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
482,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
483,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
484,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
485,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,NULL
486,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
487,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
488,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
489,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
490,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
491,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
492,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
493,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
494,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
495,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
496,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
497,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
498,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Grassland,Grassland
499,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
500,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
501,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Cropland
502,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
503,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,NULL
504,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Shrubland,Grassland
505,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,NULL
506,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
507,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Cropland
508,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
509,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
510,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Built-up,Bareland
511,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
512,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,NULL
513,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
514,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Cropland
515,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
516,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,NULL
517,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
518,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Bareland
519,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Forest
520,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,NULL
521,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Cropland
523,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
524,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
525,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,NULL
526,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
527,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
528,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
529,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
530,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
531,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Built-up
532,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
533,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
534,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
535,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
536,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
537,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
538,NULL,NULL,Water,NULL,Water,NULL,Grassland,Grassland
539,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
540,NULL,NULL,Water,NULL,Water,NULL,Wetland,Wetland
541,NULL,NULL,Water,NULL,Water,Shrubland,Shrubland,Forest
542,NULL,NULL,Water,NULL,Water,Grassland,Shrubland,Grassland
543,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Grassland
544,NULL,NULL,Water,NULL,Water,Wetland,Shrubland,Water
545,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
546,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
547,NULL,NULL,Water,NULL,Water,Wetland,Water,Grassland
548,NULL,NULL,Water,NULL,Water,Wetland,Water,Wetland
549,NULL,NULL,Water,NULL,Water,Bareland,NULL,Forest
550,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
551,NULL,NULL,Water,NULL,Water,Bareland,Water,Grassland
552,NULL,NULL,Water,NULL,Water,Water,Water,Grassland
553,NULL,NULL,Water,NULL,Water,Water,Water,Wetland
554,NULL,NULL,Water,NULL,Water,Water,Water,Water
555,NULL,NULL,Water,NULL,Water,Water,Forest,Water
556,NULL,NULL,Water,NULL,Water,Water,Forest,Forest
557,NULL,NULL,Water,Non_Water,Water,NULL,Built-up,Forest
558,NULL,NULL,Water,Non_Water,Water,Cropland,NULL,Forest
559,NULL,NULL,Water,Water,Water,Grassland,Grassland,Grassland
560,NULL,NULL,Water,Water,Water,Grassland,Water,Grassland
561,NULL,NULL,Water,Water,Water,Grassland,Water,Water
562,NULL,NULL,Water,Water,Water,Wetland,Wetland,Wetland
563,NULL,NULL,Water,Water,Water,Wetland,Water,Wetland
564,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
565,NULL,NULL,Water,Water,Water,Water,Water,Wetland
566,NULL,NULL,Water,Water,Water,Water,Water,Water
567,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
568,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
569,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
570,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
571,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,NULL
572,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
573,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
574,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
575,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
576,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
577,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
578,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,NULL
579,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
580,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
581,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
582,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
583,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
584,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
585,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
586,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Water
587,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
588,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
589,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
590,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
591,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
592,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
593,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
594,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
595,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
596,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
597,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
598,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
599,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
600,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
601,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
602,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
603,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
604,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
605,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
606,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
607,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
608,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
609,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
610,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
611,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
612,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
613,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
614,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
615,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
616,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,NULL,Forest
617,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,NULL
618,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Shrubland,Forest
619,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,NULL
620,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
621,NULL,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
622,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,NULL
623,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
624,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
625,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
626,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
627,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
628,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
629,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
630,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
631,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
632,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,NULL
633,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
634,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Forest
635,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,NULL
636,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
637,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
638,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
639,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
640,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
641,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,NULL
642,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
643,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
644,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
645,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
646,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
647,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
648,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
649,NULL,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Wetland
650,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
651,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
652,NULL,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
653,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
654,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,NULL
655,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
656,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
657,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
658,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
659,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
660,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Built-up,Forest
661,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
662,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,NULL
663,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Shrubland,NULL
664,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
665,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Forest
