Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KYP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KYP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KYP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KYP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KYP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KYP_M_R
14008,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
14009,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
14010,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
14011,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
14012,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
14013,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Built-up
14014,Forest,Water,Built-up,NULL,Non_Wetland,Water,NULL,Water
14015,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
14016,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
14017,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
14018,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
14019,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14020,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Wetland,Forest
14021,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Grassland
14022,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14023,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
14024,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Grassland
14025,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Bareland
14026,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,NULL,Forest
14027,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Wetland,Forest
14028,Forest,Water,Built-up,Non_Water,Non_Wetland,Forest,Water,Forest
14029,Forest,Water,Built-up,Water,Non_Wetland,NULL,NULL,Grassland
14030,Forest,Water,Built-up,Water,Non_Wetland,Forest,NULL,Forest
14031,Forest,Water,Water,NULL,Water,NULL,NULL,Grassland
14032,Forest,Water,Water,NULL,Water,NULL,NULL,Bareland
14033,Forest,Water,Water,NULL,Water,NULL,NULL,Built-up
14034,Forest,Water,Water,NULL,Water,NULL,NULL,Water
14035,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
14036,Forest,Water,Water,NULL,Water,NULL,Wetland,Grassland
14037,Forest,Water,Water,NULL,Water,NULL,Wetland,Bareland
14038,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
14039,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
14040,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
14041,Forest,Water,Water,NULL,Water,NULL,Water,Bareland
14042,Forest,Water,Water,NULL,Water,NULL,Water,Water
14043,Forest,Water,Water,NULL,Water,NULL,Water,Forest
14044,Forest,Water,Water,NULL,Water,NULL,Forest,Bareland
14045,Forest,Water,Water,NULL,Water,NULL,Forest,Water
14046,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
14047,Forest,Water,Water,NULL,Water,Wetland,NULL,Grassland
14048,Forest,Water,Water,NULL,Water,Wetland,NULL,Water
14049,Forest,Water,Water,NULL,Water,Wetland,NULL,Forest
14050,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
14051,Forest,Water,Water,NULL,Water,Wetland,Wetland,Bareland
14052,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
14053,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
14054,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
14055,Forest,Water,Water,NULL,Water,Wetland,Water,Bareland
14056,Forest,Water,Water,NULL,Water,Wetland,Water,Water
14057,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
14058,Forest,Water,Water,NULL,Water,Wetland,Forest,Bareland
14059,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
14060,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
14061,Forest,Water,Water,NULL,Water,Bareland,Wetland,Bareland
14062,Forest,Water,Water,NULL,Water,Bareland,Water,Bareland
14063,Forest,Water,Water,NULL,Water,Bareland,Water,Water
14064,Forest,Water,Water,NULL,Water,Water,NULL,Water
14065,Forest,Water,Water,NULL,Water,Water,Wetland,Water
14066,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
14067,Forest,Water,Water,NULL,Water,Water,Water,Bareland
14068,Forest,Water,Water,NULL,Water,Water,Water,Water
14069,Forest,Water,Water,NULL,Water,Water,Water,Forest
14070,Forest,Water,Water,NULL,Water,Water,Forest,Water
14071,Forest,Water,Water,NULL,Water,Water,Forest,Forest
14072,Forest,Water,Water,NULL,Water,Forest,NULL,Water
14073,Forest,Water,Water,NULL,Water,Forest,NULL,Forest
14074,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
14075,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
14076,Forest,Water,Water,NULL,Water,Forest,Water,Water
14077,Forest,Water,Water,NULL,Water,Forest,Water,Forest
14078,Forest,Water,Water,NULL,Water,Forest,Forest,Water
14079,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
14080,Forest,Water,Water,Non_Water,Water,NULL,NULL,Grassland
14081,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
14082,Forest,Water,Water,Non_Water,Water,NULL,NULL,Bareland
14083,Forest,Water,Water,Non_Water,Water,NULL,NULL,Water
14084,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
14085,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
14086,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
14087,Forest,Water,Water,Non_Water,Water,NULL,Water,Grassland
14088,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
14089,Forest,Water,Water,Non_Water,Water,NULL,Water,Bareland
14090,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
14091,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
14092,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
14093,Forest,Water,Water,Non_Water,Water,Wetland,NULL,Forest
14094,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
14095,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
14096,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Bareland
14097,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
14098,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
14099,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
14100,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
14101,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
14102,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
14103,Forest,Water,Water,Non_Water,Water,Water,NULL,Forest
14104,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
14105,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
14106,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
14107,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
14108,Forest,Water,Water,Non_Water,Water,Water,Water,Water
14109,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
14110,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
14111,Forest,Water,Water,Non_Water,Water,Forest,NULL,Forest
14112,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
14113,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
14114,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
14115,Forest,Water,Water,Non_Water,Water,Forest,Forest,Water
14116,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
14117,Forest,Water,Water,Water,Water,NULL,NULL,Grassland
14118,Forest,Water,Water,Water,Water,NULL,NULL,Wetland
14119,Forest,Water,Water,Water,Water,NULL,NULL,Water
14120,Forest,Water,Water,Water,Water,NULL,NULL,Forest
14121,Forest,Water,Water,Water,Water,NULL,Wetland,Water
14122,Forest,Water,Water,Water,Water,NULL,Water,Grassland
14123,Forest,Water,Water,Water,Water,NULL,Water,Bareland
14124,Forest,Water,Water,Water,Water,NULL,Water,Water
14125,Forest,Water,Water,Water,Water,NULL,Water,Forest
14126,Forest,Water,Water,Water,Water,NULL,Forest,Water
14127,Forest,Water,Water,Water,Water,NULL,Forest,Forest
14128,Forest,Water,Water,Water,Water,Wetland,NULL,Forest
14129,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
14130,Forest,Water,Water,Water,Water,Wetland,Wetland,Bareland
14131,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
14132,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
14133,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
14134,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
14135,Forest,Water,Water,Water,Water,Wetland,Water,Bareland
14136,Forest,Water,Water,Water,Water,Wetland,Water,Water
14137,Forest,Water,Water,Water,Water,Wetland,Water,Forest
14138,Forest,Water,Water,Water,Water,Wetland,Forest,Water
14139,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
14140,Forest,Water,Water,Water,Water,Bareland,Forest,Water
14141,Forest,Water,Water,Water,Water,Water,NULL,Wetland
14142,Forest,Water,Water,Water,Water,Water,NULL,Water
14143,Forest,Water,Water,Water,Water,Water,NULL,Forest
14144,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
14145,Forest,Water,Water,Water,Water,Water,Wetland,Water
14146,Forest,Water,Water,Water,Water,Water,Wetland,Forest
14147,Forest,Water,Water,Water,Water,Water,Water,Grassland
14148,Forest,Water,Water,Water,Water,Water,Water,Wetland
14149,Forest,Water,Water,Water,Water,Water,Water,Bareland
14150,Forest,Water,Water,Water,Water,Water,Water,Water
14151,Forest,Water,Water,Water,Water,Water,Water,Forest
14152,Forest,Water,Water,Water,Water,Water,Forest,Water
14153,Forest,Water,Water,Water,Water,Water,Forest,Forest
14154,Forest,Water,Water,Water,Water,Forest,NULL,Water
14155,Forest,Water,Water,Water,Water,Forest,NULL,Forest
14156,Forest,Water,Water,Water,Water,Forest,Wetland,Water
14157,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
14158,Forest,Water,Water,Water,Water,Forest,Water,Water
14159,Forest,Water,Water,Water,Water,Forest,Water,Forest
14160,Forest,Water,Water,Water,Water,Forest,Forest,Water
14161,Forest,Water,Water,Water,Water,Forest,Forest,Forest
14162,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
14163,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
14164,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
14165,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
14166,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
14167,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
14168,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
14169,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
14170,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Cropland
14171,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
14172,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
14173,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
14174,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
14175,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Bareland
14176,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
14177,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
14178,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
14179,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Bareland
14180,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
14181,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
14182,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
14183,Forest,Water,Forest,NULL,Non_Wetland,Cropland,NULL,Cropland
14184,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
14185,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Water
14186,Forest,Water,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
14187,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
14188,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
14189,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Bareland
14190,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
14191,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
14192,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
14193,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
14194,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
14195,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Bareland
14196,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
14197,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
14198,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
14199,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Bareland
14200,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
14201,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
14202,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
14203,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Bareland
14204,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
14205,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
14206,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
14207,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Water
14208,Forest,Water,Forest,NULL,Non_Wetland,Water,NULL,Forest
14209,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
14210,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
14211,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
14212,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
14213,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
14214,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
14215,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
14216,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
14217,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
14218,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
14219,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Water
14220,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Forest
14221,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
14222,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
14223,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Bareland
14224,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
14225,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
14226,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
14227,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Cropland
14228,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
14229,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
14230,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
14231,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Cropland
14232,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
14233,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
14234,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
14235,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
14236,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
14237,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
14238,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
14239,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Grassland
14240,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Bareland
14241,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
14242,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
14243,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
14244,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
14245,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
14246,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Water
14247,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
14248,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
14249,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
14250,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
14251,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
14252,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
14253,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
14254,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
14255,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
14256,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
14257,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
14258,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
14259,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
14260,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
14261,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
14262,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Grassland
14263,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
14264,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
14265,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Grassland
14266,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
14267,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
14268,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
14269,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
14270,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Water
14271,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
14272,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Grassland
14273,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
14274,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
14275,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
14276,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
14277,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
14278,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
14279,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
14280,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Grassland
14281,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
14282,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
14283,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
14284,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Grassland
14285,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
14286,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
14287,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
14288,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
14289,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
14290,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
14291,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Water
14292,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
14293,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Bareland
14294,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
14295,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
14296,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
14297,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
14298,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
14299,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
14300,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
14301,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
14302,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
14303,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
14304,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
14305,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
14306,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
14307,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Forest
14308,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
14309,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
14310,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
14311,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
14312,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
14313,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
14314,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
14315,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Grassland
14316,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Shrubland,Forest
14317,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
14318,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Cropland
14319,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
14320,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
14321,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
14322,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Cropland
14323,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Bareland
14324,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
14325,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Grassland
14326,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Water
14327,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
14328,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Built-up,Forest
14329,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Grassland
14330,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
14331,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
14332,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,NULL
14333,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
14334,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Cropland
14335,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Built-up
14336,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
14337,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Forest
14338,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
14339,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
14340,Forest,Forest,NULL,NULL,Non_Wetland,Shrubland,Wetland,Forest
14341,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
14342,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
14343,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
14344,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
14345,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
14346,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
14347,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
14348,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
14349,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
14350,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
14351,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
14352,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
14353,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
14354,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
14355,Forest,Forest,NULL,NULL,Non_Wetland,Cropland,Water,Forest
14356,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
14357,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
14358,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
14359,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Built-up
14360,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Water
14361,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
14362,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
14363,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
14364,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
14365,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
14366,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
14367,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
14368,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
14369,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
14370,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
14371,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
14372,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
14373,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
14374,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
14375,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
14376,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Bareland
14377,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Water
14378,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
