Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPQ_M_R
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Water
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Wetland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Bareland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Built-up
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
523,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
524,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
525,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
527,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
529,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
530,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
532,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
533,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Bareland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
535,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Shrubland,Grassland
536,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Grassland
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
546,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
548,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
549,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
550,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,NULL
552,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
553,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
555,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
557,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Bareland
558,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
559,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
560,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
563,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
564,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
566,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
567,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
568,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
570,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
572,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
574,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
575,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
582,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
585,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
586,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
591,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
592,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Wetland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
595,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Cropland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,NULL
600,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
601,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Built-up
602,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
603,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,NULL
604,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
606,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
608,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
609,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Bareland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Built-up
611,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
612,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,NULL
613,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
616,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
617,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
620,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
622,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
628,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
631,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
632,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
633,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
634,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
636,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
637,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
638,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
639,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
642,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
644,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
645,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
648,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
649,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
650,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
651,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
652,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
653,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
654,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
