Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_24LWJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_24LWJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_24LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_24LWJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_24LWJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_24LWJ_M_R
2608,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
2609,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Wetland
2610,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
2611,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
2612,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
2613,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
2614,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
2615,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2616,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2617,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
2618,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
2619,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
2620,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
2621,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2622,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
2623,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2624,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
2625,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
2626,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Forest
2627,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2628,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
2629,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
2630,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
2631,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Grassland
2632,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Built-up,Forest
2633,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
2634,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
2635,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2636,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
2637,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2638,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
2639,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2640,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
2641,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2642,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
2643,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,NULL,Forest
2644,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
2645,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
2646,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
2647,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest,Built-up,Forest
2648,Forest,Built-up,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2649,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2650,Forest,Built-up,Grassland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2651,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2652,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
2653,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
2654,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
2655,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2656,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
2657,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
2658,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
2659,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
2660,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Wetland
2661,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
2662,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2663,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
2664,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
2665,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
2666,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
2667,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
2668,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
2669,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
2670,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
2671,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
2672,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
2673,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
2674,Forest,Built-up,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
2675,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2676,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
2677,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
2678,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
2679,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
2680,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
2681,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
2682,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
2683,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
2684,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
2685,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
2686,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
2687,Forest,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2688,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2689,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2690,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
2691,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
2692,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2693,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
2694,Forest,Built-up,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
2695,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
2696,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Wetland
2697,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Built-up
2698,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Water
2699,Forest,Built-up,Wetland,NULL,Wetland,NULL,NULL,Forest
2700,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2701,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2702,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Built-up
2703,Forest,Built-up,Wetland,NULL,Wetland,NULL,Wetland,Forest
2704,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Grassland
2705,Forest,Built-up,Wetland,NULL,Wetland,NULL,Bareland,Water
2706,Forest,Built-up,Wetland,NULL,Wetland,NULL,Built-up,Forest
2707,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Grassland
2708,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Wetland
2709,Forest,Built-up,Wetland,NULL,Wetland,NULL,Water,Forest
2710,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Built-up
2711,Forest,Built-up,Wetland,NULL,Wetland,NULL,Forest,Forest
2712,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2713,Forest,Built-up,Wetland,NULL,Wetland,Grassland,NULL,Forest
2714,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
2715,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Built-up,Grassland
2716,Forest,Built-up,Wetland,NULL,Wetland,Grassland,Water,Grassland
2717,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2718,Forest,Built-up,Wetland,NULL,Wetland,Wetland,NULL,Forest
2719,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2720,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Wetland,Forest
2721,Forest,Built-up,Wetland,NULL,Wetland,Wetland,Forest,Forest
2722,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Grassland
2723,Forest,Built-up,Wetland,NULL,Wetland,Bareland,NULL,Bareland
2724,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2725,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Grassland
2726,Forest,Built-up,Wetland,NULL,Wetland,Bareland,Built-up,Forest
2727,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Grassland
2728,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Built-up
2729,Forest,Built-up,Wetland,NULL,Wetland,Built-up,NULL,Forest
2730,Forest,Built-up,Wetland,NULL,Wetland,Built-up,Built-up,Forest
2731,Forest,Built-up,Wetland,NULL,Wetland,Forest,NULL,Forest
2732,Forest,Built-up,Wetland,NULL,Wetland,Forest,Wetland,Forest
2733,Forest,Built-up,Wetland,NULL,Wetland,Forest,Forest,Built-up
2734,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2735,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2736,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Forest
2737,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Bareland,Grassland
2738,Forest,Built-up,Wetland,Non_Water,Wetland,NULL,Built-up,Built-up
2739,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2740,Forest,Built-up,Wetland,Non_Water,Wetland,Grassland,Bareland,Grassland
2741,Forest,Built-up,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
2742,Forest,Built-up,Wetland,Non_Water,Wetland,Forest,Water,Wetland
2743,Forest,Built-up,Wetland,Water,Wetland,Wetland,Water,Forest
2744,Forest,Built-up,Wetland,Water,Wetland,Forest,Water,Wetland
2745,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
2746,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
2747,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2748,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
2749,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2750,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
2751,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
2752,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Built-up,Forest
2753,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,Forest,Built-up
2754,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
2755,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
2756,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
2757,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
2758,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
2759,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
2760,Forest,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
2761,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up,NULL,Grassland
2762,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest,Built-up,Forest
2763,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2764,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2765,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,NULL,Built-up
2766,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2767,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2768,Forest,Built-up,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Built-up
2769,Forest,Built-up,Water,Water,Water,NULL,NULL,Water
2770,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
2771,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
2772,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2773,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2774,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
2775,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
2776,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2777,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2778,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Grassland
2779,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
2780,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Built-up,Forest
2781,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2782,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
2783,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
2784,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
2785,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
2786,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
2787,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
2788,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
2789,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
2790,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Grassland
2791,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up,NULL,Forest
2792,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
2793,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,NULL,Forest
2794,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
2795,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
2796,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
2797,Forest,Built-up,Forest,Non_Water,Non_Wetland,NULL,Built-up,Grassland
2798,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2799,Forest,Built-up,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
2800,Forest,Built-up,Forest,Non_Water,Non_Wetland,Built-up,NULL,Grassland
2801,Forest,Built-up,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
2802,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Wetland
2803,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Grassland
2804,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
2805,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
2806,Forest,Water,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
2807,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
2808,Forest,Water,NULL,NULL,Non_Wetland,Forest,NULL,Forest
2809,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
2810,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,NULL,Grassland
2811,Forest,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
2812,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
2813,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
2814,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
2815,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
2816,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
2817,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Water,Water
2818,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
2819,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
2820,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
2821,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
2822,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
2823,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
2824,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2825,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2826,Forest,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
2827,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
2828,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
2829,Forest,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
2830,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
2831,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
2832,Forest,Water,Cropland,NULL,Non_Wetland,NULL,Water,Water
2833,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
2834,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
2835,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
2836,Forest,Water,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
2837,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
2838,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
2839,Forest,Water,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
2840,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
2841,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
2842,Forest,Water,Cropland,Water,Non_Wetland,NULL,NULL,Forest
2843,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
2844,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
2845,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
2846,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
2847,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
2848,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
2849,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Grassland
2850,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
2851,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
2852,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
2853,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Built-up
2854,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
2855,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Grassland
2856,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Wetland
2857,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Water
2858,Forest,Water,Wetland,NULL,Wetland,Wetland,NULL,Forest
2859,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
2860,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
2861,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
2862,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
2863,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
2864,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
2865,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Grassland
2866,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
2867,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
2868,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Wetland
2869,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
2870,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Forest
2871,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
2872,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
2873,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
2874,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
2875,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
2876,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Wetland
2877,Forest,Water,Wetland,NULL,Wetland,Forest,NULL,Forest
2878,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
2879,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Wetland
2880,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
2881,Forest,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
2882,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
2883,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Wetland
2884,Forest,Water,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
2885,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Wetland
2886,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Water
2887,Forest,Water,Wetland,Non_Water,Wetland,Wetland,NULL,Forest
2888,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
2889,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
2890,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
2891,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
2892,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
2893,Forest,Water,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
2894,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
2895,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
2896,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
2897,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Wetland
2898,Forest,Water,Wetland,Non_Water,Wetland,Water,NULL,Water
2899,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
2900,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
2901,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
2902,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Wetland
2903,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
2904,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
2905,Forest,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
2906,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
2907,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2908,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Wetland
2909,Forest,Water,Wetland,Water,Wetland,Wetland,NULL,Water
2910,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
2911,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
2912,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
2913,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
2914,Forest,Water,Wetland,Water,Wetland,Water,NULL,Wetland
2915,Forest,Water,Wetland,Water,Wetland,Water,NULL,Water
2916,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2917,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2918,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
2919,Forest,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
2920,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
2921,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
2922,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
2923,Forest,Water,Water,NULL,Water,Wetland,Water,Water
2924,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
2925,Forest,Water,Water,Non_Water,Water,NULL,NULL,Wetland
2926,Forest,Water,Water,Non_Water,Water,NULL,NULL,Forest
2927,Forest,Water,Water,Non_Water,Water,Water,NULL,Wetland
2928,Forest,Water,Water,Water,Water,NULL,NULL,Forest
2929,Forest,Water,Water,Water,Water,NULL,Water,Wetland
2930,Forest,Water,Water,Water,Water,NULL,Water,Water
2931,Forest,Water,Water,Water,Water,NULL,Water,Forest
2932,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
2933,Forest,Water,Water,Water,Water,Wetland,Water,Forest
2934,Forest,Water,Water,Water,Water,Water,NULL,Wetland
2935,Forest,Water,Water,Water,Water,Water,NULL,Water
2936,Forest,Water,Water,Water,Water,Water,Wetland,Water
2937,Forest,Water,Water,Water,Water,Water,Water,Wetland
2938,Forest,Water,Water,Water,Water,Water,Water,Water
2939,Forest,Water,Water,Water,Water,Forest,NULL,Forest
2940,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
2941,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
2942,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
2943,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
2944,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
2945,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
2946,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
2947,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
2948,Forest,Water,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
