Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRQ_M_R
325,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
326,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
327,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
328,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
329,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
330,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
331,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
332,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
333,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
334,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Built-up
335,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
336,NULL,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
337,NULL,NULL,Built-up,Water,Non_Wetland,Wetland,Grassland,Grassland
338,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Water,Water
339,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
340,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Bareland
341,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
342,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
343,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
344,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
345,NULL,NULL,Water,Water,Water,Grassland,Grassland,Bareland
346,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
347,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
348,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
349,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
350,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
351,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
352,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
353,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
354,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
355,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
356,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
358,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
359,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
360,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
361,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
362,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
363,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
364,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
365,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
366,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
368,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
369,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
370,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
371,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
372,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
373,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
374,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
375,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
376,NULL,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
377,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Forest
378,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
379,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
380,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
381,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
382,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
383,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
384,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
385,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
387,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
388,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
389,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
390,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
391,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
393,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
394,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
395,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
396,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
397,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
398,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
399,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
400,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
401,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
402,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
403,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
404,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
405,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
406,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
407,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
408,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
409,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
410,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
411,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
412,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
413,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
414,NULL,Cropland,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
415,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
416,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
417,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
418,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
419,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
420,NULL,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
421,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
422,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
423,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
424,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
425,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
426,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
427,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
428,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
429,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
430,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
431,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
432,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
433,NULL,Cropland,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
434,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
436,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
437,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
438,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
439,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
440,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
441,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
442,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
443,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
444,NULL,Cropland,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
445,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
446,NULL,Cropland,Cropland,Water,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
448,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
449,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
450,NULL,Cropland,Wetland,NULL,Wetland,Built-up,Grassland,Grassland
451,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
452,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Forest
453,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
454,NULL,Cropland,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
455,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,NULL
456,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,Cropland,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
458,NULL,Cropland,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
459,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Bareland
460,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
461,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
463,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
464,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
465,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
466,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
467,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
468,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
469,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
470,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
471,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
472,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
473,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
474,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
475,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
476,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
477,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
478,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
479,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
480,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
481,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
482,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
483,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
484,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
485,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
486,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
487,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
488,NULL,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
489,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
490,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
491,NULL,Wetland,Wetland,NULL,Wetland,Water,Water,Water
492,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
493,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
494,NULL,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
495,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
496,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
497,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
498,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
499,NULL,Bareland,Built-up,Water,Non_Wetland,Bareland,Water,Water
500,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
501,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
502,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
503,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
504,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
505,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
506,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
507,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
508,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
509,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
510,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
511,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
512,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Grassland,Grassland
513,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Grassland
514,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
515,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Bareland
516,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
517,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
518,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
519,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
520,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
521,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
522,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
523,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
524,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
525,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
526,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
527,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
528,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
529,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
530,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
531,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
532,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
533,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
534,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
535,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
536,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
537,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
538,NULL,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
539,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
540,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
541,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
542,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
543,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
544,NULL,Built-up,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
545,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
546,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
547,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
548,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
549,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
550,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
551,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
552,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
553,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
554,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
555,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
556,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
557,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
558,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
559,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
560,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
561,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
562,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
563,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
564,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
565,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
566,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
567,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
568,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
569,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
570,NULL,Built-up,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
571,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Forest,Forest
572,NULL,Built-up,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,Grassland
573,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
574,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
575,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Built-up
576,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
577,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
578,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
579,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
580,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
581,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Grassland
582,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Built-up,Forest
583,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
584,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Bareland
585,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
586,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,NULL,Forest
587,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
588,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
589,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
590,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
591,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
592,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
593,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
594,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
595,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
596,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Built-up,Forest
597,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
598,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
599,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
600,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Grassland
601,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Built-up
602,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Grassland,Forest
603,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Wetland,Grassland
604,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Grassland
605,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Bareland
606,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Built-up
607,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Bareland,Forest
608,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
609,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
610,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
611,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Built-up,Forest
612,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Grassland
613,NULL,Built-up,Built-up,NULL,Non_Wetland,Built-up,Forest,Forest
614,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
615,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
616,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
617,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
618,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
619,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
620,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
621,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
622,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
623,NULL,Built-up,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
624,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
625,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
626,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
627,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
628,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
629,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
630,NULL,Water,NULL,NULL,Non_Wetland,Water,Grassland,Forest
631,NULL,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
633,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
634,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
635,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
636,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
637,NULL,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
638,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
639,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
640,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
641,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
642,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
643,NULL,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
644,NULL,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
645,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
646,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
647,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
648,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
649,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
650,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
651,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
652,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
653,NULL,Water,Wetland,NULL,Wetland,Bareland,Water,Water
654,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
