Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHA_M_R
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Water
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
458,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
459,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
460,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
461,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
462,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
463,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
464,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
465,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
466,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
467,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
468,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
469,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
470,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
471,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
472,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
473,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
474,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
475,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
476,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
477,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
478,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
479,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
480,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
503,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
504,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
506,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
509,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
510,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
514,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
515,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
516,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
517,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
525,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
526,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
529,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
530,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
533,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
534,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
535,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
537,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
539,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Forest
540,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
545,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Water
553,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
554,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
555,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
556,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
559,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
562,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
563,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
564,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
568,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
571,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
574,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
575,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
578,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
580,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
583,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
585,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
586,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Built-up
588,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
589,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
591,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,NULL
592,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
595,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
596,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
599,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
600,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
602,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
607,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
611,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Built-up,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
618,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
622,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Water
623,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
624,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
625,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
626,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
629,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
630,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Cropland
632,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Bareland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
638,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
639,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
640,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
643,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
644,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Forest
645,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Cropland
647,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
648,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
649,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
650,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
