Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MZP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MZP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MZP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MZP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MZP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MZP_M_R
331,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
332,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
333,NULL,NULL,Built-up,NULL,Non_Wetland,Water,Grassland,Forest
334,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
335,NULL,NULL,Built-up,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
336,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Grassland
337,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Bareland
338,NULL,NULL,Built-up,Water,Non_Wetland,Bareland,Bareland,Forest
339,NULL,NULL,Water,NULL,Water,NULL,Grassland,Forest
340,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
341,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
342,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
343,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
344,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Forest
345,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
346,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Bareland
347,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Water
348,NULL,NULL,Water,NULL,Water,Bareland,Bareland,Forest
349,NULL,NULL,Water,NULL,Water,Water,Grassland,Forest
350,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,NULL
351,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
352,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Bareland
353,NULL,NULL,Water,Non_Water,Water,Bareland,Bareland,Forest
354,NULL,NULL,Water,Water,Water,Bareland,Wetland,Water
355,NULL,NULL,Water,Water,Water,Bareland,Bareland,Grassland
356,NULL,NULL,Water,Water,Water,Bareland,Bareland,Water
357,NULL,NULL,Water,Water,Water,Bareland,Bareland,Forest
358,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
359,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
361,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
362,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
363,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
364,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
365,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
366,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
367,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
368,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
375,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
376,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
377,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
378,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
379,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
380,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
381,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
382,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
383,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
384,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
385,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
387,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
388,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
389,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
390,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
391,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
392,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
393,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Wetland
394,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
395,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
396,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
397,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
398,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Bareland
399,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Water
400,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
401,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
402,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
403,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
404,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
405,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
406,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
407,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
408,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
409,NULL,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
410,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
411,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
412,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
413,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
414,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
415,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
416,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
417,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
418,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
419,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
420,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
421,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Bareland,Forest
422,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
423,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
424,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
425,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
426,NULL,NULL,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Forest
427,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
428,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
429,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Grassland
430,NULL,NULL,Forest,Water,Non_Wetland,Bareland,Bareland,Water
431,NULL,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
432,NULL,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
433,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
434,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
435,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
436,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
437,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
438,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
439,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
440,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
441,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
442,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
443,NULL,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
444,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
445,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
446,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
448,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
449,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
450,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
451,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
452,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
453,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
458,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
459,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
460,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
461,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
462,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
463,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
464,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
465,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
466,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
467,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
468,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
469,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
470,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
471,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
472,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
473,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
474,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
475,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
476,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
477,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
478,NULL,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
479,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
481,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
482,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
483,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
484,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
485,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
486,NULL,Cropland,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
487,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
488,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
489,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
490,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Grassland
491,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,NULL,Built-up
492,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
493,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
494,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
495,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
496,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
497,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
498,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
499,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
500,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
501,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
502,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
503,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
504,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
505,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
506,NULL,Cropland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
507,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,Wetland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
509,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
510,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
511,NULL,Wetland,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
512,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
513,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
514,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
515,NULL,Wetland,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
516,NULL,Wetland,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
517,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
518,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
519,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
520,NULL,Wetland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
521,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
522,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
523,NULL,Wetland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
524,NULL,Wetland,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
525,NULL,Wetland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
526,NULL,Wetland,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
527,NULL,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
528,NULL,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
529,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
530,NULL,Wetland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
531,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
532,NULL,Wetland,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
533,NULL,Wetland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
534,NULL,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
535,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
536,NULL,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
537,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
538,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
539,NULL,Bareland,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
540,NULL,Bareland,Cropland,Water,Non_Wetland,Wetland,Wetland,Grassland
541,NULL,Bareland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
542,NULL,Bareland,Wetland,Non_Water,Wetland,Cropland,Wetland,Grassland
543,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
544,NULL,Bareland,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
545,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
546,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Bareland
547,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Water
548,NULL,Bareland,Wetland,Water,Wetland,Grassland,Wetland,Forest
549,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Grassland
550,NULL,Bareland,Wetland,Water,Wetland,Grassland,Water,Water
551,NULL,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Grassland
552,NULL,Bareland,Wetland,Water,Wetland,Cropland,Wetland,Water
553,NULL,Bareland,Wetland,Water,Wetland,Cropland,Water,Water
554,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
555,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Bareland
556,NULL,Bareland,Wetland,Water,Wetland,Wetland,Wetland,Water
557,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Grassland
558,NULL,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
559,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
560,NULL,Bareland,Wetland,Water,Wetland,Water,Wetland,Water
561,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Grassland
562,NULL,Bareland,Wetland,Water,Wetland,Water,Water,Water
563,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
564,NULL,Bareland,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
565,NULL,Bareland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
566,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
567,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
568,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
569,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
570,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
571,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
572,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
574,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
575,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
576,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
577,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
578,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
579,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
580,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
581,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
582,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
583,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
584,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
585,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
586,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
588,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
589,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
590,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
591,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
592,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
593,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
594,NULL,Built-up,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
595,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
596,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
597,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
598,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
599,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
600,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
601,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
602,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
603,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
604,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
605,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
606,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Built-up
607,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Bareland,Forest
608,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Shrubland,Grassland
609,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
610,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Built-up
611,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
612,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
613,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
614,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
615,NULL,Built-up,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
616,NULL,Built-up,Water,NULL,Water,Grassland,Grassland,Grassland
617,NULL,Built-up,Water,NULL,Water,Bareland,Bareland,Grassland
618,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
619,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
620,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
621,NULL,Built-up,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
622,NULL,Water,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
623,NULL,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
624,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
625,NULL,Water,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
626,NULL,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
627,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
628,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
629,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
630,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
631,NULL,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
632,NULL,Water,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
633,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
634,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
635,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
636,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
637,NULL,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
638,NULL,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
639,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
640,NULL,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
641,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
642,NULL,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
643,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
644,NULL,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
645,NULL,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
646,NULL,Water,Shrubland,Water,Non_Wetland,Water,Water,Grassland
647,NULL,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
648,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
649,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
650,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
651,NULL,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
652,NULL,Water,Grassland,Water,Non_Wetland,Water,Water,Water
653,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
654,NULL,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
655,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
656,NULL,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
657,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
658,NULL,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
659,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
660,NULL,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
661,NULL,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
662,NULL,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
663,NULL,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
664,NULL,Water,Wetland,NULL,Wetland,Water,Wetland,Water
665,NULL,Water,Wetland,NULL,Wetland,Water,Water,Grassland
666,NULL,Water,Wetland,NULL,Wetland,Water,Water,Water
667,NULL,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
