Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MNU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MNU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MNU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MNU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MNU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MNU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MNU_M_R
11804,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
11805,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
11806,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
11807,Forest,Forest,Cropland,NULL,Non_Wetland,Built-up,Forest,Forest
11808,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
11809,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
11810,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Wetland
11811,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
11812,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Grassland
11813,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Wetland
11814,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
11815,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
11816,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
11817,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Built-up,Forest
11818,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Grassland
11819,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Wetland
11820,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Water,Forest
11821,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
11822,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Wetland
11823,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
11824,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
11825,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
11826,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
11827,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
11828,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,Forest,Wetland
11829,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
11830,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
11831,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
11832,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
11833,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
11834,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
11835,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
11836,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Water,Forest
11837,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
11838,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Wetland
11839,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Bareland
11840,Forest,Forest,Cropland,Non_Water,Non_Wetland,Bareland,Forest,Forest
11841,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
11842,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Wetland
11843,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Bareland,Forest
11844,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Water,Forest
11845,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Grassland
11846,Forest,Forest,Cropland,Non_Water,Non_Wetland,Forest,Forest,Wetland
11847,Forest,Forest,Cropland,Water,Non_Wetland,NULL,Water,Forest
11848,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Bareland,Wetland
11849,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Water,Forest
11850,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Grassland
11851,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,Forest,Forest
11852,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Wetland,Forest
11853,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Water,Forest
11854,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Grassland
11855,Forest,Forest,Cropland,Water,Non_Wetland,Bareland,Forest,Forest
11856,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Wetland,Forest
11857,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Water,Grassland
11858,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Wetland
11859,Forest,Forest,Cropland,Water,Non_Wetland,Forest,Forest,Forest
11860,Forest,Forest,Wetland,NULL,NULL,NULL,Wetland,Wetland
11861,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
11862,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
11863,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
11864,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Wetland
11865,Forest,Forest,Wetland,NULL,Wetland,NULL,Shrubland,Forest
11866,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Grassland
11867,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Wetland
11868,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
11869,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
11870,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
11871,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
11872,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Bareland
11873,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
11874,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
11875,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Grassland
11876,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Wetland
11877,Forest,Forest,Wetland,NULL,Wetland,NULL,Bareland,Forest
11878,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Wetland
11879,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
11880,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,NULL
11881,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Grassland
11882,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Wetland
11883,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Bareland
11884,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
11885,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
11886,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
11887,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
11888,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
11889,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Wetland
11890,Forest,Forest,Wetland,NULL,Wetland,Grassland,Shrubland,Forest
11891,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,NULL
11892,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
11893,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
11894,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Bareland
11895,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
11896,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,NULL
11897,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
11898,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
11899,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Bareland
11900,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
11901,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
11902,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Wetland
11903,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Bareland
11904,Forest,Forest,Wetland,NULL,Wetland,Grassland,Bareland,Forest
11905,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Grassland
11906,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Wetland
11907,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
11908,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,NULL
11909,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
11910,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Wetland
11911,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
11912,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Wetland
11913,Forest,Forest,Wetland,NULL,Wetland,Cropland,Wetland,Forest
11914,Forest,Forest,Wetland,NULL,Wetland,Cropland,Water,Wetland
11915,Forest,Forest,Wetland,NULL,Wetland,Cropland,Forest,Grassland
11916,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
11917,Forest,Forest,Wetland,NULL,Wetland,Wetland,Shrubland,Wetland
11918,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
11919,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
11920,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
11921,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
11922,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
11923,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
11924,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
11925,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
11926,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Wetland
11927,Forest,Forest,Wetland,NULL,Wetland,Wetland,Bareland,Forest
11928,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Wetland
11929,Forest,Forest,Wetland,NULL,Wetland,Wetland,Water,Water
11930,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
11931,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
11932,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Wetland
11933,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Bareland
11934,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
11935,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Grassland
11936,Forest,Forest,Wetland,NULL,Wetland,Bareland,NULL,Forest
11937,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
11938,Forest,Forest,Wetland,NULL,Wetland,Bareland,Shrubland,Wetland
11939,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
11940,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Wetland
11941,Forest,Forest,Wetland,NULL,Wetland,Bareland,Grassland,Forest
11942,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,NULL
11943,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
11944,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
11945,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
11946,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Built-up
11947,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Water
11948,Forest,Forest,Wetland,NULL,Wetland,Bareland,Wetland,Forest
11949,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
11950,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Wetland
11951,Forest,Forest,Wetland,NULL,Wetland,Bareland,Bareland,Forest
11952,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Grassland
11953,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Wetland
11954,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Bareland
11955,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Water
11956,Forest,Forest,Wetland,NULL,Wetland,Bareland,Water,Forest
11957,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Grassland
11958,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Wetland
11959,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Bareland
11960,Forest,Forest,Wetland,NULL,Wetland,Bareland,Forest,Forest
11961,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Grassland
11962,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Wetland
11963,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Built-up
11964,Forest,Forest,Wetland,NULL,Wetland,Built-up,Wetland,Forest
11965,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Grassland
11966,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Wetland
11967,Forest,Forest,Wetland,NULL,Wetland,Built-up,Bareland,Forest
11968,Forest,Forest,Wetland,NULL,Wetland,Built-up,Water,Wetland
11969,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Grassland
11970,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Wetland
11971,Forest,Forest,Wetland,NULL,Wetland,Built-up,Forest,Forest
11972,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Wetland
11973,Forest,Forest,Wetland,NULL,Wetland,Water,Grassland,Bareland
11974,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Grassland
11975,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
11976,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Bareland
11977,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
11978,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
11979,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Grassland
11980,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Wetland
11981,Forest,Forest,Wetland,NULL,Wetland,Water,Bareland,Forest
11982,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Wetland
11983,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Grassland
11984,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Wetland
11985,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Water
11986,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Wetland
11987,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
11988,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Grassland
11989,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Wetland
11990,Forest,Forest,Wetland,NULL,Wetland,Forest,Shrubland,Forest
11991,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,NULL
11992,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Grassland
11993,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Wetland
11994,Forest,Forest,Wetland,NULL,Wetland,Forest,Grassland,Forest
11995,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,NULL
11996,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
11997,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Wetland
11998,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Bareland
11999,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
12000,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
12001,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Grassland
12002,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Wetland
12003,Forest,Forest,Wetland,NULL,Wetland,Forest,Bareland,Forest
12004,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Grassland
12005,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Wetland
12006,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Water
12007,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
12008,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
12009,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
12010,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Cropland
12011,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Wetland
12012,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Bareland
12013,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Water
12014,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
12015,Forest,Forest,Wetland,Non_Water,NULL,NULL,Wetland,Wetland
12016,Forest,Forest,Wetland,Non_Water,NULL,Grassland,Wetland,Wetland
12017,Forest,Forest,Wetland,Non_Water,NULL,Grassland,Forest,Grassland
12018,Forest,Forest,Wetland,Non_Water,NULL,Wetland,Wetland,Wetland
12019,Forest,Forest,Wetland,Non_Water,NULL,Wetland,Forest,Wetland
12020,Forest,Forest,Wetland,Non_Water,NULL,Bareland,Wetland,Forest
12021,Forest,Forest,Wetland,Non_Water,NULL,Bareland,Forest,Grassland
12022,Forest,Forest,Wetland,Non_Water,NULL,Forest,Forest,Wetland
12023,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Grassland,Wetland
12024,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
12025,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
12026,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
12027,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Bareland,Wetland
12028,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Wetland
12029,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Wetland
12030,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Water
12031,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
12032,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Shrubland,Wetland
12033,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
12034,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
12035,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
12036,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Wetland
12037,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Bareland,Forest
12038,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
12039,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Water,Forest
12040,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
12041,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
12042,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
12043,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
12044,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
12045,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Bareland
12046,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
12047,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
12048,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Bareland,Wetland
12049,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
12050,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Water,Water
12051,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
12052,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
12053,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
12054,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
12055,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
12056,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
12057,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Wetland
12058,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
12059,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
12060,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
12061,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Wetland
12062,Forest,Forest,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
12063,Forest,Forest,Wetland,Non_Water,Wetland,Built-up,Water,Wetland
12064,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
12065,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Water
12066,Forest,Forest,Wetland,Non_Water,Wetland,Water,Bareland,Wetland
12067,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Wetland
12068,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
12069,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Grassland
12070,Forest,Forest,Wetland,Non_Water,Wetland,Water,Forest,Wetland
12071,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Shrubland,Wetland
12072,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Grassland,Wetland
12073,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
12074,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Wetland
12075,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Bareland
12076,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Water
12077,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
12078,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Wetland
12079,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
12080,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Grassland
12081,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Wetland
12082,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Water
12083,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
12084,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Grassland
12085,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Wetland
12086,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
12087,Forest,Forest,Wetland,Water,NULL,NULL,Wetland,Wetland
12088,Forest,Forest,Wetland,Water,NULL,Wetland,Forest,Wetland
12089,Forest,Forest,Wetland,Water,NULL,Bareland,Wetland,Wetland
12090,Forest,Forest,Wetland,Water,NULL,Bareland,Water,Grassland
12091,Forest,Forest,Wetland,Water,NULL,Bareland,Forest,Grassland
12092,Forest,Forest,Wetland,Water,NULL,Water,Water,Wetland
12093,Forest,Forest,Wetland,Water,NULL,Forest,Water,Wetland
12094,Forest,Forest,Wetland,Water,NULL,Forest,Forest,Wetland
12095,Forest,Forest,Wetland,Water,Wetland,NULL,Grassland,Wetland
12096,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Grassland
12097,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Wetland
12098,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
12099,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
12100,Forest,Forest,Wetland,Water,Wetland,NULL,Bareland,Wetland
12101,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Wetland
12102,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
12103,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Wetland
12104,Forest,Forest,Wetland,Water,Wetland,NULL,Forest,Forest
12105,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Grassland
12106,Forest,Forest,Wetland,Water,Wetland,Grassland,Shrubland,Wetland
12107,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Grassland
12108,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Wetland
12109,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
12110,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Grassland
12111,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Wetland
12112,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
12113,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Grassland
12114,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Wetland
12115,Forest,Forest,Wetland,Water,Wetland,Grassland,Forest,Forest
12116,Forest,Forest,Wetland,Water,Wetland,Wetland,Grassland,Wetland
12117,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Wetland
12118,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Water
12119,Forest,Forest,Wetland,Water,Wetland,Wetland,Wetland,Forest
12120,Forest,Forest,Wetland,Water,Wetland,Wetland,Bareland,Wetland
12121,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Wetland
12122,Forest,Forest,Wetland,Water,Wetland,Wetland,Water,Water
12123,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Wetland
12124,Forest,Forest,Wetland,Water,Wetland,Wetland,Forest,Water
12125,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Grassland
12126,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Wetland
12127,Forest,Forest,Wetland,Water,Wetland,Bareland,Wetland,Forest
12128,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Grassland
12129,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Wetland
12130,Forest,Forest,Wetland,Water,Wetland,Bareland,Bareland,Bareland
12131,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Grassland
12132,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Wetland
12133,Forest,Forest,Wetland,Water,Wetland,Bareland,Water,Forest
12134,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Grassland
12135,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Wetland
12136,Forest,Forest,Wetland,Water,Wetland,Bareland,Forest,Forest
12137,Forest,Forest,Wetland,Water,Wetland,Built-up,Water,Wetland
12138,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Wetland
12139,Forest,Forest,Wetland,Water,Wetland,Water,Bareland,Wetland
12140,Forest,Forest,Wetland,Water,Wetland,Water,Water,Wetland
12141,Forest,Forest,Wetland,Water,Wetland,Water,Water,Water
12142,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Wetland
12143,Forest,Forest,Wetland,Water,Wetland,Forest,Shrubland,Wetland
12144,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Wetland
12145,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Bareland
12146,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Water
12147,Forest,Forest,Wetland,Water,Wetland,Forest,Bareland,Wetland
12148,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Grassland
12149,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Wetland
12150,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
12151,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
12152,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Grassland
