Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20NMF_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20NMF_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20NMF_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20NMF_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20NMF_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20NMF_M_R
5834,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5835,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5836,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,NULL
5837,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
5838,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
5839,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5840,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5841,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5842,Forest,Water,Wetland,NULL,Wetland,Water,Shrubland,Forest
5843,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
5844,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,NULL
5845,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5846,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
5847,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
5848,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5849,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5850,Forest,Water,Wetland,NULL,Wetland,Water,Water,NULL
5851,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5852,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
5853,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
5854,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
5855,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
5856,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
5857,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5858,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5859,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5860,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5861,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5862,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5863,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5864,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Bareland
5865,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5866,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5867,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5868,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5869,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,NULL
5870,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
5871,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
5872,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
5873,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5874,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
5875,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
5876,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5877,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
5878,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
5879,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
5880,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5881,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5882,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
5883,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5884,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5885,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5886,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5887,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
5888,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5889,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5890,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Grassland
5891,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5892,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5893,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
5894,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Forest
5895,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,NULL
5896,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
5897,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
5898,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
5899,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
5900,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
5901,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5902,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,NULL
5903,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5904,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
5905,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5906,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
5907,Forest,Water,Wetland,Water,Wetland,Wetland,Water,NULL
5908,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
5909,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
5910,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
5911,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5912,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
5913,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
5914,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
5915,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
5916,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5917,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
5918,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
5919,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
5920,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
5921,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
5922,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
5923,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
5924,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
5925,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5926,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
5927,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
5928,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
5929,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
5930,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
5931,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
5932,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
5933,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
5934,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
5935,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
5936,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5937,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
5938,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
5939,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
5940,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
5941,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
5942,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
5943,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
5944,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
5945,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
5946,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
5947,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
5948,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
5949,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
5950,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Forest
5951,Forest,Water,Built-up,Water,Non_Wetland,Water,Forest,Forest
5952,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
5953,Forest,Water,Water,NULL,Water,NULL,Water,Forest
5954,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
5955,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
5956,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
5957,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
5958,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
5959,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
5960,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
5961,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
5962,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
5963,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
5964,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
5965,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
5966,Forest,Water,Water,NULL,Water,Water,Wetland,Water
5967,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
5968,Forest,Water,Water,NULL,Water,Water,Water,Grassland
5969,Forest,Water,Water,NULL,Water,Water,Water,Wetland
5970,Forest,Water,Water,NULL,Water,Water,Water,Water
5971,Forest,Water,Water,NULL,Water,Water,Water,Forest
5972,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
5973,Forest,Water,Water,NULL,Water,Water,Forest,Water
5974,Forest,Water,Water,NULL,Water,Water,Forest,Forest
5975,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
5976,Forest,Water,Water,NULL,Water,Forest,Water,Forest
5977,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
5978,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
5979,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Grassland
5980,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
5981,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
5982,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
5983,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
5984,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
5985,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
5986,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
5987,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
5988,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
5989,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
5990,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
5991,Forest,Water,Water,Non_Water,Water,Water,Water,Water
5992,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
5993,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
5994,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
5995,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
5996,Forest,Water,Water,Water,Water,NULL,Water,Water
5997,Forest,Water,Water,Water,Water,NULL,Water,Forest
5998,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
5999,Forest,Water,Water,Water,Water,Grassland,Wetland,Wetland
6000,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
6001,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
6002,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
6003,Forest,Water,Water,Water,Water,Grassland,Water,Forest
6004,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
6005,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
6006,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
6007,Forest,Water,Water,Water,Water,Wetland,Water,NULL
6008,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
6009,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
6010,Forest,Water,Water,Water,Water,Wetland,Water,Water
6011,Forest,Water,Water,Water,Water,Wetland,Water,Forest
6012,Forest,Water,Water,Water,Water,Water,Grassland,Forest
6013,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
6014,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
6015,Forest,Water,Water,Water,Water,Water,Wetland,Water
6016,Forest,Water,Water,Water,Water,Water,Wetland,Forest
6017,Forest,Water,Water,Water,Water,Water,Water,NULL
6018,Forest,Water,Water,Water,Water,Water,Water,Grassland
6019,Forest,Water,Water,Water,Water,Water,Water,Wetland
6020,Forest,Water,Water,Water,Water,Water,Water,Bareland
6021,Forest,Water,Water,Water,Water,Water,Water,Water
6022,Forest,Water,Water,Water,Water,Water,Water,Forest
6023,Forest,Water,Water,Water,Water,Water,Forest,Forest
6024,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
6025,Forest,Water,Water,Water,Water,Forest,Water,Forest
6026,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6027,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6028,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6029,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
6030,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6031,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
6032,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
6033,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6034,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6035,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6036,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6037,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6038,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6039,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6040,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6041,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6042,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6043,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
6044,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6045,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
6046,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
6047,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
6048,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
6049,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
6050,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
6051,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6052,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
6053,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6054,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6055,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6056,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
6057,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6058,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6059,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6060,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6061,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6062,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6063,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6064,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
6065,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6066,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
6067,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6068,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
6069,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
6070,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6071,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6072,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6073,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
6074,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6075,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
6076,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
6077,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
6078,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
6079,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
6080,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
6081,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
6082,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
6083,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6084,Forest,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
6085,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,NULL
6086,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6087,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
6088,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
6089,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
6090,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6091,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6092,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
6093,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6094,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6095,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
6096,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6097,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
6098,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
6099,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6100,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
6101,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
6102,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
6103,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6104,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
6105,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
6106,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
6107,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
6108,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
6109,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
6110,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
6111,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
6112,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
6113,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
6114,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
6115,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
6116,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
6117,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
6118,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
6119,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
6120,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
6121,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
6122,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
6123,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
6124,Forest,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
6125,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
6126,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
6127,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
6128,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
6129,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
6130,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6131,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6132,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
6133,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6134,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
6135,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6136,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
6137,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6138,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
6139,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
6140,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
6141,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
6142,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
6143,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
6144,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
6145,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6146,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
6147,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,NULL
6148,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
6149,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
6150,Forest,Forest,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
6151,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
6152,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
6153,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
6154,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
6155,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
6156,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
6157,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6158,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
6159,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
6160,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
6161,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6162,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6163,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
6164,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6165,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
6166,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
6167,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
6168,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
6169,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
6170,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Bareland
6171,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
6172,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
6173,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6174,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6175,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6176,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6177,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
6178,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
6179,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
6180,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
6181,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
6182,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
6183,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,NULL
6184,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
6185,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
6186,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Bareland
6187,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6188,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
6189,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
6190,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Water,Forest
6191,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
6192,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
6193,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
