Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LQP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LQP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LQP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LQP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LQP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LQP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LQP_M_R
2915,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
2916,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
2917,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
2918,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
2919,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
2920,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
2921,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
2922,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Grassland
2923,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
2924,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
2925,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
2926,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Bareland
2927,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
2928,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
2929,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Wetland
2930,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Water
2931,Forest,Water,Wetland,Water,Wetland,Grassland,Forest,Forest
2932,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
2933,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
2934,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
2935,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
2936,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
2937,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
2938,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
2939,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
2940,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
2941,Forest,Water,Wetland,Water,Wetland,Water,Water,Bareland
2942,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
2943,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
2944,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
2945,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
2946,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
2947,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
2948,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
2949,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
2950,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
2951,Forest,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Water
2952,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
2953,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
2954,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
2955,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
2956,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
2957,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
2958,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
2959,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
2960,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
2961,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
2962,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
2963,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Wetland
2964,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Water
2965,Forest,Water,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
2966,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
2967,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
2968,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
2969,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
2970,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
2971,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
2972,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
2973,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
2974,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
2975,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
2976,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
2977,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
2978,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
2979,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
2980,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Water,Water
2981,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Grassland,Forest
2982,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
2983,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
2984,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
2985,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
2986,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
2987,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
2988,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
2989,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
2990,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
2991,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
2992,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
2993,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
2994,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
2995,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
2996,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Water
2997,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
2998,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Water
2999,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
3000,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
3001,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Water,Forest
3002,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Forest,Bareland
3003,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Water
3004,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
3005,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
3006,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3007,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
3008,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
3009,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
3010,Forest,Water,Built-up,Non_Water,Non_Wetland,Grassland,Water,Grassland
3011,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
3012,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
3013,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
3014,Forest,Water,Built-up,Water,Non_Wetland,NULL,Wetland,Water
3015,Forest,Water,Built-up,Water,Non_Wetland,NULL,Water,Forest
3016,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Water
3017,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Water
3018,Forest,Water,Water,NULL,Water,NULL,Grassland,Water
3019,Forest,Water,Water,NULL,Water,NULL,Grassland,Forest
3020,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
3021,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
3022,Forest,Water,Water,NULL,Water,NULL,Water,Water
3023,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3024,Forest,Water,Water,NULL,Water,NULL,Forest,Water
3025,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
3026,Forest,Water,Water,NULL,Water,Grassland,NULL,Forest
3027,Forest,Water,Water,NULL,Water,Grassland,Grassland,Grassland
3028,Forest,Water,Water,NULL,Water,Grassland,Grassland,Bareland
3029,Forest,Water,Water,NULL,Water,Grassland,Grassland,Water
3030,Forest,Water,Water,NULL,Water,Grassland,Grassland,Forest
3031,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
3032,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
3033,Forest,Water,Water,NULL,Water,Grassland,Water,Wetland
3034,Forest,Water,Water,NULL,Water,Grassland,Water,Water
3035,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
3036,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
3037,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
3038,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
3039,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
3040,Forest,Water,Water,NULL,Water,Water,Grassland,Grassland
3041,Forest,Water,Water,NULL,Water,Water,Grassland,Forest
3042,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
3043,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3044,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3045,Forest,Water,Water,NULL,Water,Water,Water,Wetland
3046,Forest,Water,Water,NULL,Water,Water,Water,Bareland
3047,Forest,Water,Water,NULL,Water,Water,Water,Water
3048,Forest,Water,Water,NULL,Water,Water,Water,Forest
3049,Forest,Water,Water,NULL,Water,Water,Forest,Water
3050,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3051,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
3052,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
3053,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3054,Forest,Water,Water,NULL,Water,Forest,Water,Water
3055,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3056,Forest,Water,Water,NULL,Water,Forest,Forest,Water
3057,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
3058,Forest,Water,Water,Non_Water,Water,NULL,Grassland,Forest
3059,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Wetland
3060,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
3061,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3062,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
3063,Forest,Water,Water,Non_Water,Water,NULL,Forest,Water
3064,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
3065,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
3066,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
3067,Forest,Water,Water,Non_Water,Water,Grassland,Water,Wetland
3068,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
3069,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
3070,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Water
3071,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
3072,Forest,Water,Water,Non_Water,Water,Water,Wetland,Bareland
3073,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3074,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3075,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3076,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3077,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3078,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
3079,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
3080,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
3081,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
3082,Forest,Water,Water,Water,Water,NULL,Grassland,Forest
3083,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
3084,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3085,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3086,Forest,Water,Water,Water,Water,NULL,Water,Water
3087,Forest,Water,Water,Water,Water,NULL,Water,Forest
3088,Forest,Water,Water,Water,Water,NULL,Forest,Water
3089,Forest,Water,Water,Water,Water,NULL,Forest,Forest
3090,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
3091,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
3092,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
3093,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
3094,Forest,Water,Water,Water,Water,Grassland,Water,Bareland
3095,Forest,Water,Water,Water,Water,Grassland,Water,Water
3096,Forest,Water,Water,Water,Water,Grassland,Water,Forest
3097,Forest,Water,Water,Water,Water,Grassland,Forest,Water
3098,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
3099,Forest,Water,Water,Water,Water,Bareland,Water,Water
3100,Forest,Water,Water,Water,Water,Bareland,Water,Forest
3101,Forest,Water,Water,Water,Water,Water,Grassland,Forest
3102,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
3103,Forest,Water,Water,Water,Water,Water,Wetland,Water
3104,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3105,Forest,Water,Water,Water,Water,Water,Water,Grassland
3106,Forest,Water,Water,Water,Water,Water,Water,Wetland
3107,Forest,Water,Water,Water,Water,Water,Water,Water
3108,Forest,Water,Water,Water,Water,Water,Water,Forest
3109,Forest,Water,Water,Water,Water,Water,Forest,Water
3110,Forest,Water,Water,Water,Water,Water,Forest,Forest
3111,Forest,Water,Water,Water,Water,Forest,Grassland,Forest
3112,Forest,Water,Water,Water,Water,Forest,Wetland,Water
3113,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3114,Forest,Water,Water,Water,Water,Forest,Water,Water
3115,Forest,Water,Water,Water,Water,Forest,Water,Forest
3116,Forest,Water,Water,Water,Water,Forest,Forest,Water
3117,Forest,Water,Water,Water,Water,Forest,Forest,Forest
3118,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
3119,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3120,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3121,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3122,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
3123,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3124,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
3125,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
3126,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
3127,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
3128,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
3129,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
3130,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Bareland
3131,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
3132,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
3133,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
3134,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Wetland
3135,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Bareland
3136,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
3137,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
3138,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
3139,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
3140,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
3141,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
3142,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
3143,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Water
3144,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
3145,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3146,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3147,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3148,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
3149,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3150,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3151,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3152,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3153,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3154,Forest,Water,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
3155,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3156,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3157,Forest,Water,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
3158,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
3159,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3160,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
3161,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
3162,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
3163,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3164,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3165,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3166,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3167,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
3168,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3169,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
3170,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3171,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
3172,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
3173,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
3174,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,Forest,Forest
3175,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
3176,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3177,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3178,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3179,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3180,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3181,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
3182,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
3183,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
3184,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3185,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3186,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
3187,Forest,Water,Forest,Water,Non_Wetland,NULL,Grassland,Forest
3188,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3189,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3190,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Water
3191,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3192,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Water
3193,Forest,Water,Forest,Water,Non_Wetland,NULL,Forest,Forest
3194,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Water
3195,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
3196,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Grassland
3197,Forest,Water,Forest,Water,Non_Wetland,Grassland,Water,Water
3198,Forest,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
3199,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3200,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3201,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Bareland
3202,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3203,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3204,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
3205,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3206,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Water
3207,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
3208,Forest,Water,Forest,Water,Non_Wetland,Forest,Forest,Water
3209,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
3210,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,NULL
3211,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3212,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3213,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3214,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3215,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3216,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Water
3217,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3218,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3219,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Water
3220,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3221,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
3222,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Built-up
3223,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
3224,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
3225,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
3226,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,NULL
3227,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3228,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
3229,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3230,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,NULL
3231,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3232,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3233,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3234,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3235,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
3236,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3237,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Built-up
3238,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3239,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3240,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3241,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3242,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
3243,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
3244,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3245,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3246,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
3247,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3248,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3249,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3250,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Grassland
3251,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Water
3252,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3253,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
3254,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Water
3255,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
3256,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
3257,Forest,Forest,NULL,NULL,Non_Wetland,Water,Bareland,Forest
3258,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
3259,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
3260,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Grassland
3261,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Water
3262,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
3263,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
3264,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Shrubland,Forest
3265,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,NULL
3266,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
3267,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
3268,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
3269,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Water
3270,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
3271,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
3272,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
3273,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,NULL
3274,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
3275,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
3276,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
3277,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
3278,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
3279,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Water
3280,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
3281,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
3282,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
3283,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
3284,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
3285,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
3286,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
