Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KLR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KLR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KLR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KLR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KLR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KLR_M_R
324,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,NULL,Grassland
325,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
326,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
327,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
328,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
329,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
330,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
331,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
332,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
333,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
334,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
335,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
336,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
337,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
338,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
339,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
340,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
341,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
342,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
343,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
344,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
345,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
347,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
348,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
351,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
354,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
357,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
358,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
360,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
368,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
369,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
370,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
371,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
372,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
373,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
374,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
375,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
376,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
377,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
378,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
379,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
380,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
381,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
382,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
383,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
384,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
385,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
386,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
387,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
388,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
389,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
390,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
391,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
392,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
393,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
394,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
395,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
396,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
397,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
398,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
399,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
400,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
401,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
402,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
403,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
404,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
405,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Built-up
406,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
407,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
408,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
409,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
410,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Bareland
411,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
412,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
413,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
415,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
416,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
417,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
418,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Water
419,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
420,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
421,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
422,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
424,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Bareland
425,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Built-up
426,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
427,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
428,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
429,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Bareland
430,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
431,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
432,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
433,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Cropland
434,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
435,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
436,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Built-up
438,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
439,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
441,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Bareland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
443,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Water
444,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
445,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
446,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
447,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Bareland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
451,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Bareland
452,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Forest
453,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Grassland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
455,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Bareland
456,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Built-up
457,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Grassland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Cropland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
460,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
461,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
462,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
467,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
470,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
472,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
474,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
475,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
477,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
479,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
481,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
485,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
486,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Bareland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Built-up
488,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Water,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
492,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
493,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
494,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
495,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Bareland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
498,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Grassland
500,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Bareland,Built-up
501,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
505,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
510,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Bareland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Built-up
512,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
513,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Cropland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Bareland
516,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Built-up
517,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Grassland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Grassland
521,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Built-up,Bareland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
526,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
527,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
528,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
529,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Built-up
530,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
531,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
532,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
533,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
534,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
535,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Bareland,Bareland
536,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Grassland
537,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Built-up,Cropland
538,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
539,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
540,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
541,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
542,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
543,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
544,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
545,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
546,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
547,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
548,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
549,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
550,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Bareland,Grassland
551,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
552,NULL,NULL,Cropland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
553,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
554,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
555,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Cropland
556,NULL,NULL,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
557,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Cropland
558,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
559,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Grassland
560,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,NULL,Cropland
561,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Grassland,Grassland
562,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Wetland,Grassland
563,NULL,NULL,Cropland,Non_Water,Non_Wetland,Water,Water,Grassland
564,NULL,NULL,Cropland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
565,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
566,NULL,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Water
567,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Grassland,Grassland
568,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Grassland
569,NULL,NULL,Cropland,Water,Non_Wetland,NULL,Water,Water
570,NULL,NULL,Cropland,Water,Non_Wetland,Grassland,NULL,Grassland
571,NULL,NULL,Cropland,Water,Non_Wetland,Cropland,NULL,Cropland
572,NULL,NULL,Cropland,Water,Non_Wetland,Wetland,Water,Water
573,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
574,NULL,NULL,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
575,NULL,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
576,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Grassland
577,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
578,NULL,NULL,Wetland,NULL,Wetland,NULL,Bareland,Grassland
579,NULL,NULL,Wetland,NULL,Wetland,NULL,Water,Grassland
580,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
581,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
582,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
583,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
584,NULL,NULL,Wetland,NULL,Wetland,Water,NULL,Grassland
585,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
586,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Cropland
587,NULL,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Water
588,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Grassland
589,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Cropland
591,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Grassland
592,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Water
593,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Water,Forest
594,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
595,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Forest,Cropland
596,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
597,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
598,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
599,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,NULL
600,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Bareland,Grassland
601,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
602,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Water
603,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
604,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
605,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
606,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Cropland
607,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
608,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Cropland
609,NULL,NULL,Wetland,Non_Water,Wetland,Water,Forest,Grassland
610,NULL,NULL,Wetland,Water,Wetland,NULL,NULL,Water
611,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
612,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Water
613,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Grassland
614,NULL,NULL,Wetland,Water,Wetland,Bareland,Bareland,Water
615,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
616,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Cropland
617,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Built-up
618,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
619,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
620,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
621,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Cropland
622,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
623,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
624,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Bareland
625,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
626,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
627,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
628,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Cropland
629,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
630,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Water,Grassland
631,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Bareland,Cropland
632,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
633,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
634,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,NULL,Grassland
635,NULL,NULL,Bareland,NULL,Non_Wetland,Built-up,Built-up,Bareland
636,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Grassland
637,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
638,NULL,NULL,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
639,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
640,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Grassland
641,NULL,NULL,Bareland,Water,Non_Wetland,Wetland,NULL,Grassland
642,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
643,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
644,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
645,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
646,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
647,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
648,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
649,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
650,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Bareland
651,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
652,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
653,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,NULL
654,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
655,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Cropland
656,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
657,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Built-up
658,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
