Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KHB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KHB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KHB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KHB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KHB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KHB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KHB_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Cropland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Forest
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Wetland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Cropland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Forest
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Forest,Forest
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,NULL
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Water
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Cropland
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
493,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
494,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
495,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
496,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Water
497,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
498,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Forest
499,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
500,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
501,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
502,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Water
503,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Forest
504,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Built-up,Grassland
505,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Forest
506,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
507,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
508,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
509,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
510,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
511,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
512,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
513,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
514,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
515,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
516,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
517,NULL,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
518,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
519,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
520,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
521,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
522,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
523,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
524,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
525,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
529,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
530,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
531,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
534,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
536,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
538,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
539,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
540,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
541,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
542,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
543,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
544,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
545,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
546,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
547,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
548,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
549,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
550,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
551,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
552,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
553,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
554,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Cropland
555,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
556,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Water
557,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
558,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
559,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
560,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
561,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Bareland
562,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
563,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
564,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
566,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
568,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
569,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
570,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
571,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
575,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
576,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Built-up,Forest
578,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
579,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Cropland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
581,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
582,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
584,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
585,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
586,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
588,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
590,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
591,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
592,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
594,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
595,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
596,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
598,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
599,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
602,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
603,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Wetland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
606,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
607,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
610,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
611,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
612,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Wetland
615,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Bareland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Grassland
618,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
619,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Water,Water
621,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
622,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Grassland
623,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
624,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
628,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
629,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
630,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Water
631,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
632,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Shrubland,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Wetland
642,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
643,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
644,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
645,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Grassland
646,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
647,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
648,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
649,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
650,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
651,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
652,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
