Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LGQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LGQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LGQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LGQ_M_R
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Water
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Bareland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Grassland
536,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
537,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
538,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
539,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
540,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Water
541,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Forest
542,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
543,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
544,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
545,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
546,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
547,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
548,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
549,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
550,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
551,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
552,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
553,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Built-up
554,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Water
555,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
556,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
557,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
559,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
560,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
562,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
563,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
564,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
565,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
566,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
567,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
568,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
569,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,Grassland,Bareland
570,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
571,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
572,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
573,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
575,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
576,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Grassland
577,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
578,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
579,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Forest
580,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Bareland
581,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
582,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,NULL
583,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
584,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
585,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
586,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Bareland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
588,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Forest
589,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Wetland,Wetland
591,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Grassland,Grassland
593,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
594,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
596,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
597,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
598,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
599,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
600,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
601,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
602,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
603,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
604,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
605,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
606,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
607,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
608,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
609,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Bareland
611,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Water,Forest
612,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
613,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
614,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
615,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
616,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
617,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
618,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
619,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
620,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
622,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
623,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
624,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
628,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
629,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
630,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
631,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
633,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
634,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
636,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
637,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
638,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
639,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
640,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
641,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
642,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
644,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
645,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
646,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
