Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20MNB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20MNB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20MNB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20MNB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20MNB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20MNB_M_R
3207,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3208,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3209,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3210,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Water
3211,Forest,Water,Grassland,Non_Water,Non_Wetland,Wetland,Water,Forest
3212,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3213,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3214,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Water
3215,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Wetland,Forest
3216,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Grassland
3217,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Wetland
3218,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Water,Forest
3219,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Wetland
3220,Forest,Water,Grassland,Water,Non_Wetland,NULL,Water,Forest
3221,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
3222,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
3223,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Water
3224,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
3225,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
3226,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
3227,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Water
3228,Forest,Water,Grassland,Water,Non_Wetland,Wetland,Water,Forest
3229,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Grassland
3230,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
3231,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
3232,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Forest
3233,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Grassland
3234,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Wetland
3235,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Forest
3236,Forest,Water,Grassland,Water,Non_Wetland,Water,Forest,Forest
3237,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
3238,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
3239,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
3240,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
3241,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
3242,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
3243,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
3244,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
3245,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
3246,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Bareland
3247,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
3248,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
3249,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
3250,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
3251,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
3252,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
3253,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
3254,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Wetland
3255,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
3256,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
3257,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
3258,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
3259,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
3260,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
3261,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
3262,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
3263,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
3264,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
3265,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
3266,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
3267,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
3268,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
3269,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
3270,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
3271,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
3272,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
3273,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
3274,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
3275,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
3276,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
3277,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
3278,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
3279,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
3280,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
3281,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
3282,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
3283,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
3284,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
3285,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
3286,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
3287,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
3288,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
3289,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
3290,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
3291,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
3292,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
3293,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
3294,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
3295,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
3296,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
3297,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
3298,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
3299,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
3300,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Wetland
3301,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
3302,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
3303,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
3304,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
3305,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
3306,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
3307,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
3308,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
3309,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
3310,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
3311,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
3312,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Wetland
3313,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
3314,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
3315,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
3316,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
3317,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
3318,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
3319,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
3320,Forest,Water,Wetland,Water,Wetland,Water,Forest,Wetland
3321,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
3322,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
3323,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
3324,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
3325,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
3326,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
3327,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
3328,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
3329,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
3330,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
3331,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
3332,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
3333,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
3334,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
3335,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
3336,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
3337,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
3338,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
3339,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
3340,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
3341,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
3342,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
3343,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
3344,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3345,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3346,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
3347,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3348,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
3349,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
3350,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
3351,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
3352,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
3353,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
3354,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
3355,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
3356,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
3357,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
3358,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
3359,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
3360,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
3361,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
3362,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
3363,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
3364,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
3365,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
3366,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
3367,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
3368,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
3369,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
3370,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
3371,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
3372,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
3373,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
3374,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
3375,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Wetland
3376,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
3377,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
3378,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Wetland
3379,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
3380,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
3381,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
3382,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
3383,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Forest
3384,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Grassland
3385,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
3386,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3387,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Water,Wetland
3388,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Wetland,Forest
3389,Forest,Water,Built-up,Water,Non_Wetland,Water,Wetland,Grassland
3390,Forest,Water,Water,NULL,Water,NULL,Water,Forest
3391,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
3392,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
3393,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
3394,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
3395,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
3396,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
3397,Forest,Water,Water,NULL,Water,Wetland,Water,Water
3398,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
3399,Forest,Water,Water,NULL,Water,Wetland,Forest,Wetland
3400,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
3401,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
3402,Forest,Water,Water,NULL,Water,Water,Wetland,Water
3403,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
3404,Forest,Water,Water,NULL,Water,Water,Water,Grassland
3405,Forest,Water,Water,NULL,Water,Water,Water,Wetland
3406,Forest,Water,Water,NULL,Water,Water,Water,Water
3407,Forest,Water,Water,NULL,Water,Water,Water,Forest
3408,Forest,Water,Water,NULL,Water,Water,Forest,Forest
3409,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
3410,Forest,Water,Water,NULL,Water,Forest,Water,Forest
3411,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
3412,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Grassland
3413,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Wetland
3414,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
3415,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
3416,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
3417,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
3418,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
3419,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
3420,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
3421,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
3422,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
3423,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
3424,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
3425,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
3426,Forest,Water,Water,Non_Water,Water,Water,Water,Water
3427,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
3428,Forest,Water,Water,Water,Water,NULL,Wetland,Grassland
3429,Forest,Water,Water,Water,Water,NULL,Wetland,Wetland
3430,Forest,Water,Water,Water,Water,NULL,Wetland,Water
3431,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
3432,Forest,Water,Water,Water,Water,NULL,Water,Water
3433,Forest,Water,Water,Water,Water,NULL,Water,Forest
3434,Forest,Water,Water,Water,Water,Grassland,Wetland,Grassland
3435,Forest,Water,Water,Water,Water,Grassland,Water,Wetland
3436,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
3437,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
3438,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
3439,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
3440,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
3441,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
3442,Forest,Water,Water,Water,Water,Wetland,Water,Water
3443,Forest,Water,Water,Water,Water,Wetland,Water,Forest
3444,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
3445,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
3446,Forest,Water,Water,Water,Water,Water,Wetland,Wetland
3447,Forest,Water,Water,Water,Water,Water,Wetland,Water
3448,Forest,Water,Water,Water,Water,Water,Wetland,Forest
3449,Forest,Water,Water,Water,Water,Water,Water,Grassland
3450,Forest,Water,Water,Water,Water,Water,Water,Wetland
3451,Forest,Water,Water,Water,Water,Water,Water,Bareland
3452,Forest,Water,Water,Water,Water,Water,Water,Water
3453,Forest,Water,Water,Water,Water,Water,Water,Forest
3454,Forest,Water,Water,Water,Water,Water,Forest,Water
3455,Forest,Water,Water,Water,Water,Water,Forest,Forest
3456,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
3457,Forest,Water,Water,Water,Water,Forest,Water,Grassland
3458,Forest,Water,Water,Water,Water,Forest,Water,Forest
3459,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
3460,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
3461,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
3462,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
3463,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
3464,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
3465,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
3466,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
3467,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
3468,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
3469,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
3470,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
3471,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
3472,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
3473,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
3474,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
3475,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
3476,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
3477,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
3478,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
3479,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
3480,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
3481,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
3482,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
3483,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
3484,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
3485,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
3486,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
3487,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
3488,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
3489,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
3490,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
3491,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
3492,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
3493,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
3494,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
3495,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
3496,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
3497,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
3498,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
3499,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
3500,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Forest
3501,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
3502,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
3503,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
3504,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
3505,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
3506,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
3507,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
3508,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
3509,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
3510,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
3511,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Water
3512,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
3513,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
3514,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
3515,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
3516,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
3517,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
3518,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Grassland
3519,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Wetland
3520,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
3521,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
3522,Forest,Water,Forest,Water,Non_Wetland,Wetland,Forest,Forest
3523,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Grassland
3524,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Wetland
3525,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
3526,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
3527,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Grassland
3528,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
3529,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
3530,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
3531,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
3532,Forest,Water,Forest,Water,Non_Wetland,Forest,Wetland,Forest
3533,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Grassland
3534,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
3535,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Grassland
3536,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Water
3537,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
3538,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
3539,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
3540,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Grassland
3541,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
3542,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
3543,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
3544,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
3545,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
3546,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
3547,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
3548,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
3549,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Water,Forest
3550,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
3551,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
3552,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
3553,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
3554,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
3555,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
3556,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
3557,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
3558,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
3559,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
3560,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
3561,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
3562,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
3563,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
3564,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
3565,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
3566,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
3567,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
3568,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
3569,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
3570,Forest,Forest,NULL,NULL,Non_Wetland,Water,Grassland,Forest
3571,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Grassland
