Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEA_M_R
1329,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1330,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1331,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1332,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1333,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1334,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1335,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1336,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1337,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1338,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1339,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Wetland
1340,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1341,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1342,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1343,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1344,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1345,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1346,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1347,Forest,NULL,Water,NULL,Water,NULL,NULL,Wetland
1348,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1349,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1350,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1351,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1352,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1353,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1354,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1355,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1356,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1357,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1359,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1361,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1362,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1363,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1364,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1365,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1366,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1368,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1369,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1370,Forest,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1371,Forest,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1372,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1373,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1374,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1375,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1376,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1377,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
