Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_18MXS_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_18MXS_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_18MXS_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_18MXS_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_18MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_18MXS_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_18MXS_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_18MXS_M_R
1083,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1084,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1085,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1086,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1087,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1088,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
1089,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
1090,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
1091,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
1092,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
1093,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1094,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1095,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1096,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1097,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Water
1098,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1099,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1100,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1101,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1102,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1103,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1104,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1105,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1106,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1107,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
1108,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1109,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Wetland,Forest
1110,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1111,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1112,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1113,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1114,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1115,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1116,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1117,Forest,Cropland,Grassland,NULL,Non_Wetland,Water,Grassland,Forest
1118,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1119,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1120,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1121,Forest,Cropland,Cropland,NULL,Non_Wetland,Water,Grassland,Forest
1122,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1123,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1124,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1125,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1126,Forest,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1127,Forest,Cropland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1128,Forest,Cropland,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1129,Forest,Bareland,Forest,Water,Non_Wetland,Water,Water,Water
1130,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1131,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1132,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
1133,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1134,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
1135,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1136,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1137,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1138,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1139,Forest,Built-up,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
1140,Forest,Built-up,Grassland,NULL,Non_Wetland,Water,Bareland,Forest
1141,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1142,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
1143,Forest,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
1144,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1145,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1146,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1147,Forest,Built-up,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1148,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
1149,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
1150,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
1151,Forest,Built-up,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
1152,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1153,Forest,Built-up,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1154,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1155,Forest,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1156,Forest,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1157,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1158,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1159,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Bareland
1160,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1161,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1162,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1163,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Water
1164,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1165,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Water
1166,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1167,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
1168,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Water
1169,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1170,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
1171,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Bareland
1172,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Water
1173,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
1174,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Water
1175,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Water,Forest
1176,Forest,Water,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1177,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Bareland
1178,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1179,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1180,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1181,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1182,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1183,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1184,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Water
1185,Forest,Water,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1186,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1187,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1188,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Water
1189,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1190,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1191,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1192,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1193,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1194,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1195,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1196,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Water
1197,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
1198,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Forest,Water
1199,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
1200,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
1201,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
1202,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
1203,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1204,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1205,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1206,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
1207,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1208,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
1209,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
1210,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1211,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Water
1212,Forest,Water,NULL,Water,Non_Wetland,Grassland,Forest,Forest
1213,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Water
1214,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
1215,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Water
1216,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Forest
1217,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
1218,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Forest
1219,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1220,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1221,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
1222,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1223,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
1224,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
1225,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
1226,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
1227,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
1228,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1229,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1230,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1231,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
1232,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1233,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1234,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
1235,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Water
1236,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1237,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
1238,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1239,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Water
1240,Forest,Water,Shrubland,Water,Non_Wetland,Water,Water,Water
1241,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1242,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1243,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1244,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Water
1245,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1246,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Water
1247,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1248,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
1249,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
1250,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
1251,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
1252,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Water
1253,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Water
1254,Forest,Water,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
1255,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Water
1256,Forest,Water,Grassland,NULL,Non_Wetland,Water,Water,Forest
1257,Forest,Water,Grassland,NULL,Non_Wetland,Water,Forest,Water
1258,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1259,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Water,Forest
1260,Forest,Water,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1261,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1262,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
1263,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1264,Forest,Water,Grassland,Non_Water,Non_Wetland,Water,Forest,Forest
1265,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest,Forest,Forest
1266,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Water,Water
1267,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Grassland
1268,Forest,Water,Grassland,Water,Non_Wetland,Grassland,Forest,Forest
1269,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Water,Water
1270,Forest,Water,Grassland,Water,Non_Wetland,Water,Wetland,Water
1271,Forest,Water,Grassland,Water,Non_Wetland,Water,Water,Water
1272,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1273,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
1274,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
1275,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
1276,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
1277,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
1278,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1279,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1280,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
1281,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
1282,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
1283,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
1284,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
1285,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
1286,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
1287,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
1288,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
1289,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
1290,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
1291,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
1292,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
1293,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
1294,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
1295,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
1296,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
1297,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
1298,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
1299,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
1300,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1301,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
1302,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
1303,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Water
1304,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1305,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
1306,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
1307,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
1308,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
1309,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
1310,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1311,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Forest
1312,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
1313,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
1314,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
1315,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
1316,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
1317,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
1318,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
1319,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
1320,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
1321,Forest,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,Bareland,Wetland,Water
1322,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
1323,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1324,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1325,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1326,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1327,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Water
1328,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
1329,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Water
1330,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Water,Forest
1331,Forest,Water,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1332,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1333,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Water,Forest
1334,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Water
1335,Forest,Water,Bareland,NULL,Non_Wetland,Bareland,Forest,Forest
1336,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
1337,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1338,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
1339,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
1340,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1341,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1342,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1343,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1344,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1345,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1346,Forest,Water,Bareland,Non_Water,Non_Wetland,Grassland,Forest,Forest
1347,Forest,Water,Bareland,Non_Water,Non_Wetland,Bareland,Forest,Forest
1348,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1349,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
1350,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1351,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1352,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Water
1353,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Wetland,Forest
1354,Forest,Water,Bareland,Water,Non_Wetland,Grassland,Water,Water
1355,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
1356,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Wetland,Water
1357,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1358,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
1359,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1360,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
1361,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
1362,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
1363,Forest,Water,Built-up,Non_Water,Non_Wetland,Bareland,Water,Forest
1364,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Forest
1365,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
1366,Forest,Water,Water,NULL,Water,NULL,NULL,Forest
1367,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
1368,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
1369,Forest,Water,Water,NULL,Water,NULL,Water,Water
1370,Forest,Water,Water,NULL,Water,NULL,Water,Forest
1371,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
1372,Forest,Water,Water,NULL,Water,Grassland,Grassland,Water
1373,Forest,Water,Water,NULL,Water,Grassland,Wetland,Grassland
1374,Forest,Water,Water,NULL,Water,Grassland,Wetland,Bareland
1375,Forest,Water,Water,NULL,Water,Grassland,Wetland,Water
1376,Forest,Water,Water,NULL,Water,Grassland,Wetland,Forest
1377,Forest,Water,Water,NULL,Water,Grassland,Water,Grassland
1378,Forest,Water,Water,NULL,Water,Grassland,Water,Water
1379,Forest,Water,Water,NULL,Water,Grassland,Water,Forest
1380,Forest,Water,Water,NULL,Water,Grassland,Forest,Grassland
1381,Forest,Water,Water,NULL,Water,Grassland,Forest,Bareland
1382,Forest,Water,Water,NULL,Water,Grassland,Forest,Water
1383,Forest,Water,Water,NULL,Water,Grassland,Forest,Forest
1384,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
1385,Forest,Water,Water,NULL,Water,Bareland,Wetland,Grassland
1386,Forest,Water,Water,NULL,Water,Bareland,Wetland,Bareland
1387,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
1388,Forest,Water,Water,NULL,Water,Bareland,Water,Water
1389,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
1390,Forest,Water,Water,NULL,Water,Bareland,Forest,Water
1391,Forest,Water,Water,NULL,Water,Bareland,Forest,Forest
1392,Forest,Water,Water,NULL,Water,Water,Grassland,Bareland
1393,Forest,Water,Water,NULL,Water,Water,Wetland,Bareland
1394,Forest,Water,Water,NULL,Water,Water,Wetland,Water
1395,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
1396,Forest,Water,Water,NULL,Water,Water,Water,Bareland
1397,Forest,Water,Water,NULL,Water,Water,Water,Water
1398,Forest,Water,Water,NULL,Water,Water,Water,Forest
1399,Forest,Water,Water,NULL,Water,Water,Forest,Water
1400,Forest,Water,Water,NULL,Water,Water,Forest,Forest
1401,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
1402,Forest,Water,Water,NULL,Water,Forest,Water,Water
1403,Forest,Water,Water,NULL,Water,Forest,Water,Forest
1404,Forest,Water,Water,NULL,Water,Forest,Forest,Water
1405,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
1406,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
1407,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
1408,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
1409,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1410,Forest,Water,Water,Non_Water,Water,Grassland,Wetland,Forest
1411,Forest,Water,Water,Non_Water,Water,Grassland,Water,Grassland
1412,Forest,Water,Water,Non_Water,Water,Grassland,Water,Bareland
1413,Forest,Water,Water,Non_Water,Water,Grassland,Water,Water
1414,Forest,Water,Water,Non_Water,Water,Grassland,Water,Forest
1415,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Water
1416,Forest,Water,Water,Non_Water,Water,Grassland,Forest,Forest
1417,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
1418,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Forest
1419,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
1420,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
1421,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Grassland
1422,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
1423,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
1424,Forest,Water,Water,Non_Water,Water,Water,Water,Water
1425,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
1426,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
1427,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
1428,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
1429,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
1430,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
1431,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
1432,Forest,Water,Water,Water,Water,NULL,Water,Water
1433,Forest,Water,Water,Water,Water,NULL,Water,Forest
1434,Forest,Water,Water,Water,Water,NULL,Forest,Forest
1435,Forest,Water,Water,Water,Water,Grassland,Grassland,Water
1436,Forest,Water,Water,Water,Water,Grassland,Grassland,Forest
1437,Forest,Water,Water,Water,Water,Grassland,Wetland,Water
1438,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
1439,Forest,Water,Water,Water,Water,Grassland,Water,Water
1440,Forest,Water,Water,Water,Water,Grassland,Water,Forest
1441,Forest,Water,Water,Water,Water,Grassland,Forest,Water
1442,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
1443,Forest,Water,Water,Water,Water,Bareland,Wetland,Water
