Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NEA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NEA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NEA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NEA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NEA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NEA_M_R
1055,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1056,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1057,Forest,NULL,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1058,Forest,NULL,NULL,Non_Water,Non_Wetland,Water,Wetland,Grassland
1059,Forest,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Grassland
1060,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1061,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1062,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1063,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1064,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1065,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
1066,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1067,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1068,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1069,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1070,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
1071,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1072,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1073,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
1074,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
1075,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
1076,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
1077,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
1078,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
1079,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
1080,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1081,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1082,Forest,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
1083,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1084,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1085,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1086,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1087,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1088,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1089,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
1090,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1091,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1092,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1093,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1094,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1095,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1096,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1097,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1098,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1099,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
1100,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1101,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1102,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
1103,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1104,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1105,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
1106,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1107,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1108,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Wetland,Grassland
1109,Forest,NULL,Grassland,NULL,Non_Wetland,Water,Forest,Grassland
1110,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1111,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1112,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1113,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1114,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1115,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1116,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1117,Forest,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1118,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
1119,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Wetland
1120,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1121,Forest,NULL,Grassland,Water,Non_Wetland,Wetland,Water,Wetland
1122,Forest,NULL,Grassland,Water,Non_Wetland,Water,Wetland,Wetland
1123,Forest,NULL,Grassland,Water,Non_Wetland,Water,Water,Wetland
1124,Forest,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1125,Forest,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
1126,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1127,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1128,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,NULL
1129,Forest,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
1130,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1131,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,NULL
1132,Forest,NULL,Wetland,NULL,Wetland,Wetland,NULL,Forest
1133,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
1134,Forest,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1135,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1136,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1137,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1138,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
1139,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1140,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
1141,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
1142,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Water
1143,Forest,NULL,Wetland,NULL,Wetland,Wetland,Water,Forest
1144,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1145,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1146,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1147,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
1148,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1149,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Water
1150,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1151,Forest,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
1152,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,NULL
1153,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
1154,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1155,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1156,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1157,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1158,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1159,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
1160,Forest,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1161,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1162,Forest,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
1163,Forest,NULL,Wetland,Non_Water,Wetland,Water,Water,Grassland
1164,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1165,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1166,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Water
1167,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1168,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1169,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
1170,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1171,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
1172,Forest,NULL,Wetland,Water,Wetland,Water,Water,Water
1173,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1174,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,NULL
1175,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1176,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
1177,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1178,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,NULL
1179,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Wetland
1180,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
1181,Forest,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
1182,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Water,Grassland
1183,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
1184,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
1185,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1186,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1187,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1188,Forest,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
1189,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
1190,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
1191,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
1192,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
1193,Forest,NULL,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
1194,Forest,NULL,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
1195,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Grassland
1196,Forest,NULL,Bareland,Water,Non_Wetland,Water,Water,Wetland
1197,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,NULL
1198,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1199,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,NULL
1200,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1201,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
1202,Forest,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
1203,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
1204,Forest,NULL,Built-up,NULL,Non_Wetland,Water,Water,Grassland
1205,Forest,NULL,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1206,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
1207,Forest,NULL,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
1208,Forest,NULL,Built-up,Water,Non_Wetland,Water,Wetland,Wetland
1209,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Grassland
1210,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
1211,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Water
1212,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
1213,Forest,NULL,Water,NULL,Water,Wetland,Water,Grassland
1214,Forest,NULL,Water,NULL,Water,Wetland,Water,Forest
1215,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
1216,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Grassland
1217,Forest,NULL,Water,Non_Water,Water,Wetland,Wetland,Wetland
1218,Forest,NULL,Water,Water,Water,Wetland,Wetland,Grassland
1219,Forest,NULL,Water,Water,Water,Wetland,Wetland,Wetland
1220,Forest,NULL,Water,Water,Water,Wetland,Wetland,Water
1221,Forest,NULL,Water,Water,Water,Wetland,Wetland,Forest
1222,Forest,NULL,Water,Water,Water,Wetland,Water,Grassland
1223,Forest,NULL,Water,Water,Water,Wetland,Water,Wetland
1224,Forest,NULL,Water,Water,Water,Wetland,Water,Water
1225,Forest,NULL,Water,Water,Water,Wetland,Water,Forest
1226,Forest,NULL,Water,Water,Water,Water,Wetland,Wetland
1227,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1228,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1229,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1230,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1231,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1232,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1233,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1234,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1235,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1236,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1237,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1238,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1239,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1240,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1241,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1242,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1243,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1244,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1245,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1246,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1247,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
1248,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1249,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,NULL
1250,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
1251,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Water,Wetland
1252,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1253,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1254,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Built-up
1255,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1256,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1257,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1258,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1259,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1260,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1261,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1262,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1263,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1264,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1265,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1266,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1267,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1268,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1269,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1270,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1271,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
1272,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
1273,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
1274,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
1275,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Grassland
1276,Forest,NULL,Forest,Water,Non_Wetland,Wetland,Water,Wetland
1277,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Grassland
1278,Forest,NULL,Forest,Water,Non_Wetland,Water,Water,Grassland
1279,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1280,Forest,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
1281,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1282,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1283,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1284,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
1285,Forest,Wetland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1286,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1287,Forest,Wetland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1288,Forest,Wetland,Grassland,Water,Non_Wetland,Wetland,Water,Grassland
1289,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,NULL
1290,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1291,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1292,Forest,Wetland,Wetland,NULL,Wetland,Wetland,NULL,Forest
1293,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1294,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1295,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1296,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1297,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Water
1298,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1299,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Grassland
1300,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Wetland
1301,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Water
1302,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Water,Forest
1303,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Grassland
1304,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Wetland
1305,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Water
1306,Forest,Wetland,Wetland,NULL,Wetland,Water,Wetland,Forest
1307,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Grassland
1308,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Wetland
1309,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Water
1310,Forest,Wetland,Wetland,NULL,Wetland,Water,Water,Forest
1311,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1312,Forest,Wetland,Wetland,NULL,Wetland,Forest,Water,Forest
1313,Forest,Wetland,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1314,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
1315,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
1316,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1317,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
1318,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Water
1319,Forest,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1320,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
1321,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1322,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
1323,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1324,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
1325,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1326,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
1327,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
1328,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
1329,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
1330,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
1331,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
1332,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
1333,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
1334,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
1335,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
1336,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
1337,Forest,Wetland,Wetland,Water,Wetland,Forest,Water,Forest
1338,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1339,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1340,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
1341,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
1342,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
1343,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
1344,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
1345,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
1346,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
1347,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
1348,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
1349,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
1350,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
1351,Forest,Wetland,Water,NULL,Water,Forest,Wetland,Forest
1352,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
1353,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
1354,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
1355,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
1356,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
1357,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
1358,Forest,Wetland,Water,Non_Water,Water,Forest,Water,Forest
1359,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
1360,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
1361,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
1362,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
1363,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
1364,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
1365,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
1366,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
1367,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
1368,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
1369,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
1370,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
1371,Forest,Wetland,Water,Water,Water,Water,Water,Water
1372,Forest,Wetland,Water,Water,Water,Water,Water,Forest
1373,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1374,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1375,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1376,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1377,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1378,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1379,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1380,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1381,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1382,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1383,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Water
1384,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1385,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1386,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Water,Forest
1387,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
1388,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1389,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1390,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
1391,Forest,Wetland,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1392,Forest,Bareland,Water,Water,Water,Water,Wetland,Forest
1393,Forest,Bareland,Water,Water,Water,Water,Water,Forest
1394,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
1395,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1396,Forest,Built-up,NULL,NULL,Non_Wetland,Water,Forest,Forest
1397,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1398,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1399,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
1400,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
