Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19NDC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19NDC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19NDC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19NDC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19NDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19NDC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19NDC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19NDC_M_R
1075,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1076,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1077,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1078,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1079,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1080,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Water
1081,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
1082,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1083,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1084,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
1085,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
1086,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1087,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1088,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1089,Forest,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1090,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
1091,Forest,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1092,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
1093,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
1094,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1095,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1096,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
1097,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1098,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Water
1099,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
1100,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
1101,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1102,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1103,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
1104,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1105,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1106,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1107,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1108,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1109,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1110,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
1111,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
1112,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
1113,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1114,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
1115,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1116,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1117,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1118,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1119,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1120,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1121,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1122,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
1123,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
1124,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1125,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1126,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1127,Forest,Forest,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
1128,Forest,Forest,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
1129,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
1130,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1131,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
1132,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1133,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1134,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1135,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1136,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1137,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1138,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1139,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1140,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1141,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1142,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1143,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1144,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
1145,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
1146,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
1147,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
1148,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
1149,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
1150,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1151,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
1152,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
1153,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1154,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1155,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1156,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1157,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
1158,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1159,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1160,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
1161,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
1162,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
1163,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1164,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1165,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1166,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
1167,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
1168,Forest,Forest,Grassland,NULL,Non_Wetland,Water,NULL,Forest
1169,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Forest,Forest
1170,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
1171,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
1172,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
1173,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1174,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1175,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Grassland
1176,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
1177,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,NULL
1178,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1179,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1180,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
1181,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1182,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1183,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1184,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,Forest,Forest
1185,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1186,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
1187,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1188,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
1189,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1190,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1191,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
1192,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
1193,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
1194,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1195,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
1196,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
1197,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
1198,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
1199,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
1200,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
1201,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
1202,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1203,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1204,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,NULL
1205,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Grassland
1206,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
1207,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
1208,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Water
1209,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
1210,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
1211,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
1212,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1213,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1214,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
1215,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
1216,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
1217,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Wetland
1218,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Water
1219,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Forest
1220,Forest,Forest,Wetland,NULL,Wetland,Wetland,Grassland,Forest
1221,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1222,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1223,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
1224,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Water
1225,Forest,Forest,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1226,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,NULL
1227,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1228,Forest,Forest,Wetland,NULL,Wetland,Wetland,Forest,Forest
1229,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Water
1230,Forest,Forest,Wetland,NULL,Wetland,Water,NULL,Forest
1231,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Wetland
1232,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Water
1233,Forest,Forest,Wetland,NULL,Wetland,Water,Wetland,Forest
1234,Forest,Forest,Wetland,NULL,Wetland,Water,Water,Forest
1235,Forest,Forest,Wetland,NULL,Wetland,Water,Forest,Forest
1236,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,NULL
1237,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Grassland
1238,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Water
1239,Forest,Forest,Wetland,NULL,Wetland,Forest,NULL,Forest
1240,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Grassland
1241,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Water
1242,Forest,Forest,Wetland,NULL,Wetland,Forest,Wetland,Forest
1243,Forest,Forest,Wetland,NULL,Wetland,Forest,Water,Forest
1244,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,NULL
1245,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Grassland
1246,Forest,Forest,Wetland,NULL,Wetland,Forest,Forest,Forest
1247,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1248,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1249,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1250,Forest,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1251,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
1252,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Water
1253,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
1254,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Water,Forest
1255,Forest,Forest,Wetland,Non_Water,Wetland,NULL,Forest,Forest
1256,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,NULL,Forest
1257,Forest,Forest,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
1258,Forest,Forest,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
1259,Forest,Forest,Wetland,Non_Water,Wetland,Water,NULL,Forest
1260,Forest,Forest,Wetland,Non_Water,Wetland,Water,Wetland,Forest
1261,Forest,Forest,Wetland,Non_Water,Wetland,Water,Water,Water
1262,Forest,Forest,Wetland,Non_Water,Wetland,Forest,NULL,Forest
1263,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
1264,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Water,Forest
1265,Forest,Forest,Wetland,Non_Water,Wetland,Forest,Forest,Forest
1266,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,NULL
1267,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Grassland
1268,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Water
1269,Forest,Forest,Wetland,Water,Wetland,NULL,NULL,Forest
1270,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Water
1271,Forest,Forest,Wetland,Water,Wetland,NULL,Wetland,Forest
1272,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Grassland
1273,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Water
1274,Forest,Forest,Wetland,Water,Wetland,NULL,Water,Forest
1275,Forest,Forest,Wetland,Water,Wetland,Grassland,Wetland,Forest
1276,Forest,Forest,Wetland,Water,Wetland,Grassland,Water,Forest
1277,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Water
1278,Forest,Forest,Wetland,Water,Wetland,Water,NULL,Forest
1279,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Water
1280,Forest,Forest,Wetland,Water,Wetland,Water,Wetland,Forest
1281,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1282,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Water
1283,Forest,Forest,Wetland,Water,Wetland,Forest,NULL,Forest
1284,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1285,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Water
1286,Forest,Forest,Wetland,Water,Wetland,Forest,Water,Forest
1287,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1288,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1289,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1290,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
1291,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,NULL,Forest
1292,Forest,Forest,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
1293,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1294,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1295,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1296,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Grassland,Forest
1297,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Grassland
1298,Forest,Forest,Built-up,NULL,Non_Wetland,Grassland,NULL,Built-up
1299,Forest,Forest,Water,NULL,Water,NULL,NULL,Grassland
1300,Forest,Forest,Water,NULL,Water,NULL,NULL,Water
1301,Forest,Forest,Water,NULL,Water,NULL,NULL,Forest
1302,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1303,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1304,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1305,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1306,Forest,Forest,Water,NULL,Water,Grassland,NULL,Water
1307,Forest,Forest,Water,NULL,Water,Grassland,Wetland,Water
1308,Forest,Forest,Water,NULL,Water,Grassland,Forest,Forest
1309,Forest,Forest,Water,NULL,Water,Water,NULL,Forest
1310,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1311,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1312,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1313,Forest,Forest,Water,NULL,Water,Forest,NULL,Forest
1314,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1315,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1316,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1317,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Grassland
1318,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Water
1319,Forest,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1320,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1321,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1322,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1323,Forest,Forest,Water,Non_Water,Water,Water,NULL,Forest
1324,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1325,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1326,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1327,Forest,Forest,Water,Non_Water,Water,Forest,NULL,Forest
1328,Forest,Forest,Water,Non_Water,Water,Forest,Wetland,Forest
1329,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1330,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1331,Forest,Forest,Water,Water,Water,NULL,NULL,Grassland
1332,Forest,Forest,Water,Water,Water,NULL,NULL,Water
1333,Forest,Forest,Water,Water,Water,NULL,NULL,Forest
1334,Forest,Forest,Water,Water,Water,NULL,Grassland,Forest
1335,Forest,Forest,Water,Water,Water,NULL,Wetland,Grassland
1336,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1337,Forest,Forest,Water,Water,Water,NULL,Water,Grassland
1338,Forest,Forest,Water,Water,Water,NULL,Water,Water
1339,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1340,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1341,Forest,Forest,Water,Water,Water,Grassland,Grassland,Forest
1342,Forest,Forest,Water,Water,Water,Grassland,Wetland,Forest
1343,Forest,Forest,Water,Water,Water,Water,NULL,Forest
1344,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1345,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1346,Forest,Forest,Water,Water,Water,Water,Water,Forest
1347,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1348,Forest,Forest,Water,Water,Water,Forest,NULL,Water
1349,Forest,Forest,Water,Water,Water,Forest,NULL,Forest
1350,Forest,Forest,Water,Water,Water,Forest,Grassland,Grassland
1351,Forest,Forest,Water,Water,Water,Forest,Grassland,Forest
1352,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1353,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1354,Forest,Forest,Water,Water,Water,Forest,Water,Water
1355,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1356,Forest,Forest,Water,Water,Water,Forest,Forest,Water
1357,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1358,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1359,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1360,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1361,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
1362,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1363,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1364,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1365,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1366,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1367,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1368,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1369,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1370,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1371,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,NULL
1372,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1373,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1374,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
1375,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Water
1376,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1377,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1378,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1379,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1380,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1381,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1382,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1383,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1384,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,NULL
1385,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
1386,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
1387,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1388,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1389,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1390,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1391,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1392,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1393,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1394,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1395,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Grassland
1396,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Water
1397,Forest,Forest,Forest,NULL,Non_Wetland,Water,NULL,Forest
1398,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
1399,Forest,Forest,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1400,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1401,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1402,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1403,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1404,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1405,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1406,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,NULL
1407,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Grassland
1408,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Water
1409,Forest,Forest,Forest,NULL,Non_Wetland,Forest,NULL,Forest
1410,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1411,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1412,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,NULL
1413,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1414,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1415,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1416,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,NULL
1417,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1418,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1419,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1420,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
1421,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1422,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1423,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1424,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1425,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
1426,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1427,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1428,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1429,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,NULL,Water
1430,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
