Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KGB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KGB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KGB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KGB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KGB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KGB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KGB_M_R
1353,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1354,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1355,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1356,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1357,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1358,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1359,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1360,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1361,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1362,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1363,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1364,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Forest
1365,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1366,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1367,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1368,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1369,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1370,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1371,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1372,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1373,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1374,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1375,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1376,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1377,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1378,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1379,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1380,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1381,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1382,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1383,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1384,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1385,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1386,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1387,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1388,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1389,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1390,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1391,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1392,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1393,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1394,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1395,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
1396,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1397,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Forest
1398,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1399,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1400,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Water
1401,Water,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1402,Water,Water,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1403,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1404,Water,Water,Cropland,Water,Non_Wetland,NULL,NULL,Water
1405,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1406,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1407,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1408,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1409,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1410,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1411,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1412,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1413,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Forest
1414,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1415,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1416,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1417,Water,Water,Wetland,Water,Wetland,NULL,NULL,Forest
1418,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1419,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1420,Water,Water,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Forest
1421,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Grassland
1422,Water,Water,Lichens_and_Mosses,Non_Water,Non_Wetland,NULL,NULL,Bareland
1423,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1424,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1425,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1426,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1427,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1428,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1429,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1430,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1431,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1432,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1433,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1434,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Forest
1435,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1436,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1437,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1438,Water,Water,Water,NULL,Water,NULL,NULL,NULL
1439,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1440,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1441,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1442,Water,Water,Water,NULL,Water,NULL,NULL,Water
1443,Water,Water,Water,NULL,Water,NULL,NULL,Forest
1444,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1445,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1446,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1447,Water,Water,Water,Non_Water,Water,NULL,NULL,Forest
1448,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1449,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1450,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1451,Water,Water,Water,Water,Water,NULL,NULL,Water
1452,Water,Water,Water,Water,Water,NULL,NULL,Forest
1453,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1454,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1455,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1456,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1457,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1458,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1459,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1460,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1461,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1462,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1463,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1464,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1465,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Bareland
1466,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1467,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
1468,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1469,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1470,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1471,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
1472,Water,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1473,Water,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1474,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1475,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1476,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1477,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1478,Water,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1479,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1480,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1481,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1482,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1483,Water,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1484,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1485,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1486,Water,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1487,Water,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1488,Water,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1489,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
1490,Water,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
1491,Water,Forest,Wetland,Water,Wetland,NULL,NULL,Bareland
1492,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1493,Water,Forest,Water,NULL,Water,NULL,NULL,Grassland
1494,Water,Forest,Water,NULL,Water,NULL,NULL,Forest
1495,Water,Forest,Water,Non_Water,Water,NULL,NULL,Forest
1496,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1497,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1498,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1499,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1500,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Water
1501,Water,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1502,Water,Forest,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
1503,Water,Forest,Forest,Water,Non_Wetland,NULL,NULL,Forest
1504,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1505,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1506,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1507,Permanent_ice_and_snow,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1508,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1509,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1510,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1511,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1512,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1513,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1514,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1515,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1516,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1517,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1518,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1519,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1520,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1521,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1522,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1523,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1524,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1525,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1526,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1527,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1528,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1529,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1530,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1531,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1532,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1533,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1534,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1535,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Grassland
1536,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1537,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Water
1538,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1539,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1540,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1541,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1542,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1543,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1544,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1545,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1546,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1547,Permanent_ice_and_snow,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1548,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1549,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1550,Permanent_ice_and_snow,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1551,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1552,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1553,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1554,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1555,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1556,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1557,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1558,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1559,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1560,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1561,Permanent_ice_and_snow,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1562,Permanent_ice_and_snow,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1563,Permanent_ice_and_snow,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1564,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1565,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1566,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1567,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1568,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1569,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1570,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1571,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1572,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1573,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1574,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
1575,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,NULL,NULL,Water
1576,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1577,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Grassland
1578,Permanent_ice_and_snow,Water,Water,NULL,Water,NULL,NULL,Water
1579,Permanent_ice_and_snow,Water,Water,Water,Water,NULL,NULL,Water
1580,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1581,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1582,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1583,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1584,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1585,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1586,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1587,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1588,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
1589,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1590,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,NULL
1591,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1592,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
1593,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1594,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1595,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
1596,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Water
1597,Forest,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1598,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1599,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
1600,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1601,Forest,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
1602,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1603,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1604,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Water
1605,Forest,NULL,NULL,Water,Non_Wetland,NULL,NULL,Forest
1606,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1607,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1608,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
1609,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1610,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1611,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
1612,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1613,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1614,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1615,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1616,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1617,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1618,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1619,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1620,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1621,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
1622,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
1623,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1624,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1625,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1626,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
1627,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
1628,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1629,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
1630,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1631,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1632,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
1633,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1634,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1635,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1636,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1637,Forest,NULL,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
1638,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1639,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
1640,Forest,NULL,Grassland,Water,Non_Wetland,NULL,NULL,Water
1641,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1642,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1643,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
1644,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
1645,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1646,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1647,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1648,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1649,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Forest
1650,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1651,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1652,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1653,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Bareland
1654,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1655,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Forest
1656,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1657,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1658,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1659,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1660,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1661,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1662,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1663,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1664,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1665,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Forest
1666,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1667,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1668,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1669,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1670,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1671,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
1672,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1673,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
1674,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1675,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1676,Forest,NULL,Water,NULL,Water,NULL,NULL,NULL
1677,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1678,Forest,NULL,Water,NULL,Water,NULL,NULL,Bareland
1679,Forest,NULL,Water,NULL,Water,NULL,NULL,Water
1680,Forest,NULL,Water,NULL,Water,NULL,NULL,Forest
1681,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1682,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1683,Forest,NULL,Water,Water,Water,NULL,NULL,Water
