Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LRM_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LRM_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LRM_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LRM_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LRM_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LRM_M_R
321,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
322,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
323,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
324,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,NULL
325,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Bareland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
328,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
329,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Cropland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Water,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
334,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
335,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
337,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
338,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
339,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Bareland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
342,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Cropland
344,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
346,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
347,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
348,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
349,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
350,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
351,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
353,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
354,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
355,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Wetland
356,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
358,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
359,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
360,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
361,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
362,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
364,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
365,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
366,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
368,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
370,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
371,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
372,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Cropland
374,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
375,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
376,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
377,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
378,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Cropland
380,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
382,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
383,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
385,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
387,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
388,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Grassland
389,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,NULL,Cropland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
391,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
392,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
393,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
394,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Cropland
395,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Wetland
396,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Bareland
397,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Built-up
398,NULL,NULL,Grassland,NULL,Non_Wetland,Water,NULL,Grassland
399,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Grassland
400,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
401,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
402,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
403,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
404,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
405,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
406,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Built-up,Built-up
407,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Forest,Bareland
408,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
409,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
410,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
411,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
412,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
413,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
414,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
415,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
416,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
417,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
418,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
419,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
420,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
421,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
422,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
423,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
424,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
425,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
426,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
427,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
428,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
429,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
430,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
431,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Bareland
432,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
433,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
434,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
435,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
436,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
437,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
438,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
439,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
440,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
441,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
442,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
443,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
445,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
446,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
447,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
448,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Forest
449,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Grassland
450,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Forest,Forest
451,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
452,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
453,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
454,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
455,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
456,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
457,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
458,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
459,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
460,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
461,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
463,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Bareland
464,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
465,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
466,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,NULL
467,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
468,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Cropland
469,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
470,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
471,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
472,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
473,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
474,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,NULL
475,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
476,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
477,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Bareland
478,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
479,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
482,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
483,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
484,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Shrubland,Forest
485,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
486,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
487,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
488,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
489,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Bareland,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
491,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,NULL
493,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
494,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
495,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
496,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
497,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Bareland
498,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
499,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,NULL
500,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
501,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
502,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
503,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
504,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Shrubland,Forest
505,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,NULL
506,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
507,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Cropland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Bareland
509,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Built-up
510,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
511,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
512,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
513,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
515,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
516,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Wetland
519,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Bareland
520,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
521,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,NULL
522,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Grassland
523,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Cropland
524,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Bareland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
526,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
527,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
528,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
531,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
534,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
536,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
537,NULL,NULL,Cropland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
538,NULL,NULL,Cropland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
539,NULL,NULL,Wetland,NULL,Wetland,NULL,Shrubland,Grassland
540,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
541,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Wetland
542,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Grassland
543,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Water
544,NULL,NULL,Wetland,NULL,Wetland,NULL,Forest,Forest
545,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Shrubland,Forest
546,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Grassland
547,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Wetland
548,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
549,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Wetland
550,NULL,NULL,Wetland,NULL,Wetland,Shrubland,Forest,Forest
551,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,NULL
552,NULL,NULL,Wetland,NULL,Wetland,Grassland,Shrubland,Grassland
553,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,NULL
554,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
555,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
556,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
557,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
558,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
559,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
560,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
561,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
562,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Forest
563,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
564,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
565,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
566,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Water
567,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
568,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
569,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
570,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
571,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Forest
572,NULL,NULL,Wetland,NULL,Wetland,Bareland,Shrubland,Grassland
573,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
574,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
575,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Wetland
576,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Forest
577,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
578,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
579,NULL,NULL,Wetland,Non_Water,Wetland,Shrubland,Wetland,Wetland
580,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
581,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
582,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
583,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,NULL
584,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
585,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
586,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Water
587,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
588,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Wetland
589,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
590,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
591,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
592,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
593,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Wetland
594,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Grassland
595,NULL,NULL,Wetland,Water,Wetland,NULL,Water,Wetland
596,NULL,NULL,Wetland,Water,Wetland,NULL,Forest,Grassland
597,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
598,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
599,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
600,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Water
601,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
602,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
603,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
604,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
605,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
606,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
607,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
608,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,NULL,NULL
609,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
610,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Shrubland,Bareland,NULL
611,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,NULL,Grassland
612,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Grassland,Grassland,Grassland
613,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,NULL
614,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Grassland
615,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,NULL,Forest
616,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,NULL
617,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Shrubland,Forest
618,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,NULL
619,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Bareland,NULL
620,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Bareland,Grassland
621,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
622,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
623,NULL,NULL,Bareland,NULL,Non_Wetland,Shrubland,Grassland,Forest
624,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
625,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,NULL
626,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
627,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Bareland
628,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,NULL,Forest
629,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
630,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
631,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
632,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Cropland
633,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
634,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
635,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Shrubland,Grassland
636,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Grassland
637,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Cropland
638,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Grassland,Built-up
639,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Grassland
640,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Bareland
641,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Bareland,Forest
642,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,Built-up,Grassland
643,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,NULL
644,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Grassland
645,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Built-up
646,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,NULL,Forest
647,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,NULL
648,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
649,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Shrubland,Forest
650,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,NULL
651,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Grassland
652,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Bareland,Forest
653,NULL,NULL,Built-up,NULL,Non_Wetland,Shrubland,Forest,Forest
654,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,NULL
