Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KFG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KFG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KFG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KFG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KFG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KFG_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Wetland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Wetland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Built-up
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Built-up,Forest
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Bareland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Cropland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Built-up,Grassland
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Forest
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Built-up,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Bareland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Built-up
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Bareland,NULL
623,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
624,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
625,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
627,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
628,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Forest
630,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Cropland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Cropland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
635,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Cropland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Water
640,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Water
641,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
642,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
643,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
644,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Water
646,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
647,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Forest
648,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Wetland
649,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Built-up,Grassland
650,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
651,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,NULL,Grassland
