Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MVP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MVP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MVP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MVP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MVP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MVP_M_R
5567,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
5568,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5569,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
5570,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Bareland,Water
5571,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Water,Forest
5572,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
5573,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Water
5574,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Wetland,Forest
5575,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5576,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5577,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Water
5578,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5579,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Grassland
5580,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Water
5581,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Water,Forest
5582,Forest,Water,NULL,Non_Water,Non_Wetland,Bareland,Forest,Forest
5583,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
5584,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
5585,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
5586,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
5587,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
5588,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Water,Forest
5589,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
5590,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
5591,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
5592,Forest,Water,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
5593,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Grassland
5594,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Bareland
5595,Forest,Water,NULL,Water,Non_Wetland,Bareland,Wetland,Forest
5596,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
5597,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
5598,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Water
5599,Forest,Water,NULL,Water,Non_Wetland,Bareland,Bareland,Forest
5600,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Grassland
5601,Forest,Water,NULL,Water,Non_Wetland,Bareland,Water,Forest
5602,Forest,Water,NULL,Water,Non_Wetland,Bareland,Forest,Water
5603,Forest,Water,NULL,Water,Non_Wetland,Water,Grassland,Water
5604,Forest,Water,NULL,Water,Non_Wetland,Water,Wetland,Water
5605,Forest,Water,NULL,Water,Non_Wetland,Water,Bareland,Forest
5606,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Water
5607,Forest,Water,NULL,Water,Non_Wetland,Water,Water,Forest
5608,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Water
5609,Forest,Water,NULL,Water,Non_Wetland,Water,Forest,Forest
5610,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Water
5611,Forest,Water,NULL,Water,Non_Wetland,Forest,Wetland,Forest
5612,Forest,Water,NULL,Water,Non_Wetland,Forest,Water,Water
5613,Forest,Water,NULL,Water,Non_Wetland,Forest,Forest,Forest
5614,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
5615,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
5616,Forest,Water,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
5617,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
5618,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
5619,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
5620,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
5621,Forest,Water,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
5622,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
5623,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
5624,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
5625,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
5626,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
5627,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5628,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5629,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
5630,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
5631,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
5632,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
5633,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
5634,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
5635,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
5636,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
5637,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
5638,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
5639,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
5640,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Water
5641,Forest,Water,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
5642,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Water
5643,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
5644,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
5645,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Water
5646,Forest,Water,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
5647,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
5648,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
5649,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
5650,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Forest
5651,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5652,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5653,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5654,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Forest
5655,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
5656,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
5657,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
5658,Forest,Water,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
5659,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
5660,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
5661,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
5662,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Grassland
5663,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
5664,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Water
5665,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Bareland,Forest
5666,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Forest
5667,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
5668,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
5669,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
5670,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
5671,Forest,Water,Grassland,NULL,Non_Wetland,Grassland,Bareland,Water
5672,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5673,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
5674,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Water
5675,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
5676,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,NULL
5677,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5678,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5679,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Water
5680,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
5681,Forest,Water,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
5682,Forest,Water,Grassland,NULL,Non_Wetland,Water,Bareland,Grassland
5683,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland,Water,Forest
5684,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5685,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5686,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5687,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
5688,Forest,Water,Grassland,Non_Water,Non_Wetland,Bareland,Water,Forest
5689,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
5690,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Bareland
5691,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Water
5692,Forest,Water,Grassland,Water,Non_Wetland,Bareland,Bareland,Forest
5693,Forest,Water,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
5694,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
5695,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Grassland,Forest
5696,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Water
5697,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Wetland,Forest
5698,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,NULL
5699,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
5700,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
5701,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Water
5702,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Bareland,Forest
5703,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Water,Grassland
5704,Forest,Water,Cropland,NULL,Non_Wetland,Bareland,Forest,Forest
5705,Forest,Water,Cropland,NULL,Non_Wetland,Water,Bareland,Forest
5706,Forest,Water,Cropland,NULL,Non_Wetland,Forest,Bareland,Forest
5707,Forest,Water,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
5708,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
5709,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
5710,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Water
5711,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
5712,Forest,Water,Cropland,Non_Water,Non_Wetland,Water,Bareland,Forest
5713,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Grassland
5714,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Bareland
5715,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Water
5716,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Bareland,Forest
5717,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Grassland
5718,Forest,Water,Cropland,Water,Non_Wetland,Bareland,Water,Forest
5719,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Forest
5720,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Water
5721,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
5722,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
5723,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
5724,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
5725,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Water
5726,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
5727,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
5728,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
5729,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
5730,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
5731,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Grassland
5732,Forest,Water,Wetland,NULL,Wetland,Shrubland,Grassland,Forest
5733,Forest,Water,Wetland,NULL,Wetland,Shrubland,Wetland,Forest
5734,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Grassland
5735,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Water
5736,Forest,Water,Wetland,NULL,Wetland,Shrubland,Water,Forest
5737,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Water
5738,Forest,Water,Wetland,NULL,Wetland,Grassland,NULL,Forest
5739,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
5740,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Water
5741,Forest,Water,Wetland,NULL,Wetland,Grassland,Grassland,Forest
5742,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
5743,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Water
5744,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
5745,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
5746,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Water
5747,Forest,Water,Wetland,NULL,Wetland,Grassland,Bareland,Forest
5748,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Grassland
5749,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
5750,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Forest
5751,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Built-up
5752,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Water
5753,Forest,Water,Wetland,NULL,Wetland,Grassland,Forest,Forest
5754,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Water
5755,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
5756,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
5757,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
5758,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
5759,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
5760,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
5761,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
5762,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
5763,Forest,Water,Wetland,NULL,Wetland,Bareland,NULL,Water
5764,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
5765,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Bareland
5766,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
5767,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Forest
5768,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
5769,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
5770,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
5771,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
5772,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,NULL
5773,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
5774,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
5775,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
5776,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
5777,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Grassland
5778,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Bareland
5779,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
5780,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
5781,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Grassland
5782,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Bareland
5783,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
5784,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
5785,Forest,Water,Wetland,NULL,Wetland,Water,NULL,Water
5786,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Wetland
5787,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Bareland
5788,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Water
5789,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
5790,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
5791,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
5792,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
5793,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
5794,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Bareland
5795,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
5796,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
5797,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
5798,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
5799,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
5800,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
5801,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
5802,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
5803,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
5804,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Water
5805,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
5806,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
5807,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
5808,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Water
5809,Forest,Water,Wetland,NULL,Wetland,Forest,Bareland,Forest
5810,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
5811,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
5812,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
5813,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
5814,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
5815,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
5816,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
5817,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
5818,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Water
5819,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
5820,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
5821,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
5822,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
5823,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
5824,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Wetland,Forest
5825,Forest,Water,Wetland,Non_Water,Wetland,Shrubland,Water,Forest
5826,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
5827,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
5828,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
5829,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
5830,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Bareland,Water
5831,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
5832,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
5833,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
5834,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
5835,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
5836,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
5837,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
5838,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Water
5839,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Grassland,Forest
5840,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
5841,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
5842,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
5843,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Grassland
5844,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
5845,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Water
5846,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
5847,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
5848,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
5849,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
5850,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
5851,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
5852,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
5853,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Forest
5854,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Bareland
5855,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
5856,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
5857,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Water
5858,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Forest
5859,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
5860,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
5861,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
5862,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
5863,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
5864,Forest,Water,Wetland,Non_Water,Wetland,Forest,Grassland,Forest
5865,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
5866,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
5867,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Forest
5868,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
5869,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
5870,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
5871,Forest,Water,Wetland,Water,Wetland,NULL,Grassland,Forest
5872,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
5873,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
5874,Forest,Water,Wetland,Water,Wetland,NULL,Bareland,Forest
5875,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
5876,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
5877,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
5878,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
5879,Forest,Water,Wetland,Water,Wetland,Shrubland,Water,Grassland
5880,Forest,Water,Wetland,Water,Wetland,Grassland,Grassland,Water
5881,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Water
5882,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
5883,Forest,Water,Wetland,Water,Wetland,Grassland,Bareland,Forest
5884,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Grassland
5885,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Water
5886,Forest,Water,Wetland,Water,Wetland,Grassland,Water,Forest
5887,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
5888,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
5889,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
5890,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
5891,Forest,Water,Wetland,Water,Wetland,Bareland,Grassland,Forest
5892,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
5893,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Bareland
5894,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Water
5895,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Forest
5896,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Grassland
5897,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Bareland
5898,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Water
5899,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
5900,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Grassland
5901,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Bareland
5902,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
5903,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
5904,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Water
5905,Forest,Water,Wetland,Water,Wetland,Bareland,Forest,Forest
5906,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Water
5907,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Bareland
5908,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
5909,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
5910,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Grassland
5911,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Bareland
5912,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Water
5913,Forest,Water,Wetland,Water,Wetland,Water,Bareland,Forest
5914,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
5915,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
5916,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
5917,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
5918,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
5919,Forest,Water,Wetland,Water,Wetland,Forest,Grassland,Forest
5920,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
5921,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
5922,Forest,Water,Wetland,Water,Wetland,Forest,Bareland,Water
