Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LRJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LRJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LRJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LRJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LRJ_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,NULL
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Built-up
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,NULL
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Cropland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,NULL
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,NULL
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Shrubland,Grassland
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Grassland,Cropland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,NULL
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Wetland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Wetland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Bareland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,NULL
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Wetland
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,NULL
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Grassland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Wetland
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Shrubland,Forest
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
600,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,NULL
601,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
602,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
603,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
604,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
605,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,NULL
606,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
607,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Wetland
608,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,NULL
609,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
610,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Wetland
611,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,NULL
612,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Bareland,Grassland
613,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,NULL
614,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
615,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Bareland
616,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,NULL
617,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
618,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Cropland
619,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Wetland
620,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
621,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
622,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Wetland
623,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,NULL
624,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,NULL
625,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
626,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Wetland
627,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
628,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
629,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Water
630,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
631,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
632,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Grassland
633,NULL,NULL,Shrubland,Water,Non_Wetland,Cropland,NULL,Wetland
634,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
635,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Wetland
636,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Bareland
637,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
638,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Wetland
639,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Bareland,Bareland
640,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
641,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
642,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,NULL
643,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
644,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Wetland
645,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
646,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,NULL
647,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
648,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Wetland
649,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
650,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
651,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
652,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Wetland
653,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
