Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKR_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKR_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKR_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKR_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKR_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKR_M_R
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
335,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
340,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
342,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
347,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Built-up
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Wetland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Built-up
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Cropland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Built-up
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Cropland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Bareland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Built-up
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Water
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Wetland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Water
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Cropland
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Built-up
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Forest
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Water
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Water
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Wetland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Bareland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Grassland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Built-up,Forest
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Built-up
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Bareland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Built-up
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Built-up
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Wetland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Bareland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Cropland
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Cropland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Bareland
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Cropland
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Bareland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Built-up
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Grassland
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Water
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Bareland
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
657,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Water
