Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21MTU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21MTU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21MTU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21MTU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21MTU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21MTU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21MTU_M_R
4218,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
4219,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4220,Forest,Water,Wetland,NULL,Wetland,Grassland,Water,Water
4221,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
4222,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
4223,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
4224,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
4225,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
4226,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
4227,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Wetland
4228,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
4229,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
4230,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
4231,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
4232,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
4233,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
4234,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Grassland
4235,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
4236,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
4237,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
4238,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
4239,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Grassland
4240,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
4241,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
4242,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
4243,Forest,Water,Wetland,NULL,Wetland,Water,Forest,NULL
4244,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
4245,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
4246,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
4247,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
4248,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
4249,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Grassland
4250,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
4251,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
4252,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
4253,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
4254,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
4255,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
4256,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
4257,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
4258,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
4259,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
4260,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
4261,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
4262,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
4263,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
4264,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
4265,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
4266,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
4267,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
4268,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
4269,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
4270,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
4271,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
4272,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
4273,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
4274,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
4275,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
4276,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
4277,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
4278,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Forest
4279,Forest,Water,Wetland,Non_Water,Wetland,Water,Grassland,Grassland
4280,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
4281,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
4282,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
4283,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
4284,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
4285,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
4286,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
4287,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Grassland
4288,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
4289,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
4290,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
4291,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
4292,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
4293,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
4294,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
4295,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
4296,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
4297,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
4298,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
4299,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
4300,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
4301,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Water
4302,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
4303,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Grassland
4304,Forest,Water,Wetland,Water,Wetland,Wetland,Grassland,Forest
4305,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
4306,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
4307,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
4308,Forest,Water,Wetland,Water,Wetland,Wetland,Bareland,Forest
4309,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
4310,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
4311,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
4312,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
4313,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Grassland
4314,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
4315,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Forest
4316,Forest,Water,Wetland,Water,Wetland,Water,Grassland,Forest
4317,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Grassland
4318,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
4319,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
4320,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
4321,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
4322,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
4323,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
4324,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
4325,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
4326,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
4327,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
4328,Forest,Water,Wetland,Water,Wetland,Forest,Water,Grassland
4329,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
4330,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
4331,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Grassland
4332,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Water
4333,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
4334,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Water
4335,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
4336,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Grassland
4337,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Water
4338,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Water,Forest
4339,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Water
4340,Forest,Water,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
4341,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4342,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
4343,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
4344,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Bareland,Forest
4345,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
4346,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Water
4347,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
4348,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Water
4349,Forest,Water,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
4350,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
4351,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Water
4352,Forest,Water,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
4353,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Grassland
4354,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Wetland
4355,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Water
4356,Forest,Water,Bareland,NULL,Non_Wetland,Water,Water,Forest
4357,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,NULL
4358,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
4359,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Water
4360,Forest,Water,Bareland,NULL,Non_Wetland,Water,Forest,Forest
4361,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Water
4362,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
4363,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Grassland
4364,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Water
4365,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Water,Forest
4366,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Water
4367,Forest,Water,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
4368,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Water
4369,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
4370,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Grassland
4371,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Water
4372,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
4373,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Water
4374,Forest,Water,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
4375,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Water
4376,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4377,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4378,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
4379,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
4380,Forest,Water,Bareland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4381,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
4382,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
4383,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
4384,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
4385,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Water
4386,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
4387,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Grassland
4388,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Water
4389,Forest,Water,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
4390,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Water
4391,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
4392,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Water
4393,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
4394,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Water
4395,Forest,Water,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
4396,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Water
4397,Forest,Water,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
4398,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Water
4399,Forest,Water,Bareland,Water,Non_Wetland,NULL,Water,Forest
4400,Forest,Water,Bareland,Water,Non_Wetland,NULL,Forest,Forest
4401,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
4402,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
4403,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
4404,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Water
4405,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Water,Forest
4406,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Water
4407,Forest,Water,Bareland,Water,Non_Wetland,Wetland,Forest,Forest
4408,Forest,Water,Bareland,Water,Non_Wetland,Bareland,Forest,Forest
4409,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Water
4410,Forest,Water,Bareland,Water,Non_Wetland,Water,Wetland,Forest
4411,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Grassland
4412,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Water
4413,Forest,Water,Bareland,Water,Non_Wetland,Water,Water,Forest
4414,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Grassland
4415,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Water
4416,Forest,Water,Bareland,Water,Non_Wetland,Water,Forest,Forest
4417,Forest,Water,Bareland,Water,Non_Wetland,Forest,Wetland,Forest
4418,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Water
4419,Forest,Water,Bareland,Water,Non_Wetland,Forest,Water,Forest
4420,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Water
4421,Forest,Water,Bareland,Water,Non_Wetland,Forest,Forest,Forest
4422,Forest,Water,Built-up,NULL,Non_Wetland,NULL,Water,Forest
4423,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
4424,Forest,Water,Built-up,NULL,Non_Wetland,Grassland,Water,Forest
4425,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Forest,Forest
4426,Forest,Water,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
4427,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Water
4428,Forest,Water,Built-up,NULL,Non_Wetland,Water,Water,Forest
4429,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Grassland
4430,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Water
4431,Forest,Water,Built-up,NULL,Non_Wetland,Water,Forest,Forest
4432,Forest,Water,Built-up,NULL,Non_Wetland,Forest,Water,Forest
4433,Forest,Water,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
4434,Forest,Water,Built-up,Non_Water,Non_Wetland,Wetland,Forest,Forest
4435,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Wetland,Grassland
4436,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Grassland
4437,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Water,Forest
4438,Forest,Water,Built-up,Non_Water,Non_Wetland,Water,Forest,Forest
4439,Forest,Water,Built-up,Water,Non_Wetland,Wetland,Water,Forest
4440,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Grassland
4441,Forest,Water,Built-up,Water,Non_Wetland,Water,Water,Forest
4442,Forest,Water,Built-up,Water,Non_Wetland,Water,Forest,Forest
4443,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
4444,Forest,Water,Water,NULL,Water,NULL,Water,Grassland
4445,Forest,Water,Water,NULL,Water,NULL,Water,Water
4446,Forest,Water,Water,NULL,Water,NULL,Water,Forest
4447,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
4448,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
4449,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
4450,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
4451,Forest,Water,Water,NULL,Water,Wetland,Water,Grassland
4452,Forest,Water,Water,NULL,Water,Wetland,Water,Wetland
4453,Forest,Water,Water,NULL,Water,Wetland,Water,Water
4454,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
4455,Forest,Water,Water,NULL,Water,Wetland,Forest,Grassland
4456,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
4457,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
4458,Forest,Water,Water,NULL,Water,Water,Wetland,Water
4459,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
4460,Forest,Water,Water,NULL,Water,Water,Water,Grassland
4461,Forest,Water,Water,NULL,Water,Water,Water,Water
4462,Forest,Water,Water,NULL,Water,Water,Water,Forest
4463,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
4464,Forest,Water,Water,NULL,Water,Water,Forest,Water
4465,Forest,Water,Water,NULL,Water,Water,Forest,Forest
4466,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
4467,Forest,Water,Water,NULL,Water,Forest,Water,Grassland
4468,Forest,Water,Water,NULL,Water,Forest,Water,Water
4469,Forest,Water,Water,NULL,Water,Forest,Water,Forest
4470,Forest,Water,Water,NULL,Water,Forest,Forest,Grassland
4471,Forest,Water,Water,NULL,Water,Forest,Forest,Water
4472,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
4473,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
4474,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
4475,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
4476,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
4477,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
4478,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
4479,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
4480,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Grassland
4481,Forest,Water,Water,Non_Water,Water,Wetland,Forest,Forest
4482,Forest,Water,Water,Non_Water,Water,Water,Wetland,Grassland
4483,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
4484,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
4485,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
4486,Forest,Water,Water,Non_Water,Water,Water,Water,Wetland
4487,Forest,Water,Water,Non_Water,Water,Water,Water,Water
4488,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
4489,Forest,Water,Water,Non_Water,Water,Water,Forest,Grassland
4490,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
4491,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
4492,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
4493,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
4494,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
4495,Forest,Water,Water,Water,Water,NULL,Wetland,Water
4496,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
4497,Forest,Water,Water,Water,Water,NULL,Water,Grassland
4498,Forest,Water,Water,Water,Water,NULL,Water,Water
4499,Forest,Water,Water,Water,Water,NULL,Water,Forest
4500,Forest,Water,Water,Water,Water,NULL,Forest,Water
4501,Forest,Water,Water,Water,Water,NULL,Forest,Forest
4502,Forest,Water,Water,Water,Water,Grassland,Water,Grassland
4503,Forest,Water,Water,Water,Water,Grassland,Water,Water
4504,Forest,Water,Water,Water,Water,Grassland,Forest,Forest
4505,Forest,Water,Water,Water,Water,Wetland,Grassland,Grassland
4506,Forest,Water,Water,Water,Water,Wetland,Grassland,Water
4507,Forest,Water,Water,Water,Water,Wetland,Wetland,Grassland
4508,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
4509,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
4510,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
4511,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
4512,Forest,Water,Water,Water,Water,Wetland,Water,Water
4513,Forest,Water,Water,Water,Water,Wetland,Water,Forest
4514,Forest,Water,Water,Water,Water,Wetland,Forest,Grassland
4515,Forest,Water,Water,Water,Water,Wetland,Forest,Water
4516,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
4517,Forest,Water,Water,Water,Water,Water,Grassland,Grassland
4518,Forest,Water,Water,Water,Water,Water,Grassland,Forest
4519,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
4520,Forest,Water,Water,Water,Water,Water,Wetland,Water
4521,Forest,Water,Water,Water,Water,Water,Wetland,Forest
4522,Forest,Water,Water,Water,Water,Water,Water,Grassland
4523,Forest,Water,Water,Water,Water,Water,Water,Wetland
4524,Forest,Water,Water,Water,Water,Water,Water,Water
4525,Forest,Water,Water,Water,Water,Water,Water,Forest
4526,Forest,Water,Water,Water,Water,Water,Forest,Grassland
4527,Forest,Water,Water,Water,Water,Water,Forest,Water
4528,Forest,Water,Water,Water,Water,Water,Forest,Forest
4529,Forest,Water,Water,Water,Water,Forest,Wetland,Water
4530,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
4531,Forest,Water,Water,Water,Water,Forest,Water,Grassland
4532,Forest,Water,Water,Water,Water,Forest,Water,Water
4533,Forest,Water,Water,Water,Water,Forest,Water,Forest
4534,Forest,Water,Water,Water,Water,Forest,Forest,Grassland
4535,Forest,Water,Water,Water,Water,Forest,Forest,Water
4536,Forest,Water,Water,Water,Water,Forest,Forest,Forest
4537,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
4538,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
4539,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
4540,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
4541,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
4542,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
4543,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
4544,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
4545,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
4546,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
4547,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
4548,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
4549,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Water
4550,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
4551,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
4552,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
4553,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
4554,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
4555,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
4556,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
4557,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
4558,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
4559,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
4560,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
4561,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
4562,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
4563,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
4564,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
4565,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
4566,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
4567,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
4568,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
4569,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
4570,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
4571,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
4572,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
4573,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Grassland
4574,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
4575,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
4576,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
4577,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
4578,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
4579,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
4580,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
4581,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
4582,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
4583,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
4584,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
4585,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4586,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4587,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4588,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4589,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4590,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4591,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4592,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4593,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Forest,Water
