Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KFQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KFQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KFQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KFQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KFQ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KFQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KFQ_M_R
999,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1000,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1001,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1002,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1003,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1004,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1005,Forest,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1006,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1007,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1008,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1010,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1011,Forest,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1012,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
1013,Forest,NULL,Cropland,Water,Non_Wetland,NULL,NULL,Bareland
1014,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1015,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Wetland
1016,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1017,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1018,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1019,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Grassland
1020,Forest,NULL,Wetland,Water,Wetland,NULL,NULL,Water
1021,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1023,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1025,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1026,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1027,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1028,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1029,Forest,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1030,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
1031,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1033,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1034,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1035,Forest,NULL,Water,Water,Water,NULL,NULL,Grassland
1036,Forest,NULL,Water,Water,Water,NULL,NULL,Bareland
1037,Forest,NULL,Water,Water,Water,NULL,NULL,Water
1038,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1039,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1040,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1041,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Water
1042,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1043,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1044,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1045,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1046,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1047,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1048,Forest,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1049,Forest,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1050,Forest,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1051,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1052,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1053,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1054,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1055,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1056,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1057,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1058,Forest,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1059,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1060,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1061,Forest,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1062,Forest,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1063,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1064,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1065,Forest,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1066,Forest,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1067,Forest,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1068,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1069,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1070,Forest,Bareland,Forest,Water,Non_Wetland,NULL,NULL,Grassland
1071,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1072,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1073,Forest,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1074,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1075,Forest,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1076,Forest,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1077,Forest,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
1078,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1079,Forest,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1080,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1081,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1082,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1083,Forest,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1084,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1085,Forest,Permanent_ice_and_snow,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1086,Forest,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1087,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1088,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
1089,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1090,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
1091,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1092,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
1093,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
1094,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1095,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
1096,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
1097,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1098,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1099,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Forest
1100,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
1101,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,NULL
1102,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1103,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Forest
