Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDJ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDJ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDJ_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDJ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDJ_M_R
328,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
329,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
332,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
333,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Wetland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Water
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Bareland
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
556,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
557,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
558,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
559,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
560,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
561,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
562,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
563,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
564,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
565,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
566,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
567,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
568,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
569,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
570,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
571,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
572,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
573,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
574,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
575,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
576,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Forest
577,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
578,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Bareland
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Wetland
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,NULL
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,NULL
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Water
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Bareland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
