Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21KUU_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21KUU_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21KUU_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21KUU_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21KUU_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21KUU_M_R
324,NULL,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
325,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
326,NULL,NULL,Water,NULL,Water,NULL,NULL,NULL
327,NULL,NULL,Water,NULL,Water,NULL,NULL,Grassland
328,NULL,NULL,Water,NULL,Water,NULL,NULL,Cropland
329,NULL,NULL,Water,NULL,Water,NULL,NULL,Wetland
330,NULL,NULL,Water,NULL,Water,NULL,NULL,Forest
331,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Grassland
332,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Wetland
333,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
334,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
335,NULL,NULL,Water,NULL,Water,Forest,Grassland,Forest
336,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Grassland
337,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Wetland
338,NULL,NULL,Water,Non_Water,Water,NULL,NULL,Forest
339,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Grassland
340,NULL,NULL,Water,Non_Water,Water,Grassland,NULL,Wetland
341,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
342,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
343,NULL,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
344,NULL,NULL,Water,Non_Water,Water,Wetland,Grassland,Wetland
345,NULL,NULL,Water,Water,Water,Grassland,Grassland,Wetland
346,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,NULL
347,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
348,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
349,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
350,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
351,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
352,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
353,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Wetland
354,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
355,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
356,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
357,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
358,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
359,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
360,NULL,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
361,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,NULL
362,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
363,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Wetland
364,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
365,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
366,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
367,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
368,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
369,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
371,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
372,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
373,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
374,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
375,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
376,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
377,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
378,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
379,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Wetland
380,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
381,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Wetland
382,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
383,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
384,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
385,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
386,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
387,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
388,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Grassland
389,NULL,NULL,Forest,NULL,Non_Wetland,Water,NULL,Wetland
390,NULL,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
391,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Wetland
392,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
393,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
394,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,NULL
395,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
396,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
397,NULL,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Forest
398,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
399,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
400,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
401,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
402,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
403,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
404,NULL,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Forest,Forest
405,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,NULL
406,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Grassland
407,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Wetland
408,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
409,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
410,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
411,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
412,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
413,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
414,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
415,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
416,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
417,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
418,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
419,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Grassland
420,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
421,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,NULL
422,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
423,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
424,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
425,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
426,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
427,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
428,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Wetland
429,NULL,NULL,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
430,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Grassland
431,NULL,NULL,Forest,Water,Non_Wetland,NULL,NULL,Wetland
432,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Grassland
433,NULL,NULL,Forest,Water,Non_Wetland,Grassland,NULL,Wetland
434,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
435,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Wetland
436,NULL,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
437,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Grassland
438,NULL,NULL,Forest,Water,Non_Wetland,Wetland,Grassland,Wetland
439,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,NULL
440,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
441,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
442,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
443,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
444,NULL,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Forest
445,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
446,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
447,NULL,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
448,NULL,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
449,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
450,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
451,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
452,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
453,NULL,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
454,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
455,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
456,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
457,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
458,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
459,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
460,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
461,NULL,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
462,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
463,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
464,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
465,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
466,NULL,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
467,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
468,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
469,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
470,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
471,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
472,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
473,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
474,NULL,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
475,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
476,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
477,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
478,NULL,Cropland,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
479,NULL,Cropland,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
480,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
481,NULL,Cropland,Wetland,NULL,Wetland,NULL,NULL,Wetland
482,NULL,Cropland,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
483,NULL,Cropland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
484,NULL,Cropland,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
485,NULL,Cropland,Wetland,Water,Wetland,Grassland,Grassland,Wetland
486,NULL,Cropland,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
487,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
488,NULL,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
489,NULL,Cropland,Water,NULL,Water,NULL,NULL,NULL
490,NULL,Cropland,Water,NULL,Water,NULL,NULL,Grassland
491,NULL,Cropland,Water,NULL,Water,NULL,NULL,Wetland
492,NULL,Cropland,Water,NULL,Water,NULL,NULL,Bareland
493,NULL,Cropland,Water,NULL,Water,NULL,NULL,Forest
494,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,NULL
495,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
496,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Cropland
497,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
498,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
499,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
500,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
501,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
502,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
503,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
504,NULL,Cropland,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
505,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
506,NULL,Cropland,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
507,NULL,Cropland,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,Cropland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
509,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
510,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
511,NULL,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
512,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
513,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
514,NULL,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
515,NULL,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Forest
516,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,NULL
517,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
518,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
519,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
520,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
521,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Forest
522,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
523,NULL,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
524,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
525,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
526,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
527,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
528,NULL,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
529,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
530,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
531,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
532,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
533,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
534,NULL,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
535,NULL,Built-up,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
536,NULL,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
537,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
538,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
539,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
540,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
541,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
542,NULL,Built-up,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
543,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
544,NULL,Built-up,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
545,NULL,Built-up,Cropland,NULL,Non_Wetland,Bareland,Grassland,Grassland
546,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
547,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
548,NULL,Built-up,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
549,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
550,NULL,Built-up,Cropland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
551,NULL,Built-up,Wetland,NULL,Wetland,NULL,NULL,Grassland
552,NULL,Built-up,Wetland,NULL,Wetland,Grassland,Grassland,Forest
553,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,NULL
554,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
555,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Wetland
556,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
557,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Built-up
558,NULL,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Forest
559,NULL,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
560,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
561,NULL,Built-up,Built-up,Non_Water,Non_Wetland,NULL,NULL,Forest
562,NULL,Built-up,Water,NULL,Water,NULL,NULL,Grassland
563,NULL,Built-up,Water,NULL,Water,NULL,NULL,Bareland
564,NULL,Built-up,Water,NULL,Water,NULL,NULL,Built-up
565,NULL,Built-up,Water,NULL,Water,NULL,NULL,Forest
566,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Grassland
567,NULL,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
568,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,NULL
569,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
570,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
571,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Built-up
572,NULL,Built-up,Forest,NULL,Non_Wetland,NULL,NULL,Forest
573,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
574,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
575,NULL,Built-up,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
576,NULL,Built-up,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
577,NULL,Water,NULL,NULL,Non_Wetland,NULL,NULL,Forest
578,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
579,NULL,Water,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
580,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
581,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
582,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
583,NULL,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
584,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,NULL,Wetland
585,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
586,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
587,NULL,Forest,NULL,NULL,Non_Wetland,Shrubland,Grassland,Wetland
588,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
589,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Wetland
590,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
591,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Shrubland,Wetland
592,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
593,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Wetland
594,NULL,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
595,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Wetland
596,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
597,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Wetland
598,NULL,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
599,NULL,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
600,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
601,NULL,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
602,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
603,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
604,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
605,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
606,NULL,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
607,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
608,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
609,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
610,NULL,Forest,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
611,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
612,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
613,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
614,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
615,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
616,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
617,NULL,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
618,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
619,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
620,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
621,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
622,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
623,NULL,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
624,NULL,Forest,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
625,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
626,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
627,NULL,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
628,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
629,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
630,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
631,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
632,NULL,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
633,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
634,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
635,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
636,NULL,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
637,NULL,Forest,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
638,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
639,NULL,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
640,NULL,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
641,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
642,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
643,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
644,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
645,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
646,NULL,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
647,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,NULL,Wetland
648,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
649,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
650,NULL,Forest,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
651,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Wetland
652,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
653,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Wetland
654,NULL,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
655,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Wetland
656,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
657,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
658,NULL,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Wetland
659,NULL,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
