Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KEV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KEV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KEV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KEV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KEV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KEV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KEV_M_R
1002,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1003,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1004,Forest,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1005,Forest,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1006,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1007,Forest,NULL,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1008,Forest,NULL,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Grassland
1009,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1010,Forest,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1011,Forest,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1012,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1013,Forest,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1014,Forest,NULL,Water,NULL,Water,NULL,NULL,Grassland
1015,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1016,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1017,Forest,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1018,Forest,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1019,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1020,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1021,Forest,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1022,Forest,Cropland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1023,Forest,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1024,Forest,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1025,Forest,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1026,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1027,Forest,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1028,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1029,Forest,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1030,Forest,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1031,Forest,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1032,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1033,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1034,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1035,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
1036,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1037,Forest,Forest,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
