Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23KKB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23KKB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23KKB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23KKB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23KKB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23KKB_M_R
331,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Water
332,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
333,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
334,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Water
335,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Wetland,Wetland
336,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
337,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Bareland
338,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
339,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Water
340,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,Wetland,NULL,Wetland
342,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,NULL
343,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Shrubland,Water
344,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Wetland,Water
345,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,NULL
346,NULL,NULL,NULL,Water,Non_Wetland,Wetland,Water,Wetland
347,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Water
348,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Grassland
349,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Shrubland,Water
350,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
352,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Water
353,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
354,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Wetland
355,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
356,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
357,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Water
358,NULL,NULL,NULL,Water,Non_Wetland,Water,Shrubland,Water
359,NULL,NULL,NULL,Water,Non_Wetland,Water,Wetland,Wetland
360,NULL,NULL,NULL,Water,Non_Wetland,Water,Bareland,Water
361,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
362,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
363,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
369,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
370,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
371,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
373,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
378,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Water
379,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
380,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
381,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Wetland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Water
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Water
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Bareland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Built-up
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Water
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Cropland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Wetland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Built-up,Cropland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Wetland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Built-up
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Cropland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Built-up
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
617,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
618,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
619,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
620,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
621,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
622,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
623,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
624,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
625,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
626,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
627,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
628,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
629,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
630,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
631,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
632,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
633,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
634,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
635,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
636,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
637,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
638,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
639,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
640,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
641,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
642,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
643,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
644,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
645,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
646,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
647,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
648,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
649,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
650,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
651,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
652,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
653,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Cropland
654,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
655,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
656,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
657,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
658,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
