Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_21NVA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_21NVA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_21NVA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_21NVA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_21NVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_21NVA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_21NVA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_21NVA_M_R
1123,Forest,Forest,Wetland,Water,Wetland,Water,Forest,Forest
1124,Forest,Forest,Wetland,Water,Wetland,Forest,Wetland,Forest
1125,Forest,Forest,Wetland,Water,Wetland,Forest,Forest,Forest
1126,Forest,Forest,Lichens_and_Mosses,NULL,Non_Wetland,NULL,Wetland,Forest
1127,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
1128,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Water,Forest
1129,Forest,Forest,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
1130,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
1131,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Water,Forest
1132,Forest,Forest,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1133,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
1134,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Water,Forest
1135,Forest,Forest,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
1136,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
1137,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
1138,Forest,Forest,Bareland,Non_Water,Non_Wetland,NULL,Forest,Forest
1139,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
1140,Forest,Forest,Bareland,Non_Water,Non_Wetland,Water,Forest,Forest
1141,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
1142,Forest,Forest,Bareland,Non_Water,Non_Wetland,Forest,Forest,Forest
1143,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
1144,Forest,Forest,Bareland,Water,Non_Wetland,NULL,Forest,Forest
1145,Forest,Forest,Bareland,Water,Non_Wetland,Water,Wetland,Forest
1146,Forest,Forest,Bareland,Water,Non_Wetland,Forest,Forest,Forest
1147,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
1148,Forest,Forest,Built-up,NULL,Non_Wetland,NULL,Forest,Forest
1149,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
1150,Forest,Forest,Built-up,NULL,Non_Wetland,Water,Forest,Forest
1151,Forest,Forest,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
1152,Forest,Forest,Water,NULL,Water,NULL,Wetland,Forest
1153,Forest,Forest,Water,NULL,Water,NULL,Water,Water
1154,Forest,Forest,Water,NULL,Water,NULL,Water,Forest
1155,Forest,Forest,Water,NULL,Water,NULL,Forest,Water
1156,Forest,Forest,Water,NULL,Water,NULL,Forest,Forest
1157,Forest,Forest,Water,NULL,Water,Grassland,Water,Forest
1158,Forest,Forest,Water,NULL,Water,Wetland,Wetland,Forest
1159,Forest,Forest,Water,NULL,Water,Wetland,Water,Water
1160,Forest,Forest,Water,NULL,Water,Water,Wetland,Water
1161,Forest,Forest,Water,NULL,Water,Water,Wetland,Forest
1162,Forest,Forest,Water,NULL,Water,Water,Water,Grassland
1163,Forest,Forest,Water,NULL,Water,Water,Water,Bareland
1164,Forest,Forest,Water,NULL,Water,Water,Water,Water
1165,Forest,Forest,Water,NULL,Water,Water,Water,Forest
1166,Forest,Forest,Water,NULL,Water,Water,Forest,Grassland
1167,Forest,Forest,Water,NULL,Water,Water,Forest,Water
1168,Forest,Forest,Water,NULL,Water,Water,Forest,Forest
1169,Forest,Forest,Water,NULL,Water,Forest,Wetland,Forest
1170,Forest,Forest,Water,NULL,Water,Forest,Water,Forest
1171,Forest,Forest,Water,NULL,Water,Forest,Forest,Forest
1172,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Water
1173,Forest,Forest,Water,Non_Water,Water,NULL,Wetland,Forest
1174,Forest,Forest,Water,Non_Water,Water,NULL,Water,Water
1175,Forest,Forest,Water,Non_Water,Water,NULL,Water,Forest
1176,Forest,Forest,Water,Non_Water,Water,NULL,Forest,Forest
1177,Forest,Forest,Water,Non_Water,Water,Water,Wetland,Forest
1178,Forest,Forest,Water,Non_Water,Water,Water,Water,Water
1179,Forest,Forest,Water,Non_Water,Water,Water,Water,Forest
1180,Forest,Forest,Water,Non_Water,Water,Water,Forest,Forest
1181,Forest,Forest,Water,Non_Water,Water,Forest,Water,Forest
1182,Forest,Forest,Water,Non_Water,Water,Forest,Forest,Forest
1183,Forest,Forest,Water,Water,Water,NULL,Wetland,Water
1184,Forest,Forest,Water,Water,Water,NULL,Wetland,Forest
1185,Forest,Forest,Water,Water,Water,NULL,Water,Wetland
1186,Forest,Forest,Water,Water,Water,NULL,Water,Water
1187,Forest,Forest,Water,Water,Water,NULL,Water,Forest
1188,Forest,Forest,Water,Water,Water,NULL,Forest,Forest
1189,Forest,Forest,Water,Water,Water,Water,Wetland,Water
1190,Forest,Forest,Water,Water,Water,Water,Wetland,Forest
1191,Forest,Forest,Water,Water,Water,Water,Water,Water
1192,Forest,Forest,Water,Water,Water,Water,Water,Forest
1193,Forest,Forest,Water,Water,Water,Water,Forest,Forest
1194,Forest,Forest,Water,Water,Water,Forest,Wetland,Water
1195,Forest,Forest,Water,Water,Water,Forest,Wetland,Forest
1196,Forest,Forest,Water,Water,Water,Forest,Water,Water
1197,Forest,Forest,Water,Water,Water,Forest,Water,Forest
1198,Forest,Forest,Water,Water,Water,Forest,Forest,Forest
1199,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
1200,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
1201,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1202,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
1203,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
1204,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Water
1205,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1206,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Water
1207,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Water,Forest
1208,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
1209,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Water
1210,Forest,Forest,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1211,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1212,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1213,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1214,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1215,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1216,Forest,Forest,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1217,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1218,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1219,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1220,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1221,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1222,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1223,Forest,Forest,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1224,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,NULL
1225,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Water
1226,Forest,Forest,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1227,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Wetland
1228,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Water
1229,Forest,Forest,Forest,NULL,Non_Wetland,Water,Water,Forest
1230,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Grassland
1231,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Bareland
1232,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Water
1233,Forest,Forest,Forest,NULL,Non_Wetland,Water,Forest,Forest
1234,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
1235,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1236,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
1237,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Water
1238,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1239,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1240,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Grassland
1241,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Water
1242,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Water,Forest
1243,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
1244,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Water
1245,Forest,Forest,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1246,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
1247,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
1248,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Water
1249,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1250,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Water
1251,Forest,Forest,Forest,Non_Water,Non_Wetland,NULL,Forest,Forest
1252,Forest,Forest,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1253,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1254,Forest,Forest,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1255,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1256,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1257,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1258,Forest,Forest,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1259,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
1260,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
1261,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Water
1262,Forest,Forest,Forest,Non_Water,Non_Wetland,Forest,Forest,Forest
1263,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Water
1264,Forest,Forest,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1265,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Water
1266,Forest,Forest,Forest,Water,Non_Wetland,NULL,Water,Forest
1267,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Grassland
1268,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Water
1269,Forest,Forest,Forest,Water,Non_Wetland,NULL,Forest,Forest
1270,Forest,Forest,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1271,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
1272,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Water
1273,Forest,Forest,Forest,Water,Non_Wetland,Wetland,Forest,Forest
1274,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Water
1275,Forest,Forest,Forest,Water,Non_Wetland,Water,Wetland,Forest
1276,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Water
1277,Forest,Forest,Forest,Water,Non_Wetland,Water,Water,Forest
1278,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Water
1279,Forest,Forest,Forest,Water,Non_Wetland,Water,Forest,Forest
1280,Forest,Forest,Forest,Water,Non_Wetland,Forest,Wetland,Forest
1281,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Water
1282,Forest,Forest,Forest,Water,Non_Wetland,Forest,Water,Forest
1283,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Water
1284,Forest,Forest,Forest,Water,Non_Wetland,Forest,Forest,Forest
