Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MBV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MBV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MBV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MBV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MBV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MBV_M_R
1074,Water,Water,Water,Non_Water,Water,NULL,Water,Forest
1075,Water,Water,Water,Non_Water,Water,Grassland,Wetland,Water
1076,Water,Water,Water,Non_Water,Water,Grassland,Water,Water
1077,Water,Water,Water,Non_Water,Water,Wetland,Wetland,Water
1078,Water,Water,Water,Non_Water,Water,Wetland,Water,Water
1079,Water,Water,Water,Non_Water,Water,Wetland,Water,Forest
1080,Water,Water,Water,Non_Water,Water,Water,Wetland,Water
1081,Water,Water,Water,Non_Water,Water,Water,Wetland,Forest
1082,Water,Water,Water,Non_Water,Water,Water,Water,Water
1083,Water,Water,Water,Non_Water,Water,Water,Water,Forest
1084,Water,Water,Water,Non_Water,Water,Forest,Wetland,Forest
1085,Water,Water,Water,Non_Water,Water,Forest,Water,Water
1086,Water,Water,Water,Non_Water,Water,Forest,Water,Forest
1087,Water,Water,Water,Water,Water,NULL,Wetland,Water
1088,Water,Water,Water,Water,Water,NULL,Wetland,Forest
1089,Water,Water,Water,Water,Water,NULL,Water,Water
1090,Water,Water,Water,Water,Water,NULL,Water,Forest
1091,Water,Water,Water,Water,Water,Grassland,Wetland,Water
1092,Water,Water,Water,Water,Water,Grassland,Wetland,Forest
1093,Water,Water,Water,Water,Water,Grassland,Water,Grassland
1094,Water,Water,Water,Water,Water,Grassland,Water,Water
1095,Water,Water,Water,Water,Water,Grassland,Water,Forest
1096,Water,Water,Water,Water,Water,Grassland,Forest,Forest
1097,Water,Water,Water,Water,Water,Wetland,Wetland,Water
1098,Water,Water,Water,Water,Water,Wetland,Wetland,Forest
1099,Water,Water,Water,Water,Water,Wetland,Water,Grassland
1100,Water,Water,Water,Water,Water,Wetland,Water,Water
1101,Water,Water,Water,Water,Water,Wetland,Water,Forest
1102,Water,Water,Water,Water,Water,Bareland,Water,Water
1103,Water,Water,Water,Water,Water,Water,Wetland,Water
1104,Water,Water,Water,Water,Water,Water,Wetland,Forest
1105,Water,Water,Water,Water,Water,Water,Bareland,Water
1106,Water,Water,Water,Water,Water,Water,Water,Grassland
1107,Water,Water,Water,Water,Water,Water,Water,Bareland
1108,Water,Water,Water,Water,Water,Water,Water,Water
1109,Water,Water,Water,Water,Water,Water,Water,Forest
1110,Water,Water,Water,Water,Water,Water,Forest,Water
1111,Water,Water,Water,Water,Water,Water,Forest,Forest
1112,Water,Water,Water,Water,Water,Forest,Wetland,Water
1113,Water,Water,Water,Water,Water,Forest,Wetland,Forest
1114,Water,Water,Water,Water,Water,Forest,Water,Water
1115,Water,Water,Water,Water,Water,Forest,Water,Forest
1116,Water,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1117,Water,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1118,Water,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
1119,Water,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
1120,Water,Water,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1121,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Water
1122,Water,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1123,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Water
1124,Water,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1125,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
1126,Water,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1127,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
1128,Water,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
1129,Water,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1130,Water,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1131,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
1132,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
1133,Water,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1134,Water,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
1135,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Water
1136,Water,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
1137,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
1138,Water,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
1139,Water,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
1140,Water,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
1141,Water,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
1142,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
1143,Water,Water,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
1144,Water,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
1145,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
1146,Water,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
1147,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
1148,Water,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
1149,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Water
1150,Water,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
1151,Water,Water,Forest,Water,Non_Wetland,NULL,Wetland,Forest
1152,Water,Water,Forest,Water,Non_Wetland,NULL,Water,Water
1153,Water,Water,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
1154,Water,Water,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1155,Water,Water,Forest,Water,Non_Wetland,Grassland,Water,Forest
1156,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Water
1157,Water,Water,Forest,Water,Non_Wetland,Water,Grassland,Forest
1158,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
1159,Water,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
1160,Water,Water,Forest,Water,Non_Wetland,Water,Water,Water
1161,Water,Water,Forest,Water,Non_Wetland,Water,Water,Forest
1162,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Water
1163,Water,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
1164,Water,Water,Forest,Water,Non_Wetland,Forest,Grassland,Forest
1165,Water,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1166,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
1167,Forest,NULL,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1168,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
1169,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
1170,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
1171,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
1172,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1173,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
1174,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
1175,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,NULL
1176,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
1177,Forest,NULL,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1178,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
1179,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
1180,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
1181,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1182,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
1183,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
1184,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
1185,Forest,NULL,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1186,Forest,NULL,NULL,NULL,Non_Wetland,Water,Grassland,Forest
1187,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Grassland
1188,Forest,NULL,NULL,NULL,Non_Wetland,Water,Bareland,Forest
1189,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Grassland
1190,Forest,NULL,NULL,NULL,Non_Wetland,Water,Forest,Forest
1191,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
1192,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
1193,Forest,NULL,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1194,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
1195,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
1196,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
1197,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1198,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
1199,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
1200,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1201,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
1202,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1203,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1204,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
1205,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
1206,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
1207,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1208,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
1209,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
1210,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1211,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
1212,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1213,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
1214,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
1215,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
1216,Forest,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
1217,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Grassland
1218,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Forest
1219,Forest,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
1220,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
1221,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
1222,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
1223,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1224,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
1225,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
1226,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
1227,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
1228,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Forest
1229,Forest,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
1230,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
1231,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1232,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1233,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,NULL
1234,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1235,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1236,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
1237,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
1238,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
1239,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
1240,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
1241,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
1242,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
1243,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
1244,Forest,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
1245,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
1246,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
1247,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Bareland,Forest
1248,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
1249,Forest,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
1250,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
1251,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1252,Forest,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
1253,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1254,Forest,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
1255,Forest,NULL,Wetland,NULL,Wetland,NULL,Water,Forest
1256,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
1257,Forest,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
1258,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,NULL
1259,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
1260,Forest,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1261,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,NULL
1262,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
1263,Forest,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Forest
1264,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Water
1265,Forest,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
1266,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
1267,Forest,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
1268,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
1269,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
1270,Forest,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1271,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,NULL
1272,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
1273,Forest,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Forest
1274,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
1275,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
1276,Forest,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
1277,Forest,NULL,Wetland,NULL,Wetland,Water,Wetland,Forest
1278,Forest,NULL,Wetland,NULL,Wetland,Water,Water,Forest
1279,Forest,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
1280,Forest,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
1281,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Water
1282,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
1283,Forest,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Forest
1284,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
1285,Forest,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
1286,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
1287,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Water
1288,Forest,NULL,Wetland,Water,Wetland,Grassland,Wetland,Forest
1289,Forest,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
1290,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
1291,Forest,NULL,Wetland,Water,Wetland,Grassland,Water,Forest
1292,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
1293,Forest,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
1294,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Grassland
1295,Forest,NULL,Wetland,Water,Wetland,Wetland,Water,Water
1296,Forest,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
1297,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
1298,Forest,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Forest
1299,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland,NULL,Forest
1300,Forest,NULL,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1301,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,NULL,Forest
1302,Forest,NULL,Built-up,Water,Non_Wetland,Grassland,Wetland,Grassland
1303,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
1304,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
1305,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1306,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
1307,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
1308,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
1309,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
1310,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
1311,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
1312,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
1313,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
1314,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
1315,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
1316,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
1317,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
1318,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
1319,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
1320,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
1321,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
1322,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
1323,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
1324,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
1325,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,NULL
1326,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
1327,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
1328,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,NULL
1329,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
1330,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
1331,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
1332,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Water
1333,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
1334,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
1335,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
1336,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
1337,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
1338,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
1339,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
1340,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
1341,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
1342,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Forest
1343,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Grassland
1344,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Water,Forest
1345,Forest,NULL,Forest,Water,Non_Wetland,Water,Wetland,Water
1346,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
1347,Forest,Cropland,Wetland,Water,Wetland,Grassland,Wetland,Water
1348,Forest,Wetland,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1349,Forest,Wetland,Wetland,NULL,Wetland,NULL,Wetland,Forest
1350,Forest,Wetland,Wetland,NULL,Wetland,NULL,Water,Forest
1351,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Wetland,Forest
1352,Forest,Wetland,Wetland,NULL,Wetland,Grassland,Water,Forest
1353,Forest,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Forest
1354,Forest,Wetland,Wetland,NULL,Wetland,Forest,Wetland,Forest
1355,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
1356,Forest,Wetland,Water,NULL,Water,Forest,Water,Forest
1357,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
1358,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
1359,Forest,Wetland,Water,Water,Water,Forest,Water,Forest
1360,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
1361,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
1362,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
1363,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Water
1364,Forest,Bareland,Wetland,NULL,Wetland,Water,Grassland,Forest
1365,Forest,Bareland,Wetland,NULL,Wetland,Water,Wetland,Forest
1366,Forest,Bareland,Wetland,Water,Wetland,Grassland,NULL,Grassland
1367,Forest,Bareland,Wetland,Water,Wetland,Grassland,Water,Forest
1368,Forest,Bareland,Wetland,Water,Wetland,Wetland,NULL,Water
1369,Forest,Bareland,Wetland,Water,Wetland,Wetland,Water,Water
1370,Forest,Bareland,Bareland,NULL,Non_Wetland,Cropland,Water,Forest
1371,Forest,Bareland,Built-up,Non_Water,Non_Wetland,Grassland,NULL,Grassland
1372,Forest,Bareland,Water,NULL,Water,Water,Water,Forest
1373,Forest,Bareland,Water,Non_Water,Water,Water,Water,Water
1374,Forest,Bareland,Water,Water,Water,Water,Water,Water
1375,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
1376,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
1377,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
1378,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
1379,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
1380,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Water,Forest
1381,Forest,Built-up,Wetland,Non_Water,Wetland,Wetland,Water,Forest
1382,Forest,Built-up,Wetland,Water,Wetland,Water,Water,Forest
1383,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
1384,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Water
1385,Forest,Water,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
1386,Forest,Water,NULL,NULL,Non_Wetland,NULL,Bareland,Forest
1387,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Water
1388,Forest,Water,NULL,NULL,Non_Wetland,NULL,Water,Forest
1389,Forest,Water,NULL,NULL,Non_Wetland,NULL,Forest,Forest
1390,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
1391,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Water,Forest
1392,Forest,Water,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
1393,Forest,Water,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
1394,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
1395,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
1396,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
1397,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Water,Forest
1398,Forest,Water,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
1399,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Water
1400,Forest,Water,NULL,NULL,Non_Wetland,Water,Wetland,Forest
1401,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Water
1402,Forest,Water,NULL,NULL,Non_Wetland,Water,Water,Forest
1403,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Water
1404,Forest,Water,NULL,NULL,Non_Wetland,Water,Forest,Forest
1405,Forest,Water,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
1406,Forest,Water,NULL,NULL,Non_Wetland,Forest,Water,Forest
1407,Forest,Water,NULL,NULL,Non_Wetland,Forest,Forest,Forest
1408,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Water
1409,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
1410,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Water
1411,Forest,Water,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
1412,Forest,Water,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Water
1413,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Water
1414,Forest,Water,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
1415,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Water
1416,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
1417,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
1418,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Water
1419,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Water,Forest
1420,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Water
1421,Forest,Water,NULL,Non_Water,Non_Wetland,Water,Forest,Forest
1422,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Water
1423,Forest,Water,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
1424,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Water
1425,Forest,Water,NULL,Water,Non_Wetland,NULL,Wetland,Forest
1426,Forest,Water,NULL,Water,Non_Wetland,NULL,Water,Forest
1427,Forest,Water,NULL,Water,Non_Wetland,Grassland,Water,Forest
1428,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Water
1429,Forest,Water,NULL,Water,Non_Wetland,Wetland,Water,Forest
