Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LHN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LHN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LHN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LHN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LHN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LHN_M_R
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,NULL
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Cropland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Wetland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Bareland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Built-up
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Water
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Wetland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Built-up
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Cropland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Bareland
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,NULL
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Cropland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Bareland
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Bareland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Bareland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Built-up
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Built-up
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Water
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Wetland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Wetland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Wetland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Wetland
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
579,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
580,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
581,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
582,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
583,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
584,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
585,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
586,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
587,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
588,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
589,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
590,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
591,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
592,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
593,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
594,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
595,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
596,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Water
597,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
598,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
599,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
600,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Forest
601,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
602,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
603,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Wetland
604,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
605,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
606,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
607,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
608,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
609,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
610,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
611,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
612,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
613,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
614,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
615,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
616,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Water
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,NULL
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,NULL
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,NULL
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Water
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,NULL
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Bareland
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Forest
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,NULL
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Forest,Grassland
