Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19KDV_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19KDV_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19KDV_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19KDV_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19KDV_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19KDV_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19KDV_M_R
1332,Water,NULL,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1333,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1334,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1335,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1336,Water,NULL,Bareland,Water,Non_Wetland,NULL,NULL,Water
1337,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1338,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1339,Water,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1340,Water,NULL,Water,NULL,Water,NULL,NULL,Grassland
1341,Water,NULL,Water,NULL,Water,NULL,NULL,Bareland
1342,Water,NULL,Water,NULL,Water,NULL,NULL,Water
1343,Water,NULL,Water,Non_Water,Water,NULL,NULL,Bareland
1344,Water,NULL,Water,Water,Water,NULL,NULL,Grassland
1345,Water,NULL,Water,Water,Water,NULL,NULL,Bareland
1346,Water,NULL,Water,Water,Water,NULL,NULL,Water
1347,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1348,Water,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1349,Water,NULL,Forest,Non_Water,Non_Wetland,NULL,NULL,Water
1350,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1351,Water,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1352,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1353,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1354,Water,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1355,Water,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1356,Water,Cropland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1357,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1358,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1359,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1360,Water,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1361,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1362,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1363,Water,Wetland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1364,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,NULL
1365,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1366,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1367,Water,Wetland,NULL,Water,Non_Wetland,NULL,NULL,Water
1368,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
1369,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1370,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1371,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1372,Water,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1373,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1374,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1375,Water,Wetland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1376,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1377,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1378,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1379,Water,Wetland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1380,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1381,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
1382,Water,Wetland,Grassland,NULL,Non_Wetland,NULL,NULL,Water
1383,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
1384,Water,Wetland,Grassland,Water,Non_Wetland,NULL,NULL,Water
1385,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1386,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Wetland
1387,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1388,Water,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1389,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1390,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1391,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1392,Water,Wetland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1393,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Grassland
1394,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Wetland
1395,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Bareland
1396,Water,Wetland,Wetland,Water,Wetland,NULL,NULL,Water
1397,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,NULL
1398,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1399,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1400,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1401,Water,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1402,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1403,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1404,Water,Wetland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1405,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1406,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1407,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1408,Water,Wetland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1409,Water,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1410,Water,Wetland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1411,Water,Wetland,Water,NULL,Water,NULL,NULL,Grassland
1412,Water,Wetland,Water,NULL,Water,NULL,NULL,Wetland
1413,Water,Wetland,Water,NULL,Water,NULL,NULL,Water
1414,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Grassland
1415,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Wetland
1416,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Bareland
1417,Water,Wetland,Water,Non_Water,Water,NULL,NULL,Water
1418,Water,Wetland,Water,Water,Water,NULL,NULL,Grassland
1419,Water,Wetland,Water,Water,Water,NULL,NULL,Wetland
1420,Water,Wetland,Water,Water,Water,NULL,NULL,Bareland
1421,Water,Wetland,Water,Water,Water,NULL,NULL,Water
1422,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1423,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1424,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1425,Water,Wetland,Forest,NULL,Non_Wetland,NULL,NULL,Water
1426,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1427,Water,Wetland,Forest,Water,Non_Wetland,NULL,NULL,Water
1428,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1429,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1430,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Water
1431,Water,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1432,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1433,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1434,Water,Bareland,NULL,Water,Non_Wetland,NULL,NULL,Water
1435,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1436,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1437,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1438,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1439,Water,Bareland,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1440,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1441,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1442,Water,Bareland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1443,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1444,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1445,Water,Bareland,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1446,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1447,Water,Bareland,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1448,Water,Bareland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
1449,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1450,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1451,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Water
1452,Water,Bareland,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1453,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1454,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1455,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1456,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Built-up
1457,Water,Bareland,Wetland,Non_Water,Wetland,NULL,NULL,Water
1458,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Grassland
1459,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Wetland
1460,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Bareland
1461,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Built-up
1462,Water,Bareland,Wetland,Water,Wetland,NULL,NULL,Water
1463,Water,Bareland,Lichens_and_Mosses,NULL,Non_Wetland,NULL,NULL,Bareland
1464,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1465,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Wetland
1466,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1467,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1468,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1469,Water,Bareland,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1470,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1471,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Built-up
1472,Water,Bareland,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1473,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1474,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1475,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1476,Water,Bareland,Bareland,Water,Non_Wetland,NULL,NULL,Water
1477,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1478,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1479,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1480,Water,Bareland,Built-up,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1481,Water,Bareland,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1482,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1483,Water,Bareland,Built-up,Water,Non_Wetland,NULL,NULL,Water
1484,Water,Bareland,Water,NULL,Water,NULL,NULL,Grassland
1485,Water,Bareland,Water,NULL,Water,NULL,NULL,Bareland
1486,Water,Bareland,Water,NULL,Water,NULL,NULL,Water
1487,Water,Bareland,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1488,Water,Bareland,Water,Non_Water,Water,NULL,NULL,Bareland
1489,Water,Bareland,Water,Water,Water,NULL,NULL,Grassland
1490,Water,Bareland,Water,Water,Water,NULL,NULL,Wetland
1491,Water,Bareland,Water,Water,Water,NULL,NULL,Bareland
1492,Water,Bareland,Water,Water,Water,NULL,NULL,Water
1493,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1494,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1495,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1496,Water,Bareland,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1497,Water,Bareland,Permanent_ice_and_snow,Water,Non_Wetland,NULL,NULL,Grassland
1498,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1499,Water,Bareland,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1500,Water,Built-up,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1501,Water,Built-up,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1502,Water,Built-up,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1503,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1504,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1505,Water,Built-up,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1506,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1507,Water,Built-up,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1508,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1509,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1510,Water,Built-up,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1511,Water,Built-up,Wetland,NULL,Wetland,NULL,NULL,Bareland
1512,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1513,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1514,Water,Built-up,Wetland,Non_Water,Wetland,NULL,NULL,Water
1515,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Grassland
1516,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Wetland
1517,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Bareland
1518,Water,Built-up,Wetland,Water,Wetland,NULL,NULL,Water
1519,Water,Built-up,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1520,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1521,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1522,Water,Built-up,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1523,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1524,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1525,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1526,Water,Built-up,Bareland,Water,Non_Wetland,NULL,NULL,Water
1527,Water,Built-up,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1528,Water,Built-up,Water,NULL,Water,NULL,NULL,Bareland
1529,Water,Built-up,Water,NULL,Water,NULL,NULL,Water
1530,Water,Built-up,Water,Non_Water,Water,NULL,NULL,Bareland
1531,Water,Built-up,Water,Water,Water,NULL,NULL,Grassland
1532,Water,Built-up,Water,Water,Water,NULL,NULL,Wetland
1533,Water,Built-up,Water,Water,Water,NULL,NULL,Bareland
1534,Water,Built-up,Water,Water,Water,NULL,NULL,Water
1535,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1536,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
1537,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1538,Water,Water,NULL,NULL,Non_Wetland,NULL,NULL,Water
1539,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
1540,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1541,Water,Water,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
1542,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Grassland
1543,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Wetland
1544,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Bareland
1545,Water,Water,NULL,Water,Non_Wetland,NULL,NULL,Water
1546,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1547,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
1548,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1549,Water,Water,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1550,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
1551,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1552,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
1553,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1554,Water,Water,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
1555,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
1556,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
1557,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1558,Water,Water,Shrubland,Water,Non_Wetland,NULL,NULL,Water
1559,Water,Water,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
1560,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1561,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
1562,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1563,Water,Water,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
1564,Water,Water,Grassland,Water,Non_Wetland,NULL,NULL,Water
1565,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Grassland
1566,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Wetland
1567,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Bareland
1568,Water,Water,Wetland,NULL,Wetland,NULL,NULL,Water
1569,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,NULL
1570,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Grassland
1571,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Wetland
1572,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Bareland
1573,Water,Water,Wetland,Non_Water,Wetland,NULL,NULL,Water
1574,Water,Water,Wetland,Water,Wetland,NULL,NULL,NULL
1575,Water,Water,Wetland,Water,Wetland,NULL,NULL,Grassland
1576,Water,Water,Wetland,Water,Wetland,NULL,NULL,Wetland
1577,Water,Water,Wetland,Water,Wetland,NULL,NULL,Bareland
1578,Water,Water,Wetland,Water,Wetland,NULL,NULL,Water
1579,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1580,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1581,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Built-up
1582,Water,Water,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1583,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Grassland
1584,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Bareland
1585,Water,Water,Bareland,Non_Water,Non_Wetland,NULL,NULL,Water
1586,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Grassland
1587,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Wetland
1588,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Bareland
1589,Water,Water,Bareland,Water,Non_Wetland,NULL,NULL,Water
1590,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1591,Water,Water,Built-up,NULL,Non_Wetland,NULL,NULL,Water
1592,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Grassland
1593,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Bareland
1594,Water,Water,Built-up,Non_Water,Non_Wetland,NULL,NULL,Water
1595,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Bareland
1596,Water,Water,Built-up,Water,Non_Wetland,NULL,NULL,Water
1597,Water,Water,Water,NULL,Water,NULL,NULL,Grassland
1598,Water,Water,Water,NULL,Water,NULL,NULL,Wetland
1599,Water,Water,Water,NULL,Water,NULL,NULL,Bareland
1600,Water,Water,Water,NULL,Water,NULL,NULL,Water
1601,Water,Water,Water,Non_Water,Water,NULL,NULL,Grassland
1602,Water,Water,Water,Non_Water,Water,NULL,NULL,Wetland
1603,Water,Water,Water,Non_Water,Water,NULL,NULL,Bareland
1604,Water,Water,Water,Non_Water,Water,NULL,NULL,Water
1605,Water,Water,Water,Water,Water,NULL,NULL,NULL
1606,Water,Water,Water,Water,Water,NULL,NULL,Grassland
1607,Water,Water,Water,Water,Water,NULL,NULL,Wetland
1608,Water,Water,Water,Water,Water,NULL,NULL,Bareland
1609,Water,Water,Water,Water,Water,NULL,NULL,Water
1610,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Grassland
1611,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Wetland
1612,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Bareland
1613,Water,Water,Forest,NULL,Non_Wetland,NULL,NULL,Water
1614,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Grassland
1615,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Wetland
1616,Water,Water,Forest,Non_Water,Non_Wetland,NULL,NULL,Bareland
1617,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
1618,Water,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
1619,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1620,Water,Permanent_ice_and_snow,NULL,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1621,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1622,Water,Permanent_ice_and_snow,Shrubland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1623,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Grassland
1624,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Bareland
1625,Water,Permanent_ice_and_snow,Wetland,NULL,Wetland,NULL,NULL,Permanent_ice_and_snow
1626,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1627,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1628,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1629,Water,Permanent_ice_and_snow,Bareland,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1630,Water,Permanent_ice_and_snow,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1631,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Bareland
1632,Water,Permanent_ice_and_snow,Water,NULL,Water,NULL,NULL,Permanent_ice_and_snow
1633,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Grassland
1634,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Bareland
1635,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Water
1636,Water,Permanent_ice_and_snow,Permanent_ice_and_snow,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1637,Water,Permanent_ice_and_snow,Forest,NULL,Non_Wetland,NULL,NULL,Permanent_ice_and_snow
1638,Water,Forest,Wetland,Non_Water,Wetland,NULL,NULL,Water
1639,Water,Forest,Bareland,NULL,Non_Wetland,NULL,NULL,Water
1640,Water,Forest,Water,Water,Water,NULL,NULL,Water
1641,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1642,Permanent_ice_and_snow,NULL,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
1643,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1644,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1645,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
1646,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
1647,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
1648,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Grassland
1649,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Bareland
1650,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,NULL,NULL,Water
1651,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Grassland
1652,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1653,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Grassland
1654,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1655,Permanent_ice_and_snow,NULL,Water,NULL,Water,NULL,NULL,Bareland
1656,Permanent_ice_and_snow,Cropland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1657,Permanent_ice_and_snow,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1658,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1659,Permanent_ice_and_snow,Cropland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1660,Permanent_ice_and_snow,Cropland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1661,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
1662,Permanent_ice_and_snow,Wetland,NULL,NULL,Non_Wetland,NULL,NULL,Bareland
1663,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
1664,Permanent_ice_and_snow,Wetland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
1665,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Grassland
1666,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Bareland
1667,Permanent_ice_and_snow,Wetland,Wetland,NULL,Wetland,NULL,NULL,Water
1668,Permanent_ice_and_snow,Wetland,Bareland,NULL,Non_Wetland,NULL,NULL,Bareland
1669,Permanent_ice_and_snow,Wetland,Built-up,NULL,Non_Wetland,NULL,NULL,Bareland
1670,Permanent_ice_and_snow,Bareland,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
