Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KDA_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KDA_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KDA_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KDA_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KDA_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KDA_M_R
8927,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
8928,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
8929,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
8930,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
8931,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Grassland
8932,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Wetland,Forest
8933,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
8934,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
8935,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Forest
8936,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
8937,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
8938,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Cropland
8939,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Water
8940,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
8941,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,NULL
8942,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
8943,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
8944,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,NULL
8945,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
8946,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Cropland
8947,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
8948,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
8949,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
8950,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Cropland
8951,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
8952,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Bareland
8953,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Built-up
8954,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Water
8955,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
8956,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Grassland
8957,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Water
8958,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Water,Forest
8959,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,NULL
8960,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
8961,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
8962,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
8963,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
8964,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Built-up
8965,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
8966,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
8967,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
8968,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
8969,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
8970,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Bareland
8971,Forest,Cropland,NULL,NULL,Non_Wetland,Built-up,NULL,Forest
8972,Forest,Cropland,NULL,NULL,Non_Wetland,Water,NULL,Forest
8973,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Grassland
8974,Forest,Cropland,NULL,NULL,Non_Wetland,Water,Water,Forest
8975,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,NULL
8976,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Grassland
8977,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Cropland
8978,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Water
8979,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,NULL,Forest
8980,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Grassland
8981,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
8982,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Grassland
8983,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
8984,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Water,Water
8985,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Grassland
8986,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Cropland
8987,Forest,Cropland,NULL,NULL,Non_Wetland,Forest,Forest,Forest
8988,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
8989,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
8990,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Cropland
8991,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
8992,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
8993,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Grassland
8994,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
8995,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Grassland
8996,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Wetland
8997,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
8998,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Grassland
8999,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
9000,Forest,Cropland,NULL,Non_Water,Non_Wetland,NULL,Forest,Grassland
9001,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
9002,Forest,Cropland,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
9003,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,NULL
9004,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9005,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Water
9006,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
9007,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
9008,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9009,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9010,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Water
9011,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9012,Forest,Cropland,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
9013,Forest,Cropland,NULL,Non_Water,Non_Wetland,Water,NULL,Grassland
9014,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Grassland
9015,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
9016,Forest,Cropland,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
9017,Forest,Cropland,NULL,Water,Non_Wetland,NULL,NULL,Water
9018,Forest,Cropland,NULL,Water,Non_Wetland,NULL,Wetland,Water
9019,Forest,Cropland,NULL,Water,Non_Wetland,Wetland,Wetland,Water
9020,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
9021,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
9022,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
9023,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
9024,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
9025,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
9026,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
9027,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9028,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
9029,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
9030,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
9031,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
9032,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
9033,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,NULL
9034,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Grassland
9035,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Cropland
9036,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Built-up
9037,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
9038,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
9039,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
9040,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
9041,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
9042,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
9043,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
9044,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9045,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
9046,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
9047,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
9048,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9049,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9050,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9051,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9052,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
9053,Forest,Cropland,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
9054,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
9055,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
9056,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
9057,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9058,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
9059,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9060,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9061,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
9062,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9063,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
9064,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
9065,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
9066,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
9067,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
9068,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
9069,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
9070,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
9071,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
9072,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
9073,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
9074,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Grassland
9075,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Wetland,Cropland
9076,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
9077,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
9078,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
9079,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
9080,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
9081,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Water
9082,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
9083,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9084,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9085,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9086,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
9087,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9088,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
9089,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
9090,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9091,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
9092,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
9093,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
9094,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
9095,Forest,Cropland,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
9096,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
9097,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
9098,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
9099,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
9100,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
9101,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
9102,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
9103,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
9104,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
9105,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
9106,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
9107,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
9108,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
9109,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
9110,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
9111,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
9112,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
9113,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
9114,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
9115,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
9116,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
9117,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
9118,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
9119,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
9120,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
9121,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
9122,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9123,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
9124,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
9125,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
9126,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
9127,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
9128,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
9129,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9130,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
9131,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
9132,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
9133,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
9134,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
9135,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
9136,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
9137,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
9138,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
9139,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9140,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9141,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
9142,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
9143,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
9144,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
9145,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
9146,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
9147,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
9148,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
9149,Forest,Cropland,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
9150,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
9151,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
9152,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
9153,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
9154,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9155,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
9156,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
9157,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
9158,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
9159,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
9160,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,NULL
9161,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
9162,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Cropland
9163,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
9164,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
9165,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
9166,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
9167,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
9168,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
9169,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
9170,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
9171,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
9172,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
9173,Forest,Cropland,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
9174,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
9175,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
9176,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
9177,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
9178,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
9179,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
9180,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
9181,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
9182,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
9183,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
9184,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
9185,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
9186,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
9187,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
9188,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
9189,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
9190,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
9191,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Grassland
9192,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland,Forest,Forest
9193,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
9194,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
9195,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
9196,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,NULL
9197,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
9198,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Forest
9199,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
9200,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
9201,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,NULL
9202,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
9203,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
9204,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Water,Grassland
9205,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
9206,Forest,Cropland,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
9207,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
9208,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
9209,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
9210,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
9211,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
9212,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
9213,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
9214,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
9215,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
9216,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
9217,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
9218,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
9219,Forest,Cropland,Grassland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
9220,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Forest
9221,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
9222,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
9223,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
9224,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
9225,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
9226,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
9227,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
9228,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
9229,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
9230,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
9231,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Water
9232,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
9233,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
9234,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
9235,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
9236,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
9237,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
9238,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
9239,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
9240,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
9241,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
9242,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Bareland
9243,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL,Wetland,Built-up
