Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MPP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MPP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MPP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MPP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MPP_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MPP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MPP_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Bareland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Built-up
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Water
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Bareland,Forest
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,NULL
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Water
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,NULL
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Cropland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Bareland,Bareland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Built-up
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Built-up
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Built-up,Forest
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Water,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Built-up
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,NULL
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
485,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Built-up,Grassland
486,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
487,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
488,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Wetland
489,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
490,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
491,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
492,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
493,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Grassland
494,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Built-up,Forest
495,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,NULL
496,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
497,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
498,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
499,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
500,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
501,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,NULL
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Grassland
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
505,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Cropland
506,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Forest
507,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
508,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
509,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
510,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
511,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Water
513,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Bareland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
516,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
517,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Bareland
519,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
520,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
521,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
522,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
523,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
524,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
525,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Cropland
526,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
527,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
528,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
529,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
530,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Wetland
531,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
532,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
533,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
534,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
539,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Cropland
541,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
542,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
543,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
544,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
545,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
546,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
547,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,NULL
556,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
557,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Forest
558,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
559,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
560,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Cropland
561,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Wetland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Wetland
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Wetland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Wetland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Bareland
579,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Built-up
580,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Water
581,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
582,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Bareland,Built-up
584,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Forest
586,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
587,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Cropland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Wetland
590,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
591,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
593,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
594,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Forest
595,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,NULL
596,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
597,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
598,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
599,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
600,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,NULL
601,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Forest,Cropland
602,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
603,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
604,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
605,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
606,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
607,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
608,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,NULL
609,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
610,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Cropland
611,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
612,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
613,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
614,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
615,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
616,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
617,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
618,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
619,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
620,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
621,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
622,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
623,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
628,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,NULL
629,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
630,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Cropland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
632,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
633,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,NULL
634,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
635,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
636,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
637,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,NULL
638,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
639,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Bareland
641,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Built-up
642,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
643,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Shrubland,Forest
644,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,NULL
645,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
646,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Cropland
647,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Wetland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
649,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,NULL
650,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Grassland
651,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
