Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22LDL_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22LDL_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22LDL_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22LDL_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22LDL_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22LDL_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22LDL_M_R
323,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Built-up
324,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
325,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Cropland
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Cropland
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Wetland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Built-up
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Built-up
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Water
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Bareland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Water
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Water
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Wetland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Water
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,NULL
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
438,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
439,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
440,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
441,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
442,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
443,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Wetland
444,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
445,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
446,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
447,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
448,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,NULL
449,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
450,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
451,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Water
452,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Bareland,Grassland
453,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
454,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
455,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
456,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
457,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
458,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
459,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
460,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
461,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
462,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
463,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
464,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Bareland
465,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Water
466,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
467,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Grassland
468,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
469,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
470,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
471,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
472,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Bareland
473,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
474,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
475,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Water
476,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
477,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
478,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
479,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
480,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
481,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
482,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
483,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Grassland
484,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Grassland,Forest
485,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
486,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
487,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Grassland
488,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
489,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
490,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
491,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Water
492,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Grassland
493,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Forest
494,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
495,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
496,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Water
497,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Grassland
498,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
499,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Grassland
500,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Wetland
501,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,Water
502,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
503,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Forest
504,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
505,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
506,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
507,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
508,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Water
509,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
510,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Grassland
511,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
512,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Grassland
513,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
514,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
515,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Grassland
516,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Forest
517,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Grassland,Grassland
518,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,NULL
519,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
520,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
521,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
522,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
523,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,NULL
524,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Forest,Water
525,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,NULL,Grassland
526,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
527,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Grassland,Grassland
528,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Grassland
529,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
530,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
531,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
532,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Water
533,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Grassland
534,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Water,Grassland
535,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
536,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
537,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
538,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
539,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
540,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
541,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
542,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
543,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
544,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
545,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Wetland,Grassland
546,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
547,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
548,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
549,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
550,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
551,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
552,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
553,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
554,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
555,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
556,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
557,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,NULL
558,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Grassland
559,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Wetland,Forest
560,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
561,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
562,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
563,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
564,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
565,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
566,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
567,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
568,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
569,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
570,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
571,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,NULL
572,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
573,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Cropland
574,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
575,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
576,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,NULL
577,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
578,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
579,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
580,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
581,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
582,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
583,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
584,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
585,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
586,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
587,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
588,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
589,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
590,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,NULL
591,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
592,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Forest
593,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,NULL
594,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
595,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Cropland
596,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
597,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
598,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
599,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
600,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Shrubland,Forest
601,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
602,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
603,NULL,NULL,Grassland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
604,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
605,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
606,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
607,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
609,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
610,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
611,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
612,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,NULL
613,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
614,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Cropland
615,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Bareland
616,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Built-up
617,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
619,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Bareland
622,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Built-up
623,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
624,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
625,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
626,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
627,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,NULL
628,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
629,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Bareland
630,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
631,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
632,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
633,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
634,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
635,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
636,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Cropland
637,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
638,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
639,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
640,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
641,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
642,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
643,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
644,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
645,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
646,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Wetland,NULL
