Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRT_M_R
1329,Water,Water,Forest,Non_Water,Non_Wetland,NULL
1330,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1331,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1332,Water,Water,Forest,Non_Water,Non_Wetland,Water
1333,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1334,Water,Water,Forest,Water,Non_Wetland,NULL
1335,Water,Water,Forest,Water,Non_Wetland,Grassland
1336,Water,Water,Forest,Water,Non_Wetland,Cropland
1337,Water,Water,Forest,Water,Non_Wetland,Bareland
1338,Water,Water,Forest,Water,Non_Wetland,Water
1339,Water,Water,Forest,Water,Non_Wetland,Forest
1340,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1341,Water,Forest,NULL,NULL,Non_Wetland,Forest
1342,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1343,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1344,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1345,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1346,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1347,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1348,Water,Forest,Shrubland,Non_Water,Non_Wetland,NULL
1349,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1350,Water,Forest,Shrubland,Non_Water,Non_Wetland,Bareland
1351,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1352,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1353,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1354,Water,Forest,Shrubland,Water,Non_Wetland,Bareland
1355,Water,Forest,Shrubland,Water,Non_Wetland,Water
1356,Water,Forest,Shrubland,Water,Non_Wetland,Forest
1357,Water,Forest,Grassland,NULL,Non_Wetland,NULL
1358,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1359,Water,Forest,Grassland,NULL,Non_Wetland,Water
1360,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1361,Water,Forest,Grassland,Non_Water,Non_Wetland,Bareland
1362,Water,Forest,Grassland,Non_Water,Non_Wetland,Forest
1363,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1364,Water,Forest,Cropland,NULL,Non_Wetland,Bareland
1365,Water,Forest,Cropland,NULL,Non_Wetland,Water
1366,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1367,Water,Forest,Cropland,Non_Water,Non_Wetland,Water
1368,Water,Forest,Cropland,Non_Water,Non_Wetland,Forest
1369,Water,Forest,Cropland,Water,Non_Wetland,Water
1370,Water,Forest,Wetland,NULL,Wetland,Grassland
1371,Water,Forest,Wetland,NULL,Wetland,Water
1372,Water,Forest,Wetland,NULL,Wetland,Forest
1373,Water,Forest,Wetland,Non_Water,Wetland,Grassland
1374,Water,Forest,Wetland,Non_Water,Wetland,Water
1375,Water,Forest,Wetland,Non_Water,Wetland,Forest
1376,Water,Forest,Wetland,Water,Wetland,Water
1377,Water,Forest,Wetland,Water,Wetland,Forest
1378,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1379,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1380,Water,Forest,Bareland,NULL,Non_Wetland,Water
1381,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1382,Water,Forest,Bareland,Non_Water,Non_Wetland,Grassland
1383,Water,Forest,Bareland,Non_Water,Non_Wetland,Bareland
1384,Water,Forest,Bareland,Non_Water,Non_Wetland,Water
1385,Water,Forest,Bareland,Non_Water,Non_Wetland,Forest
1386,Water,Forest,Bareland,Water,Non_Wetland,Bareland
1387,Water,Forest,Bareland,Water,Non_Wetland,Forest
1388,Water,Forest,Built-up,NULL,Non_Wetland,Grassland
1389,Water,Forest,Water,NULL,Water,Grassland
1390,Water,Forest,Water,NULL,Water,Water
1391,Water,Forest,Water,NULL,Water,Forest
1392,Water,Forest,Water,Non_Water,Water,NULL
1393,Water,Forest,Water,Non_Water,Water,Grassland
1394,Water,Forest,Water,Non_Water,Water,Water
1395,Water,Forest,Water,Non_Water,Water,Forest
1396,Water,Forest,Water,Water,Water,Grassland
1397,Water,Forest,Water,Water,Water,Bareland
1398,Water,Forest,Water,Water,Water,Water
1399,Water,Forest,Water,Water,Water,Forest
1400,Water,Forest,Forest,NULL,Non_Wetland,NULL
1401,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1402,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1403,Water,Forest,Forest,NULL,Non_Wetland,Water
1404,Water,Forest,Forest,NULL,Non_Wetland,Forest
1405,Water,Forest,Forest,Non_Water,Non_Wetland,NULL
1406,Water,Forest,Forest,Non_Water,Non_Wetland,Grassland
1407,Water,Forest,Forest,Non_Water,Non_Wetland,Bareland
1408,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1409,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1410,Water,Forest,Forest,Water,Non_Wetland,Grassland
1411,Water,Forest,Forest,Water,Non_Wetland,Cropland
1412,Water,Forest,Forest,Water,Non_Wetland,Bareland
1413,Water,Forest,Forest,Water,Non_Wetland,Water
1414,Water,Forest,Forest,Water,Non_Wetland,Forest
1415,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
1416,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1417,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1418,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1419,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1420,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1421,Permanent_ice_and_snow,NULL,Shrubland,Non_Water,Non_Wetland,Water
1422,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Grassland
1423,Permanent_ice_and_snow,NULL,Shrubland,Water,Non_Wetland,Water
1424,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1425,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1426,Permanent_ice_and_snow,NULL,Wetland,NULL,Wetland,Water
1427,Permanent_ice_and_snow,NULL,Wetland,Non_Water,Wetland,Water
1428,Permanent_ice_and_snow,NULL,Wetland,Water,Wetland,Water
1429,Permanent_ice_and_snow,NULL,Water,NULL,Water,Grassland
1430,Permanent_ice_and_snow,NULL,Water,NULL,Water,Bareland
1431,Permanent_ice_and_snow,NULL,Water,NULL,Water,Water
1432,Permanent_ice_and_snow,NULL,Water,NULL,Water,Forest
1433,Permanent_ice_and_snow,NULL,Water,Non_Water,Water,Water
1434,Permanent_ice_and_snow,NULL,Water,Water,Water,Grassland
1435,Permanent_ice_and_snow,NULL,Water,Water,Water,Water
1436,Permanent_ice_and_snow,NULL,Water,Water,Water,Forest
1437,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1438,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1439,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Cropland
1440,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1441,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
1442,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1443,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Grassland
1444,Permanent_ice_and_snow,NULL,Forest,Water,Non_Wetland,Forest
1445,Permanent_ice_and_snow,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1446,Permanent_ice_and_snow,Bareland,Shrubland,Water,Non_Wetland,Water
1447,Permanent_ice_and_snow,Bareland,Cropland,Water,Non_Wetland,Grassland
1448,Permanent_ice_and_snow,Bareland,Wetland,Water,Wetland,Water
1449,Permanent_ice_and_snow,Bareland,Water,NULL,Water,Water
1450,Permanent_ice_and_snow,Bareland,Water,Water,Water,Water
1451,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
1452,Permanent_ice_and_snow,Bareland,Forest,Water,Non_Wetland,Water
1453,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1454,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Forest
1455,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
1456,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Forest
1457,Permanent_ice_and_snow,Water,NULL,NULL,Non_Wetland,Bareland
1458,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Grassland
1459,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Bareland
1460,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Water
1461,Permanent_ice_and_snow,Water,Shrubland,NULL,Non_Wetland,Forest
1462,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Water
1463,Permanent_ice_and_snow,Water,Shrubland,Non_Water,Non_Wetland,Forest
1464,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Water
1465,Permanent_ice_and_snow,Water,Shrubland,Water,Non_Wetland,Forest
1466,Permanent_ice_and_snow,Water,Grassland,NULL,Non_Wetland,Water
1467,Permanent_ice_and_snow,Water,Cropland,NULL,Non_Wetland,Forest
1468,Permanent_ice_and_snow,Water,Cropland,Non_Water,Non_Wetland,Water
1469,Permanent_ice_and_snow,Water,Cropland,Water,Non_Wetland,Water
1470,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Grassland
1471,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Bareland
1472,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Water
1473,Permanent_ice_and_snow,Water,Wetland,NULL,Wetland,Forest
1474,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Bareland
1475,Permanent_ice_and_snow,Water,Wetland,Non_Water,Wetland,Water
1476,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Bareland
1477,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Water
1478,Permanent_ice_and_snow,Water,Wetland,Water,Wetland,Forest
1479,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Water
1480,Permanent_ice_and_snow,Water,Bareland,NULL,Non_Wetland,Forest
1481,Permanent_ice_and_snow,Water,Water,NULL,Water,Grassland
1482,Permanent_ice_and_snow,Water,Water,NULL,Water,Bareland
1483,Permanent_ice_and_snow,Water,Water,NULL,Water,Water
1484,Permanent_ice_and_snow,Water,Water,NULL,Water,Forest
1485,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Bareland
1486,Permanent_ice_and_snow,Water,Water,Non_Water,Water,Water
1487,Permanent_ice_and_snow,Water,Water,Water,Water,Grassland
1488,Permanent_ice_and_snow,Water,Water,Water,Water,Bareland
1489,Permanent_ice_and_snow,Water,Water,Water,Water,Water
1490,Permanent_ice_and_snow,Water,Water,Water,Water,Forest
1491,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Grassland
1492,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Bareland
1493,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Water
1494,Permanent_ice_and_snow,Water,Forest,NULL,Non_Wetland,Forest
1495,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Water
1496,Permanent_ice_and_snow,Water,Forest,Non_Water,Non_Wetland,Forest
1497,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Bareland
1498,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Water
1499,Permanent_ice_and_snow,Water,Forest,Water,Non_Wetland,Forest
1500,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1501,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1502,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Water
1503,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1504,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,Water
1505,Permanent_ice_and_snow,Forest,Shrubland,Water,Non_Wetland,Forest
1506,Permanent_ice_and_snow,Forest,Grassland,NULL,Non_Wetland,Forest
1507,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1508,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Bareland
1509,Permanent_ice_and_snow,Forest,Wetland,NULL,Wetland,Forest
1510,Permanent_ice_and_snow,Forest,Wetland,Non_Water,Wetland,Water
1511,Permanent_ice_and_snow,Forest,Wetland,Water,Wetland,Water
1512,Permanent_ice_and_snow,Forest,Water,Water,Water,Water
1513,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1514,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1515,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1516,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Water
1517,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1518,Permanent_ice_and_snow,Forest,Forest,Non_Water,Non_Wetland,Bareland
1519,Permanent_ice_and_snow,Forest,Forest,Water,Non_Wetland,Water
1520,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1521,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1522,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1523,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1524,Forest,NULL,NULL,Water,Non_Wetland,Bareland
1525,Forest,NULL,NULL,Water,Non_Wetland,Water
1526,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1527,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1528,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1529,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1530,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1531,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1532,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1533,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1534,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1535,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Water
1536,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1537,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1538,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1539,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1540,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1541,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1542,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1543,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1544,Forest,NULL,Grassland,NULL,Non_Wetland,Water
1545,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1546,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1547,Forest,NULL,Grassland,Non_Water,Non_Wetland,Forest
1548,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1549,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1550,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1551,Forest,NULL,Cropland,NULL,Non_Wetland,Water
1552,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1553,Forest,NULL,Cropland,Non_Water,Non_Wetland,Water
1554,Forest,NULL,Cropland,Non_Water,Non_Wetland,Forest
1555,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1556,Forest,NULL,Cropland,Water,Non_Wetland,Water
1557,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1558,Forest,NULL,Wetland,NULL,Wetland,Grassland
1559,Forest,NULL,Wetland,NULL,Wetland,Bareland
1560,Forest,NULL,Wetland,NULL,Wetland,Water
1561,Forest,NULL,Wetland,NULL,Wetland,Forest
1562,Forest,NULL,Wetland,Non_Water,Wetland,Water
1563,Forest,NULL,Wetland,Non_Water,Wetland,Forest
1564,Forest,NULL,Wetland,Water,Wetland,Bareland
1565,Forest,NULL,Wetland,Water,Wetland,Water
1566,Forest,NULL,Wetland,Water,Wetland,Forest
1567,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1568,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1569,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1570,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1571,Forest,NULL,Bareland,Non_Water,Non_Wetland,Water
1572,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1573,Forest,NULL,Bareland,Water,Non_Wetland,Grassland
1574,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1575,Forest,NULL,Bareland,Water,Non_Wetland,Water
1576,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1577,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1578,Forest,NULL,Water,NULL,Water,Grassland
1579,Forest,NULL,Water,NULL,Water,Bareland
1580,Forest,NULL,Water,NULL,Water,Water
1581,Forest,NULL,Water,NULL,Water,Forest
1582,Forest,NULL,Water,Non_Water,Water,Grassland
1583,Forest,NULL,Water,Non_Water,Water,Bareland
1584,Forest,NULL,Water,Non_Water,Water,Water
1585,Forest,NULL,Water,Non_Water,Water,Forest
1586,Forest,NULL,Water,Water,Water,Grassland
1587,Forest,NULL,Water,Water,Water,Bareland
1588,Forest,NULL,Water,Water,Water,Water
1589,Forest,NULL,Water,Water,Water,Forest
1590,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1591,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1592,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1593,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1594,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1595,Forest,NULL,Forest,NULL,Non_Wetland,Water
1596,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1597,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1598,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1599,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland
1600,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1601,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1602,Forest,NULL,Forest,Water,Non_Wetland,NULL
1603,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1604,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1605,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1606,Forest,NULL,Forest,Water,Non_Wetland,Water
1607,Forest,NULL,Forest,Water,Non_Wetland,Forest
1608,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1609,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1610,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1611,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1612,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1613,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1614,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1615,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1616,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1617,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1618,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1619,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1620,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1621,Forest,Cropland,Water,NULL,Water,Bareland
1622,Forest,Cropland,Water,Non_Water,Water,Forest
1623,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1624,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1625,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1626,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1627,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1628,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1629,Forest,Wetland,Shrubland,NULL,Non_Wetland,Water
1630,Forest,Wetland,Shrubland,NULL,Non_Wetland,Forest
1631,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1632,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Water
1633,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1634,Forest,Wetland,Shrubland,Water,Non_Wetland,Water
1635,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water
1636,Forest,Wetland,Water,NULL,Water,Water
1637,Forest,Wetland,Water,Non_Water,Water,Forest
1638,Forest,Wetland,Forest,NULL,Non_Wetland,Water
1639,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1640,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1641,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1642,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1643,Forest,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1644,Forest,Bareland,Shrubland,NULL,Non_Wetland,Water
1645,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1646,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1647,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1648,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1649,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1650,Forest,Bareland,Shrubland,Water,Non_Wetland,Grassland
1651,Forest,Bareland,Shrubland,Water,Non_Wetland,Bareland
1652,Forest,Bareland,Shrubland,Water,Non_Wetland,Water
1653,Forest,Bareland,Shrubland,Water,Non_Wetland,Forest
1654,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1655,Forest,Bareland,Cropland,NULL,Non_Wetland,Grassland
1656,Forest,Bareland,Wetland,Non_Water,Wetland,Forest
1657,Forest,Bareland,Wetland,Water,Wetland,Water
1658,Forest,Bareland,Wetland,Water,Wetland,Forest
1659,Forest,Bareland,Bareland,NULL,Non_Wetland,Grassland
1660,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Grassland
1661,Forest,Bareland,Bareland,Non_Water,Non_Wetland,Water
1662,Forest,Bareland,Water,NULL,Water,Forest
1663,Forest,Bareland,Water,Non_Water,Water,Grassland
1664,Forest,Bareland,Water,Non_Water,Water,Water
1665,Forest,Bareland,Water,Non_Water,Water,Forest
1666,Forest,Bareland,Water,Water,Water,Water
1667,Forest,Bareland,Water,Water,Water,Forest
1668,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
1669,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1670,Forest,Bareland,Forest,NULL,Non_Wetland,Bareland
1671,Forest,Bareland,Forest,NULL,Non_Wetland,Water
1672,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1673,Forest,Bareland,Forest,Non_Water,Non_Wetland,Water
1674,Forest,Bareland,Forest,Non_Water,Non_Wetland,Forest
1675,Forest,Bareland,Forest,Water,Non_Wetland,Grassland
1676,Forest,Bareland,Forest,Water,Non_Wetland,Water
1677,Forest,Bareland,Forest,Water,Non_Wetland,Forest
1678,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1679,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1680,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1681,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
1682,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1683,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1684,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL
1685,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland
1686,Forest,Built-up,Grassland,NULL,Non_Wetland,Built-up
1687,Forest,Built-up,Grassland,NULL,Non_Wetland,Forest
1688,Forest,Built-up,Cropland,NULL,Non_Wetland,Grassland
1689,Forest,Built-up,Cropland,NULL,Non_Wetland,Built-up
1690,Forest,Built-up,Cropland,NULL,Non_Wetland,Forest
1691,Forest,Built-up,Wetland,NULL,Wetland,Water
1692,Forest,Built-up,Bareland,NULL,Non_Wetland,Grassland
1693,Forest,Built-up,Bareland,NULL,Non_Wetland,Forest
1694,Forest,Built-up,Built-up,NULL,Non_Wetland,Grassland
1695,Forest,Built-up,Built-up,NULL,Non_Wetland,Built-up
1696,Forest,Built-up,Built-up,NULL,Non_Wetland,Forest
1697,Forest,Built-up,Water,NULL,Water,Grassland
1698,Forest,Built-up,Forest,NULL,Non_Wetland,NULL
1699,Forest,Built-up,Forest,NULL,Non_Wetland,Grassland
1700,Forest,Built-up,Forest,NULL,Non_Wetland,Cropland
1701,Forest,Built-up,Forest,NULL,Non_Wetland,Built-up
1702,Forest,Built-up,Forest,NULL,Non_Wetland,Water
1703,Forest,Built-up,Forest,NULL,Non_Wetland,Forest
1704,Forest,Water,NULL,NULL,Non_Wetland,Grassland
1705,Forest,Water,NULL,NULL,Non_Wetland,Water
1706,Forest,Water,NULL,NULL,Non_Wetland,Forest
1707,Forest,Water,NULL,Non_Water,Non_Wetland,Forest
1708,Forest,Water,NULL,Water,Non_Wetland,Forest
1709,Forest,Water,Shrubland,NULL,Non_Wetland,NULL
1710,Forest,Water,Shrubland,NULL,Non_Wetland,Grassland
1711,Forest,Water,Shrubland,NULL,Non_Wetland,Bareland
1712,Forest,Water,Shrubland,NULL,Non_Wetland,Built-up
1713,Forest,Water,Shrubland,NULL,Non_Wetland,Water
1714,Forest,Water,Shrubland,NULL,Non_Wetland,Forest
1715,Forest,Water,Shrubland,Non_Water,Non_Wetland,NULL
1716,Forest,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1717,Forest,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1718,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1719,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water
1720,Forest,Water,Shrubland,Non_Water,Non_Wetland,Forest
1721,Forest,Water,Shrubland,Water,Non_Wetland,NULL
1722,Forest,Water,Shrubland,Water,Non_Wetland,Grassland
1723,Forest,Water,Shrubland,Water,Non_Wetland,Bareland
1724,Forest,Water,Shrubland,Water,Non_Wetland,Water
1725,Forest,Water,Shrubland,Water,Non_Wetland,Forest
1726,Forest,Water,Grassland,NULL,Non_Wetland,Grassland
1727,Forest,Water,Grassland,NULL,Non_Wetland,Water
1728,Forest,Water,Grassland,NULL,Non_Wetland,Forest
1729,Forest,Water,Grassland,Non_Water,Non_Wetland,Grassland
1730,Forest,Water,Grassland,Non_Water,Non_Wetland,Water
1731,Forest,Water,Grassland,Non_Water,Non_Wetland,Forest
1732,Forest,Water,Grassland,Water,Non_Wetland,Water
1733,Forest,Water,Grassland,Water,Non_Wetland,Forest
1734,Forest,Water,Cropland,NULL,Non_Wetland,NULL
1735,Forest,Water,Cropland,NULL,Non_Wetland,Grassland
1736,Forest,Water,Cropland,NULL,Non_Wetland,Bareland
1737,Forest,Water,Cropland,NULL,Non_Wetland,Water
1738,Forest,Water,Cropland,NULL,Non_Wetland,Forest
1739,Forest,Water,Cropland,Non_Water,Non_Wetland,Bareland
1740,Forest,Water,Cropland,Non_Water,Non_Wetland,Water
1741,Forest,Water,Cropland,Non_Water,Non_Wetland,Forest
1742,Forest,Water,Cropland,Water,Non_Wetland,Grassland
