Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22NDG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22NDG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22NDG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22NDG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22NDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22NDG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22NDG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22NDG_M_R
6646,Forest,Water,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
6647,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6648,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6649,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Water
6650,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
6651,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
6652,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
6653,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Water
6654,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
6655,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Water
6656,Forest,Water,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
6657,Forest,Water,Shrubland,Water,Non_Wetland,NULL,Water,Water
6658,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Wetland
6659,Forest,Water,Shrubland,Water,Non_Wetland,Grassland,Wetland,Forest
6660,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
6661,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Water
6662,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
6663,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Bareland,Grassland
6664,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
6665,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
6666,Forest,Water,Shrubland,Water,Non_Wetland,Wetland,Water,Forest
6667,Forest,Water,Shrubland,Water,Non_Wetland,Bareland,Wetland,Forest
6668,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Grassland
6669,Forest,Water,Shrubland,Water,Non_Wetland,Water,Wetland,Water
6670,Forest,Water,Shrubland,Water,Non_Wetland,Water,Bareland,Forest
6671,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Wetland,Forest
6672,Forest,Water,Shrubland,Water,Non_Wetland,Forest,Water,Forest
6673,Forest,Water,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
6674,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
6675,Forest,Water,Grassland,NULL,Non_Wetland,Wetland,Wetland,Water
6676,Forest,Water,Wetland,NULL,Wetland,NULL,Grassland,Forest
6677,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Grassland
6678,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Wetland
6679,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Water
6680,Forest,Water,Wetland,NULL,Wetland,NULL,Wetland,Forest
6681,Forest,Water,Wetland,NULL,Wetland,NULL,Bareland,Forest
6682,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Grassland
6683,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Wetland
6684,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Water
6685,Forest,Water,Wetland,NULL,Wetland,NULL,Water,Forest
6686,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Water
6687,Forest,Water,Wetland,NULL,Wetland,NULL,Forest,Forest
6688,Forest,Water,Wetland,NULL,Wetland,Grassland,Wetland,Forest
6689,Forest,Water,Wetland,NULL,Wetland,Wetland,Grassland,Forest
6690,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
6691,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
6692,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Built-up
6693,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Water
6694,Forest,Water,Wetland,NULL,Wetland,Wetland,Wetland,Forest
6695,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Water
6696,Forest,Water,Wetland,NULL,Wetland,Wetland,Bareland,Forest
6697,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Grassland
6698,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Bareland
6699,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Water
6700,Forest,Water,Wetland,NULL,Wetland,Wetland,Water,Forest
6701,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Grassland
6702,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Water
6703,Forest,Water,Wetland,NULL,Wetland,Wetland,Forest,Forest
6704,Forest,Water,Wetland,NULL,Wetland,Bareland,Grassland,Water
6705,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
6706,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Water
6707,Forest,Water,Wetland,NULL,Wetland,Bareland,Wetland,Forest
6708,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
6709,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
6710,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Water
6711,Forest,Water,Wetland,NULL,Wetland,Bareland,Bareland,Forest
6712,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Water
6713,Forest,Water,Wetland,NULL,Wetland,Bareland,Water,Forest
6714,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Water
6715,Forest,Water,Wetland,NULL,Wetland,Bareland,Forest,Forest
6716,Forest,Water,Wetland,NULL,Wetland,Water,Grassland,Forest
6717,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Grassland
6718,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Wetland
6719,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Bareland
6720,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Built-up
6721,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Water
6722,Forest,Water,Wetland,NULL,Wetland,Water,Wetland,Forest
6723,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Water
6724,Forest,Water,Wetland,NULL,Wetland,Water,Bareland,Forest
6725,Forest,Water,Wetland,NULL,Wetland,Water,Water,Grassland
6726,Forest,Water,Wetland,NULL,Wetland,Water,Water,Wetland
6727,Forest,Water,Wetland,NULL,Wetland,Water,Water,Bareland
6728,Forest,Water,Wetland,NULL,Wetland,Water,Water,Water
6729,Forest,Water,Wetland,NULL,Wetland,Water,Water,Forest
6730,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Grassland
6731,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Water
6732,Forest,Water,Wetland,NULL,Wetland,Water,Forest,Forest
6733,Forest,Water,Wetland,NULL,Wetland,Forest,Grassland,Forest
6734,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Wetland
6735,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Water
6736,Forest,Water,Wetland,NULL,Wetland,Forest,Wetland,Forest
6737,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Water
6738,Forest,Water,Wetland,NULL,Wetland,Forest,Water,Forest
6739,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Grassland
6740,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Water
6741,Forest,Water,Wetland,NULL,Wetland,Forest,Forest,Forest
6742,Forest,Water,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
6743,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
6744,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Wetland
6745,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Water
6746,Forest,Water,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
6747,Forest,Water,Wetland,Non_Water,Wetland,NULL,Bareland,Forest
6748,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Grassland
6749,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Water
6750,Forest,Water,Wetland,Non_Water,Wetland,NULL,Water,Forest
6751,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Grassland
6752,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Water
6753,Forest,Water,Wetland,Non_Water,Wetland,NULL,Forest,Forest
6754,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
6755,Forest,Water,Wetland,Non_Water,Wetland,Grassland,Water,Forest
6756,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
6757,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Water
6758,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
6759,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Bareland,Forest
6760,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
6761,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
6762,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Water
6763,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Water,Forest
6764,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Water
6765,Forest,Water,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
6766,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
6767,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Water
6768,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Wetland,Forest
6769,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Bareland
6770,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Bareland,Forest
6771,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
6772,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Water
6773,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Water,Forest
6774,Forest,Water,Wetland,Non_Water,Wetland,Bareland,Forest,Water
6775,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
6776,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
6777,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Water
6778,Forest,Water,Wetland,Non_Water,Wetland,Water,Wetland,Forest
6779,Forest,Water,Wetland,Non_Water,Wetland,Water,Bareland,Bareland
6780,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Grassland
6781,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Wetland
6782,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Bareland
6783,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Water
6784,Forest,Water,Wetland,Non_Water,Wetland,Water,Water,Forest
6785,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Water
6786,Forest,Water,Wetland,Non_Water,Wetland,Water,Forest,Forest
6787,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Water
6788,Forest,Water,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6789,Forest,Water,Wetland,Non_Water,Wetland,Forest,Bareland,Water
6790,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Wetland
6791,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Water
6792,Forest,Water,Wetland,Non_Water,Wetland,Forest,Water,Forest
6793,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Water
6794,Forest,Water,Wetland,Non_Water,Wetland,Forest,Forest,Forest
6795,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Water
6796,Forest,Water,Wetland,Water,Wetland,NULL,Wetland,Forest
6797,Forest,Water,Wetland,Water,Wetland,NULL,Water,Grassland
6798,Forest,Water,Wetland,Water,Wetland,NULL,Water,Wetland
6799,Forest,Water,Wetland,Water,Wetland,NULL,Water,Water
6800,Forest,Water,Wetland,Water,Wetland,NULL,Water,Forest
6801,Forest,Water,Wetland,Water,Wetland,NULL,Forest,Forest
6802,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Wetland
6803,Forest,Water,Wetland,Water,Wetland,Grassland,Wetland,Forest
6804,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6805,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6806,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Water
6807,Forest,Water,Wetland,Water,Wetland,Wetland,Wetland,Forest
6808,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Grassland
6809,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Wetland
6810,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Water
6811,Forest,Water,Wetland,Water,Wetland,Wetland,Water,Forest
6812,Forest,Water,Wetland,Water,Wetland,Wetland,Forest,Water
6813,Forest,Water,Wetland,Water,Wetland,Bareland,Wetland,Grassland
6814,Forest,Water,Wetland,Water,Wetland,Bareland,Bareland,Forest
6815,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Water
6816,Forest,Water,Wetland,Water,Wetland,Bareland,Water,Forest
6817,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Water
6818,Forest,Water,Wetland,Water,Wetland,Water,Wetland,Forest
6819,Forest,Water,Wetland,Water,Wetland,Water,Water,Grassland
6820,Forest,Water,Wetland,Water,Wetland,Water,Water,Wetland
6821,Forest,Water,Wetland,Water,Wetland,Water,Water,Water
6822,Forest,Water,Wetland,Water,Wetland,Water,Water,Forest
6823,Forest,Water,Wetland,Water,Wetland,Water,Forest,Grassland
6824,Forest,Water,Wetland,Water,Wetland,Water,Forest,Water
6825,Forest,Water,Wetland,Water,Wetland,Water,Forest,Forest
6826,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Water
6827,Forest,Water,Wetland,Water,Wetland,Forest,Wetland,Forest
6828,Forest,Water,Wetland,Water,Wetland,Forest,Water,Wetland
6829,Forest,Water,Wetland,Water,Wetland,Forest,Water,Water
6830,Forest,Water,Wetland,Water,Wetland,Forest,Water,Forest
6831,Forest,Water,Wetland,Water,Wetland,Forest,Forest,Forest
6832,Forest,Water,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
6833,Forest,Water,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
6834,Forest,Water,Water,NULL,Water,NULL,Wetland,Wetland
6835,Forest,Water,Water,NULL,Water,NULL,Wetland,Water
6836,Forest,Water,Water,NULL,Water,NULL,Wetland,Forest
6837,Forest,Water,Water,NULL,Water,NULL,Water,Water
6838,Forest,Water,Water,NULL,Water,NULL,Water,Forest
6839,Forest,Water,Water,NULL,Water,NULL,Forest,Forest
6840,Forest,Water,Water,NULL,Water,Wetland,Wetland,Grassland
6841,Forest,Water,Water,NULL,Water,Wetland,Wetland,Wetland
6842,Forest,Water,Water,NULL,Water,Wetland,Wetland,Water
6843,Forest,Water,Water,NULL,Water,Wetland,Wetland,Forest
6844,Forest,Water,Water,NULL,Water,Wetland,Water,Water
6845,Forest,Water,Water,NULL,Water,Wetland,Water,Forest
6846,Forest,Water,Water,NULL,Water,Wetland,Forest,Water
6847,Forest,Water,Water,NULL,Water,Wetland,Forest,Forest
6848,Forest,Water,Water,NULL,Water,Bareland,Grassland,Forest
6849,Forest,Water,Water,NULL,Water,Bareland,Wetland,Water
6850,Forest,Water,Water,NULL,Water,Bareland,Wetland,Forest
6851,Forest,Water,Water,NULL,Water,Bareland,Bareland,Forest
6852,Forest,Water,Water,NULL,Water,Bareland,Water,Wetland
6853,Forest,Water,Water,NULL,Water,Bareland,Water,Water
6854,Forest,Water,Water,NULL,Water,Bareland,Water,Forest
6855,Forest,Water,Water,NULL,Water,Water,Wetland,Grassland
6856,Forest,Water,Water,NULL,Water,Water,Wetland,Wetland
6857,Forest,Water,Water,NULL,Water,Water,Wetland,Water
6858,Forest,Water,Water,NULL,Water,Water,Wetland,Forest
6859,Forest,Water,Water,NULL,Water,Water,Bareland,Water
6860,Forest,Water,Water,NULL,Water,Water,Water,Grassland
6861,Forest,Water,Water,NULL,Water,Water,Water,Wetland
6862,Forest,Water,Water,NULL,Water,Water,Water,Bareland
6863,Forest,Water,Water,NULL,Water,Water,Water,Water
6864,Forest,Water,Water,NULL,Water,Water,Water,Forest
6865,Forest,Water,Water,NULL,Water,Water,Forest,Grassland
6866,Forest,Water,Water,NULL,Water,Water,Forest,Water
6867,Forest,Water,Water,NULL,Water,Water,Forest,Forest
6868,Forest,Water,Water,NULL,Water,Forest,Grassland,Forest
6869,Forest,Water,Water,NULL,Water,Forest,Wetland,Water
6870,Forest,Water,Water,NULL,Water,Forest,Wetland,Forest
6871,Forest,Water,Water,NULL,Water,Forest,Water,Grassland
6872,Forest,Water,Water,NULL,Water,Forest,Water,Water
6873,Forest,Water,Water,NULL,Water,Forest,Water,Forest
6874,Forest,Water,Water,NULL,Water,Forest,Forest,Water
6875,Forest,Water,Water,NULL,Water,Forest,Forest,Forest
6876,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Water
6877,Forest,Water,Water,Non_Water,Water,NULL,Wetland,Forest
6878,Forest,Water,Water,Non_Water,Water,NULL,Water,Wetland
6879,Forest,Water,Water,Non_Water,Water,NULL,Water,Water
6880,Forest,Water,Water,Non_Water,Water,NULL,Water,Forest
6881,Forest,Water,Water,Non_Water,Water,NULL,Forest,Forest
6882,Forest,Water,Water,Non_Water,Water,Cropland,Water,Forest
6883,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Water
6884,Forest,Water,Water,Non_Water,Water,Wetland,Wetland,Forest
6885,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Grassland
6886,Forest,Water,Water,Non_Water,Water,Wetland,Bareland,Forest
6887,Forest,Water,Water,Non_Water,Water,Wetland,Water,Grassland
6888,Forest,Water,Water,Non_Water,Water,Wetland,Water,Wetland
6889,Forest,Water,Water,Non_Water,Water,Wetland,Water,Water
6890,Forest,Water,Water,Non_Water,Water,Wetland,Water,Forest
6891,Forest,Water,Water,Non_Water,Water,Bareland,Wetland,Water
6892,Forest,Water,Water,Non_Water,Water,Bareland,Water,Water
6893,Forest,Water,Water,Non_Water,Water,Bareland,Water,Forest
6894,Forest,Water,Water,Non_Water,Water,Bareland,Forest,Water
6895,Forest,Water,Water,Non_Water,Water,Water,Wetland,Wetland
6896,Forest,Water,Water,Non_Water,Water,Water,Wetland,Water
6897,Forest,Water,Water,Non_Water,Water,Water,Wetland,Forest
6898,Forest,Water,Water,Non_Water,Water,Water,Bareland,Water
6899,Forest,Water,Water,Non_Water,Water,Water,Water,Grassland
6900,Forest,Water,Water,Non_Water,Water,Water,Water,Bareland
6901,Forest,Water,Water,Non_Water,Water,Water,Water,Water
6902,Forest,Water,Water,Non_Water,Water,Water,Water,Forest
6903,Forest,Water,Water,Non_Water,Water,Water,Forest,Water
6904,Forest,Water,Water,Non_Water,Water,Water,Forest,Forest
6905,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Water
6906,Forest,Water,Water,Non_Water,Water,Forest,Wetland,Forest
6907,Forest,Water,Water,Non_Water,Water,Forest,Water,Water
6908,Forest,Water,Water,Non_Water,Water,Forest,Water,Forest
6909,Forest,Water,Water,Non_Water,Water,Forest,Forest,Forest
6910,Forest,Water,Water,Water,Water,NULL,Wetland,Water
6911,Forest,Water,Water,Water,Water,NULL,Wetland,Forest
6912,Forest,Water,Water,Water,Water,NULL,Bareland,Forest
6913,Forest,Water,Water,Water,Water,NULL,Water,Grassland
6914,Forest,Water,Water,Water,Water,NULL,Water,Wetland
6915,Forest,Water,Water,Water,Water,NULL,Water,Water
6916,Forest,Water,Water,Water,Water,NULL,Water,Forest
6917,Forest,Water,Water,Water,Water,NULL,Forest,Water
6918,Forest,Water,Water,Water,Water,NULL,Forest,Forest
6919,Forest,Water,Water,Water,Water,Grassland,Wetland,Forest
6920,Forest,Water,Water,Water,Water,Wetland,Wetland,Wetland
6921,Forest,Water,Water,Water,Water,Wetland,Wetland,Water
6922,Forest,Water,Water,Water,Water,Wetland,Wetland,Forest
6923,Forest,Water,Water,Water,Water,Wetland,Water,Grassland
6924,Forest,Water,Water,Water,Water,Wetland,Water,Wetland
6925,Forest,Water,Water,Water,Water,Wetland,Water,Water
6926,Forest,Water,Water,Water,Water,Wetland,Water,Forest
6927,Forest,Water,Water,Water,Water,Wetland,Forest,Forest
6928,Forest,Water,Water,Water,Water,Bareland,Water,Water
6929,Forest,Water,Water,Water,Water,Bareland,Water,Forest
6930,Forest,Water,Water,Water,Water,Bareland,Forest,Forest
6931,Forest,Water,Water,Water,Water,Water,Wetland,Grassland
6932,Forest,Water,Water,Water,Water,Water,Wetland,Water
6933,Forest,Water,Water,Water,Water,Water,Wetland,Forest
6934,Forest,Water,Water,Water,Water,Water,Water,Grassland
6935,Forest,Water,Water,Water,Water,Water,Water,Wetland
6936,Forest,Water,Water,Water,Water,Water,Water,Bareland
6937,Forest,Water,Water,Water,Water,Water,Water,Water
6938,Forest,Water,Water,Water,Water,Water,Water,Forest
6939,Forest,Water,Water,Water,Water,Water,Forest,Water
6940,Forest,Water,Water,Water,Water,Water,Forest,Forest
6941,Forest,Water,Water,Water,Water,Forest,Wetland,Water
6942,Forest,Water,Water,Water,Water,Forest,Wetland,Forest
6943,Forest,Water,Water,Water,Water,Forest,Bareland,Water
6944,Forest,Water,Water,Water,Water,Forest,Water,Wetland
6945,Forest,Water,Water,Water,Water,Forest,Water,Water
6946,Forest,Water,Water,Water,Water,Forest,Water,Forest
6947,Forest,Water,Water,Water,Water,Forest,Forest,Water
6948,Forest,Water,Water,Water,Water,Forest,Forest,Forest
6949,Forest,Water,Forest,NULL,Non_Wetland,NULL,NULL,Forest
6950,Forest,Water,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6951,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
6952,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Wetland
6953,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Bareland
6954,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Water
6955,Forest,Water,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6956,Forest,Water,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
6957,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Grassland
6958,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Wetland
6959,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Water
6960,Forest,Water,Forest,NULL,Non_Wetland,NULL,Water,Forest
6961,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
6962,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Water
6963,Forest,Water,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6964,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6965,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6966,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6967,Forest,Water,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6968,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
6969,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6970,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6971,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6972,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6973,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Water
6974,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
6975,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6976,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Water
6977,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6978,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
6979,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Water
6980,Forest,Water,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6981,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
6982,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
6983,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Bareland
6984,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Water
6985,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6986,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
6987,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
6988,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Water
6989,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Water,Forest
6990,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Bareland
6991,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Water
6992,Forest,Water,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
6993,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
6994,Forest,Water,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6995,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6996,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6997,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Bareland
6998,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Water
6999,Forest,Water,Forest,NULL,Non_Wetland,Water,Wetland,Forest
7000,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
7001,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Water
7002,Forest,Water,Forest,NULL,Non_Wetland,Water,Bareland,Forest
7003,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Grassland
7004,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Wetland
7005,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Bareland
7006,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Water
7007,Forest,Water,Forest,NULL,Non_Wetland,Water,Water,Forest
7008,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Grassland
7009,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Wetland
7010,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Bareland
7011,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Water
7012,Forest,Water,Forest,NULL,Non_Wetland,Water,Forest,Forest
7013,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Water
7014,Forest,Water,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
7015,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Water
7016,Forest,Water,Forest,NULL,Non_Wetland,Forest,Water,Forest
7017,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Water
7018,Forest,Water,Forest,NULL,Non_Wetland,Forest,Forest,Forest
7019,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
7020,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Wetland
7021,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Water
7022,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
7023,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Grassland
7024,Forest,Water,Forest,Non_Water,Non_Wetland,NULL,Water,Water
