Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19MHT_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19MHT_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19MHT_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19MHT_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19MHT_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19MHT_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19MHT_M_R
6528,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
6529,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Water
6530,Forest,Wetland,Wetland,Non_Water,Wetland,Water,Water,Forest
6531,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Grassland
6532,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Wetland,Forest
6533,Forest,Wetland,Wetland,Non_Water,Wetland,Forest,Water,Forest
6534,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Grassland
6535,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Wetland
6536,Forest,Wetland,Wetland,Water,Wetland,NULL,Wetland,Forest
6537,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Grassland
6538,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Wetland
6539,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Water
6540,Forest,Wetland,Wetland,Water,Wetland,NULL,Water,Forest
6541,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Grassland
6542,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Water
6543,Forest,Wetland,Wetland,Water,Wetland,Grassland,Wetland,Forest
6544,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Grassland
6545,Forest,Wetland,Wetland,Water,Wetland,Grassland,Water,Water
6546,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Grassland
6547,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Wetland
6548,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Water
6549,Forest,Wetland,Wetland,Water,Wetland,Wetland,Wetland,Forest
6550,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Grassland
6551,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Wetland
6552,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Water
6553,Forest,Wetland,Wetland,Water,Wetland,Wetland,Water,Forest
6554,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Grassland
6555,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Wetland
6556,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Water
6557,Forest,Wetland,Wetland,Water,Wetland,Water,Wetland,Forest
6558,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Grassland
6559,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
6560,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Bareland
6561,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Water
6562,Forest,Wetland,Wetland,Water,Wetland,Water,Water,Forest
6563,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Grassland
6564,Forest,Wetland,Wetland,Water,Wetland,Forest,Wetland,Forest
6565,Forest,Wetland,Lichens_and_Mosses,NULL,Non_Wetland,Wetland,Wetland,Grassland
6566,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Grassland,Water,Grassland
6567,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6568,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6569,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Grassland
6570,Forest,Wetland,Lichens_and_Mosses,Non_Water,Non_Wetland,Wetland,Water,Forest
6571,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Wetland,Forest
6572,Forest,Wetland,Lichens_and_Mosses,Water,Non_Wetland,Wetland,Water,Forest
6573,Forest,Wetland,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
6574,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6575,Forest,Wetland,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
6576,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6577,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
6578,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Water
6579,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
6580,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
6581,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Water
6582,Forest,Wetland,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
6583,Forest,Wetland,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
6584,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Grassland,Forest
6585,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Grassland
6586,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
6587,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Water
6588,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Wetland,Forest
6589,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Grassland
6590,Forest,Wetland,Bareland,NULL,Non_Wetland,Water,Water,Forest
6591,Forest,Wetland,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
6592,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
6593,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Wetland,Forest
6594,Forest,Wetland,Bareland,Non_Water,Non_Wetland,NULL,Water,Forest
6595,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6596,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6597,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
6598,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Grassland,Water,Forest
6599,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6600,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6601,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6602,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Bareland,Water
6603,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Grassland
6604,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Wetland
6605,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Water
6606,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Wetland,Water,Forest
6607,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Grassland
6608,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
6609,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Water
6610,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Wetland,Forest
6611,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Grassland
6612,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Wetland
6613,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Water
6614,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Water,Water,Forest
6615,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Wetland,Forest
6616,Forest,Wetland,Bareland,Non_Water,Non_Wetland,Forest,Water,Forest
6617,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Grassland
6618,Forest,Wetland,Bareland,Water,Non_Wetland,NULL,Wetland,Forest
6619,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Wetland,Grassland
6620,Forest,Wetland,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
6621,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Grassland
6622,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Wetland
6623,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Water
6624,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Wetland,Forest
6625,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Grassland
6626,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Wetland
6627,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Water
6628,Forest,Wetland,Bareland,Water,Non_Wetland,Wetland,Water,Forest
6629,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Grassland
6630,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Wetland
6631,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Water
6632,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Wetland,Forest
6633,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Grassland
6634,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Wetland
6635,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Water
6636,Forest,Wetland,Bareland,Water,Non_Wetland,Water,Water,Forest
6637,Forest,Wetland,Built-up,NULL,Non_Wetland,NULL,Wetland,Forest
6638,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
6639,Forest,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Forest
6640,Forest,Wetland,Built-up,NULL,Non_Wetland,Water,Wetland,Forest
6641,Forest,Wetland,Built-up,Non_Water,Non_Wetland,NULL,Water,Forest
6642,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6643,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6644,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6645,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6646,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Grassland
6647,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Water
6648,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Wetland,Water,Forest
6649,Forest,Wetland,Built-up,Non_Water,Non_Wetland,Water,Water,Water
6650,Forest,Wetland,Built-up,Water,Non_Wetland,Grassland,Water,Grassland
6651,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Grassland
6652,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Wetland,Wetland
6653,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Grassland
6654,Forest,Wetland,Built-up,Water,Non_Wetland,Wetland,Water,Forest
6655,Forest,Wetland,Built-up,Water,Non_Wetland,Water,Water,Forest
6656,Forest,Wetland,Water,NULL,Water,NULL,Wetland,Forest
6657,Forest,Wetland,Water,NULL,Water,NULL,Water,Forest
6658,Forest,Wetland,Water,NULL,Water,Grassland,Wetland,Grassland
6659,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Grassland
6660,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Wetland
6661,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Water
6662,Forest,Wetland,Water,NULL,Water,Wetland,Wetland,Forest
6663,Forest,Wetland,Water,NULL,Water,Wetland,Water,Grassland
6664,Forest,Wetland,Water,NULL,Water,Wetland,Water,Water
6665,Forest,Wetland,Water,NULL,Water,Wetland,Water,Forest
6666,Forest,Wetland,Water,NULL,Water,Wetland,Forest,Forest
6667,Forest,Wetland,Water,NULL,Water,Built-up,Wetland,Forest
6668,Forest,Wetland,Water,NULL,Water,Water,Wetland,Grassland
6669,Forest,Wetland,Water,NULL,Water,Water,Wetland,Wetland
6670,Forest,Wetland,Water,NULL,Water,Water,Wetland,Water
6671,Forest,Wetland,Water,NULL,Water,Water,Wetland,Forest
6672,Forest,Wetland,Water,NULL,Water,Water,Water,Grassland
6673,Forest,Wetland,Water,NULL,Water,Water,Water,Water
6674,Forest,Wetland,Water,NULL,Water,Water,Water,Forest
6675,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Grassland
6676,Forest,Wetland,Water,Non_Water,Water,NULL,Wetland,Forest
6677,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Grassland
6678,Forest,Wetland,Water,Non_Water,Water,NULL,Water,Forest
6679,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Grassland
6680,Forest,Wetland,Water,Non_Water,Water,Grassland,Wetland,Forest
6681,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Grassland
6682,Forest,Wetland,Water,Non_Water,Water,Grassland,Water,Forest
6683,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Grassland
6684,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Wetland
6685,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Water
6686,Forest,Wetland,Water,Non_Water,Water,Wetland,Wetland,Forest
6687,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Grassland
6688,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Wetland
6689,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Water
6690,Forest,Wetland,Water,Non_Water,Water,Wetland,Water,Forest
6691,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Grassland
6692,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Wetland
6693,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Water
6694,Forest,Wetland,Water,Non_Water,Water,Water,Wetland,Forest
6695,Forest,Wetland,Water,Non_Water,Water,Water,Water,Grassland
6696,Forest,Wetland,Water,Non_Water,Water,Water,Water,Wetland
6697,Forest,Wetland,Water,Non_Water,Water,Water,Water,Water
6698,Forest,Wetland,Water,Non_Water,Water,Water,Water,Forest
6699,Forest,Wetland,Water,Water,Water,NULL,Wetland,Grassland
6700,Forest,Wetland,Water,Water,Water,NULL,Wetland,Wetland
6701,Forest,Wetland,Water,Water,Water,NULL,Wetland,Water
6702,Forest,Wetland,Water,Water,Water,NULL,Wetland,Forest
6703,Forest,Wetland,Water,Water,Water,NULL,Water,Grassland
6704,Forest,Wetland,Water,Water,Water,NULL,Water,Wetland
6705,Forest,Wetland,Water,Water,Water,NULL,Water,Water
6706,Forest,Wetland,Water,Water,Water,NULL,Water,Forest
6707,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Grassland
6708,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Water
6709,Forest,Wetland,Water,Water,Water,Grassland,Wetland,Forest
6710,Forest,Wetland,Water,Water,Water,Grassland,Water,Grassland
6711,Forest,Wetland,Water,Water,Water,Grassland,Water,Water
6712,Forest,Wetland,Water,Water,Water,Grassland,Water,Forest
6713,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Grassland
6714,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Wetland
6715,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Water
6716,Forest,Wetland,Water,Water,Water,Wetland,Wetland,Forest
6717,Forest,Wetland,Water,Water,Water,Wetland,Water,Grassland
6718,Forest,Wetland,Water,Water,Water,Wetland,Water,Wetland
6719,Forest,Wetland,Water,Water,Water,Wetland,Water,Water
6720,Forest,Wetland,Water,Water,Water,Wetland,Water,Forest
6721,Forest,Wetland,Water,Water,Water,Bareland,Water,Water
6722,Forest,Wetland,Water,Water,Water,Water,Wetland,Grassland
6723,Forest,Wetland,Water,Water,Water,Water,Wetland,Wetland
6724,Forest,Wetland,Water,Water,Water,Water,Wetland,Water
6725,Forest,Wetland,Water,Water,Water,Water,Wetland,Forest
6726,Forest,Wetland,Water,Water,Water,Water,Water,Grassland
6727,Forest,Wetland,Water,Water,Water,Water,Water,Wetland
6728,Forest,Wetland,Water,Water,Water,Water,Water,Bareland
6729,Forest,Wetland,Water,Water,Water,Water,Water,Water
6730,Forest,Wetland,Water,Water,Water,Water,Water,Forest
6731,Forest,Wetland,Water,Water,Water,Forest,Wetland,Grassland
6732,Forest,Wetland,Water,Water,Water,Forest,Wetland,Forest
6733,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
6734,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
6735,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Water,Forest
6736,Forest,Wetland,Forest,NULL,Non_Wetland,NULL,Forest,Forest
6737,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
6738,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
6739,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Water,Forest
6740,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
6741,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,NULL
6742,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
6743,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
6744,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Water
6745,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
6746,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Grassland
6747,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Water
6748,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Water,Forest
6749,Forest,Wetland,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
6750,Forest,Wetland,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
6751,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Grassland,Forest
6752,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
6753,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
6754,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Wetland,Forest
6755,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Grassland
6756,Forest,Wetland,Forest,NULL,Non_Wetland,Water,Water,Forest
6757,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
6758,Forest,Wetland,Forest,NULL,Non_Wetland,Forest,Forest,Forest
6759,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Wetland,Forest
6760,Forest,Wetland,Forest,Non_Water,Non_Wetland,NULL,Water,Forest
6761,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
6762,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
6763,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
6764,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
6765,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
6766,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6767,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
6768,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
6769,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
6770,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
6771,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
6772,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
6773,Forest,Wetland,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
6774,Forest,Wetland,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
6775,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
6776,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
6777,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Water
6778,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
6779,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Grassland
6780,Forest,Wetland,Forest,Non_Water,Non_Wetland,Water,Water,Forest
6781,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest,Wetland,Grassland
6782,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Grassland
6783,Forest,Wetland,Forest,Water,Non_Wetland,NULL,Wetland,Forest
6784,Forest,Wetland,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
6785,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Grassland
6786,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Wetland
6787,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Water
6788,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
6789,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Grassland
6790,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Wetland
6791,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Water
6792,Forest,Wetland,Forest,Water,Non_Wetland,Wetland,Water,Forest
6793,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Grassland
6794,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Wetland
6795,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Water
6796,Forest,Wetland,Forest,Water,Non_Wetland,Water,Wetland,Forest
6797,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Grassland
6798,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Wetland
6799,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Water
6800,Forest,Wetland,Forest,Water,Non_Wetland,Water,Water,Forest
6801,Forest,Bareland,Wetland,NULL,Wetland,Bareland,Water,Water
6802,Forest,Bareland,Wetland,Non_Water,Wetland,Water,Water,Water
6803,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Grassland
6804,Forest,Bareland,Wetland,Water,Wetland,Bareland,Water,Water
6805,Forest,Bareland,Wetland,Water,Wetland,Water,Wetland,Grassland
6806,Forest,Bareland,Wetland,Water,Wetland,Water,Water,Water
6807,Forest,Bareland,Water,Non_Water,Water,Water,Water,Water
6808,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Grassland,Forest
6809,Forest,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
6810,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
6811,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
6812,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
6813,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
6814,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Forest
6815,Forest,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
6816,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
6817,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
6818,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
6819,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Grassland
6820,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Bareland,Forest
6821,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Built-up,Forest
6822,Forest,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
6823,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
6824,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
6825,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
6826,Forest,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
6827,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Wetland,Forest
6828,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
6829,Forest,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
6830,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
6831,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
6832,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Bareland,Forest
6833,Forest,Built-up,NULL,NULL,Non_Wetland,Forest,Built-up,Forest
6834,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6835,Forest,Built-up,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
6836,Forest,Built-up,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
6837,Forest,Built-up,NULL,Water,Non_Wetland,Wetland,Water,Forest
6838,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6839,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
6840,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Water
6841,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
6842,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
6843,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
6844,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
6845,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
6846,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
6847,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
6848,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
6849,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
6850,Forest,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
6851,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
6852,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
6853,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
6854,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
6855,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
6856,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
6857,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
6858,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Forest
6859,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
6860,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
6861,Forest,Built-up,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
6862,Forest,Built-up,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
6863,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
6864,Forest,Built-up,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
6865,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
6866,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
6867,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
6868,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
6869,Forest,Built-up,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
