Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22KGC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22KGC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22KGC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22KGC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22KGC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22KGC_M_R
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
333,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
334,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
335,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
336,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
337,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Built-up
338,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
339,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
340,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
341,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
342,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
343,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
344,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,NULL
345,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
346,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
347,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
348,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Wetland,Forest
349,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
350,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
351,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
352,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
353,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
354,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
355,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
356,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
357,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
358,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
359,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,NULL
360,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
361,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Wetland
362,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,NULL
363,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Forest
364,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
365,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
366,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
367,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
368,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
369,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Wetland,Wetland
370,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
371,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
372,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
373,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
374,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
375,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Wetland,Wetland
376,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Grassland
377,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Cropland,Water,Wetland
378,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
379,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
380,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Cropland
381,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
382,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Water
383,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
384,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
385,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,NULL
386,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
387,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Cropland
388,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
389,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
390,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Bareland,Wetland
391,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,NULL
392,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
393,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Wetland
394,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
395,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,NULL
396,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
397,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Wetland
398,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Forest,Forest
399,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
400,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
401,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Water
402,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Wetland
403,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
404,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
405,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Wetland,Forest
406,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Grassland
407,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Bareland,Wetland
408,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
409,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Wetland
410,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Water
411,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
412,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Grassland
413,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Wetland,Forest
414,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,NULL
415,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
416,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Cropland
417,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Wetland
418,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Forest
419,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
420,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Cropland
421,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,NULL
422,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Grassland
423,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Cropland
424,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Wetland
425,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Wetland,Forest
426,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,NULL
427,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
428,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Wetland
429,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Forest
430,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Grassland
431,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Forest,Forest
432,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Cropland
433,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,NULL,Forest
434,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Grassland
435,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Wetland,Forest
436,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Water,Forest
437,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Forest,Forest,Forest
438,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
439,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
440,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
441,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,NULL,Water
442,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Grassland,Grassland
443,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Grassland
444,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Cropland
445,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Wetland
446,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Wetland,Forest
447,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Water,Wetland
448,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Grassland
449,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Forest,Cropland
450,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Grassland
451,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,NULL,Wetland
452,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Grassland
453,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Wetland
454,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
455,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
456,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Wetland
457,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,NULL
458,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Wetland
459,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Water
460,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
461,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
462,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Built-up,Grassland
463,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
464,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
465,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
466,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
467,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
468,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
469,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Water
470,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
471,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Grassland
472,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Shrubland,Forest
473,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,NULL
474,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Grassland
475,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Cropland
476,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Water
477,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Grassland,Forest
478,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,NULL
479,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Grassland
480,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Cropland
481,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Wetland
482,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Wetland,Forest
483,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Grassland
484,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Cropland
485,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Built-up
486,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Bareland,Forest
487,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,NULL
488,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Grassland
489,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Cropland
490,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Built-up
491,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Built-up,Forest
492,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Grassland
493,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Bareland
494,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Built-up
495,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Water,Forest
496,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,NULL
497,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Grassland
498,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Cropland
499,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Wetland
500,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Water
501,NULL,NULL,Cropland,NULL,Non_Wetland,NULL,Forest,Forest
502,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,NULL
503,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Grassland
504,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Built-up
505,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,NULL,Forest
506,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
507,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
508,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
509,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,NULL
510,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
511,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Grassland,Forest
512,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,NULL
513,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
514,NULL,NULL,Cropland,NULL,Non_Wetland,Shrubland,Water,Grassland
515,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,NULL
516,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
517,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Cropland
518,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Built-up
519,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
520,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,NULL
521,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
522,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Shrubland,Forest
523,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,NULL
524,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
525,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Cropland
526,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Built-up
527,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
528,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
529,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Cropland
530,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
531,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Grassland
532,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Cropland
533,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Built-up
534,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Built-up,Forest
535,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Water,Grassland
536,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
537,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Cropland
538,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
539,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,NULL
540,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Grassland
541,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Cropland
542,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Built-up
543,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,NULL,Forest
544,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,NULL
545,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Grassland
546,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Cropland
547,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Grassland,Forest
548,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,NULL
549,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Grassland
550,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Wetland,Cropland
551,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Built-up,Cropland
552,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,NULL
553,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Cropland
554,NULL,NULL,Cropland,NULL,Non_Wetland,Cropland,Forest,Forest
555,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,NULL
556,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
557,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Cropland
558,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Built-up
559,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
560,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
561,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
562,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,NULL
563,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
564,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Cropland
565,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Water
566,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
567,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,NULL
568,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Bareland,Forest
569,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Water,Forest
570,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,NULL
571,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
572,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Cropland
573,NULL,NULL,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
574,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,NULL
575,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Grassland
576,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Cropland
577,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Built-up
578,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
579,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Wetland,Grassland
580,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
581,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Cropland
582,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Bareland
583,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Bareland,Built-up
584,NULL,NULL,Cropland,NULL,Non_Wetland,Bareland,Built-up,Built-up
585,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,NULL
586,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Grassland
587,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Cropland
588,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Bareland
589,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Built-up
590,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Water
591,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,NULL,Forest
592,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Grassland
593,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Cropland
594,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Built-up
595,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Grassland,Forest
596,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Grassland
597,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Wetland,Forest
598,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Grassland
599,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Cropland
600,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Bareland
601,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Built-up
602,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Built-up,Forest
603,NULL,NULL,Cropland,NULL,Non_Wetland,Built-up,Forest,Cropland
604,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Grassland
605,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Cropland
606,NULL,NULL,Cropland,NULL,Non_Wetland,Water,NULL,Forest
607,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Grassland,Grassland
608,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Grassland
609,NULL,NULL,Cropland,NULL,Non_Wetland,Water,Wetland,Forest
610,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,NULL
611,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Grassland
612,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Cropland
613,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Wetland
614,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
615,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Grassland
616,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
617,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Wetland,Forest
618,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Water,Forest
619,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Grassland
620,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Cropland
621,NULL,NULL,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
622,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
623,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
624,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
625,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
626,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
627,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
628,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
629,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,NULL
630,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Grassland
631,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Cropland
632,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Wetland
633,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Water
634,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Wetland,Forest
635,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,NULL
636,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Grassland
637,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Cropland
638,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Wetland
639,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Water
640,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Water,Forest
641,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Grassland
642,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Cropland
643,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Water
644,NULL,NULL,Cropland,Non_Water,Non_Wetland,NULL,Forest,Forest
645,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
646,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Cropland
647,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
648,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
649,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
650,NULL,NULL,Cropland,Non_Water,Non_Wetland,Grassland,Water,Grassland
651,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
652,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Cropland
653,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,NULL,Wetland
654,NULL,NULL,Cropland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
