Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23MKN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23MKN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23MKN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23MKN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23MKN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23MKN_M_R
326,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
327,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Built-up
328,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
329,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
330,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
331,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
332,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
333,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
334,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
335,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
336,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
337,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
338,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
339,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
340,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
341,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Bareland
342,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Built-up
343,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
344,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
345,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
346,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
347,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Forest
348,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
349,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
350,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Cropland
351,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
352,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
353,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
354,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
355,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Forest
356,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Grassland
357,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Cropland
358,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Forest,Forest
359,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,NULL
360,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
361,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Cropland
362,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
363,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,NULL
364,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
365,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Wetland
366,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Water
367,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Shrubland,Forest
368,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,NULL
369,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
370,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
371,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,NULL
372,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
373,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
374,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Bareland
375,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
376,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,NULL
377,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
378,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
379,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,NULL
380,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
381,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
382,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,NULL
383,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
384,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Wetland
385,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Water
386,NULL,NULL,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
387,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
388,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
390,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
391,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
392,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
393,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
394,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
395,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
398,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
399,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Water
400,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
401,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
402,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
405,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
406,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
407,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
408,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,NULL
409,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
411,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
412,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
413,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
414,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
416,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
417,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
418,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
419,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
420,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
421,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
423,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Built-up
424,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
425,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,NULL
426,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Grassland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Forest,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Cropland
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Wetland,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Grassland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Grassland
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Water,Forest
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Grassland
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Built-up
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Forest,Forest
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Bareland
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Bareland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Water
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Grassland
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Wetland,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Grassland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Forest,Forest
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Bareland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Cropland
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,NULL
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Grassland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Wetland,Forest
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Bareland,Forest
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,NULL
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
502,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
503,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
504,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
505,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
506,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Forest
507,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
508,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
509,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
510,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
511,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
512,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
513,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,NULL
514,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Bareland,Grassland
515,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Grassland
516,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Water,Water
517,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,NULL
518,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Forest,Grassland
519,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,NULL
520,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
521,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
522,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,NULL
523,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
524,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Water
525,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
526,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,NULL
527,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
528,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Cropland
529,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Built-up
530,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
531,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,NULL
532,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Grassland
533,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Water,Forest
534,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
535,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Grassland,Forest,Forest
536,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,NULL
537,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
538,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,NULL
539,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Shrubland,Wetland
540,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
541,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,NULL,Cropland
542,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Shrubland,Grassland
543,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
544,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Grassland
545,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Bareland,Water,Forest
546,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Shrubland,Forest
547,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Grassland
548,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Bareland,Built-up
549,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Built-up,Built-up,Grassland
550,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Grassland
551,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,NULL,Water
552,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Grassland
553,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Shrubland,Water
554,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Grassland,Grassland
555,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Water,Water,Grassland
556,NULL,NULL,Shrubland,Water,Non_Wetland,NULL,Shrubland,Forest
557,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Grassland
558,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,NULL,Forest
559,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,NULL
560,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Grassland
561,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Bareland
562,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Built-up
563,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Shrubland,Forest
564,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,NULL
565,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Grassland,Forest
566,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Wetland,NULL
567,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Grassland
568,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Bareland,Forest
569,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Water,Grassland
570,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,NULL
571,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Grassland
572,NULL,NULL,Shrubland,Water,Non_Wetland,Shrubland,Forest,Forest
573,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
574,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,NULL,Forest
575,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,NULL
576,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Grassland
577,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Shrubland,Forest
578,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,NULL
579,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Grassland
580,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Grassland,Forest
581,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Bareland,Forest
582,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Water,Grassland
583,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,NULL
584,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Grassland
585,NULL,NULL,Shrubland,Water,Non_Wetland,Grassland,Forest,Forest
586,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Wetland
587,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Shrubland,Bareland
588,NULL,NULL,Shrubland,Water,Non_Wetland,Wetland,Water,Grassland
589,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Grassland
590,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Shrubland,Bareland
591,NULL,NULL,Shrubland,Water,Non_Wetland,Bareland,Water,Grassland
592,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Shrubland,Grassland
593,NULL,NULL,Shrubland,Water,Non_Wetland,Built-up,Shrubland,Bareland
594,NULL,NULL,Shrubland,Water,Non_Wetland,Water,NULL,Grassland
595,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Shrubland,Water
596,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Grassland
597,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Grassland,Water
598,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Grassland
599,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Water,Water
600,NULL,NULL,Shrubland,Water,Non_Wetland,Water,Forest,Forest
601,NULL,NULL,Shrubland,Water,Non_Wetland,Forest,Forest,Forest
602,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
603,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
604,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
605,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
606,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,NULL
607,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Grassland
608,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Shrubland,Forest
609,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,NULL
610,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Grassland
611,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Cropland
612,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Bareland
613,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Built-up
614,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Grassland,Forest
615,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Grassland
616,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Built-up
617,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Bareland,Forest
618,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,NULL
619,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Grassland
620,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Cropland
621,NULL,NULL,Grassland,NULL,Non_Wetland,NULL,Forest,Forest
622,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,NULL
623,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Grassland
624,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,NULL,Forest
625,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
626,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
627,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
628,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
629,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,NULL
630,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
631,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
632,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
633,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Grassland,Forest
634,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,NULL
635,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
636,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Bareland,Forest
637,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
638,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,NULL
639,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Grassland
640,NULL,NULL,Grassland,NULL,Non_Wetland,Shrubland,Forest,Forest
641,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,NULL
642,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
643,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Cropland
644,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
645,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
646,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,NULL
647,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
648,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
649,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
650,NULL,NULL,Grassland,NULL,Non_Wetland,Grassland,Shrubland,Forest
