Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20LPN_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20LPN_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20LPN_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_20LPN_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_20LPN_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20LPN_M_R
11954,Forest,NULL,Water,NULL,Water,Grassland,Bareland,Forest
11955,Forest,NULL,Water,NULL,Water,Grassland,Built-up,Forest
11956,Forest,NULL,Water,NULL,Water,Grassland,Water,Grassland
11957,Forest,NULL,Water,NULL,Water,Grassland,Water,Forest
11958,Forest,NULL,Water,NULL,Water,Grassland,Forest,Grassland
11959,Forest,NULL,Water,NULL,Water,Grassland,Forest,Forest
11960,Forest,NULL,Water,NULL,Water,Cropland,Grassland,Grassland
11961,Forest,NULL,Water,NULL,Water,Cropland,Grassland,Forest
11962,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
11963,Forest,NULL,Water,NULL,Water,Wetland,Grassland,Water
11964,Forest,NULL,Water,NULL,Water,Wetland,Wetland,Forest
11965,Forest,NULL,Water,NULL,Water,Wetland,Bareland,Grassland
11966,Forest,NULL,Water,NULL,Water,Wetland,Forest,Forest
11967,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Grassland
11968,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Water
11969,Forest,NULL,Water,NULL,Water,Bareland,Shrubland,Forest
11970,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
11971,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Bareland
11972,Forest,NULL,Water,NULL,Water,Bareland,Grassland,Forest
11973,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Grassland
11974,Forest,NULL,Water,NULL,Water,Bareland,Wetland,Forest
11975,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Grassland
11976,Forest,NULL,Water,NULL,Water,Bareland,Bareland,Forest
11977,Forest,NULL,Water,NULL,Water,Bareland,Water,Grassland
11978,Forest,NULL,Water,NULL,Water,Bareland,Water,Bareland
11979,Forest,NULL,Water,NULL,Water,Bareland,Water,Forest
11980,Forest,NULL,Water,NULL,Water,Built-up,Wetland,Forest
11981,Forest,NULL,Water,NULL,Water,Water,Shrubland,Grassland
11982,Forest,NULL,Water,NULL,Water,Water,Shrubland,Wetland
11983,Forest,NULL,Water,NULL,Water,Water,Shrubland,Forest
11984,Forest,NULL,Water,NULL,Water,Water,Grassland,Grassland
11985,Forest,NULL,Water,NULL,Water,Water,Grassland,Wetland
11986,Forest,NULL,Water,NULL,Water,Water,Grassland,Bareland
11987,Forest,NULL,Water,NULL,Water,Water,Grassland,Water
11988,Forest,NULL,Water,NULL,Water,Water,Grassland,Forest
11989,Forest,NULL,Water,NULL,Water,Water,Wetland,Grassland
11990,Forest,NULL,Water,NULL,Water,Water,Wetland,Water
11991,Forest,NULL,Water,NULL,Water,Water,Water,Grassland
11992,Forest,NULL,Water,NULL,Water,Water,Water,Water
11993,Forest,NULL,Water,NULL,Water,Water,Forest,Forest
11994,Forest,NULL,Water,NULL,Water,Forest,Grassland,Forest
11995,Forest,NULL,Water,NULL,Water,Forest,Wetland,Forest
11996,Forest,NULL,Water,Non_Water,Water,NULL,Grassland,Water
11997,Forest,NULL,Water,Non_Water,Water,Shrubland,Grassland,Grassland
11998,Forest,NULL,Water,Non_Water,Water,Shrubland,Wetland,Grassland
11999,Forest,NULL,Water,Non_Water,Water,Grassland,Shrubland,Grassland
12000,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Grassland
12001,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Wetland
12002,Forest,NULL,Water,Non_Water,Water,Grassland,Grassland,Forest
12003,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Grassland
12004,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Wetland
12005,Forest,NULL,Water,Non_Water,Water,Grassland,Wetland,Water
12006,Forest,NULL,Water,Non_Water,Water,Grassland,Built-up,Forest
12007,Forest,NULL,Water,Non_Water,Water,Grassland,Water,Forest
12008,Forest,NULL,Water,Non_Water,Water,Cropland,Grassland,Forest
12009,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Grassland
12010,Forest,NULL,Water,Non_Water,Water,Bareland,Grassland,Wetland
12011,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Grassland
12012,Forest,NULL,Water,Non_Water,Water,Bareland,Wetland,Wetland
12013,Forest,NULL,Water,Non_Water,Water,Bareland,Bareland,Grassland
12014,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Grassland
12015,Forest,NULL,Water,Non_Water,Water,Water,Grassland,Forest
12016,Forest,NULL,Water,Non_Water,Water,Water,Wetland,Grassland
12017,Forest,NULL,Water,Non_Water,Water,Water,Water,Grassland
12018,Forest,NULL,Water,Non_Water,Water,Water,Water,Water
12019,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Wetland
12020,Forest,NULL,Water,Water,Water,Shrubland,Grassland,Bareland
12021,Forest,NULL,Water,Water,Water,Grassland,Shrubland,Forest
12022,Forest,NULL,Water,Water,Water,Grassland,Grassland,Grassland
12023,Forest,NULL,Water,Water,Water,Grassland,Grassland,Bareland
12024,Forest,NULL,Water,Water,Water,Grassland,Grassland,Water
12025,Forest,NULL,Water,Water,Water,Grassland,Grassland,Forest
12026,Forest,NULL,Water,Water,Water,Grassland,Wetland,Forest
12027,Forest,NULL,Water,Water,Water,Grassland,Bareland,Forest
12028,Forest,NULL,Water,Water,Water,Grassland,Water,Bareland
12029,Forest,NULL,Water,Water,Water,Grassland,Forest,Forest
12030,Forest,NULL,Water,Water,Water,Bareland,Grassland,Grassland
12031,Forest,NULL,Water,Water,Water,Bareland,Bareland,Grassland
12032,Forest,NULL,Water,Water,Water,Bareland,Water,Grassland
12033,Forest,NULL,Water,Water,Water,Bareland,Water,Forest
12034,Forest,NULL,Water,Water,Water,Water,Shrubland,Bareland
12035,Forest,NULL,Water,Water,Water,Water,Shrubland,Forest
12036,Forest,NULL,Water,Water,Water,Water,Grassland,Grassland
12037,Forest,NULL,Water,Water,Water,Water,Grassland,Wetland
12038,Forest,NULL,Water,Water,Water,Water,Grassland,Bareland
12039,Forest,NULL,Water,Water,Water,Water,Grassland,Water
12040,Forest,NULL,Water,Water,Water,Water,Grassland,Forest
12041,Forest,NULL,Water,Water,Water,Water,Wetland,Water
12042,Forest,NULL,Water,Water,Water,Water,Water,Grassland
12043,Forest,NULL,Water,Water,Water,Water,Water,Water
12044,Forest,NULL,Water,Water,Water,Water,Water,Forest
12045,Forest,NULL,Water,Water,Water,Water,Forest,Water
12046,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Grassland
12047,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Shrubland,Forest
12048,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,NULL
12049,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
12050,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Wetland
12051,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
12052,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
12053,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
12054,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Bareland,Forest
12055,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Water,Forest
12056,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,NULL
12057,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
12058,Forest,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
12059,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,NULL
12060,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Grassland
12061,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,NULL,Forest
12062,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,NULL
12063,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12064,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
12065,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
12066,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12067,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,NULL
12068,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12069,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Wetland
12070,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Bareland
12071,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Built-up
12072,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Grassland,Forest
12073,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,NULL
12074,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12075,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Wetland
12076,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Built-up
12077,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Wetland,Forest
12078,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12079,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Bareland,Forest
12080,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Built-up,Forest
12081,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Grassland
12082,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Water,Forest
12083,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,NULL
12084,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Grassland
12085,Forest,NULL,Forest,NULL,Non_Wetland,Shrubland,Forest,Forest
12086,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
12087,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
12088,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,NULL
12089,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12090,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Wetland
12091,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Bareland
12092,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Built-up
12093,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
12094,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
12095,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
12096,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Cropland
12097,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
12098,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Bareland
12099,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Built-up
12100,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Water
12101,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
12102,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,NULL
12103,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
12104,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
12105,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Built-up
12106,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
12107,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,NULL
12108,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
12109,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
12110,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Grassland
12111,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Built-up,Forest
12112,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Grassland
12113,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Water,Forest
12114,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
12115,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
12116,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
12117,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Bareland
12118,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Built-up
12119,Forest,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
12120,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Grassland
12121,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Grassland,Forest
12122,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Bareland,Forest
12123,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Grassland
12124,Forest,NULL,Forest,NULL,Non_Wetland,Cropland,Forest,Forest
12125,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Forest
12126,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12127,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
12128,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
12129,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
12130,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
12131,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
12132,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
12133,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
12134,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Grassland
12135,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Bareland,Forest
12136,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
12137,Forest,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
12138,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,NULL,Grassland
12139,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12140,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Bareland
12141,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Built-up
12142,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Shrubland,Forest
12143,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,NULL
12144,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
12145,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Bareland
12146,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Built-up
12147,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
12148,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
12149,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Built-up
12150,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
12151,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Grassland
12152,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Built-up
12153,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
12154,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Built-up,Forest
12155,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Grassland
12156,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
12157,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,NULL
12158,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
12159,Forest,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
12160,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Grassland
12161,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Grassland,Forest
12162,Forest,NULL,Forest,NULL,Non_Wetland,Built-up,Built-up,Grassland
12163,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Grassland
12164,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Bareland
12165,Forest,NULL,Forest,NULL,Non_Wetland,Water,Shrubland,Forest
12166,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,NULL
12167,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Grassland
12168,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Wetland
12169,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Bareland
12170,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Built-up
12171,Forest,NULL,Forest,NULL,Non_Wetland,Water,Grassland,Forest
12172,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Grassland
12173,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Wetland
12174,Forest,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
12175,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Grassland
12176,Forest,NULL,Forest,NULL,Non_Wetland,Water,Bareland,Forest
12177,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Grassland
12178,Forest,NULL,Forest,NULL,Non_Wetland,Water,Water,Forest
12179,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Grassland
12180,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Bareland
12181,Forest,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
12182,Forest,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
12183,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Grassland
12184,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Shrubland,Forest
12185,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
12186,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
12187,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
12188,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
12189,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
12190,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Grassland
12191,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Bareland,Forest
12192,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Built-up,Forest
12193,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Water,Forest
12194,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,NULL
12195,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
12196,Forest,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
12197,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Grassland
12198,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL,Grassland,Forest
12199,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
12200,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Shrubland,Forest
12201,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Grassland
12202,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Wetland
12203,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Grassland,Forest
12204,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Grassland
12205,Forest,NULL,Forest,Non_Water,Non_Wetland,Shrubland,Wetland,Forest
12206,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Grassland
12207,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Shrubland,Forest
12208,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,NULL
12209,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
12210,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
12211,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Forest
12212,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
12213,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Water
12214,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Wetland,Forest
12215,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Grassland
12216,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Water,Forest
12217,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland,Forest,Grassland
12218,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Shrubland,Grassland
12219,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
12220,Forest,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
12221,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Shrubland,Forest
12222,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
12223,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Grassland,Forest
12224,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
12225,Forest,NULL,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
12226,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Grassland
12227,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Water
12228,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
12229,Forest,NULL,Forest,Non_Water,Non_Wetland,Water,Water,Forest
12230,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Grassland
12231,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Grassland,Forest
12232,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest,Water,Forest
12233,Forest,NULL,Forest,Water,Non_Wetland,Shrubland,Grassland,Forest
12234,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Grassland
12235,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Shrubland,Forest
12236,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Grassland
12237,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Water
12238,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Grassland,Forest
12239,Forest,NULL,Forest,Water,Non_Wetland,Grassland,Wetland,Grassland
12240,Forest,NULL,Forest,Water,Non_Wetland,Cropland,Grassland,Water
12241,Forest,NULL,Forest,Water,Non_Wetland,Bareland,Grassland,Forest
12242,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Grassland
12243,Forest,NULL,Forest,Water,Non_Wetland,Water,Grassland,Forest
12244,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
12245,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Shrubland,Forest
12246,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,NULL
12247,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Grassland
12248,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Grassland,Forest
12249,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Wetland,Grassland
12250,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Grassland
12251,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Bareland,Forest
12252,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Grassland
12253,Forest,Cropland,NULL,NULL,Non_Wetland,Shrubland,Forest,Forest
12254,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
12255,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Cropland
12256,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
12257,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Grassland
12258,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Cropland
12259,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Shrubland,Forest
12260,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
12261,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Cropland
12262,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Bareland
12263,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Built-up
12264,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
12265,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
12266,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
12267,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
12268,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Built-up,Built-up
12269,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Water,Grassland
12270,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
12271,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Cropland
12272,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Bareland
12273,Forest,Cropland,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
12274,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Grassland
12275,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Cropland
12276,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,NULL,Forest
12277,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Shrubland,Grassland
12278,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Grassland
12279,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Cropland
12280,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Grassland,Forest
12281,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Grassland
12282,Forest,Cropland,NULL,NULL,Non_Wetland,Cropland,Forest,Cropland
12283,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Grassland
12284,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
12285,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
12286,Forest,Cropland,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
12287,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
12288,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Cropland
12289,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
12290,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Grassland
12291,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Shrubland,Forest
12292,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
12293,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Bareland
12294,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Built-up
12295,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
12296,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
12297,Forest,Cropland,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
