Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_17MRP_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_17MRP_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_17MRP_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_17MRP_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_17MRP_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_17MRP_M_R
1288,Water,Bareland,Forest,NULL,Non_Wetland,Bareland
1289,Water,Bareland,Forest,NULL,Non_Wetland,Forest
1290,Water,Bareland,Forest,Non_Water,Non_Wetland,Bareland
1291,Water,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1292,Water,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1293,Water,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1294,Water,Built-up,Shrubland,NULL,Non_Wetland,Water
1295,Water,Built-up,Shrubland,NULL,Non_Wetland,Forest
1296,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Grassland
1297,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Bareland
1298,Water,Built-up,Shrubland,Non_Water,Non_Wetland,Forest
1299,Water,Built-up,Shrubland,Water,Non_Wetland,Grassland
1300,Water,Built-up,Shrubland,Water,Non_Wetland,Bareland
1301,Water,Built-up,Shrubland,Water,Non_Wetland,Water
1302,Water,Built-up,Shrubland,Water,Non_Wetland,Forest
1303,Water,Built-up,Grassland,NULL,Non_Wetland,Built-up
1304,Water,Built-up,Grassland,NULL,Non_Wetland,Forest
1305,Water,Built-up,Cropland,NULL,Non_Wetland,Grassland
1306,Water,Built-up,Cropland,NULL,Non_Wetland,Bareland
1307,Water,Built-up,Cropland,NULL,Non_Wetland,Water
1308,Water,Built-up,Cropland,NULL,Non_Wetland,Forest
1309,Water,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1310,Water,Built-up,Cropland,Non_Water,Non_Wetland,Forest
1311,Water,Built-up,Cropland,Water,Non_Wetland,Forest
1312,Water,Built-up,Wetland,NULL,Wetland,Forest
1313,Water,Built-up,Wetland,Non_Water,Wetland,Bareland
1314,Water,Built-up,Wetland,Water,Wetland,Grassland
1315,Water,Built-up,Wetland,Water,Wetland,Water
1316,Water,Built-up,Bareland,NULL,Non_Wetland,Bareland
1317,Water,Built-up,Bareland,Non_Water,Non_Wetland,Grassland
1318,Water,Built-up,Bareland,Non_Water,Non_Wetland,Water
1319,Water,Built-up,Bareland,Water,Non_Wetland,Forest
1320,Water,Built-up,Water,NULL,Water,Bareland
1321,Water,Built-up,Water,NULL,Water,Forest
1322,Water,Built-up,Water,Non_Water,Water,Bareland
1323,Water,Built-up,Water,Non_Water,Water,Water
1324,Water,Built-up,Water,Non_Water,Water,Forest
1325,Water,Built-up,Water,Water,Water,Bareland
1326,Water,Built-up,Water,Water,Water,Water
1327,Water,Built-up,Water,Water,Water,Forest
1328,Water,Built-up,Forest,NULL,Non_Wetland,Grassland
1329,Water,Built-up,Forest,NULL,Non_Wetland,Bareland
1330,Water,Built-up,Forest,NULL,Non_Wetland,Water
1331,Water,Built-up,Forest,NULL,Non_Wetland,Forest
1332,Water,Built-up,Forest,Non_Water,Non_Wetland,Bareland
1333,Water,Built-up,Forest,Non_Water,Non_Wetland,Water
1334,Water,Built-up,Forest,Non_Water,Non_Wetland,Forest
1335,Water,Built-up,Forest,Water,Non_Wetland,Grassland
1336,Water,Water,Shrubland,NULL,Non_Wetland,Grassland
1337,Water,Water,Shrubland,NULL,Non_Wetland,Cropland
1338,Water,Water,Shrubland,NULL,Non_Wetland,Bareland
1339,Water,Water,Shrubland,NULL,Non_Wetland,Built-up
1340,Water,Water,Shrubland,NULL,Non_Wetland,Water
1341,Water,Water,Shrubland,NULL,Non_Wetland,Forest
1342,Water,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1343,Water,Water,Shrubland,Non_Water,Non_Wetland,Cropland
1344,Water,Water,Shrubland,Non_Water,Non_Wetland,Bareland
1345,Water,Water,Shrubland,Non_Water,Non_Wetland,Built-up
1346,Water,Water,Shrubland,Non_Water,Non_Wetland,Water
1347,Water,Water,Shrubland,Non_Water,Non_Wetland,Forest
1348,Water,Water,Shrubland,Water,Non_Wetland,Grassland
1349,Water,Water,Shrubland,Water,Non_Wetland,Cropland
1350,Water,Water,Shrubland,Water,Non_Wetland,Bareland
1351,Water,Water,Shrubland,Water,Non_Wetland,Water
1352,Water,Water,Shrubland,Water,Non_Wetland,Forest
1353,Water,Water,Grassland,NULL,Non_Wetland,Grassland
1354,Water,Water,Grassland,NULL,Non_Wetland,Cropland
1355,Water,Water,Grassland,NULL,Non_Wetland,Bareland
1356,Water,Water,Grassland,NULL,Non_Wetland,Built-up
1357,Water,Water,Grassland,NULL,Non_Wetland,Water
1358,Water,Water,Grassland,NULL,Non_Wetland,Forest
1359,Water,Water,Grassland,Non_Water,Non_Wetland,Grassland
1360,Water,Water,Grassland,Non_Water,Non_Wetland,Bareland
1361,Water,Water,Grassland,Non_Water,Non_Wetland,Water
1362,Water,Water,Grassland,Non_Water,Non_Wetland,Forest
1363,Water,Water,Grassland,Water,Non_Wetland,Grassland
1364,Water,Water,Grassland,Water,Non_Wetland,Bareland
1365,Water,Water,Grassland,Water,Non_Wetland,Water
1366,Water,Water,Grassland,Water,Non_Wetland,Forest
1367,Water,Water,Cropland,NULL,Non_Wetland,NULL
1368,Water,Water,Cropland,NULL,Non_Wetland,Grassland
1369,Water,Water,Cropland,NULL,Non_Wetland,Cropland
1370,Water,Water,Cropland,NULL,Non_Wetland,Bareland
1371,Water,Water,Cropland,NULL,Non_Wetland,Built-up
1372,Water,Water,Cropland,NULL,Non_Wetland,Water
1373,Water,Water,Cropland,NULL,Non_Wetland,Forest
1374,Water,Water,Cropland,Non_Water,Non_Wetland,Grassland
1375,Water,Water,Cropland,Non_Water,Non_Wetland,Cropland
1376,Water,Water,Cropland,Non_Water,Non_Wetland,Bareland
1377,Water,Water,Cropland,Non_Water,Non_Wetland,Built-up
1378,Water,Water,Cropland,Non_Water,Non_Wetland,Water
1379,Water,Water,Cropland,Non_Water,Non_Wetland,Forest
1380,Water,Water,Cropland,Water,Non_Wetland,Grassland
1381,Water,Water,Cropland,Water,Non_Wetland,Bareland
1382,Water,Water,Cropland,Water,Non_Wetland,Water
1383,Water,Water,Cropland,Water,Non_Wetland,Forest
1384,Water,Water,Wetland,NULL,Wetland,Grassland
1385,Water,Water,Wetland,NULL,Wetland,Bareland
1386,Water,Water,Wetland,NULL,Wetland,Water
1387,Water,Water,Wetland,NULL,Wetland,Forest
1388,Water,Water,Wetland,Non_Water,Wetland,Grassland
1389,Water,Water,Wetland,Non_Water,Wetland,Bareland
1390,Water,Water,Wetland,Non_Water,Wetland,Water
1391,Water,Water,Wetland,Non_Water,Wetland,Forest
1392,Water,Water,Wetland,Water,Wetland,Grassland
1393,Water,Water,Wetland,Water,Wetland,Cropland
1394,Water,Water,Wetland,Water,Wetland,Bareland
1395,Water,Water,Wetland,Water,Wetland,Built-up
1396,Water,Water,Wetland,Water,Wetland,Water
1397,Water,Water,Wetland,Water,Wetland,Forest
1398,Water,Water,Bareland,NULL,Non_Wetland,Grassland
1399,Water,Water,Bareland,NULL,Non_Wetland,Bareland
1400,Water,Water,Bareland,NULL,Non_Wetland,Built-up
1401,Water,Water,Bareland,NULL,Non_Wetland,Water
1402,Water,Water,Bareland,NULL,Non_Wetland,Forest
1403,Water,Water,Bareland,Non_Water,Non_Wetland,Grassland
1404,Water,Water,Bareland,Non_Water,Non_Wetland,Bareland
1405,Water,Water,Bareland,Non_Water,Non_Wetland,Water
1406,Water,Water,Bareland,Non_Water,Non_Wetland,Forest
1407,Water,Water,Bareland,Water,Non_Wetland,Grassland
1408,Water,Water,Bareland,Water,Non_Wetland,Bareland
1409,Water,Water,Bareland,Water,Non_Wetland,Built-up
1410,Water,Water,Bareland,Water,Non_Wetland,Water
1411,Water,Water,Bareland,Water,Non_Wetland,Forest
1412,Water,Water,Built-up,NULL,Non_Wetland,Bareland
1413,Water,Water,Built-up,NULL,Non_Wetland,Built-up
1414,Water,Water,Water,NULL,Water,Grassland
1415,Water,Water,Water,NULL,Water,Cropland
1416,Water,Water,Water,NULL,Water,Bareland
1417,Water,Water,Water,NULL,Water,Water
1418,Water,Water,Water,NULL,Water,Forest
1419,Water,Water,Water,Non_Water,Water,Grassland
1420,Water,Water,Water,Non_Water,Water,Cropland
1421,Water,Water,Water,Non_Water,Water,Bareland
1422,Water,Water,Water,Non_Water,Water,Water
1423,Water,Water,Water,Non_Water,Water,Forest
1424,Water,Water,Water,Water,Water,Grassland
1425,Water,Water,Water,Water,Water,Cropland
1426,Water,Water,Water,Water,Water,Bareland
1427,Water,Water,Water,Water,Water,Built-up
1428,Water,Water,Water,Water,Water,Water
1429,Water,Water,Water,Water,Water,Forest
1430,Water,Water,Forest,NULL,Non_Wetland,NULL
1431,Water,Water,Forest,NULL,Non_Wetland,Grassland
1432,Water,Water,Forest,NULL,Non_Wetland,Cropland
1433,Water,Water,Forest,NULL,Non_Wetland,Bareland
1434,Water,Water,Forest,NULL,Non_Wetland,Built-up
1435,Water,Water,Forest,NULL,Non_Wetland,Water
1436,Water,Water,Forest,NULL,Non_Wetland,Forest
1437,Water,Water,Forest,Non_Water,Non_Wetland,Grassland
1438,Water,Water,Forest,Non_Water,Non_Wetland,Cropland
1439,Water,Water,Forest,Non_Water,Non_Wetland,Bareland
1440,Water,Water,Forest,Non_Water,Non_Wetland,Water
1441,Water,Water,Forest,Non_Water,Non_Wetland,Forest
1442,Water,Water,Forest,Water,Non_Wetland,Grassland
1443,Water,Water,Forest,Water,Non_Wetland,Cropland
1444,Water,Water,Forest,Water,Non_Wetland,Bareland
1445,Water,Water,Forest,Water,Non_Wetland,Built-up
1446,Water,Water,Forest,Water,Non_Wetland,Water
1447,Water,Water,Forest,Water,Non_Wetland,Forest
1448,Water,Forest,NULL,NULL,Non_Wetland,NULL
1449,Water,Forest,NULL,NULL,Non_Wetland,Grassland
1450,Water,Forest,NULL,NULL,Non_Wetland,Bareland
1451,Water,Forest,NULL,NULL,Non_Wetland,Water
1452,Water,Forest,NULL,NULL,Non_Wetland,Forest
1453,Water,Forest,NULL,Non_Water,Non_Wetland,Forest
1454,Water,Forest,Shrubland,NULL,Non_Wetland,NULL
1455,Water,Forest,Shrubland,NULL,Non_Wetland,Grassland
1456,Water,Forest,Shrubland,NULL,Non_Wetland,Bareland
1457,Water,Forest,Shrubland,NULL,Non_Wetland,Water
1458,Water,Forest,Shrubland,NULL,Non_Wetland,Forest
1459,Water,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1460,Water,Forest,Shrubland,Non_Water,Non_Wetland,Water
1461,Water,Forest,Shrubland,Non_Water,Non_Wetland,Forest
1462,Water,Forest,Shrubland,Water,Non_Wetland,Grassland
1463,Water,Forest,Shrubland,Water,Non_Wetland,Water
1464,Water,Forest,Grassland,NULL,Non_Wetland,Grassland
1465,Water,Forest,Grassland,NULL,Non_Wetland,Forest
1466,Water,Forest,Cropland,NULL,Non_Wetland,Grassland
1467,Water,Forest,Cropland,NULL,Non_Wetland,Forest
1468,Water,Forest,Wetland,NULL,Wetland,Forest
1469,Water,Forest,Wetland,Water,Wetland,Bareland
1470,Water,Forest,Bareland,NULL,Non_Wetland,Grassland
1471,Water,Forest,Bareland,NULL,Non_Wetland,Bareland
1472,Water,Forest,Bareland,NULL,Non_Wetland,Forest
1473,Water,Forest,Water,NULL,Water,Grassland
1474,Water,Forest,Water,NULL,Water,Forest
1475,Water,Forest,Water,Non_Water,Water,Forest
1476,Water,Forest,Water,Water,Water,Grassland
1477,Water,Forest,Water,Water,Water,Bareland
1478,Water,Forest,Water,Water,Water,Forest
1479,Water,Forest,Forest,NULL,Non_Wetland,NULL
1480,Water,Forest,Forest,NULL,Non_Wetland,Grassland
1481,Water,Forest,Forest,NULL,Non_Wetland,Cropland
1482,Water,Forest,Forest,NULL,Non_Wetland,Bareland
1483,Water,Forest,Forest,NULL,Non_Wetland,Water
1484,Water,Forest,Forest,NULL,Non_Wetland,Forest
1485,Water,Forest,Forest,Non_Water,Non_Wetland,Water
1486,Water,Forest,Forest,Non_Water,Non_Wetland,Forest
1487,Water,Forest,Forest,Water,Non_Wetland,Forest
1488,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,NULL
1489,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Grassland
1490,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Bareland
1491,Permanent_ice_and_snow,NULL,NULL,NULL,Non_Wetland,Forest
1492,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,NULL
1493,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Grassland
1494,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Bareland
1495,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Water
1496,Permanent_ice_and_snow,NULL,Shrubland,NULL,Non_Wetland,Forest
1497,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Grassland
1498,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Bareland
1499,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Built-up
1500,Permanent_ice_and_snow,NULL,Grassland,NULL,Non_Wetland,Forest
1501,Permanent_ice_and_snow,NULL,Cropland,NULL,Non_Wetland,Forest
1502,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Grassland
1503,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Bareland
1504,Permanent_ice_and_snow,NULL,Bareland,NULL,Non_Wetland,Forest
1505,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Grassland
1506,Permanent_ice_and_snow,NULL,Built-up,NULL,Non_Wetland,Bareland
1507,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,NULL
1508,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Grassland
1509,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Bareland
1510,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Water
1511,Permanent_ice_and_snow,NULL,Forest,NULL,Non_Wetland,Forest
1512,Permanent_ice_and_snow,Cropland,Grassland,NULL,Non_Wetland,Grassland
1513,Permanent_ice_and_snow,Bareland,Grassland,NULL,Non_Wetland,Grassland
1514,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Grassland
1515,Permanent_ice_and_snow,Bareland,Forest,NULL,Non_Wetland,Forest
1516,Permanent_ice_and_snow,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1517,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Grassland
1518,Permanent_ice_and_snow,Built-up,Grassland,NULL,Non_Wetland,Bareland
1519,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Grassland
1520,Permanent_ice_and_snow,Built-up,Bareland,NULL,Non_Wetland,Bareland
1521,Permanent_ice_and_snow,Built-up,Built-up,NULL,Non_Wetland,Grassland
1522,Permanent_ice_and_snow,Built-up,Forest,NULL,Non_Wetland,Grassland
1523,Permanent_ice_and_snow,Forest,NULL,NULL,Non_Wetland,Forest
1524,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Grassland
1525,Permanent_ice_and_snow,Forest,Shrubland,NULL,Non_Wetland,Forest
1526,Permanent_ice_and_snow,Forest,Cropland,NULL,Non_Wetland,Forest
1527,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,NULL
1528,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Grassland
1529,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Bareland
1530,Permanent_ice_and_snow,Forest,Forest,NULL,Non_Wetland,Forest
1531,Forest,NULL,NULL,NULL,Non_Wetland,NULL
1532,Forest,NULL,NULL,NULL,Non_Wetland,Grassland
1533,Forest,NULL,NULL,NULL,Non_Wetland,Bareland
1534,Forest,NULL,NULL,NULL,Non_Wetland,Water
1535,Forest,NULL,NULL,NULL,Non_Wetland,Forest
1536,Forest,NULL,Shrubland,NULL,Non_Wetland,NULL
1537,Forest,NULL,Shrubland,NULL,Non_Wetland,Grassland
1538,Forest,NULL,Shrubland,NULL,Non_Wetland,Cropland
1539,Forest,NULL,Shrubland,NULL,Non_Wetland,Bareland
1540,Forest,NULL,Shrubland,NULL,Non_Wetland,Built-up
1541,Forest,NULL,Shrubland,NULL,Non_Wetland,Water
1542,Forest,NULL,Shrubland,NULL,Non_Wetland,Forest
1543,Forest,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1544,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1545,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1546,Forest,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1547,Forest,NULL,Shrubland,Water,Non_Wetland,Grassland
1548,Forest,NULL,Shrubland,Water,Non_Wetland,Cropland
1549,Forest,NULL,Shrubland,Water,Non_Wetland,Bareland
1550,Forest,NULL,Shrubland,Water,Non_Wetland,Water
1551,Forest,NULL,Shrubland,Water,Non_Wetland,Forest
1552,Forest,NULL,Grassland,NULL,Non_Wetland,NULL
1553,Forest,NULL,Grassland,NULL,Non_Wetland,Grassland
1554,Forest,NULL,Grassland,NULL,Non_Wetland,Cropland
1555,Forest,NULL,Grassland,NULL,Non_Wetland,Bareland
1556,Forest,NULL,Grassland,NULL,Non_Wetland,Built-up
1557,Forest,NULL,Grassland,NULL,Non_Wetland,Forest
1558,Forest,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1559,Forest,NULL,Cropland,NULL,Non_Wetland,NULL
1560,Forest,NULL,Cropland,NULL,Non_Wetland,Grassland
1561,Forest,NULL,Cropland,NULL,Non_Wetland,Cropland
1562,Forest,NULL,Cropland,NULL,Non_Wetland,Bareland
1563,Forest,NULL,Cropland,NULL,Non_Wetland,Built-up
1564,Forest,NULL,Cropland,NULL,Non_Wetland,Forest
1565,Forest,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1566,Forest,NULL,Cropland,Non_Water,Non_Wetland,Bareland
1567,Forest,NULL,Cropland,Water,Non_Wetland,Grassland
1568,Forest,NULL,Cropland,Water,Non_Wetland,Bareland
1569,Forest,NULL,Cropland,Water,Non_Wetland,Forest
1570,Forest,NULL,Wetland,NULL,Wetland,Forest
1571,Forest,NULL,Wetland,Water,Wetland,Grassland
1572,Forest,NULL,Wetland,Water,Wetland,Bareland
1573,Forest,NULL,Wetland,Water,Wetland,Water
1574,Forest,NULL,Bareland,NULL,Non_Wetland,NULL
1575,Forest,NULL,Bareland,NULL,Non_Wetland,Grassland
1576,Forest,NULL,Bareland,NULL,Non_Wetland,Bareland
1577,Forest,NULL,Bareland,NULL,Non_Wetland,Built-up
1578,Forest,NULL,Bareland,NULL,Non_Wetland,Water
1579,Forest,NULL,Bareland,NULL,Non_Wetland,Forest
1580,Forest,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1581,Forest,NULL,Bareland,Non_Water,Non_Wetland,Forest
1582,Forest,NULL,Bareland,Water,Non_Wetland,Bareland
1583,Forest,NULL,Bareland,Water,Non_Wetland,Water
1584,Forest,NULL,Bareland,Water,Non_Wetland,Forest
1585,Forest,NULL,Built-up,NULL,Non_Wetland,Grassland
1586,Forest,NULL,Built-up,NULL,Non_Wetland,Bareland
1587,Forest,NULL,Built-up,NULL,Non_Wetland,Built-up
1588,Forest,NULL,Built-up,NULL,Non_Wetland,Forest
1589,Forest,NULL,Water,NULL,Water,Grassland
1590,Forest,NULL,Water,NULL,Water,Forest
1591,Forest,NULL,Water,Non_Water,Water,Grassland
1592,Forest,NULL,Water,Non_Water,Water,Forest
1593,Forest,NULL,Water,Water,Water,Grassland
1594,Forest,NULL,Water,Water,Water,Built-up
1595,Forest,NULL,Water,Water,Water,Water
1596,Forest,NULL,Water,Water,Water,Forest
1597,Forest,NULL,Forest,NULL,Non_Wetland,NULL
1598,Forest,NULL,Forest,NULL,Non_Wetland,Grassland
1599,Forest,NULL,Forest,NULL,Non_Wetland,Cropland
1600,Forest,NULL,Forest,NULL,Non_Wetland,Bareland
1601,Forest,NULL,Forest,NULL,Non_Wetland,Built-up
1602,Forest,NULL,Forest,NULL,Non_Wetland,Water
1603,Forest,NULL,Forest,NULL,Non_Wetland,Forest
1604,Forest,NULL,Forest,Non_Water,Non_Wetland,NULL
1605,Forest,NULL,Forest,Non_Water,Non_Wetland,Grassland
1606,Forest,NULL,Forest,Non_Water,Non_Wetland,Cropland
1607,Forest,NULL,Forest,Non_Water,Non_Wetland,Water
1608,Forest,NULL,Forest,Non_Water,Non_Wetland,Forest
1609,Forest,NULL,Forest,Water,Non_Wetland,Grassland
1610,Forest,NULL,Forest,Water,Non_Wetland,Cropland
1611,Forest,NULL,Forest,Water,Non_Wetland,Bareland
1612,Forest,NULL,Forest,Water,Non_Wetland,Built-up
1613,Forest,NULL,Forest,Water,Non_Wetland,Water
1614,Forest,NULL,Forest,Water,Non_Wetland,Forest
1615,Forest,Cropland,Shrubland,NULL,Non_Wetland,NULL
1616,Forest,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1617,Forest,Cropland,Shrubland,NULL,Non_Wetland,Cropland
1618,Forest,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1619,Forest,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1620,Forest,Cropland,Shrubland,NULL,Non_Wetland,Water
1621,Forest,Cropland,Shrubland,NULL,Non_Wetland,Forest
1622,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1623,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Bareland
1624,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Water
1625,Forest,Cropland,Shrubland,Non_Water,Non_Wetland,Forest
1626,Forest,Cropland,Shrubland,Water,Non_Wetland,Grassland
1627,Forest,Cropland,Shrubland,Water,Non_Wetland,Water
1628,Forest,Cropland,Shrubland,Water,Non_Wetland,Forest
1629,Forest,Cropland,Grassland,NULL,Non_Wetland,NULL
1630,Forest,Cropland,Grassland,NULL,Non_Wetland,Grassland
1631,Forest,Cropland,Grassland,NULL,Non_Wetland,Cropland
1632,Forest,Cropland,Grassland,NULL,Non_Wetland,Bareland
1633,Forest,Cropland,Grassland,NULL,Non_Wetland,Forest
1634,Forest,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1635,Forest,Cropland,Grassland,Water,Non_Wetland,Grassland
1636,Forest,Cropland,Cropland,NULL,Non_Wetland,NULL
1637,Forest,Cropland,Cropland,NULL,Non_Wetland,Grassland
1638,Forest,Cropland,Cropland,NULL,Non_Wetland,Cropland
1639,Forest,Cropland,Cropland,NULL,Non_Wetland,Bareland
1640,Forest,Cropland,Cropland,NULL,Non_Wetland,Built-up
1641,Forest,Cropland,Cropland,NULL,Non_Wetland,Water
1642,Forest,Cropland,Cropland,NULL,Non_Wetland,Forest
1643,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Grassland
1644,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Water
1645,Forest,Cropland,Cropland,Non_Water,Non_Wetland,Forest
1646,Forest,Cropland,Cropland,Water,Non_Wetland,Grassland
1647,Forest,Cropland,Cropland,Water,Non_Wetland,Bareland
1648,Forest,Cropland,Cropland,Water,Non_Wetland,Water
1649,Forest,Cropland,Wetland,Non_Water,Wetland,Forest
1650,Forest,Cropland,Bareland,NULL,Non_Wetland,Grassland
1651,Forest,Cropland,Bareland,NULL,Non_Wetland,Bareland
1652,Forest,Cropland,Bareland,NULL,Non_Wetland,Forest
1653,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Grassland
1654,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Water
1655,Forest,Cropland,Bareland,Non_Water,Non_Wetland,Forest
1656,Forest,Cropland,Bareland,Water,Non_Wetland,Grassland
1657,Forest,Cropland,Bareland,Water,Non_Wetland,Water
1658,Forest,Cropland,Built-up,NULL,Non_Wetland,Built-up
1659,Forest,Cropland,Built-up,NULL,Non_Wetland,Forest
1660,Forest,Cropland,Water,NULL,Water,Grassland
1661,Forest,Cropland,Water,NULL,Water,Forest
1662,Forest,Cropland,Water,Non_Water,Water,Grassland
1663,Forest,Cropland,Water,Non_Water,Water,Water
1664,Forest,Cropland,Water,Non_Water,Water,Forest
1665,Forest,Cropland,Water,Water,Water,Cropland
1666,Forest,Cropland,Water,Water,Water,Water
1667,Forest,Cropland,Water,Water,Water,Forest
1668,Forest,Cropland,Forest,NULL,Non_Wetland,NULL
1669,Forest,Cropland,Forest,NULL,Non_Wetland,Grassland
1670,Forest,Cropland,Forest,NULL,Non_Wetland,Cropland
1671,Forest,Cropland,Forest,NULL,Non_Wetland,Built-up
1672,Forest,Cropland,Forest,NULL,Non_Wetland,Water
1673,Forest,Cropland,Forest,NULL,Non_Wetland,Forest
1674,Forest,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1675,Forest,Cropland,Forest,Non_Water,Non_Wetland,Cropland
1676,Forest,Cropland,Forest,Non_Water,Non_Wetland,Water
1677,Forest,Cropland,Forest,Non_Water,Non_Wetland,Forest
1678,Forest,Cropland,Forest,Water,Non_Wetland,Grassland
1679,Forest,Cropland,Forest,Water,Non_Wetland,Bareland
1680,Forest,Cropland,Forest,Water,Non_Wetland,Water
1681,Forest,Cropland,Forest,Water,Non_Wetland,Forest
1682,Forest,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1683,Forest,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1684,Forest,Wetland,Shrubland,Water,Non_Wetland,Grassland
1685,Forest,Wetland,Shrubland,Water,Non_Wetland,Cropland
1686,Forest,Wetland,Wetland,Water,Wetland,Grassland
1687,Forest,Wetland,Wetland,Water,Wetland,Cropland
1688,Forest,Wetland,Water,NULL,Water,Forest
1689,Forest,Wetland,Water,Water,Water,Grassland
1690,Forest,Wetland,Forest,NULL,Non_Wetland,Grassland
1691,Forest,Wetland,Forest,NULL,Non_Wetland,Forest
1692,Forest,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1693,Forest,Wetland,Forest,Non_Water,Non_Wetland,Forest
1694,Forest,Wetland,Forest,Water,Non_Wetland,Grassland
1695,Forest,Wetland,Forest,Water,Non_Wetland,Cropland
1696,Forest,Bareland,Shrubland,NULL,Non_Wetland,NULL
1697,Forest,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1698,Forest,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1699,Forest,Bareland,Shrubland,NULL,Non_Wetland,Forest
1700,Forest,Bareland,Shrubland,Non_Water,Non_Wetland,Forest
1701,Forest,Bareland,Grassland,NULL,Non_Wetland,Grassland
1702,Forest,Bareland,Grassland,NULL,Non_Wetland,Bareland
1703,Forest,Bareland,Grassland,NULL,Non_Wetland,Built-up
1704,Forest,Bareland,Grassland,NULL,Non_Wetland,Forest
1705,Forest,Bareland,Cropland,NULL,Non_Wetland,Forest
1706,Forest,Bareland,Forest,NULL,Non_Wetland,NULL
1707,Forest,Bareland,Forest,NULL,Non_Wetland,Grassland
1708,Forest,Bareland,Forest,NULL,Non_Wetland,Built-up
1709,Forest,Bareland,Forest,NULL,Non_Wetland,Forest
1710,Forest,Built-up,Shrubland,NULL,Non_Wetland,NULL
1711,Forest,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1712,Forest,Built-up,Shrubland,NULL,Non_Wetland,Cropland
1713,Forest,Built-up,Shrubland,NULL,Non_Wetland,Bareland
1714,Forest,Built-up,Shrubland,NULL,Non_Wetland,Built-up
1715,Forest,Built-up,Shrubland,NULL,Non_Wetland,Forest
