Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_20PNQ_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_20PNQ_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_20PNQ_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_20PNQ_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_20PNQ_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_20PNQ_M_R
1290,Wetland,Cropland,Grassland,NULL,Non_Wetland,Forest
1291,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Grassland
1292,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Wetland
1293,Wetland,Cropland,Grassland,Non_Water,Non_Wetland,Forest
1294,Wetland,Cropland,Grassland,Water,Non_Wetland,Wetland
1295,Wetland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1296,Wetland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1297,Wetland,Cropland,Cropland,Non_Water,Non_Wetland,Wetland
1298,Wetland,Cropland,Cropland,Water,Non_Wetland,Wetland
1299,Wetland,Cropland,Wetland,NULL,Wetland,Grassland
1300,Wetland,Cropland,Wetland,NULL,Wetland,Cropland
1301,Wetland,Cropland,Wetland,NULL,Wetland,Wetland
1302,Wetland,Cropland,Wetland,NULL,Wetland,Forest
1303,Wetland,Cropland,Wetland,Non_Water,Wetland,Grassland
1304,Wetland,Cropland,Wetland,Non_Water,Wetland,Wetland
1305,Wetland,Cropland,Wetland,Non_Water,Wetland,Forest
1306,Wetland,Cropland,Wetland,Water,Wetland,Grassland
1307,Wetland,Cropland,Wetland,Water,Wetland,Wetland
1308,Wetland,Cropland,Wetland,Water,Wetland,Water
1309,Wetland,Cropland,Water,Non_Water,Water,Wetland
1310,Wetland,Cropland,Water,Water,Water,Grassland
1311,Wetland,Cropland,Water,Water,Water,Wetland
1312,Wetland,Cropland,Water,Water,Water,Water
1313,Wetland,Cropland,Forest,NULL,Non_Wetland,Grassland
1314,Wetland,Cropland,Forest,NULL,Non_Wetland,Wetland
1315,Wetland,Cropland,Forest,NULL,Non_Wetland,Bareland
1316,Wetland,Cropland,Forest,NULL,Non_Wetland,Forest
1317,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Grassland
1318,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Wetland
1319,Wetland,Cropland,Forest,Non_Water,Non_Wetland,Forest
1320,Wetland,Cropland,Forest,Water,Non_Wetland,Grassland
1321,Wetland,Cropland,Forest,Water,Non_Wetland,Wetland
1322,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1323,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1324,Wetland,Wetland,Shrubland,NULL,Non_Wetland,Forest
1325,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Grassland
1326,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Wetland
1327,Wetland,Wetland,Shrubland,Non_Water,Non_Wetland,Forest
1328,Wetland,Wetland,Shrubland,Water,Non_Wetland,Grassland
1329,Wetland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1330,Wetland,Wetland,Shrubland,Water,Non_Wetland,Built-up
1331,Wetland,Wetland,Shrubland,Water,Non_Wetland,Water
1332,Wetland,Wetland,Shrubland,Water,Non_Wetland,Forest
1333,Wetland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1334,Wetland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1335,Wetland,Wetland,Grassland,NULL,Non_Wetland,Forest
1336,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Grassland
1337,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Wetland
1338,Wetland,Wetland,Grassland,Non_Water,Non_Wetland,Forest
1339,Wetland,Wetland,Grassland,Water,Non_Wetland,Grassland
1340,Wetland,Wetland,Grassland,Water,Non_Wetland,Wetland
1341,Wetland,Wetland,Grassland,Water,Non_Wetland,Water
1342,Wetland,Wetland,Cropland,NULL,Non_Wetland,Grassland
1343,Wetland,Wetland,Cropland,NULL,Non_Wetland,Wetland
1344,Wetland,Wetland,Cropland,NULL,Non_Wetland,Forest
1345,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Grassland
1346,Wetland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1347,Wetland,Wetland,Cropland,Water,Non_Wetland,Wetland
1348,Wetland,Wetland,Wetland,NULL,Wetland,Grassland
1349,Wetland,Wetland,Wetland,NULL,Wetland,Cropland
1350,Wetland,Wetland,Wetland,NULL,Wetland,Wetland
1351,Wetland,Wetland,Wetland,NULL,Wetland,Water
1352,Wetland,Wetland,Wetland,NULL,Wetland,Forest
1353,Wetland,Wetland,Wetland,Non_Water,Wetland,Grassland
1354,Wetland,Wetland,Wetland,Non_Water,Wetland,Cropland
1355,Wetland,Wetland,Wetland,Non_Water,Wetland,Wetland
1356,Wetland,Wetland,Wetland,Non_Water,Wetland,Water
1357,Wetland,Wetland,Wetland,Non_Water,Wetland,Forest
1358,Wetland,Wetland,Wetland,Water,Wetland,Grassland
1359,Wetland,Wetland,Wetland,Water,Wetland,Cropland
1360,Wetland,Wetland,Wetland,Water,Wetland,Wetland
1361,Wetland,Wetland,Wetland,Water,Wetland,Bareland
1362,Wetland,Wetland,Wetland,Water,Wetland,Water
1363,Wetland,Wetland,Wetland,Water,Wetland,Forest
1364,Wetland,Wetland,Built-up,NULL,Non_Wetland,Wetland
1365,Wetland,Wetland,Built-up,Water,Non_Wetland,Wetland
1366,Wetland,Wetland,Water,NULL,Water,Grassland
1367,Wetland,Wetland,Water,NULL,Water,Wetland
1368,Wetland,Wetland,Water,NULL,Water,Water
1369,Wetland,Wetland,Water,NULL,Water,Forest
1370,Wetland,Wetland,Water,Non_Water,Water,Grassland
1371,Wetland,Wetland,Water,Non_Water,Water,Wetland
1372,Wetland,Wetland,Water,Non_Water,Water,Water
1373,Wetland,Wetland,Water,Non_Water,Water,Forest
1374,Wetland,Wetland,Water,Water,Water,Grassland
1375,Wetland,Wetland,Water,Water,Water,Wetland
1376,Wetland,Wetland,Water,Water,Water,Water
1377,Wetland,Wetland,Water,Water,Water,Forest
1378,Wetland,Wetland,Forest,NULL,Non_Wetland,Grassland
1379,Wetland,Wetland,Forest,NULL,Non_Wetland,Wetland
1380,Wetland,Wetland,Forest,NULL,Non_Wetland,Water
1381,Wetland,Wetland,Forest,NULL,Non_Wetland,Forest
1382,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Grassland
1383,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Wetland
1384,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Water
1385,Wetland,Wetland,Forest,Non_Water,Non_Wetland,Forest
1386,Wetland,Wetland,Forest,Water,Non_Wetland,Grassland
1387,Wetland,Wetland,Forest,Water,Non_Wetland,Wetland
1388,Wetland,Wetland,Forest,Water,Non_Wetland,Water
1389,Wetland,Wetland,Forest,Water,Non_Wetland,Forest
1390,Wetland,Bareland,Cropland,Water,Non_Wetland,Wetland
1391,Wetland,Bareland,Wetland,NULL,Wetland,Wetland
1392,Wetland,Bareland,Wetland,Water,Wetland,Grassland
1393,Wetland,Bareland,Wetland,Water,Wetland,Wetland
1394,Wetland,Bareland,Wetland,Water,Wetland,Water
1395,Wetland,Bareland,Water,Water,Water,Wetland
1396,Wetland,Bareland,Water,Water,Water,Water
1397,Wetland,Built-up,Shrubland,NULL,Non_Wetland,Grassland
1398,Wetland,Built-up,Shrubland,Non_Water,Non_Wetland,Water
1399,Wetland,Built-up,Shrubland,Water,Non_Wetland,Grassland
1400,Wetland,Built-up,Shrubland,Water,Non_Wetland,Wetland
1401,Wetland,Built-up,Grassland,NULL,Non_Wetland,Grassland
1402,Wetland,Built-up,Grassland,Water,Non_Wetland,Wetland
1403,Wetland,Built-up,Cropland,Non_Water,Non_Wetland,Grassland
1404,Wetland,Built-up,Wetland,NULL,Wetland,Grassland
1405,Wetland,Built-up,Wetland,NULL,Wetland,Wetland
1406,Wetland,Built-up,Wetland,NULL,Wetland,Forest
1407,Wetland,Built-up,Wetland,Non_Water,Wetland,Grassland
1408,Wetland,Built-up,Wetland,Non_Water,Wetland,Wetland
1409,Wetland,Built-up,Wetland,Non_Water,Wetland,Forest
1410,Wetland,Built-up,Wetland,Water,Wetland,Grassland
1411,Wetland,Built-up,Bareland,NULL,Non_Wetland,Grassland
1412,Wetland,Built-up,Built-up,NULL,Non_Wetland,Grassland
1413,Wetland,Built-up,Built-up,NULL,Non_Wetland,Built-up
1414,Wetland,Built-up,Built-up,NULL,Non_Wetland,Forest
1415,Wetland,Built-up,Water,Water,Water,Water
1416,Wetland,Built-up,Forest,NULL,Non_Wetland,Grassland
1417,Wetland,Built-up,Forest,NULL,Non_Wetland,Built-up
1418,Wetland,Built-up,Forest,NULL,Non_Wetland,Forest
1419,Wetland,Built-up,Forest,Non_Water,Non_Wetland,Grassland
1420,Wetland,Water,Shrubland,NULL,Non_Wetland,Grassland
1421,Wetland,Water,Shrubland,NULL,Non_Wetland,Wetland
1422,Wetland,Water,Shrubland,NULL,Non_Wetland,Bareland
1423,Wetland,Water,Shrubland,NULL,Non_Wetland,Forest
1424,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Grassland
1425,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Wetland
1426,Wetland,Water,Shrubland,Non_Water,Non_Wetland,Forest
1427,Wetland,Water,Shrubland,Water,Non_Wetland,Wetland
1428,Wetland,Water,Grassland,NULL,Non_Wetland,Forest
1429,Wetland,Water,Grassland,Non_Water,Non_Wetland,Grassland
1430,Wetland,Water,Wetland,NULL,Wetland,Grassland
1431,Wetland,Water,Wetland,NULL,Wetland,Wetland
1432,Wetland,Water,Wetland,NULL,Wetland,Water
1433,Wetland,Water,Wetland,NULL,Wetland,Forest
1434,Wetland,Water,Wetland,Non_Water,Wetland,Grassland
1435,Wetland,Water,Wetland,Non_Water,Wetland,Wetland
1436,Wetland,Water,Wetland,Non_Water,Wetland,Water
1437,Wetland,Water,Wetland,Non_Water,Wetland,Forest
1438,Wetland,Water,Wetland,Water,Wetland,Grassland
1439,Wetland,Water,Wetland,Water,Wetland,Wetland
1440,Wetland,Water,Wetland,Water,Wetland,Water
1441,Wetland,Water,Wetland,Water,Wetland,Forest
1442,Wetland,Water,Water,NULL,Water,Grassland
1443,Wetland,Water,Water,NULL,Water,Wetland
1444,Wetland,Water,Water,NULL,Water,Water
1445,Wetland,Water,Water,NULL,Water,Forest
1446,Wetland,Water,Water,Non_Water,Water,Grassland
1447,Wetland,Water,Water,Non_Water,Water,Wetland
1448,Wetland,Water,Water,Non_Water,Water,Water
1449,Wetland,Water,Water,Non_Water,Water,Forest
1450,Wetland,Water,Water,Water,Water,Grassland
1451,Wetland,Water,Water,Water,Water,Wetland
1452,Wetland,Water,Water,Water,Water,Water
1453,Wetland,Water,Water,Water,Water,Forest
1454,Wetland,Water,Forest,NULL,Non_Wetland,Grassland
1455,Wetland,Water,Forest,NULL,Non_Wetland,Wetland
1456,Wetland,Water,Forest,NULL,Non_Wetland,Forest
1457,Wetland,Water,Forest,Non_Water,Non_Wetland,Wetland
1458,Wetland,Water,Forest,Non_Water,Non_Wetland,Forest
1459,Wetland,Water,Forest,Water,Non_Wetland,Wetland
1460,Wetland,Water,Forest,Water,Non_Wetland,Forest
1461,Wetland,Forest,Shrubland,NULL,Non_Wetland,Grassland
1462,Wetland,Forest,Shrubland,NULL,Non_Wetland,Forest
1463,Wetland,Forest,Shrubland,Non_Water,Non_Wetland,Grassland
1464,Wetland,Forest,Grassland,NULL,Non_Wetland,Grassland
1465,Wetland,Forest,Grassland,NULL,Non_Wetland,Wetland
1466,Wetland,Forest,Grassland,NULL,Non_Wetland,Forest
1467,Wetland,Forest,Grassland,Non_Water,Non_Wetland,Forest
1468,Wetland,Forest,Cropland,NULL,Non_Wetland,Wetland
1469,Wetland,Forest,Cropland,Water,Non_Wetland,Wetland
1470,Wetland,Forest,Wetland,NULL,Wetland,Grassland
1471,Wetland,Forest,Wetland,NULL,Wetland,Wetland
1472,Wetland,Forest,Wetland,NULL,Wetland,Forest
1473,Wetland,Forest,Wetland,Non_Water,Wetland,Grassland
1474,Wetland,Forest,Wetland,Non_Water,Wetland,Wetland
1475,Wetland,Forest,Wetland,Non_Water,Wetland,Water
1476,Wetland,Forest,Wetland,Non_Water,Wetland,Forest
1477,Wetland,Forest,Wetland,Water,Wetland,Grassland
1478,Wetland,Forest,Wetland,Water,Wetland,Wetland
1479,Wetland,Forest,Wetland,Water,Wetland,Water
1480,Wetland,Forest,Wetland,Water,Wetland,Forest
1481,Wetland,Forest,Built-up,NULL,Non_Wetland,Forest
1482,Wetland,Forest,Water,NULL,Water,Grassland
1483,Wetland,Forest,Water,NULL,Water,Wetland
1484,Wetland,Forest,Water,Non_Water,Water,Wetland
1485,Wetland,Forest,Water,Non_Water,Water,Water
1486,Wetland,Forest,Water,Non_Water,Water,Forest
1487,Wetland,Forest,Water,Water,Water,Grassland
1488,Wetland,Forest,Water,Water,Water,Wetland
1489,Wetland,Forest,Water,Water,Water,Forest
1490,Wetland,Forest,Forest,NULL,Non_Wetland,Grassland
1491,Wetland,Forest,Forest,NULL,Non_Wetland,Wetland
1492,Wetland,Forest,Forest,NULL,Non_Wetland,Forest
1493,Wetland,Forest,Forest,Non_Water,Non_Wetland,Grassland
1494,Wetland,Forest,Forest,Non_Water,Non_Wetland,Wetland
1495,Wetland,Forest,Forest,Non_Water,Non_Wetland,Forest
1496,Wetland,Forest,Forest,Water,Non_Wetland,Grassland
1497,Wetland,Forest,Forest,Water,Non_Wetland,Wetland
1498,Wetland,Forest,Forest,Water,Non_Wetland,Forest
1499,Bareland,NULL,NULL,NULL,Non_Wetland,Grassland
1500,Bareland,NULL,NULL,NULL,Non_Wetland,Wetland
1501,Bareland,NULL,NULL,NULL,Non_Wetland,Bareland
1502,Bareland,NULL,NULL,NULL,Non_Wetland,Built-up
1503,Bareland,NULL,NULL,NULL,Non_Wetland,Water
1504,Bareland,NULL,NULL,NULL,Non_Wetland,Forest
1505,Bareland,NULL,NULL,Non_Water,Non_Wetland,Grassland
1506,Bareland,NULL,NULL,Non_Water,Non_Wetland,Wetland
1507,Bareland,NULL,NULL,Non_Water,Non_Wetland,Bareland
1508,Bareland,NULL,NULL,Non_Water,Non_Wetland,Forest
1509,Bareland,NULL,NULL,Water,Non_Wetland,Grassland
1510,Bareland,NULL,NULL,Water,Non_Wetland,Wetland
1511,Bareland,NULL,NULL,Water,Non_Wetland,Bareland
1512,Bareland,NULL,NULL,Water,Non_Wetland,Water
1513,Bareland,NULL,Shrubland,NULL,Non_Wetland,NULL
1514,Bareland,NULL,Shrubland,NULL,Non_Wetland,Grassland
1515,Bareland,NULL,Shrubland,NULL,Non_Wetland,Cropland
1516,Bareland,NULL,Shrubland,NULL,Non_Wetland,Wetland
1517,Bareland,NULL,Shrubland,NULL,Non_Wetland,Bareland
1518,Bareland,NULL,Shrubland,NULL,Non_Wetland,Built-up
1519,Bareland,NULL,Shrubland,NULL,Non_Wetland,Water
1520,Bareland,NULL,Shrubland,NULL,Non_Wetland,Forest
1521,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,NULL
1522,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Grassland
1523,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Wetland
1524,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Bareland
1525,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Built-up
1526,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Water
1527,Bareland,NULL,Shrubland,Non_Water,Non_Wetland,Forest
1528,Bareland,NULL,Shrubland,Water,Non_Wetland,Grassland
1529,Bareland,NULL,Shrubland,Water,Non_Wetland,Wetland
1530,Bareland,NULL,Shrubland,Water,Non_Wetland,Bareland
1531,Bareland,NULL,Shrubland,Water,Non_Wetland,Built-up
1532,Bareland,NULL,Shrubland,Water,Non_Wetland,Water
1533,Bareland,NULL,Shrubland,Water,Non_Wetland,Forest
1534,Bareland,NULL,Grassland,NULL,Non_Wetland,NULL
1535,Bareland,NULL,Grassland,NULL,Non_Wetland,Grassland
1536,Bareland,NULL,Grassland,NULL,Non_Wetland,Cropland
1537,Bareland,NULL,Grassland,NULL,Non_Wetland,Wetland
1538,Bareland,NULL,Grassland,NULL,Non_Wetland,Bareland
1539,Bareland,NULL,Grassland,NULL,Non_Wetland,Built-up
1540,Bareland,NULL,Grassland,NULL,Non_Wetland,Forest
1541,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Grassland
1542,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Wetland
1543,Bareland,NULL,Grassland,Non_Water,Non_Wetland,Bareland
1544,Bareland,NULL,Grassland,Water,Non_Wetland,Grassland
1545,Bareland,NULL,Grassland,Water,Non_Wetland,Wetland
1546,Bareland,NULL,Grassland,Water,Non_Wetland,Bareland
1547,Bareland,NULL,Grassland,Water,Non_Wetland,Built-up
1548,Bareland,NULL,Grassland,Water,Non_Wetland,Forest
1549,Bareland,NULL,Cropland,NULL,Non_Wetland,Grassland
1550,Bareland,NULL,Cropland,NULL,Non_Wetland,Wetland
1551,Bareland,NULL,Cropland,NULL,Non_Wetland,Bareland
1552,Bareland,NULL,Cropland,NULL,Non_Wetland,Built-up
1553,Bareland,NULL,Cropland,NULL,Non_Wetland,Forest
1554,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Grassland
1555,Bareland,NULL,Cropland,Non_Water,Non_Wetland,Forest
1556,Bareland,NULL,Wetland,NULL,Wetland,NULL
1557,Bareland,NULL,Wetland,NULL,Wetland,Grassland
1558,Bareland,NULL,Wetland,NULL,Wetland,Wetland
1559,Bareland,NULL,Wetland,NULL,Wetland,Bareland
1560,Bareland,NULL,Wetland,NULL,Wetland,Built-up
1561,Bareland,NULL,Wetland,NULL,Wetland,Water
1562,Bareland,NULL,Wetland,NULL,Wetland,Forest
1563,Bareland,NULL,Wetland,Non_Water,Wetland,Grassland
1564,Bareland,NULL,Wetland,Non_Water,Wetland,Wetland
1565,Bareland,NULL,Wetland,Non_Water,Wetland,Bareland
1566,Bareland,NULL,Wetland,Non_Water,Wetland,Built-up
1567,Bareland,NULL,Wetland,Non_Water,Wetland,Water
1568,Bareland,NULL,Wetland,Non_Water,Wetland,Forest
1569,Bareland,NULL,Wetland,Water,Wetland,Grassland
1570,Bareland,NULL,Wetland,Water,Wetland,Wetland
1571,Bareland,NULL,Wetland,Water,Wetland,Bareland
1572,Bareland,NULL,Wetland,Water,Wetland,Built-up
1573,Bareland,NULL,Wetland,Water,Wetland,Water
1574,Bareland,NULL,Wetland,Water,Wetland,Forest
1575,Bareland,NULL,Bareland,NULL,Non_Wetland,NULL
1576,Bareland,NULL,Bareland,NULL,Non_Wetland,Grassland
1577,Bareland,NULL,Bareland,NULL,Non_Wetland,Wetland
1578,Bareland,NULL,Bareland,NULL,Non_Wetland,Bareland
1579,Bareland,NULL,Bareland,NULL,Non_Wetland,Built-up
1580,Bareland,NULL,Bareland,NULL,Non_Wetland,Forest
1581,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Grassland
1582,Bareland,NULL,Bareland,Non_Water,Non_Wetland,Bareland
1583,Bareland,NULL,Bareland,Water,Non_Wetland,Grassland
1584,Bareland,NULL,Bareland,Water,Non_Wetland,Wetland
1585,Bareland,NULL,Bareland,Water,Non_Wetland,Bareland
1586,Bareland,NULL,Bareland,Water,Non_Wetland,Water
1587,Bareland,NULL,Built-up,NULL,Non_Wetland,NULL
1588,Bareland,NULL,Built-up,NULL,Non_Wetland,Grassland
1589,Bareland,NULL,Built-up,NULL,Non_Wetland,Wetland
1590,Bareland,NULL,Built-up,NULL,Non_Wetland,Bareland
1591,Bareland,NULL,Built-up,NULL,Non_Wetland,Built-up
1592,Bareland,NULL,Built-up,NULL,Non_Wetland,Water
1593,Bareland,NULL,Built-up,NULL,Non_Wetland,Forest
1594,Bareland,NULL,Built-up,Non_Water,Non_Wetland,NULL
1595,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Grassland
1596,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Bareland
1597,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Built-up
1598,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Water
1599,Bareland,NULL,Built-up,Non_Water,Non_Wetland,Forest
1600,Bareland,NULL,Built-up,Water,Non_Wetland,Grassland
1601,Bareland,NULL,Built-up,Water,Non_Wetland,Wetland
1602,Bareland,NULL,Built-up,Water,Non_Wetland,Bareland
1603,Bareland,NULL,Built-up,Water,Non_Wetland,Built-up
1604,Bareland,NULL,Built-up,Water,Non_Wetland,Water
1605,Bareland,NULL,Built-up,Water,Non_Wetland,Forest
1606,Bareland,NULL,Water,NULL,Water,Grassland
1607,Bareland,NULL,Water,NULL,Water,Wetland
1608,Bareland,NULL,Water,NULL,Water,Bareland
1609,Bareland,NULL,Water,NULL,Water,Built-up
1610,Bareland,NULL,Water,NULL,Water,Water
1611,Bareland,NULL,Water,NULL,Water,Forest
1612,Bareland,NULL,Water,Non_Water,Water,Bareland
1613,Bareland,NULL,Water,Non_Water,Water,Forest
1614,Bareland,NULL,Water,Water,Water,Grassland
1615,Bareland,NULL,Water,Water,Water,Wetland
1616,Bareland,NULL,Water,Water,Water,Bareland
1617,Bareland,NULL,Water,Water,Water,Built-up
1618,Bareland,NULL,Water,Water,Water,Water
1619,Bareland,NULL,Water,Water,Water,Forest
1620,Bareland,NULL,Forest,NULL,Non_Wetland,NULL
1621,Bareland,NULL,Forest,NULL,Non_Wetland,Grassland
1622,Bareland,NULL,Forest,NULL,Non_Wetland,Wetland
1623,Bareland,NULL,Forest,NULL,Non_Wetland,Bareland
1624,Bareland,NULL,Forest,NULL,Non_Wetland,Built-up
1625,Bareland,NULL,Forest,NULL,Non_Wetland,Forest
1626,Bareland,NULL,Forest,Non_Water,Non_Wetland,Grassland
1627,Bareland,NULL,Forest,Non_Water,Non_Wetland,Built-up
1628,Bareland,NULL,Forest,Non_Water,Non_Wetland,Forest
1629,Bareland,NULL,Forest,Water,Non_Wetland,Wetland
1630,Bareland,NULL,Forest,Water,Non_Wetland,Forest
1631,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Grassland
1632,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Wetland
1633,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Bareland
1634,Bareland,Cropland,Shrubland,NULL,Non_Wetland,Built-up
1635,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Grassland
1636,Bareland,Cropland,Shrubland,Non_Water,Non_Wetland,Wetland
1637,Bareland,Cropland,Grassland,NULL,Non_Wetland,Grassland
1638,Bareland,Cropland,Grassland,NULL,Non_Wetland,Wetland
1639,Bareland,Cropland,Cropland,NULL,Non_Wetland,Grassland
1640,Bareland,Cropland,Cropland,NULL,Non_Wetland,Wetland
1641,Bareland,Cropland,Cropland,NULL,Non_Wetland,Bareland
1642,Bareland,Cropland,Wetland,NULL,Wetland,Grassland
1643,Bareland,Cropland,Wetland,NULL,Wetland,Wetland
1644,Bareland,Cropland,Wetland,Non_Water,Wetland,Wetland
1645,Bareland,Cropland,Wetland,Water,Wetland,Wetland
1646,Bareland,Cropland,Wetland,Water,Wetland,Water
1647,Bareland,Cropland,Bareland,NULL,Non_Wetland,Wetland
1648,Bareland,Cropland,Built-up,NULL,Non_Wetland,Grassland
1649,Bareland,Cropland,Built-up,NULL,Non_Wetland,Bareland
1650,Bareland,Cropland,Built-up,NULL,Non_Wetland,Built-up
1651,Bareland,Cropland,Built-up,Non_Water,Non_Wetland,Built-up
1652,Bareland,Cropland,Forest,NULL,Non_Wetland,Grassland
1653,Bareland,Cropland,Forest,NULL,Non_Wetland,Wetland
1654,Bareland,Cropland,Forest,NULL,Non_Wetland,Forest
1655,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Grassland
1656,Bareland,Wetland,Shrubland,NULL,Non_Wetland,Wetland
1657,Bareland,Wetland,Shrubland,Water,Non_Wetland,Wetland
1658,Bareland,Wetland,Grassland,NULL,Non_Wetland,Grassland
1659,Bareland,Wetland,Grassland,NULL,Non_Wetland,Wetland
1660,Bareland,Wetland,Cropland,Non_Water,Non_Wetland,Wetland
1661,Bareland,Wetland,Wetland,NULL,Wetland,Wetland
1662,Bareland,Wetland,Wetland,Non_Water,Wetland,Grassland
1663,Bareland,Wetland,Wetland,Non_Water,Wetland,Wetland
1664,Bareland,Wetland,Wetland,Water,Wetland,Wetland
1665,Bareland,Wetland,Wetland,Water,Wetland,Water
1666,Bareland,Wetland,Built-up,Non_Water,Non_Wetland,Built-up
1667,Bareland,Wetland,Built-up,Water,Non_Wetland,Built-up
1668,Bareland,Wetland,Water,NULL,Water,Grassland
1669,Bareland,Wetland,Water,Non_Water,Water,Wetland
1670,Bareland,Wetland,Water,Water,Water,Wetland
1671,Bareland,Wetland,Water,Water,Water,Water
1672,Bareland,Wetland,Forest,NULL,Non_Wetland,Grassland
1673,Bareland,Wetland,Forest,NULL,Non_Wetland,Built-up
1674,Bareland,Wetland,Forest,Water,Non_Wetland,Wetland
1675,Bareland,Bareland,NULL,NULL,Non_Wetland,Grassland
1676,Bareland,Bareland,NULL,NULL,Non_Wetland,Wetland
1677,Bareland,Bareland,NULL,NULL,Non_Wetland,Bareland
1678,Bareland,Bareland,NULL,NULL,Non_Wetland,Built-up
1679,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Grassland
1680,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Wetland
1681,Bareland,Bareland,NULL,Non_Water,Non_Wetland,Bareland
1682,Bareland,Bareland,NULL,Water,Non_Wetland,Wetland
1683,Bareland,Bareland,NULL,Water,Non_Wetland,Bareland
1684,Bareland,Bareland,NULL,Water,Non_Wetland,Water
1685,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Grassland
1686,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Wetland
1687,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Bareland
1688,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Built-up
1689,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Water
1690,Bareland,Bareland,Shrubland,NULL,Non_Wetland,Forest
1691,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Grassland
1692,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Wetland
1693,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Bareland
1694,Bareland,Bareland,Shrubland,Non_Water,Non_Wetland,Water
1695,Bareland,Bareland,Shrubland,Water,Non_Wetland,Grassland
1696,Bareland,Bareland,Shrubland,Water,Non_Wetland,Wetland
1697,Bareland,Bareland,Shrubland,Water,Non_Wetland,Bareland
1698,Bareland,Bareland,Shrubland,Water,Non_Wetland,Water
1699,Bareland,Bareland,Grassland,NULL,Non_Wetland,Grassland
1700,Bareland,Bareland,Grassland,NULL,Non_Wetland,Bareland
1701,Bareland,Bareland,Grassland,NULL,Non_Wetland,Forest
1702,Bareland,Bareland,Grassland,Non_Water,Non_Wetland,Bareland
1703,Bareland,Bareland,Grassland,Water,Non_Wetland,Wetland
1704,Bareland,Bareland,Grassland,Water,Non_Wetland,Bareland
1705,Bareland,Bareland,Grassland,Water,Non_Wetland,Water
1706,Bareland,Bareland,Cropland,NULL,Non_Wetland,Grassland
1707,Bareland,Bareland,Cropland,NULL,Non_Wetland,Wetland
1708,Bareland,Bareland,Cropland,NULL,Non_Wetland,Bareland
1709,Bareland,Bareland,Cropland,NULL,Non_Wetland,Forest
1710,Bareland,Bareland,Cropland,Water,Non_Wetland,Bareland
1711,Bareland,Bareland,Cropland,Water,Non_Wetland,Water
