Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_23LPG_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_23LPG_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_23LPG_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_23LPG_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_23LPG_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_23LPG_M_R
329,NULL,NULL,NULL,Water,Non_Wetland,NULL,NULL,Bareland
330,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,NULL
331,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Grassland
332,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Bareland
333,NULL,NULL,NULL,Water,Non_Wetland,NULL,Shrubland,Forest
334,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,NULL
335,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Grassland
336,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Cropland
337,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Wetland
338,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Water
339,NULL,NULL,NULL,Water,Non_Wetland,NULL,Grassland,Forest
340,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Grassland
341,NULL,NULL,NULL,Water,Non_Wetland,NULL,Water,Forest
342,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,NULL
343,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Grassland
344,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Wetland
345,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Water
346,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,NULL,Forest
347,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,NULL
348,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Grassland
349,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Shrubland,Forest
350,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Grassland
351,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Grassland,Forest
352,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Water
353,NULL,NULL,NULL,Water,Non_Wetland,Shrubland,Water,Forest
354,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Grassland
355,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Wetland
356,NULL,NULL,NULL,Water,Non_Wetland,Grassland,NULL,Forest
357,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,NULL
358,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Shrubland,Grassland
359,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,NULL
360,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Grassland
361,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Cropland
362,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Wetland
363,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Grassland,Bareland
364,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Bareland,Grassland
365,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Grassland
366,NULL,NULL,NULL,Water,Non_Wetland,Grassland,Water,Wetland
367,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Grassland
368,NULL,NULL,NULL,Water,Non_Wetland,Bareland,NULL,Bareland
369,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,NULL
370,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Grassland
371,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Cropland
372,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Grassland,Bareland
373,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
374,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Bareland,Bareland
375,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Grassland
376,NULL,NULL,NULL,Water,Non_Wetland,Bareland,Water,Water
377,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Grassland
378,NULL,NULL,NULL,Water,Non_Wetland,Water,NULL,Wetland
379,NULL,NULL,NULL,Water,Non_Wetland,Water,Grassland,Forest
380,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Grassland
381,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Wetland
382,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Bareland
383,NULL,NULL,NULL,Water,Non_Wetland,Water,Water,Water
384,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
385,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
386,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Cropland
387,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Wetland
388,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
389,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
390,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Water
391,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
392,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,NULL
393,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Grassland
394,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Cropland
395,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Wetland
396,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Bareland
397,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Built-up
398,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Shrubland,Forest
399,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,NULL
400,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Grassland
401,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Cropland
402,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Wetland
403,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Bareland
404,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Built-up
405,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Water
406,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Grassland,Forest
407,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,NULL
408,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Grassland
409,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Cropland
410,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Bareland
411,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Built-up
412,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Bareland,Forest
413,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,NULL
414,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Grassland
415,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Cropland
416,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Built-up
417,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Built-up,Forest
418,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,NULL
419,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Grassland
420,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Wetland
421,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Bareland
422,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Water
423,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Water,Forest
424,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,NULL
425,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Grassland
426,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Cropland
427,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Bareland
428,NULL,NULL,Shrubland,NULL,Non_Wetland,NULL,Forest,Forest
429,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,NULL
430,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Grassland
431,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Cropland
432,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Wetland
433,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Bareland
434,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Built-up
435,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Water
436,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,NULL,Forest
437,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,NULL
438,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Grassland
439,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Cropland
440,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Wetland
441,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Bareland
442,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Built-up
443,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Water
444,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Shrubland,Forest
445,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,NULL
446,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Grassland
447,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Cropland
448,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Wetland
449,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Bareland
450,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Built-up
451,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Water
452,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Grassland,Forest
453,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,NULL
454,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Grassland
455,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Bareland
456,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Bareland,Forest
457,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,NULL
458,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Grassland
459,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Built-up
460,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Built-up,Forest
461,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,NULL
462,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Grassland
463,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Wetland
464,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Water
465,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Water,Forest
466,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,NULL
467,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Grassland
468,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Built-up
469,NULL,NULL,Shrubland,NULL,Non_Wetland,Shrubland,Forest,Forest
470,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,NULL
471,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
472,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Cropland
473,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Wetland
474,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
475,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Built-up
476,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Water
477,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
478,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,NULL
479,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Grassland
480,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Cropland
481,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Bareland
482,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Built-up
483,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Shrubland,Forest
484,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,NULL
485,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
486,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Cropland
487,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
488,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Bareland
489,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Built-up
490,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Water
491,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
492,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,NULL
493,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
494,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Cropland
495,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Bareland
496,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,NULL
497,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
498,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Cropland
499,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Built-up
500,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
501,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
502,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Bareland
503,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Water
504,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
505,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,NULL
506,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
507,NULL,NULL,Shrubland,NULL,Non_Wetland,Grassland,Forest,Cropland
508,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,NULL
509,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Grassland
510,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Cropland
511,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,NULL,Wetland
512,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,NULL
513,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Grassland
514,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Shrubland,Forest
515,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,NULL
516,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Grassland
517,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Cropland
518,NULL,NULL,Shrubland,NULL,Non_Wetland,Cropland,Grassland,Bareland
519,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,NULL
520,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
521,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Cropland
522,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Wetland
523,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
524,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Built-up
525,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Water
526,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,NULL,Forest
527,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,NULL
528,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
529,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Cropland
530,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Bareland
531,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Built-up
532,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Shrubland,Forest
533,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,NULL
534,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
535,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Cropland
536,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Wetland
537,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
538,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
539,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Water
540,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
541,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,NULL
542,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
543,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Cropland
544,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
545,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
546,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
547,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,NULL
548,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
549,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Cropland
550,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
551,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Forest
552,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,NULL
553,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Grassland
554,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Bareland
555,NULL,NULL,Shrubland,NULL,Non_Wetland,Bareland,Water,Forest
556,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,NULL
557,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Grassland
558,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Cropland
559,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Bareland
560,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Built-up
561,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,NULL,Forest
562,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,NULL
563,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Grassland
564,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Bareland
565,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Built-up
566,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Shrubland,Forest
567,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,NULL
568,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Grassland
569,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Cropland
570,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Bareland
571,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Built-up
572,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Grassland,Forest
573,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,NULL
574,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Bareland,Bareland
575,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,NULL
576,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Grassland
577,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Cropland
578,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Bareland
579,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Built-up
580,NULL,NULL,Shrubland,NULL,Non_Wetland,Built-up,Built-up,Forest
581,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,NULL
582,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Grassland
583,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Cropland
584,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Wetland
585,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Bareland
586,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Water
587,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,NULL,Forest
588,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,NULL
589,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Grassland
590,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Water
591,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Shrubland,Forest
592,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,NULL
593,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Grassland
594,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Wetland
595,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Grassland,Forest
596,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Grassland
597,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Cropland
598,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Wetland
599,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Bareland
600,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Water
601,NULL,NULL,Shrubland,NULL,Non_Wetland,Water,Water,Forest
602,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,NULL
603,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Grassland
604,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Cropland
605,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Wetland
606,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,NULL,Forest
607,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,NULL
608,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Grassland
609,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Cropland
610,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Wetland
611,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Water
612,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Shrubland,Forest
613,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,NULL
614,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Grassland
615,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
616,NULL,NULL,Shrubland,NULL,Non_Wetland,Forest,Forest,Forest
617,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
618,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
619,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
620,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
621,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Bareland
622,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
623,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
624,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,NULL
625,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Grassland
626,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Cropland
627,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Wetland
628,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Bareland
629,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Shrubland,Forest
630,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,NULL
631,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Grassland
632,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Cropland
633,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Wetland
634,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Bareland
635,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Grassland,Forest
636,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,NULL
637,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Grassland
638,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Bareland,Wetland
639,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,NULL
640,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Grassland
641,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Wetland
642,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Water
643,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Water,Forest
644,NULL,NULL,Shrubland,Non_Water,Non_Wetland,NULL,Forest,Grassland
645,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,NULL
646,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
647,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Cropland
648,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Wetland
649,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Bareland
650,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,NULL,Forest
651,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,NULL
652,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Grassland
653,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Cropland
654,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Wetland
655,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Bareland
656,NULL,NULL,Shrubland,Non_Water,Non_Wetland,Shrubland,Shrubland,Built-up
