Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MEC_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MEC_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MEC_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MEC_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MEC_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MEC_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MEC_M_R
329,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
330,NULL,NULL,Wetland,NULL,Wetland,Forest,Wetland,Forest
331,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Grassland
332,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
333,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Grassland,Forest
334,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
335,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
336,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Water
337,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Forest
338,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
339,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
340,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Grassland
341,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Forest,Forest
342,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
343,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
344,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
345,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Forest
346,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
347,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
348,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Forest
349,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Grassland
350,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Wetland
351,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Forest,Forest
352,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
353,NULL,NULL,Wetland,Non_Water,Wetland,Forest,Forest,Forest
354,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
355,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Grassland
356,NULL,NULL,Wetland,Water,Wetland,Wetland,NULL,Wetland
357,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
358,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
359,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
360,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Forest
361,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
362,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Grassland
363,NULL,NULL,Wetland,Water,Wetland,Wetland,Forest,Wetland
364,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Forest
365,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Grassland
366,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Wetland,Forest
367,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Forest
368,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
369,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
370,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
371,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
372,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
373,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
374,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Forest
375,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
376,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Forest
377,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
378,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
379,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
380,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
381,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Forest
382,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
383,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
384,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
385,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
386,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Wetland
387,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Forest
388,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Forest,Grassland
389,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
390,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Wetland,Forest
391,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Grassland
392,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Forest,Forest
393,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Bareland
395,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Grassland,Forest
396,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
397,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Wetland
398,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Wetland,Forest
399,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Bareland,Grassland
400,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Water,Grassland
401,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Grassland
402,NULL,NULL,Built-up,NULL,Non_Wetland,Grassland,Forest,Forest
403,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Grassland
404,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Grassland,Wetland
405,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
406,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
407,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Bareland
408,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Wetland,Built-up
409,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Bareland,Grassland
410,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
411,NULL,NULL,Built-up,NULL,Non_Wetland,Wetland,Water,Wetland
412,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
413,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Wetland
414,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Bareland
415,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
416,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Grassland
417,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Wetland
418,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Bareland
419,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Wetland,Forest
420,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
421,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Bareland
422,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
423,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
424,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Grassland
425,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
426,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Grassland
427,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Wetland
428,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Water,Bareland
429,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Grassland
430,NULL,NULL,Built-up,NULL,Non_Wetland,Bareland,Forest,Forest
431,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Grassland
432,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
433,NULL,NULL,Built-up,NULL,Non_Wetland,Built-up,Built-up,Built-up
434,NULL,NULL,Built-up,NULL,Non_Wetland,Forest,Forest,Forest
435,NULL,NULL,Water,NULL,Water,Grassland,Grassland,Forest
436,NULL,NULL,Water,NULL,Water,Grassland,Wetland,Wetland
437,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Grassland
438,NULL,NULL,Water,NULL,Water,Wetland,Grassland,Wetland
439,NULL,NULL,Water,NULL,Water,Wetland,Wetland,Wetland
440,NULL,NULL,Water,NULL,Water,Wetland,Forest,Grassland
441,NULL,NULL,Water,NULL,Water,Wetland,Forest,Wetland
442,NULL,NULL,Water,NULL,Water,Bareland,Grassland,Grassland
443,NULL,NULL,Water,NULL,Water,Bareland,Wetland,Forest
444,NULL,NULL,Forest,NULL,Non_Wetland,NULL,NULL,Forest
445,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Grassland
446,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Grassland,Forest
447,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,NULL
448,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Grassland
449,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
450,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Grassland
451,NULL,NULL,Forest,NULL,Non_Wetland,NULL,Forest,Forest
452,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Grassland
453,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,NULL,Forest
454,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Shrubland,Forest
455,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,NULL
456,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
457,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Wetland
458,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
459,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Grassland
460,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Wetland
461,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
462,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Grassland
463,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Bareland,Forest
464,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,NULL
465,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Grassland
466,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Wetland
467,NULL,NULL,Forest,NULL,Non_Wetland,Grassland,Forest,Forest
468,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,NULL,Grassland
469,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Shrubland,Forest
470,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,NULL
471,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Grassland
472,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Wetland
473,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Grassland,Forest
474,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Grassland
475,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Wetland
476,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Wetland,Forest
477,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Grassland
478,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Wetland
479,NULL,NULL,Forest,NULL,Non_Wetland,Wetland,Forest,Forest
480,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
481,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
482,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Grassland
483,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Wetland,Forest
484,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Bareland,Forest
485,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Water,Forest
486,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Grassland
487,NULL,NULL,Forest,NULL,Non_Wetland,Bareland,Forest,Forest
488,NULL,NULL,Forest,NULL,Non_Wetland,Water,Wetland,Forest
489,NULL,NULL,Forest,NULL,Non_Wetland,Water,Forest,Forest
490,NULL,NULL,Forest,NULL,Non_Wetland,Forest,NULL,Forest
491,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,NULL
492,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Grassland
493,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Grassland,Forest
494,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Grassland
495,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Wetland,Forest
496,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Grassland
497,NULL,NULL,Forest,NULL,Non_Wetland,Forest,Forest,Forest
498,NULL,NULL,Forest,Non_Water,Non_Wetland,Grassland,Grassland,Wetland
499,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
500,NULL,NULL,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
501,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
502,NULL,Cropland,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
503,NULL,Cropland,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
504,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
505,NULL,Cropland,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
506,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
507,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
508,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
509,NULL,Cropland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
510,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
511,NULL,Cropland,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
512,NULL,Cropland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
513,NULL,Cropland,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
514,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
515,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
516,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
517,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
518,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
519,NULL,Cropland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
520,NULL,Cropland,Wetland,NULL,Wetland,NULL,Grassland,Forest
521,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
522,NULL,Cropland,Wetland,NULL,Wetland,Grassland,Grassland,Forest
523,NULL,Cropland,Wetland,NULL,Wetland,Bareland,Grassland,Forest
524,NULL,Cropland,Built-up,NULL,Non_Wetland,Grassland,Grassland,Grassland
525,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Grassland
526,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Grassland,Forest
527,NULL,Cropland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Forest
528,NULL,Cropland,Forest,NULL,Non_Wetland,NULL,Wetland,Forest
529,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
530,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Grassland,Forest
531,NULL,Cropland,Forest,NULL,Non_Wetland,Grassland,Wetland,Forest
532,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Grassland
533,NULL,Cropland,Forest,NULL,Non_Wetland,Bareland,Grassland,Forest
534,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
535,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
536,NULL,Wetland,NULL,NULL,Non_Wetland,Wetland,Wetland,Wetland
537,NULL,Wetland,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
538,NULL,Wetland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
539,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
540,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
541,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
542,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
543,NULL,Wetland,Shrubland,NULL,Non_Wetland,Wetland,Water,Wetland
544,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
545,NULL,Wetland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
546,NULL,Wetland,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
547,NULL,Wetland,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
548,NULL,Wetland,Wetland,Non_Water,Wetland,Wetland,Water,Wetland
549,NULL,Wetland,Wetland,Non_Water,Wetland,Water,Water,Wetland
550,NULL,Wetland,Wetland,Water,Wetland,Water,Water,Wetland
551,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Grassland
552,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Wetland,Wetland
553,NULL,Wetland,Built-up,NULL,Non_Wetland,Wetland,Water,Grassland
554,NULL,Wetland,Water,Water,Water,Water,Water,Wetland
555,NULL,Wetland,Water,Water,Water,Water,Water,Water
556,NULL,Bareland,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
557,NULL,Bareland,NULL,NULL,Non_Wetland,Bareland,NULL,Bareland
558,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
559,NULL,Bareland,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Wetland
560,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
561,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
562,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
563,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Wetland
564,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
565,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
566,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
567,NULL,Bareland,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
568,NULL,Bareland,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
569,NULL,Bareland,Grassland,NULL,Non_Wetland,Cropland,NULL,Grassland
570,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
571,NULL,Bareland,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
572,NULL,Bareland,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
573,NULL,Bareland,Built-up,NULL,Non_Wetland,Grassland,Wetland,Grassland
574,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Grassland
575,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Bareland,Built-up
576,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Bareland
577,NULL,Bareland,Built-up,NULL,Non_Wetland,Bareland,Built-up,Built-up
578,NULL,Bareland,Built-up,NULL,Non_Wetland,Built-up,Built-up,Bareland
579,NULL,Bareland,Forest,NULL,Non_Wetland,Grassland,Grassland,Grassland
580,NULL,Built-up,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
581,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
582,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
583,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
584,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
585,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
586,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
587,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Built-up,Grassland
588,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
589,NULL,Built-up,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
590,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Grassland,Grassland
591,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
592,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
593,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Water,Forest
594,NULL,Built-up,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
595,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
596,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Grassland
597,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Grassland,Forest
598,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Grassland
599,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Built-up
600,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Wetland,Forest
601,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Grassland
602,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Bareland,Forest
603,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Grassland
604,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Bareland
605,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Water
606,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Built-up,Forest
607,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Water,Forest
608,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Grassland
609,NULL,Built-up,NULL,NULL,Non_Wetland,Bareland,Forest,Forest
610,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Bareland,Forest
611,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Grassland
612,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Built-up
613,NULL,Built-up,NULL,NULL,Non_Wetland,Built-up,Built-up,Forest
614,NULL,Built-up,NULL,Water,Non_Wetland,Bareland,Bareland,Wetland
615,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
616,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,NULL,Bareland
617,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
618,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Wetland
619,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
620,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Grassland
621,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Wetland,Forest
622,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Grassland
623,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Bareland,Forest
624,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Grassland
625,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Built-up,Forest
626,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Grassland
627,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Water,Forest
628,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
629,NULL,Built-up,Shrubland,NULL,Non_Wetland,Grassland,Forest,Forest
630,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Grassland
631,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Grassland,Forest
632,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
633,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Wetland
634,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
635,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Grassland
636,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Built-up
637,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Bareland,Forest
638,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Grassland
639,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Built-up,Forest
640,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Grassland
641,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Water,Forest
642,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Grassland
643,NULL,Built-up,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
644,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Grassland
645,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,NULL,Bareland
646,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Grassland
647,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Bareland
648,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Built-up
649,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Grassland,Forest
650,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Grassland
651,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Wetland,Forest
652,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Grassland
653,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Bareland
654,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Built-up
655,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Water
656,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Bareland,Forest
657,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Grassland
658,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Wetland
659,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Bareland
660,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Built-up
661,NULL,Built-up,Shrubland,NULL,Non_Wetland,Bareland,Built-up,Water
