Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_22MFB_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_22MFB_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_22MFB_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_22MFB_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_22MFB_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_22MFB_M_R
323,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Cropland
324,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,NULL,Forest
325,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Grassland
326,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Cropland
327,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Grassland,Forest
328,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Wetland,Grassland
329,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Grassland
330,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Bareland
331,NULL,NULL,Grassland,NULL,Non_Wetland,Cropland,Bareland,Forest
332,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
333,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
334,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,NULL
335,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
336,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Wetland
337,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Built-up
338,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
339,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
340,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Wetland
341,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
342,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Grassland
343,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Bareland,Forest
344,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
345,NULL,NULL,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
346,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Grassland
347,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Bareland
348,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Built-up
349,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
350,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Shrubland,Grassland
351,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Grassland
352,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Bareland
353,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Built-up
354,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Water
355,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Grassland,Forest
356,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Grassland
357,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Wetland,Forest
358,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Grassland
359,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Bareland
360,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Built-up
361,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
362,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Grassland
363,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Bareland
364,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Built-up
365,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Built-up,Forest
366,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Grassland
367,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Water,Forest
368,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Grassland
369,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Bareland
370,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Built-up
371,NULL,NULL,Grassland,NULL,Non_Wetland,Bareland,Forest,Forest
372,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Grassland
373,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Built-up
374,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Grassland,Forest
375,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Grassland
376,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Built-up
377,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Bareland,Forest
378,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Grassland
379,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Built-up,Forest
380,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Grassland
381,NULL,NULL,Grassland,NULL,Non_Wetland,Built-up,Forest,Forest
382,NULL,NULL,Grassland,NULL,Non_Wetland,Water,Grassland,Grassland
383,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Grassland
384,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
385,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Grassland
386,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Grassland,Forest
387,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Wetland,Forest
388,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Water,Forest
389,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Grassland
390,NULL,NULL,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
391,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
392,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
393,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
394,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Grassland,Forest
395,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
396,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Water,Grassland
397,NULL,NULL,Grassland,Non_Water,Non_Wetland,Grassland,Forest,Grassland
398,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
399,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
400,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Grassland,Bareland
401,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
402,NULL,NULL,Grassland,Non_Water,Non_Wetland,Cropland,Water,Grassland
403,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
404,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
405,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Grassland,Forest
406,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
407,NULL,NULL,Grassland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
408,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
409,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Wetland
410,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
411,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
412,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Wetland
413,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
414,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
415,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
416,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Wetland
417,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Wetland,Water
418,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Grassland
419,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Wetland
420,NULL,NULL,Grassland,Non_Water,Non_Wetland,Bareland,Water,Bareland
421,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
422,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Grassland
423,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Grassland,Forest
424,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Grassland
425,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Wetland,Wetland
426,NULL,NULL,Grassland,Water,Non_Wetland,Grassland,Water,Grassland
427,NULL,NULL,Grassland,Water,Non_Wetland,Cropland,NULL,Grassland
428,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
429,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Grassland,Bareland
430,NULL,NULL,Grassland,Water,Non_Wetland,Wetland,Wetland,Grassland
431,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Grassland
432,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Wetland
433,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,NULL,Bareland
434,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Grassland
435,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Grassland,Wetland
436,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Grassland
437,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Wetland,Wetland
438,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Bareland,Grassland
439,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Grassland
440,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Wetland
441,NULL,NULL,Grassland,Water,Non_Wetland,Bareland,Water,Bareland
442,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
443,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
444,NULL,NULL,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
445,NULL,NULL,Wetland,NULL,Wetland,NULL,Grassland,Forest
446,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Grassland
447,NULL,NULL,Wetland,NULL,Wetland,NULL,Wetland,Forest
448,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Grassland
449,NULL,NULL,Wetland,NULL,Wetland,Grassland,NULL,Forest
450,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
451,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Wetland
452,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Built-up
453,NULL,NULL,Wetland,NULL,Wetland,Grassland,Grassland,Forest
454,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
455,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Wetland
456,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Water
457,NULL,NULL,Wetland,NULL,Wetland,Grassland,Wetland,Forest
458,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Grassland
459,NULL,NULL,Wetland,NULL,Wetland,Grassland,Bareland,Built-up
460,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Grassland
461,NULL,NULL,Wetland,NULL,Wetland,Grassland,Water,Forest
462,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Grassland
463,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Wetland
464,NULL,NULL,Wetland,NULL,Wetland,Grassland,Forest,Forest
465,NULL,NULL,Wetland,NULL,Wetland,Cropland,Grassland,Forest
466,NULL,NULL,Wetland,NULL,Wetland,Cropland,Wetland,Bareland
467,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Grassland
468,NULL,NULL,Wetland,NULL,Wetland,Wetland,NULL,Wetland
469,NULL,NULL,Wetland,NULL,Wetland,Wetland,Shrubland,Grassland
470,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,NULL
471,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Grassland
472,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Wetland
473,NULL,NULL,Wetland,NULL,Wetland,Wetland,Grassland,Forest
474,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,NULL
475,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Grassland
476,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Wetland
477,NULL,NULL,Wetland,NULL,Wetland,Wetland,Wetland,Forest
478,NULL,NULL,Wetland,NULL,Wetland,Wetland,Bareland,Grassland
479,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Grassland
480,NULL,NULL,Wetland,NULL,Wetland,Wetland,Water,Wetland
481,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,NULL
482,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Grassland
483,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Wetland
484,NULL,NULL,Wetland,NULL,Wetland,Wetland,Forest,Forest
485,NULL,NULL,Wetland,NULL,Wetland,Bareland,NULL,Grassland
486,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Grassland
487,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Built-up
488,NULL,NULL,Wetland,NULL,Wetland,Bareland,Grassland,Forest
489,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Grassland
490,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Wetland
491,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Bareland
492,NULL,NULL,Wetland,NULL,Wetland,Bareland,Wetland,Forest
493,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Grassland
494,NULL,NULL,Wetland,NULL,Wetland,Bareland,Bareland,Bareland
495,NULL,NULL,Wetland,NULL,Wetland,Bareland,Water,Grassland
496,NULL,NULL,Wetland,NULL,Wetland,Bareland,Forest,Grassland
497,NULL,NULL,Wetland,NULL,Wetland,Water,Grassland,Grassland
498,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Grassland
499,NULL,NULL,Wetland,NULL,Wetland,Water,Wetland,Wetland
500,NULL,NULL,Wetland,NULL,Wetland,Water,Water,Grassland
501,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Grassland
502,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Wetland
503,NULL,NULL,Wetland,NULL,Wetland,Water,Forest,Forest
504,NULL,NULL,Wetland,NULL,Wetland,Forest,Grassland,Forest
505,NULL,NULL,Wetland,NULL,Wetland,Forest,Forest,Forest
506,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Grassland
507,NULL,NULL,Wetland,Non_Water,Wetland,NULL,Wetland,Forest
508,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,NULL,Grassland
509,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Grassland
510,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Grassland,Wetland
511,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Grassland
512,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Wetland
513,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Wetland,Forest
514,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Grassland
515,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Wetland
516,NULL,NULL,Wetland,Non_Water,Wetland,Grassland,Water,Bareland
517,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Grassland
518,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,NULL,Bareland
519,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Grassland
520,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Grassland,Bareland
521,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Wetland
522,NULL,NULL,Wetland,Non_Water,Wetland,Cropland,Water,Bareland
523,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,NULL,Grassland
524,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Grassland
525,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Grassland,Wetland
526,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Grassland
527,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Wetland,Wetland
528,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Grassland
529,NULL,NULL,Wetland,Non_Water,Wetland,Wetland,Water,Bareland
530,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Grassland
531,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Bareland
532,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,NULL,Water
533,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Grassland
534,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Wetland
535,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Grassland,Bareland
536,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Grassland
537,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Wetland
538,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Wetland,Bareland
539,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Grassland
540,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Wetland
541,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Bareland
542,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Water,Water
543,NULL,NULL,Wetland,Non_Water,Wetland,Bareland,Forest,Grassland
544,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Grassland
545,NULL,NULL,Wetland,Non_Water,Wetland,Water,NULL,Bareland
546,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Grassland
547,NULL,NULL,Wetland,Non_Water,Wetland,Water,Wetland,Wetland
548,NULL,NULL,Wetland,Non_Water,Wetland,Water,Water,Bareland
549,NULL,NULL,Wetland,Water,Wetland,NULL,Wetland,Grassland
550,NULL,NULL,Wetland,Water,Wetland,Grassland,NULL,Grassland
551,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Grassland
552,NULL,NULL,Wetland,Water,Wetland,Grassland,Grassland,Forest
553,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Grassland
554,NULL,NULL,Wetland,Water,Wetland,Grassland,Wetland,Wetland
555,NULL,NULL,Wetland,Water,Wetland,Grassland,Bareland,Grassland
556,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Grassland
557,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Wetland
558,NULL,NULL,Wetland,Water,Wetland,Grassland,Water,Bareland
559,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Grassland
560,NULL,NULL,Wetland,Water,Wetland,Cropland,NULL,Bareland
561,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Grassland
562,NULL,NULL,Wetland,Water,Wetland,Cropland,Grassland,Wetland
563,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Grassland
564,NULL,NULL,Wetland,Water,Wetland,Cropland,Water,Bareland
565,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Grassland
566,NULL,NULL,Wetland,Water,Wetland,Wetland,Grassland,Wetland
567,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Grassland
568,NULL,NULL,Wetland,Water,Wetland,Wetland,Wetland,Wetland
569,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Wetland
570,NULL,NULL,Wetland,Water,Wetland,Wetland,Water,Bareland
571,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Grassland
572,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Wetland
573,NULL,NULL,Wetland,Water,Wetland,Bareland,NULL,Bareland
574,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Grassland
575,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Wetland
576,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Bareland
577,NULL,NULL,Wetland,Water,Wetland,Bareland,Grassland,Forest
578,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Grassland
579,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Wetland
580,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Bareland
581,NULL,NULL,Wetland,Water,Wetland,Bareland,Wetland,Forest
582,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Grassland
583,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Wetland
584,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Bareland
585,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Water
586,NULL,NULL,Wetland,Water,Wetland,Bareland,Water,Forest
587,NULL,NULL,Wetland,Water,Wetland,Water,NULL,Water
588,NULL,NULL,Wetland,Water,Wetland,Water,Grassland,Grassland
589,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Grassland
590,NULL,NULL,Wetland,Water,Wetland,Water,Wetland,Wetland
591,NULL,NULL,Wetland,Water,Wetland,Water,Water,Grassland
592,NULL,NULL,Wetland,Water,Wetland,Water,Water,Bareland
593,NULL,NULL,Wetland,Water,Wetland,Water,Water,Water
594,NULL,NULL,Wetland,Water,Wetland,Water,Forest,Water
595,NULL,NULL,Lichens_and_Mosses,NULL,Non_Wetland,Bareland,Grassland,Grassland
596,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Grassland,Grassland
597,NULL,NULL,Bareland,NULL,Non_Wetland,NULL,Forest,Grassland
598,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,NULL,Grassland
599,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Grassland
600,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Wetland
601,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Grassland,Forest
602,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Grassland
603,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Wetland,Wetland
604,NULL,NULL,Bareland,NULL,Non_Wetland,Grassland,Forest,Grassland
605,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Grassland
606,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,NULL,Bareland
607,NULL,NULL,Bareland,NULL,Non_Wetland,Cropland,Grassland,Grassland
608,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Shrubland,Grassland
609,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Grassland
610,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Wetland
611,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Grassland,Forest
612,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Grassland
613,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Wetland,Wetland
614,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Grassland
615,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Water,Forest
616,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,NULL
617,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Grassland
618,NULL,NULL,Bareland,NULL,Non_Wetland,Wetland,Forest,Forest
619,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Grassland
620,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,NULL,Bareland
621,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Grassland
622,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Grassland,Forest
623,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Wetland,Grassland
624,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Grassland
625,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Bareland
626,NULL,NULL,Bareland,NULL,Non_Wetland,Bareland,Bareland,Forest
627,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Grassland,Grassland
628,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Wetland,Wetland
629,NULL,NULL,Bareland,NULL,Non_Wetland,Water,Forest,Grassland
630,NULL,NULL,Bareland,NULL,Non_Wetland,Forest,Grassland,Forest
631,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
632,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,NULL,Bareland
633,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Grassland,Grassland
634,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Wetland,Grassland
635,NULL,NULL,Bareland,Non_Water,Non_Wetland,Grassland,Water,Grassland
636,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Grassland
637,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,NULL,Bareland
638,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Grassland,Grassland
639,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Wetland,Grassland
640,NULL,NULL,Bareland,Non_Water,Non_Wetland,Cropland,Water,Grassland
641,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
642,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
643,NULL,NULL,Bareland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
644,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Grassland
645,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,NULL,Bareland
646,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Grassland
647,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Bareland
648,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Grassland,Forest
649,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Grassland
650,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Wetland,Bareland
651,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Grassland
652,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Wetland
653,NULL,NULL,Bareland,Non_Water,Non_Wetland,Bareland,Water,Bareland
654,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,NULL,Bareland
655,NULL,NULL,Bareland,Non_Water,Non_Wetland,Water,Wetland,Wetland
656,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Grassland
657,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,NULL,Bareland
658,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Grassland
659,NULL,NULL,Bareland,Water,Non_Wetland,Grassland,Water,Bareland
660,NULL,NULL,Bareland,Water,Non_Wetland,Cropland,NULL,Grassland
661,NULL,NULL,Bareland,Water,Non_Wetland,Cropland,NULL,Bareland
662,NULL,NULL,Bareland,Water,Non_Wetland,Cropland,Grassland,Grassland
663,NULL,NULL,Bareland,Water,Non_Wetland,Cropland,Grassland,Bareland
