Value,AMAZON_EXTENSION_2024_DynamicWorld_2024_19LHH_M_R,AMAZON_EXTENSION_2024_ESRI_Annual_LULC_2024_19LHH_M_R,AMAZON_EXTENSION_2024_GLC_FCS30D_2022_19LHH_M_R,AMAZON_EXTENSION_2024_GSW_Yearly_2021_19LHH_M_R,AMAZON_EXTENSION_2024_GWL_FCS30D_2022_19LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_10mbeta_2023_19LHH_M_R,AMAZON_EXTENSION_2024_MapBiomas_Collection10_2024_19LHH_M_R,AMAZON_EXTENSION_2024_WorldCover_2021_19LHH_M_R
4395,Forest,Water,Forest,Non_Water,Non_Wetland,Grassland,NULL,Forest
4396,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4397,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,NULL,Forest
4398,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4399,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4400,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Water
4401,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4402,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Grassland
4403,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Wetland
4404,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Water
4405,Forest,Water,Forest,Non_Water,Non_Wetland,Wetland,Water,Forest
4406,Forest,Water,Forest,Non_Water,Non_Wetland,Bareland,Wetland,Forest
4407,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Wetland
4408,Forest,Water,Forest,Non_Water,Non_Wetland,Water,NULL,Forest
4409,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Grassland,Forest
4410,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Grassland
4411,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Wetland
4412,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Wetland,Forest
4413,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Wetland
4414,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Water
4415,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Water,Forest
4416,Forest,Water,Forest,Non_Water,Non_Wetland,Water,Forest,Forest
4417,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,NULL,Forest
4418,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Water
4419,Forest,Water,Forest,Non_Water,Non_Wetland,Forest,Wetland,Forest
4420,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Grassland
4421,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Wetland
4422,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Water
4423,Forest,Water,Forest,Water,Non_Wetland,NULL,NULL,Forest
4424,Forest,Water,Forest,Water,Non_Wetland,NULL,Water,Forest
4425,Forest,Water,Forest,Water,Non_Wetland,Wetland,NULL,Forest
4426,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Water
4427,Forest,Water,Forest,Water,Non_Wetland,Wetland,Wetland,Forest
4428,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Water
4429,Forest,Water,Forest,Water,Non_Wetland,Wetland,Water,Forest
4430,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Wetland
4431,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Water
4432,Forest,Water,Forest,Water,Non_Wetland,Water,NULL,Forest
4433,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Water
4434,Forest,Water,Forest,Water,Non_Wetland,Water,Wetland,Forest
4435,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Wetland
4436,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Water
4437,Forest,Water,Forest,Water,Non_Wetland,Water,Water,Forest
4438,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Water
4439,Forest,Water,Forest,Water,Non_Wetland,Water,Forest,Forest
4440,Forest,Water,Forest,Water,Non_Wetland,Forest,NULL,Forest
4441,Forest,Water,Forest,Water,Non_Wetland,Forest,Water,Forest
4442,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,NULL
4443,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Grassland
4444,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Cropland
4445,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Wetland
4446,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Built-up
4447,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Water
4448,Forest,Forest,NULL,NULL,Non_Wetland,NULL,NULL,Forest
4449,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Wetland,Forest
4450,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Water,Forest
4451,Forest,Forest,NULL,NULL,Non_Wetland,NULL,Forest,Forest
4452,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Grassland
4453,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,NULL,Forest
4454,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Grassland
4455,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Grassland,Forest
4456,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Grassland
4457,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Wetland,Forest
4458,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Grassland
4459,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Bareland,Forest
4460,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Grassland
4461,Forest,Forest,NULL,NULL,Non_Wetland,Grassland,Forest,Forest
4462,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,NULL
4463,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Grassland
4464,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,NULL,Forest
4465,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Shrubland,Forest
4466,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Grassland,Forest
4467,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,NULL
4468,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Grassland
4469,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Wetland,Forest
4470,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Water,Forest
4471,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Grassland
4472,Forest,Forest,NULL,NULL,Non_Wetland,Wetland,Forest,Forest
4473,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Grassland
4474,Forest,Forest,NULL,NULL,Non_Wetland,Bareland,NULL,Forest
4475,Forest,Forest,NULL,NULL,Non_Wetland,Water,NULL,Forest
4476,Forest,Forest,NULL,NULL,Non_Wetland,Water,Wetland,Forest
4477,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Water
4478,Forest,Forest,NULL,NULL,Non_Wetland,Water,Water,Forest
4479,Forest,Forest,NULL,NULL,Non_Wetland,Water,Forest,Forest
4480,Forest,Forest,NULL,NULL,Non_Wetland,Forest,NULL,Forest
4481,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Grassland,Forest
4482,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Wetland,Forest
4483,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Water,Forest
4484,Forest,Forest,NULL,NULL,Non_Wetland,Forest,Forest,Forest
4485,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,NULL
4486,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Grassland
4487,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Wetland
4488,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Bareland
4489,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Water
4490,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,NULL,Forest
4491,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Grassland,Forest
4492,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Wetland,Forest
4493,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Water,Forest
4494,Forest,Forest,NULL,Non_Water,Non_Wetland,NULL,Forest,Forest
4495,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4496,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,NULL,Forest
4497,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Grassland,Forest
4498,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4499,Forest,Forest,NULL,Non_Water,Non_Wetland,Grassland,Forest,Forest
4500,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4501,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4502,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,NULL,Forest
4503,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Grassland
4504,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Wetland
4505,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Grassland,Forest
4506,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4507,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4508,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4509,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Grassland
4510,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Wetland
4511,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Water,Forest
4512,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4513,Forest,Forest,NULL,Non_Water,Non_Wetland,Wetland,Forest,Forest
4514,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Wetland,Forest
4515,Forest,Forest,NULL,Non_Water,Non_Wetland,Water,Water,Grassland
4516,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,NULL,Forest
4517,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Grassland,Forest
4518,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Wetland,Forest
4519,Forest,Forest,NULL,Non_Water,Non_Wetland,Forest,Forest,Forest
4520,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Grassland
4521,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Cropland
4522,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Wetland
4523,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Water
4524,Forest,Forest,NULL,Water,Non_Wetland,NULL,NULL,Forest
4525,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Wetland
4526,Forest,Forest,NULL,Water,Non_Wetland,NULL,Wetland,Forest
4527,Forest,Forest,NULL,Water,Non_Wetland,NULL,Water,Forest
4528,Forest,Forest,NULL,Water,Non_Wetland,NULL,Forest,Forest
4529,Forest,Forest,NULL,Water,Non_Wetland,Grassland,Wetland,Forest
4530,Forest,Forest,NULL,Water,Non_Wetland,Wetland,NULL,Grassland
4531,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Grassland,Grassland
4532,Forest,Forest,NULL,Water,Non_Wetland,Wetland,Wetland,Forest
4533,Forest,Forest,NULL,Water,Non_Wetland,Water,NULL,Forest
4534,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Water
4535,Forest,Forest,NULL,Water,Non_Wetland,Water,Wetland,Forest
4536,Forest,Forest,NULL,Water,Non_Wetland,Water,Water,Forest
4537,Forest,Forest,NULL,Water,Non_Wetland,Water,Forest,Forest
4538,Forest,Forest,NULL,Water,Non_Wetland,Forest,NULL,Forest
4539,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,NULL
4540,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Grassland
4541,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Bareland
4542,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Built-up
4543,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,NULL,Forest
4544,Forest,Forest,Shrubland,NULL,Non_Wetland,NULL,Wetland,Forest
4545,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Grassland
4546,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,NULL,Forest
4547,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4548,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Grassland,Forest
4549,Forest,Forest,Shrubland,NULL,Non_Wetland,Grassland,Forest,Grassland
4550,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Grassland
4551,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,NULL,Forest
4552,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4553,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Wetland,Forest
4554,Forest,Forest,Shrubland,NULL,Non_Wetland,Wetland,Forest,Forest
4555,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Grassland,Forest
4556,Forest,Forest,Shrubland,NULL,Non_Wetland,Forest,Forest,Grassland
4557,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,NULL
4558,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4559,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4560,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4561,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Water
4562,Forest,Forest,Shrubland,Non_Water,Non_Wetland,NULL,NULL,Forest
4563,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4564,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4565,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4566,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4567,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4568,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Wetland
4569,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4570,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Grassland
4571,Forest,Forest,Shrubland,Non_Water,Non_Wetland,Wetland,Water,Forest
4572,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Grassland
4573,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Cropland
4574,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Wetland
4575,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Bareland
4576,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Water
4577,Forest,Forest,Shrubland,Water,Non_Wetland,NULL,NULL,Forest
4578,Forest,Forest,Shrubland,Water,Non_Wetland,Grassland,NULL,Grassland
4579,Forest,Forest,Shrubland,Water,Non_Wetland,Wetland,Wetland,Forest
4580,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,NULL
4581,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Grassland
4582,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Cropland
4583,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Wetland
4584,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Bareland
4585,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Built-up
4586,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,NULL,Forest
4587,Forest,Forest,Grassland,NULL,Non_Wetland,NULL,Wetland,Forest
4588,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Grassland
4589,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Built-up
4590,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,NULL,Forest
4591,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4592,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Grassland,Forest
4593,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4594,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Wetland,Forest
4595,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4596,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Bareland,Forest
4597,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Grassland
4598,Forest,Forest,Grassland,NULL,Non_Wetland,Grassland,Forest,Forest
4599,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,NULL
4600,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Grassland
4601,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,NULL,Forest
4602,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4603,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Grassland,Forest
4604,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4605,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Wetland,Forest
4606,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Water,Forest
4607,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,NULL
4608,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Grassland
4609,Forest,Forest,Grassland,NULL,Non_Wetland,Wetland,Forest,Forest
4610,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,NULL,Forest
4611,Forest,Forest,Grassland,NULL,Non_Wetland,Bareland,Bareland,Forest
4612,Forest,Forest,Grassland,NULL,Non_Wetland,Water,Wetland,Forest
4613,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,NULL,Forest
4614,Forest,Forest,Grassland,NULL,Non_Wetland,Forest,Forest,Forest
4615,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,NULL
4616,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4617,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4618,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4619,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4620,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Water
4621,Forest,Forest,Grassland,Non_Water,Non_Wetland,NULL,NULL,Forest
4622,Forest,Forest,Grassland,Non_Water,Non_Wetland,Shrubland,NULL,Grassland
4623,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,NULL
4624,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4625,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Wetland
4626,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4627,Forest,Forest,Grassland,Non_Water,Non_Wetland,Grassland,Wetland,Forest
4628,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,NULL
4629,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4630,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Wetland
4631,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Water
4632,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4633,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Grassland
4634,Forest,Forest,Grassland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4635,Forest,Forest,Grassland,Non_Water,Non_Wetland,Forest,NULL,Forest
4636,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Grassland
4637,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Cropland
4638,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Wetland
4639,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Bareland
4640,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Water
4641,Forest,Forest,Grassland,Water,Non_Wetland,NULL,NULL,Forest
4642,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Grassland
4643,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Wetland
4644,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,NULL,Water
4645,Forest,Forest,Grassland,Water,Non_Wetland,Grassland,Wetland,Forest
4646,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,NULL,Grassland
4647,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,NULL,Wetland
4648,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,NULL,Water
4649,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,NULL,Forest
4650,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Grassland,Grassland
4651,Forest,Forest,Grassland,Water,Non_Wetland,Wetland,Wetland,Forest
4652,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,NULL
4653,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Grassland
4654,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Cropland
4655,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Wetland
4656,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Bareland
4657,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Built-up
4658,Forest,Forest,Cropland,NULL,Non_Wetland,NULL,NULL,Forest
4659,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Grassland
4660,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,NULL,Forest
4661,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Grassland
4662,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Grassland,Forest
4663,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Grassland
4664,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Wetland,Forest
4665,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Grassland
4666,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Bareland,Forest
4667,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Grassland
4668,Forest,Forest,Cropland,NULL,Non_Wetland,Grassland,Forest,Forest
4669,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Grassland
4670,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,NULL,Forest
4671,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Grassland
4672,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Grassland,Forest
4673,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Grassland
4674,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Wetland,Forest
4675,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Grassland
4676,Forest,Forest,Cropland,NULL,Non_Wetland,Wetland,Forest,Forest
4677,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,NULL,Forest
4678,Forest,Forest,Cropland,NULL,Non_Wetland,Bareland,Bareland,Grassland
4679,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,NULL,Forest
4680,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Grassland,Forest
4681,Forest,Forest,Cropland,NULL,Non_Wetland,Forest,Forest,Forest
4682,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,NULL
4683,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Grassland
4684,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Cropland
4685,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Wetland
4686,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Bareland
4687,Forest,Forest,Cropland,Non_Water,Non_Wetland,NULL,NULL,Forest
4688,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Grassland
4689,Forest,Forest,Cropland,Non_Water,Non_Wetland,Grassland,NULL,Forest
4690,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,NULL
4691,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Grassland
4692,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,NULL,Forest
4693,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Shrubland,Forest
4694,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Wetland,Forest
4695,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Water,Forest
4696,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Grassland
4697,Forest,Forest,Cropland,Non_Water,Non_Wetland,Wetland,Forest,Forest
4698,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Grassland
4699,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Cropland
4700,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Wetland
4701,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Water
4702,Forest,Forest,Cropland,Water,Non_Wetland,NULL,NULL,Forest
4703,Forest,Forest,Cropland,Water,Non_Wetland,Grassland,NULL,Wetland
4704,Forest,Forest,Cropland,Water,Non_Wetland,Wetland,NULL,Grassland
4705,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,NULL
4706,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Grassland
4707,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Wetland
4708,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Bareland
4709,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Built-up
4710,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Water
4711,Forest,Forest,Wetland,NULL,Wetland,NULL,NULL,Forest
4712,Forest,Forest,Wetland,NULL,Wetland,NULL,Grassland,Forest
4713,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Wetland
4714,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Water
4715,Forest,Forest,Wetland,NULL,Wetland,NULL,Wetland,Forest
4716,Forest,Forest,Wetland,NULL,Wetland,NULL,Water,Forest
4717,Forest,Forest,Wetland,NULL,Wetland,NULL,Forest,Forest
4718,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,NULL
4719,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Grassland
4720,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Wetland
4721,Forest,Forest,Wetland,NULL,Wetland,Grassland,NULL,Forest
4722,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Grassland
4723,Forest,Forest,Wetland,NULL,Wetland,Grassland,Grassland,Forest
4724,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Grassland
4725,Forest,Forest,Wetland,NULL,Wetland,Grassland,Wetland,Forest
4726,Forest,Forest,Wetland,NULL,Wetland,Grassland,Water,Forest
4727,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Grassland
4728,Forest,Forest,Wetland,NULL,Wetland,Grassland,Forest,Forest
4729,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,NULL
4730,Forest,Forest,Wetland,NULL,Wetland,Wetland,NULL,Grassland
